gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.665,0.19,0.145,0,0.7025,0.1375,0.16,0,0.7225,0.1175,0.16,0,0.455833,0.304167,0.0391667,0.0483333,0.0458333,0.0533333,0.0533333,0
100,0.2675,0.4475,0.285,0,0.26,0.4075,0.3325,0,0.345,0.39,0.265,0,0.175833,0.264167,0.13,0.095,0.135833,0.110833,0.0883333,0
150,0.285,0.5,0.215,0,0.43,0.335,0.235,0,0.535,0.335,0.13,0,0.238333,0.345,0.111667,0.0716667,0.111667,0.0783333,0.0433333,0
200,0.27,0.4225,0.3075,0,0.36,0.38,0.26,0,0.455,0.315,0.23,0,0.21,0.2925,0.105,0.1025,0.126667,0.0866667,0.0766667,0
250,0.4375,0.3325,0.23,0,0.5,0.285,0.215,0,0.5875,0.2825,0.13,0,0.3125,0.306667,0.0941667,0.0766667,0.095,0.0716667,0.0433333,0
300,0.1225,0.4625,0.415,0,0.36,0.4,0.24,0,0.315,0.425,0.26,0,0.160833,0.259167,0.141667,0.138333,0.133333,0.08,0.0866667,0
350,0.2375,0.535,0.2275,0,0.37,0.4025,0.2275,0,0.39,0.465,0.145,0,0.2025,0.308333,0.155,0.0758333,0.134167,0.0758333,0.0483333,0
400,0.325,0.445,0.23,0,0.4175,0.42,0.1625,0,0.535,0.3225,0.1425,0,0.2475,0.326667,0.1075,0.0766667,0.14,0.0541667,0.0475,0
450,0.2,0.405,0.395,0,0.35,0.4675,0.1825,0,0.4325,0.32,0.2475,0,0.183333,0.279167,0.106667,0.131667,0.155833,0.0608333,0.0825,0
500,0.2525,0.3825,0.365,0,0.3725,0.39,0.2375,0,0.4925,0.25,0.2575,0,0.208333,0.291667,0.0833333,0.121667,0.13,0.0791667,0.0858333,0
550,0.175,0.4,0.425,0,0.35,0.46,0.19,0,0.39,0.345,0.265,0,0.175,0.263333,0.115,0.141667,0.153333,0.0633333,0.0883333,0
600,0.0725,0.4675,0.46,0,0.355,0.425,0.22,0,0.1925,0.3875,0.42,0,0.1425,0.22,0.129167,0.153333,0.141667,0.0733333,0.14,0
650,0.09,0.375,0.535,0,0.42,0.3775,0.2025,0,0.2125,0.4025,0.385,0,0.17,0.195833,0.134167,0.178333,0.125833,0.0675,0.128333,0
700,0.08,0.365,0.555,0,0.355,0.4575,0.1875,0,0.21,0.385,0.405,0,0.145,0.191667,0.128333,0.185,0.1525,0.0625,0.135,0
750,0.0475,0.435,0.5175,0,0.3875,0.385,0.2275,0,0.1225,0.4625,0.415,0,0.145,0.185833,0.154167,0.1725,0.128333,0.0758333,0.138333,0
800,0.1625,0.4075,0.43,0,0.545,0.3525,0.1025,0,0.24,0.3675,0.3925,0,0.235833,0.215833,0.1225,0.143333,0.1175,0.0341667,0.130833,0
850,0.14,0.385,0.475,0,0.43,0.38,0.19,0,0.225,0.3775,0.3975,0,0.19,0.203333,0.125833,0.158333,0.126667,0.0633333,0.1325,0
900,0.12,0.4275,0.4525,0,0.4775,0.3175,0.205,0,0.2025,0.37,0.4275,0,0.199167,0.21,0.123333,0.150833,0.105833,0.0683333,0.1425,0
950,0.135,0.3725,0.4925,0,0.415,0.4375,0.1475,0,0.24,0.345,0.415,0,0.183333,0.204167,0.115,0.164167,0.145833,0.0491667,0.138333,0
1000,0.1225,0.4925,0.385,0,0.66,0.22,0.12,0,0.1575,0.4075,0.435,0,0.260833,0.216667,0.135833,0.128333,0.0733333,0.04,0.145,0
1050,0.11,0.4475,0.4425,0,0.6325,0.28,0.0875,0,0.11,0.3925,0.4975,0,0.2475,0.185833,0.130833,0.1475,0.0933333,0.0291667,0.165833,0
1100,0.0975,0.3925,0.51,0,0.43,0.41,0.16,0,0.13,0.435,0.435,0,0.175833,0.174167,0.145,0.17,0.136667,0.0533333,0.145,0
1150,0.3675,0.3125,0.32,0,0.7275,0.185,0.0875,0,0.3625,0.365,0.2725,0,0.365,0.225,0.121667,0.106667,0.0616667,0.0291667,0.0908333,0
1200,0.2725,0.32,0.4075,0,0.8025,0.125,0.0725,0,0.205,0.3775,0.4175,0,0.358333,0.175,0.125833,0.135833,0.0416667,0.0241667,0.139167,0
1250,0.575,0.305,0.12,0,0.9025,0.085,0.0125,0,0.565,0.305,0.13,0,0.4925,0.29,0.101667,0.04,0.0283333,0.00416667,0.0433333,0
1300,0.3325,0.3525,0.315,0,0.795,0.1225,0.0825,0,0.3625,0.3025,0.335,0,0.375833,0.238333,0.100833,0.105,0.0408333,0.0275,0.111667,0
1350,0.1475,0.405,0.4475,0,0.625,0.275,0.1,0,0.42,0.3375,0.2425,0,0.2575,0.275,0.1125,0.149167,0.0916667,0.0333333,0.0808333,0
