gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.64,0.165,0.195,0,0.68,0.105,0.215,0,0.8925,0.0375,0.07,0,0.44,0.3525,0.0125,0.065,0.035,0.0716667,0.0233333,0
100,0.2875,0.2775,0.435,0,0.395,0.1375,0.4675,0,0.625,0.12,0.255,0,0.2275,0.300833,0.04,0.145,0.0458333,0.155833,0.085,0
150,0.235,0.305,0.46,0,0.155,0.235,0.61,0,0.6975,0.125,0.1775,0,0.13,0.334167,0.0416667,0.153333,0.0783333,0.203333,0.0591667,0
200,0.1775,0.3725,0.45,0,0.3475,0.25,0.4025,0,0.45,0.2525,0.2975,0,0.175,0.274167,0.0841667,0.15,0.0833333,0.134167,0.0991667,0
250,0.0925,0.415,0.4925,0,0.1525,0.3825,0.465,0,0.3475,0.325,0.3275,0,0.0816667,0.254167,0.108333,0.164167,0.1275,0.155,0.109167,0
300,0.06,0.485,0.455,0,0.18,0.375,0.445,0,0.2275,0.355,0.4175,0,0.08,0.2375,0.118333,0.151667,0.125,0.148333,0.139167,0
350,0.08,0.37,0.55,0,0.1725,0.3175,0.51,0,0.125,0.3075,0.5675,0,0.0841667,0.165,0.1025,0.183333,0.105833,0.17,0.189167,0
400,0.0525,0.3025,0.645,0,0.26,0.4225,0.3175,0,0.07,0.375,0.555,0,0.104167,0.124167,0.125,0.215,0.140833,0.105833,0.185,0
450,0.0625,0.305,0.6325,0,0.1025,0.445,0.4525,0,0.09,0.4,0.51,0,0.055,0.131667,0.133333,0.210833,0.148333,0.150833,0.17,0
500,0.025,0.3275,0.6475,0,0.2525,0.46,0.2875,0,0.075,0.365,0.56,0,0.0925,0.134167,0.121667,0.215833,0.153333,0.0958333,0.186667,0
550,0.03,0.3175,0.6525,0,0.2325,0.4625,0.305,0,0.0375,0.39,0.5725,0,0.0875,0.118333,0.13,0.2175,0.154167,0.101667,0.190833,0
600,0.04,0.305,0.655,0,0.225,0.4575,0.3175,0,0.035,0.3475,0.6175,0,0.0883333,0.113333,0.115833,0.218333,0.1525,0.105833,0.205833,0
650,0.07,0.39,0.54,0,0.2075,0.5025,0.29,0,0.055,0.29,0.655,0,0.0925,0.148333,0.0966667,0.18,0.1675,0.0966667,0.218333,0
700,0.06,0.4075,0.5325,0,0.1575,0.525,0.3175,0,0.1925,0.31,0.4975,0,0.0725,0.2,0.103333,0.1775,0.175,0.105833,0.165833,0
750,0.0425,0.395,0.5625,0,0.18,0.5625,0.2575,0,0.055,0.39,0.555,0,0.0741667,0.15,0.13,0.1875,0.1875,0.0858333,0.185,0
800,0.04,0.355,0.605,0,0.3425,0.385,0.2725,0,0.0725,0.4075,0.52,0,0.1275,0.1425,0.135833,0.201667,0.128333,0.0908333,0.173333,0
850,0.0275,0.3125,0.66,0,0.35,0.415,0.235,0,0.045,0.2975,0.6575,0,0.125833,0.119167,0.0991667,0.22,0.138333,0.0783333,0.219167,0
900,0.0525,0.38,0.5675,0,0.335,0.4025,0.2625,0,0.0625,0.3425,0.595,0,0.129167,0.1475,0.114167,0.189167,0.134167,0.0875,0.198333,0
950,0.075,0.295,0.63,0,0.35,0.395,0.255,0,0.1125,0.265,0.6225,0,0.141667,0.135833,0.0883333,0.21,0.131667,0.085,0.2075,0
1000,0.035,0.305,0.66,0,0.2375,0.4925,0.27,0,0.0575,0.33,0.6125,0,0.0908333,0.120833,0.11,0.22,0.164167,0.09,0.204167,0
1050,0.0425,0.32,0.6375,0,0.2325,0.49,0.2775,0,0.04,0.3425,0.6175,0,0.0916667,0.12,0.114167,0.2125,0.163333,0.0925,0.205833,0
