gen,GA,DE,GDE,CCHIHH (non-stable),CCHIHH (stable)
254,2.6754172736731973e-05,0.0011569573777315413,0.00015740782222221247,0.00028988561914671874,0.00021151506763788565
255,2.6754172736731973e-05,0.0011569573777315413,0.00015504289999998817,0.000292532611862644,0.00022146909469303436
256,2.6754172736731973e-05,0.0011569573777315413,0.0001606955555555428,0.00029627344432881945,0.0002350068054110381
257,2.6754172736731973e-05,0.0011913147554630554,0.00016378423333332265,0.00030586243496357395,0.00023384707596254946
258,2.6754172736731973e-05,0.0011913147554630554,0.0001738022222222137,0.00030586243496357395,0.00023823352757545803
259,2.6754172736731973e-05,0.0012018539854318435,0.00018481378888888427,0.00029938809573360414,0.00021615248699271723
260,2.6754172736731973e-05,0.0012018539854318435,0.0001911513333333254,0.0003031953798126844,0.00021890740894901046
261,2.6754172736731973e-05,0.0012018539854318435,0.00018904845555554582,0.00030774809573358756,0.00021563575442247658
262,2.6754172736731973e-05,0.0012018539854318435,0.0001878337888888792,0.0002969776899063212,0.00021586539021851758
263,2.6754172736731973e-05,0.0012018539854318435,0.0001878337888888792,0.0002984515296565855,0.0002085772736732559
264,2.6754172736731973e-05,0.0012018539854318435,0.00018987462222221484,0.0003016595837668855,0.00020642507804370221
265,2.6754172736731973e-05,0.0012018539854318435,0.00018810648888887866,0.0003012365660769805,0.00020723142559834042
266,2.7440957336106288e-05,0.0012018539854318435,0.00019167698888887365,0.00030450740894900956,0.00021231960457856919
267,2.7440957336106288e-05,0.0012080680124869968,0.00019308205555553895,0.0003071812695109155,0.00022369575442247774
268,2.7440957336106288e-05,0.0012080680124869968,0.0001960198222222088,0.0003088185223725237,0.0002191951508844986
269,2.7440957336106288e-05,0.0012080680124869968,0.0001960198222222088,0.00031296303850156075,0.00022617463059313527
270,2.7440957336106288e-05,0.0012080680124869968,0.0001960198222222088,0.0003335594172736578,0.00022703893860562328
271,2.7440957336106288e-05,0.0012080680124869968,0.0001960198222222088,0.0003454818314255839,0.0002223073257023942
272,2.7440957336106288e-05,0.0012080680124869968,0.00019555666666665233,0.0003369109469302632,0.00021439773152965138
273,2.7440957336106288e-05,0.0012080680124869968,0.00019023982222220908,0.0003404112799167563,0.00020992740894900213
274,2.7440957336106288e-05,0.0012080680124869968,0.00019023982222220908,0.00033713325702393565,0.00020636308012485677
275,2.8393381893858544e-05,0.0012080680124869968,0.00019023982222220908,0.0003366171279916777,0.0001967963579604498
276,2.8393381893858544e-05,0.0012080680124869968,0.00018936262222220927,0.00033829157127992,0.0001967963579604498
277,2.8393381893858544e-05,0.0012080680124869968,0.00018936262222220927,0.0003375508844953182,0.00019168118626429703
278,2.8393381893858544e-05,0.0012080680124869968,0.00018936262222220927,0.0003392399999999967,0.0001903923204994662
279,2.8393381893858544e-05,0.0012080680124869968,0.00018936262222220927,0.00034139548387096807,0.00018966705515087624
280,2.8393381893858544e-05,0.001213471446409992,0.00018936262222220927,0.00034007548387096637,0.00019165467221644137
281,2.8393381893858544e-05,0.0012173791883454764,0.00019077173333331945,0.00034039515088449377,0.00019387675338189132
282,2.8393381893858544e-05,0.001233476628511986,0.00019077173333331945,0.0003429346722164461,0.0001888611862643074
283,2.8393381893858544e-05,0.00123444024973986,0.00019077173333331945,0.00035576786680541255,0.00019358314255983253
284,2.8393381893858544e-05,0.00123444024973986,0.00019119583333331345,0.00035862378772113406,0.00019500022892821346
285,2.8393381893858544e-05,0.00123444024973986,0.00018385805555554008,0.00035472399583767923,0.000192272320499491
286,2.8393381893858544e-05,0.00123444024973986,0.00018822223333331896,0.00035472399583767923,0.0001859050780437142
287,2.8393381893858544e-05,0.0012236931529656665,0.00019098045555554486,0.0003556908844953301,0.00018238264308013532
288,2.8393381893858544e-05,0.0012236931529656665,0.00019145688888888272,0.0003718046409989596,0.0001828305723205214
289,2.8393381893858544e-05,0.0012236931529656665,0.00019145688888888272,0.0003700434755463064,0.00017629317377732958
290,2.8393381893858544e-05,0.0012236931529656665,0.00019145688888888272,0.0003700434755463064,0.00017629317377732958
291,2.8393381893858544e-05,0.0012236931529656665,0.00019145688888888272,0.0003918021852237407,0.000180036357960473
292,2.8393381893858544e-05,0.0012236931529656665,0.0001842744555555492,0.0003918021852237407,0.00018053721123829745
293,2.855465140478238e-05,0.0012236931529656665,0.0001824020999999927,0.00040701252861604194,0.0001820664516129101
294,2.855465140478238e-05,0.001233014047866807,0.00017505898888888063,0.0004030556087409071,0.00018627223725287132
295,2.855465140478238e-05,0.0012327249739854341,0.00017812956666665738,0.000407252237252874,0.00018256024973985387
296,2.855465140478238e-05,0.0012317088657648307,0.00017812956666665738,0.0004066729656607859,0.00018313088449531438
297,2.855465140478238e-05,0.0012372457648283058,0.00018148288888887682,0.00041281473465142575,0.00017922320499478506
298,2.855465140478238e-05,0.0012372457648283058,0.00018148288888887682,0.00041281473465142575,0.00017839325702392512
299,2.855465140478238e-05,0.0012372457648283058,0.00018148288888887682,0.0004134726118626547,0.00017322886576481456
300,2.855465140478238e-05,0.0012407931529656632,0.00018621648888887568,0.0004134726118626547,0.00017418228928199722
301,2.855465140478238e-05,0.0012407931529656632,0.00018621648888887568,0.0004129231841831548,0.00016997544224765687
302,2.855465140478238e-05,0.0012407931529656632,0.00018621648888887568,0.00042134715920917154,0.00017909702393340614
303,2.855465140478238e-05,0.0012407931529656632,0.00018621648888887568,0.0004218832049948291,0.00017986164412070842
304,2.855465140478238e-05,0.0012436093860561871,0.00018621648888887568,0.00042248164412073114,0.00016970882414151637
305,2.855465140478238e-05,0.00124339386056191,0.00018621648888887568,0.00042307152965662993,0.00017208559833507006
306,2.855465140478238e-05,0.00124339386056191,0.00018621648888887568,0.0004334924869927467,0.00017393683662850478
307,2.855465140478238e-05,0.00124339386056191,0.0001912529333333172,0.00043423109261188906,0.00017306570239334832
308,2.855465140478238e-05,0.00124339386056191,0.0001912529333333172,0.0004351144224766113,0.00017069450572321573
309,2.865985431841432e-05,0.00124339386056191,0.0001912529333333172,0.0004398026430801446,0.00017443286160251327
310,2.865985431841432e-05,0.00124339386056191,0.0001912529333333172,0.00044634994797088426,0.00017776228928201765
311,2.865985431841432e-05,0.0012859991467221664,0.00019313382222220553,0.00044634994797088426,0.00017673583766911836
312,2.865985431841432e-05,0.0012859991467221664,0.00019313382222220553,0.0004594073673257152,0.00018159127991677803
313,2.865985431841432e-05,0.0012827549635796083,0.00019313382222220553,0.0004600503225806565,0.0001764043704474772
314,2.865985431841432e-05,0.0012827549635796083,0.00019313382222220553,0.00047461789802291486,0.00017167313215402813
315,2.865985431841432e-05,0.0013115607075962308,0.00019541712222220523,0.00047461789802291486,0.000172330676378787
316,2.865985431841432e-05,0.0013115607075962308,0.00019541712222220523,0.00048182901144643405,0.00016591167533819862
317,2.865985431841432e-05,0.0013210365868886657,0.00019541712222220523,0.0004890235379812963,0.0001638844745057345
318,2.865985431841432e-05,0.0013210365868886657,0.00019541712222220523,0.0004978288657648528,0.00016498514047867698
319,2.865985431841432e-05,0.0013210365868886657,0.00019541712222220523,0.0005041689281998212,0.0001663535483871057
320,2.865985431841432e-05,0.0014326122372528996,0.0001957473888888699,0.0005077099895942084,0.0001657772112382989
321,2.865985431841432e-05,0.0014891751925078332,0.0001941516555555373,0.0005043408949011872,0.00016725837669095037
322,2.865985431841432e-05,0.0014953075546306075,0.0001941516555555373,0.0005156701560874353,0.00015898089490114199
323,2.7476045785635865e-05,0.0015157237877211273,0.0001941516555555373,0.0005316914047866961,0.00016516054110301818
324,2.7476045785635865e-05,0.0015224004786680797,0.00018847626666665648,0.0005385533402705588,0.00017769667013527626
325,2.7239625390214107e-05,0.0015243954006243707,0.00019276555555554378,0.0005459656607700429,0.00017755712799167456
326,2.7239625390214107e-05,0.0015361347554630799,0.00019276555555554378,0.0005549968366285071,0.00017309032258064474
327,2.7239625390214107e-05,0.0015361347554630799,0.00019234178888887307,0.0005610373777315109,0.00016886056191466457
328,2.7239625390214107e-05,0.0015474644328824217,0.00018964582222220317,0.0005610373777315109,0.0001612857648282946
329,2.7239625390214107e-05,0.0015474644328824217,0.00018964582222220317,0.0005582577731529472,0.0001584372320499403
330,2.7239625390214107e-05,0.0015474644328824217,0.00018964582222220317,0.0005582577731529472,0.00016357211238292248
331,2.7239625390214107e-05,0.0015474644328824217,0.00018964582222220317,0.0005582577731529472,0.00016777702393339528
332,2.7239625390214107e-05,0.0015739662434963784,0.00019275023333331965,0.0005677928616024819,0.00017478695109261047
333,2.7239625390214107e-05,0.0015898009989594385,0.00019751112222220958,0.0005677928616024819,0.00019095140478668534
334,2.7239625390214107e-05,0.0015898009989594385,0.00019347359999998546,0.0005731607700312074,0.00018847941727367885
335,2.7239625390214107e-05,0.0015898009989594385,0.00019347359999998546,0.0005790875338189244,0.0001904786680541297
336,2.7239625390214107e-05,0.001587262643080145,0.00019347359999998546,0.0005834197918834453,0.0001899748178980369
337,2.7239625390214107e-05,0.001587262643080145,0.00019347359999998546,0.0005973008740894799,0.000190335463059332
338,2.7239625390214107e-05,0.001587262643080145,0.0001928451555555443,0.0006009896566076859,0.00018708838709678927
339,2.7239625390214107e-05,0.0015892164828304005,0.0001928451555555443,0.0006078791883454667,0.0001891381269511135
340,2.7239625390214107e-05,0.0015892164828304005,0.00019449165555553974,0.0006100695317377698,0.00018571540062435835
341,2.7239625390214107e-05,0.0015892164828304005,0.0002000478222222099,0.0006100231425598297,0.00018954668054110797
342,2.7239625390214107e-05,0.0016160409989594308,0.00019881489999998742,0.0006101731737773116,0.00018773712799168734
343,2.7239625390214107e-05,0.0016160409989594308,0.00019881489999998742,0.0006121970031217477,0.00018554126951093191
344,2.7410322580640344e-05,0.0016160409989594308,0.00020227232222220565,0.0006210578772112293,0.00018785450572321303
345,2.7410322580640344e-05,0.0016166527991675532,0.0002032770666666487,0.0006254561082205945,0.0001853463683662908
346,2.7410322580640344e-05,0.0016334927575442446,0.000204700399999983,0.0006305990634755473,0.00018065209157128016
347,2.7410322580640344e-05,0.0016334927575442446,0.000204700399999983,0.0006365902809573379,0.00018317379812694864
348,2.7410322580640344e-05,0.0016753066805411127,0.00020243493333331925,0.0006329857648282953,0.0001806612903225769
349,2.7410322580640344e-05,0.0016753066805411127,0.00020243493333331925,0.0006331209989594089,0.00017930012486992142
350,2.7410322580640344e-05,0.0016753066805411127,0.00020243493333331925,0.0006381657648282994,0.00017862973985431104
351,2.7410322580640344e-05,0.0016753066805411127,0.000204327155555543,0.0006341490114464074,0.00018467639958375168
352,2.7410322580640344e-05,0.0016753066805411127,0.00020081832222220743,0.0006359031841831566,0.00018200151925076583
353,2.7410322580640344e-05,0.00169640399583769,0.00019699289999999337,0.0006277794797086605,0.00019285248699270937
354,2.7410322580640344e-05,0.00169640399583769,0.00019699289999999337,0.0006291057232050153,0.0001907565868886489
355,2.7410322580640344e-05,0.00169640399583769,0.00019699289999999337,0.0006355920499479927,0.00019187610822059907
356,2.7410322580640344e-05,0.0017081882206035647,0.00019733159999998855,0.0006471927367325989,0.0001857778772112362
357,2.7410322580640344e-05,0.0017078509469303084,0.00019733159999998855,0.0006713883662851334,0.00017745529656607297
358,2.7410322580640344e-05,0.0017078509469303084,0.00019733159999998855,0.0006585934027055197,0.00018127313215401023
359,2.7410322580640344e-05,0.0017095913215401065,0.00019733159999998855,0.0006585934027055197,0.0001796354422476606
360,2.7410322580640344e-05,0.0017095913215401065,0.00019733159999998855,0.0006585934027055197,0.00016889023933402918
361,2.7410322580640344e-05,0.0017095913215401065,0.00019733159999998855,0.0006585934027055197,0.00017572414151924547
362,2.7410322580640344e-05,0.0017162611238293888,0.00019719822222221054,0.0006585934027055197,0.0001805470759625272
363,2.7410322580640344e-05,0.0017317546514048277,0.00019730978888887564,0.0006714175442247637,0.00018186228928198416
364,2.7677544224761495e-05,0.0017352450156087739,0.00019730978888887564,0.0006714175442247637,0.00018283146722163223
365,2.7677544224761495e-05,0.0017549454318418576,0.00019441823333332225,0.0006793112382934404,0.00018148930280956053
366,2.7677544224761495e-05,0.0017876692611862918,0.00019594799999999194,0.0006793112382934404,0.00018646335067637194
367,2.5846951092608837e-05,0.0017876692611862918,0.00018915688888888454,0.0006857176899063394,0.00018958376690947657
368,2.6537898022890506e-05,0.0017876692611862918,0.00018915688888888454,0.0006872199999999883,0.00019341123829345305
369,2.6537898022890506e-05,0.0018141230593132327,0.00019299378888888702,0.0006961576482830433,0.00019693898022894426
370,2.6537898022890506e-05,0.0018141230593132327,0.00019299378888888702,0.0006961576482830433,0.00020007608740896167
371,2.501773152965468e-05,0.0018141230593132327,0.00019299378888888702,0.0006982997918834514,0.00020292328824142783
372,2.501773152965468e-05,0.0018141230593132327,0.0001931009333333276,0.0007003783142559833,0.0002030683038501631
373,2.771152965660632e-05,0.0018075290946930373,0.00020271448888887524,0.0007008410822060206,0.00020435446409990205
374,2.771152965660632e-05,0.0018075290946930373,0.00020271448888887524,0.0007174386680540915,0.00020323075962539881
375,2.771152965660632e-05,0.0018082148178980386,0.00020289743333331956,0.0007225070759625169,0.00020224301768991367
376,2.771152965660632e-05,0.0018082148178980386,0.00020289743333331956,0.0007250344432882136,0.00020376430801250523
377,2.7088012486991566e-05,0.0018082148178980386,0.00020511272222220812,0.0007202114464099635,0.000205398668054121
378,2.7088012486991566e-05,0.0018068682830385257,0.00019884765555554275,0.0007208560457856105,0.00020880963579605243
379,2.6410156087407037e-05,0.0018068682830385257,0.00019884765555554275,0.0007219086368365995,0.0002064346514047848
380,2.6410156087407037e-05,0.0018068682830385257,0.00019694756666665026,0.0007432251612903063,0.00020771962539021898
381,2.6410156087407037e-05,0.0018071680957336344,0.00019694756666665026,0.0007513127367325429,0.0002126957336108164
382,2.6410156087407037e-05,0.0018064638293444556,0.00019630978888887562,0.0007559173777315103,0.00020909286160249171
383,2.6410156087407037e-05,0.00181303336108223,0.00019630978888887562,0.0007499822892819713,0.00021206320499478595
384,2.6410156087407037e-05,0.00181303336108223,0.0001959214333333202,0.0007488958376690715,0.00021409157127991966
385,2.6410156087407037e-05,0.001828261207075965,0.00020317795555553256,0.0007524412695108976,0.00021296957336108867
386,2.6410156087407037e-05,0.0018521183142559995,0.00020317795555553256,0.0007538470551508526,0.00020903415192507927
387,2.6410156087407037e-05,0.0018521183142559995,0.0002011086222221966,0.0007702028928199535,0.0002058941103017669
388,2.6410156087407037e-05,0.0018521183142559995,0.0002011086222221966,0.0007745363787720826,0.00021101415192507718
389,2.6410156087407037e-05,0.0018521183142559995,0.0001985091666666397,0.0007864788345473223,0.00020863619146721787
390,2.6410156087407037e-05,0.0018609559625390427,0.00019874528888886336,0.000793944640998943,0.00020872422476586483
391,2.6410156087407037e-05,0.0018844597086368471,0.00019874528888886336,0.0007979628303850093,0.00021159281997919005
392,2.6410156087407037e-05,0.001880380624349645,0.00020469983333330796,0.0008081546514047996,0.00020452280957335194
393,2.6410156087407037e-05,0.0018900160249740003,0.00019846862222218966,0.0008081546514047996,0.0002091063059313226
394,2.6410156087407037e-05,0.0019167232049948448,0.00019846862222218966,0.000818062414151936,0.00021130886576483312
395,2.6410156087407037e-05,0.0019167232049948448,0.00019846862222218966,0.0008183606035379915,0.00021130886576483312
396,2.6410156087407037e-05,0.0019177936732570726,0.00019846862222218966,0.0008291151925078257,0.00021570930280958458
397,2.6410156087407037e-05,0.0019126232258064937,0.0002003475666666317,0.0008366396045785817,0.0002068822060353801
398,2.6410156087407037e-05,0.001963593548387138,0.0002003475666666317,0.0008488267013527744,0.0002077701144640954
399,2.6410156087407037e-05,0.001955772486992759,0.0001984511222221882,0.0008488267013527744,0.00020378393340270482
400,2.6410156087407037e-05,0.001955772486992759,0.00020246315555551595,0.0008636034547346675,0.00021306566077002335
401,2.6410156087407037e-05,0.001955772486992759,0.00019873528888885345,0.0008725420603538313,0.00021305055150882174
402,2.6410156087407037e-05,0.0019660918626430994,0.00019429338888885328,0.0008739170031217945,0.00021831841831423032
403,2.6410156087407037e-05,0.001966357086368386,0.00019429338888885328,0.0008828348387097214,0.00022007377731527177
404,2.6410156087407037e-05,0.001973933340270574,0.00019429338888885328,0.0009039677419355147,0.0002169503850155773
405,2.6410156087407037e-05,0.001973933340270574,0.00019429338888885328,0.0009133228511966882,0.00020937916753379263
406,2.6410156087407037e-05,0.001973933340270574,0.00019896822222219485,0.0009133228511966882,0.00021260199791880776
407,2.6410156087407037e-05,0.001973933340270574,0.00019896822222219485,0.0009172604994797384,0.0002088712382934174
408,2.6410156087407037e-05,0.001998634693028128,0.00019896822222219485,0.0009205340270551861,0.00021499211238291862
409,2.6410156087407037e-05,0.0020308137981269727,0.0001945051555555296,0.0009358156087409188,0.00021163981269508846
410,2.6410156087407037e-05,0.0020308137981269727,0.0001945051555555296,0.0009358156087409188,0.00021198740894899694
411,2.6410156087407037e-05,0.002055895796045799,0.0001993868965516977,0.0009360152757544436,0.00021385658688864354
412,2.6410156087407037e-05,0.002074372861602529,0.0001993868965516977,0.0009322966077003168,0.00021486218522372318
413,2.6410156087407037e-05,0.002072729573361114,0.0001993868965516977,0.0009429579604578604,0.00020906176899062692
414,2.6410156087407037e-05,0.002089033673257058,0.0001993868965516977,0.0009640290946930307,0.0002083580228928093
415,2.6410156087407037e-05,0.002089033673257058,0.0001993868965516977,0.0009662277211238321,0.00020297334027053886
416,2.6410156087407037e-05,0.002089033673257058,0.00019418252080853694,0.0009711585223725318,0.00019991789802287896
417,2.6410156087407037e-05,0.002141599209157151,0.00019418252080853694,0.0009820899479708442,0.00019462586888656594
418,2.6410156087407037e-05,0.002141599209157151,0.00019418252080853694,0.0009820899479708442,0.00019426499479707532
419,2.6410156087407037e-05,0.0021758361082206265,0.00019541419738405402,0.0009923235379812468,0.0001957488449531693
420,2.6410156087407037e-05,0.002162376732570255,0.00019050801426870968,0.000995548366285102,0.00019543215400623728
421,2.6410156087407037e-05,0.0021653598335067757,0.0001840665398335184,0.0010036745473464886,0.0001903384183142451
422,2.6410156087407037e-05,0.0021653598335067757,0.0001880643281807251,0.0010036745473464886,0.0001901250572320316
423,2.6410156087407037e-05,0.002197728824141521,0.00018649545778833695,0.0010082637044744882,0.00019319837669093474
424,2.6410156087407037e-05,0.002197728824141521,0.00018632137931033415,0.001063049261186218,0.00020232349635794988
425,2.5536399583764556e-05,0.002197274047866808,0.00019021167657549864,0.0010678794797086073,0.00020564289281996422
426,2.5536399583764556e-05,0.002197274047866808,0.00019021167657549864,0.0010678794797086073,0.00020698486992714574
427,2.5536399583764556e-05,0.002197274047866808,0.00019021167657549864,0.00106854865764826,0.0002016481997918726
428,2.7106951092609547e-05,0.0021904980228928273,0.00019117443519618436,0.0010739143184182918,0.0002016481997918726
429,2.7106951092609547e-05,0.0021904980228928273,0.00019117443519618436,0.0010650134027054949,0.00020038301768989845
430,2.7106951092609547e-05,0.0022263777731529786,0.00018845999999999224,0.0010599204994796991,0.0002004673673256907
431,2.7106951092609547e-05,0.002256900478668059,0.0001851137217598064,0.0010725154838709696,0.00019549902185222434
432,2.7106951092609547e-05,0.002256900478668059,0.00018659422116527037,0.001078355754422473,0.0001927706763787573
433,2.7106951092609547e-05,0.002264641082206022,0.00018659422116527037,0.0010938615608740733,0.0001896075962538866
434,2.7106951092609547e-05,0.002264641082206022,0.00018659422116527037,0.0011038550676378408,0.00018805798126949236
435,2.7106951092609547e-05,0.002264641082206022,0.00018659422116527037,0.0011051022060353552,0.00018532283038499574
436,2.7106951092609547e-05,0.002264641082206022,0.00018659422116527037,0.0011067050780436726,0.00018751415192506485
437,2.7106951092609547e-05,0.0023281290114463664,0.00018659422116527037,0.0011057546514047767,0.00018849425598333443
438,2.7106951092609547e-05,0.002354047055150841,0.00018750385255647184,0.0011066424141519026,0.00018589610822058574
439,2.7106951092609547e-05,0.002348500457856354,0.00019330230677764125,0.0011095407075962433,0.00018467918834546803
440,2.7106951092609547e-05,0.002356832091571207,0.0001939506302021353,0.0011232193340270425,0.00018489635796044727
441,2.7106951092609547e-05,0.0024221114464099166,0.00020161902497026638,0.0011338248699271454,0.00018318270551506891
442,2.7106951092609547e-05,0.0024221114464099166,0.00020161902497026638,0.0011483074089490078,0.00018293991675336841
443,2.7106951092609547e-05,0.0024221114464099166,0.0001986299881093852,0.0011548713215400559,0.0001888463475546236
444,2.7106951092609547e-05,0.0024355591467221023,0.0001986299881093852,0.0011548713215400559,0.00019116114464098758
445,2.7106951092609547e-05,0.0024404350676378228,0.0002008720808561137,0.001165634505723207,0.0002035443080124814
446,2.7106951092609547e-05,0.0024404350676378228,0.0002008720808561137,0.0011652301768990665,0.00020330012486991924
447,2.7106951092609547e-05,0.0024404350676378228,0.00019833966706300557,0.0011933896566077103,0.0002075776482830334
448,2.7106951092609547e-05,0.002471003225806395,0.00019833966706300557,0.0011976302185223847,0.00019998514047867938
449,2.7090780437042814e-05,0.0025026637252861484,0.00019833966706300557,0.0011900022892820065,0.0002002057856399703
450,2.7090780437042814e-05,0.0025248721123828964,0.00019833966706300557,0.0011919078043704514,0.00020568516129033208
451,2.7090780437042814e-05,0.0025248721123828964,0.0001991083472056881,0.0011946686368366159,0.00019867731529656563
452,2.7090780437042814e-05,0.0025433735067637293,0.00020361284185491416,0.0012170321123829164,0.00020229791883454644
453,2.7090780437042814e-05,0.002570608928199737,0.00020361284185491416,0.0012170321123829164,0.00020314586888657302
454,2.7090780437042814e-05,0.0026264443496357296,0.00020361284185491416,0.0012170321123829164,0.00020006894901143408
455,2.7090780437042814e-05,0.0026523887408948328,0.0002024168370986701,0.0012394101144640726,0.0001988178563995704
456,2.7090780437042814e-05,0.0026582540062434143,0.0002024168370986701,0.001229887346514027,0.00019416539021851266
457,2.7090780437042814e-05,0.0026819476586888128,0.0002024168370986701,0.0012275470759625354,0.0001887241831425494
458,2.7090780437042814e-05,0.0027058743184182805,0.0002024168370986701,0.0012386994172736679,0.0001896096566076931
459,2.7090780437042814e-05,0.0027351836836628225,0.0002024168370986701,0.0012384799583766834,0.0001908365868886514
460,2.7090780437042814e-05,0.0027351836836628225,0.00020437774078475697,0.0012573721748178601,0.0001908365868886514
461,2.7090780437042814e-05,0.0027408268054110022,0.00020437774078475697,0.0012588407700311762,0.00018731334027054922
462,2.7090780437042814e-05,0.0027735941519250397,0.00020258718192625477,0.0012977207700311988,0.00018263898022892849
463,2.7090780437042814e-05,0.002791110822060341,0.00020258718192625477,0.0013277682414151938,0.00016814763787720592
464,2.7090780437042814e-05,0.002873290218522362,0.00019923800237810186,0.001325572715920895,0.00016611789802289644
465,2.7090780437042814e-05,0.002873290218522362,0.00019923800237810186,0.001325572715920895,0.00016547669094693537
466,2.7090780437042814e-05,0.002979721123829372,0.00019923800237810186,0.0013470171279916427,0.00016520174817898087
467,2.7090780437042814e-05,0.002979721123829372,0.00019866877526751925,0.001361677086368296,0.00016390164412071351
468,2.7090780437042814e-05,0.002996757960457872,0.00020310877526751343,0.0013626688657647674,0.00016395985431842368
469,2.7090780437042814e-05,0.002996757960457872,0.00019799828775265703,0.0013639333610821571,0.00016557015608740784
470,2.7090780437042814e-05,0.0029928630593132406,0.00019799828775265703,0.001371174797086326,0.0001605720499479613
471,2.7090780437042814e-05,0.0029928630593132406,0.00019799828775265703,0.0013682712382933951,0.0001605720499479613
472,2.7090780437042814e-05,0.002978994797086386,0.00021045992865635123,0.0013612341935483406,0.00016136024973984595
473,2.7090780437042814e-05,0.0029765804370447684,0.00021045992865635123,0.001361239188345427,0.00016186247658687788
474,2.7090780437042814e-05,0.002983877086368402,0.00021045992865635123,0.001361239188345427,0.00016566141519250445
475,2.7090780437042814e-05,0.0029985720915713,0.00021045992865635123,0.001361239188345427,0.00016366828303849014
476,2.7090780437042814e-05,0.0029985720915713,0.00021045992865635123,0.0013459918834546913,0.0001619189386056138
477,2.7090780437042814e-05,0.0029983637669094864,0.00021045992865635123,0.0013536928616024574,0.00016025444328823563
478,2.7090780437042814e-05,0.0029949198959417457,0.00021045992865635123,0.0013680902809572936,0.00016231700312174447
479,2.7090780437042814e-05,0.0029983393132154194,0.0002106818311533785,0.001373558834547313,0.0001685888241415117
480,2.7090780437042814e-05,0.0029994686992715945,0.0002106818311533785,0.0013877067221643726,0.00017613941727367526
481,2.7090780437042814e-05,0.003029201519250786,0.0002106818311533785,0.0013889749635795773,0.00017864626430802167
482,2.7090780437042814e-05,0.00303397754422476,0.0002106818311533785,0.0013834689906347302,0.00017543918834548428
483,2.7090780437042814e-05,0.0030406949635795903,0.0002106818311533785,0.0013920742559833453,0.00017115856399585065
484,2.7090780437042814e-05,0.0030734099479708473,0.00021378670630200973,0.001393549281997926,0.0001733655983350769
485,2.7090780437042814e-05,0.0030751059313214994,0.00021378670630200973,0.0014030776899063506,0.00017055683662851921
486,2.7090780437042814e-05,0.003112994797086308,0.00021459041617121245,0.0014030776899063506,0.0001724980437044826
487,2.7090780437042814e-05,0.0031531151508844587,0.00021459041617121245,0.0014120809157127875,0.0001724055983350766
488,2.7090780437042814e-05,0.0031531151508844587,0.00021459041617121245,0.0014207376482830252,0.00017528478668054633
489,2.7090780437042814e-05,0.0031531151508844587,0.0002138133888228172,0.0014442837877210938,0.00016893186264308062
490,2.7090780437042814e-05,0.0031532004370447082,0.0002138133888228172,0.0014442837877210938,0.00016903186264308006
491,2.7090780437042814e-05,0.0032708599791883173,0.0002138133888228172,0.0014420737981269203,0.0001663222476586914
492,2.7090780437042814e-05,0.0032958379604578346,0.0002138133888228172,0.0014480725702393131,0.00016953725286160187
493,2.7090780437042814e-05,0.0032958379604578346,0.00021451467300831126,0.0014817644120707508,0.00017357883454734597
494,2.7090780437042814e-05,0.0032979455150884476,0.0002123833769322143,0.0014615708220603596,0.0001735118626430742
495,2.7090780437042814e-05,0.003298608990634755,0.0002123833769322143,0.0014741370239334053,0.00016974108220603557
496,2.7090780437042814e-05,0.003294452112382934,0.0002094754102259142,0.001469763475546314,0.00016959560874089713
497,2.7090780437042814e-05,0.003323718688865773,0.00020643659928655305,0.0014765863059313271,0.00017161700312175743
498,2.7090780437042814e-05,0.003326490926118628,0.00020643659928655305,0.0014765863059313271,0.00016953927159209166
499,2.7090780437042814e-05,0.003420036899063439,0.0002056551010701446,0.001477421768990614,0.00016525731529656949
500,2.7090780437042814e-05,0.003479062892819979,0.0002056551010701446,0.0014817103017689545,0.000170654547346513
