gen,GA,DE,GDE,CCHIHH (non-stable),CCHIHH (stable)
68,1.8231925078039066e-05,0.0006379914047866307,0.00010649800000000429,5.763173777315176e-05,0.00012033017689907023
69,1.8231925078039066e-05,0.0006260490114463681,0.00010649800000000429,6.431188345472848e-05,0.00012304651404787003
70,1.8231925078039066e-05,0.0006301024141518995,0.00010369156666667282,6.390314255982706e-05,0.00011938630593132565
71,1.8231925078039066e-05,0.0006439863683662516,0.00010128160000000616,6.643544224765107e-05,0.00012698060353798395
72,1.9272507804364816e-05,0.0006458215400623907,0.00010234672222222508,6.72101560874047e-05,0.00013311841831426874
73,1.9272507804364816e-05,0.0006568075338189082,0.0001023496555555581,6.414183142560037e-05,0.0001311503850156133
74,1.9272507804364816e-05,0.0006647490946930125,0.00010370555555555361,6.18573777315219e-05,0.00012944243496357632
75,1.9272507804364816e-05,0.0006647490946930125,0.00010340712222222246,6.46023933402589e-05,0.00013324799167533397
76,1.9272507804364816e-05,0.0006483720707596161,0.00010340712222222246,6.708805411029545e-05,0.00012605983350676887
77,1.9272507804364816e-05,0.0006413694693027985,0.00010464462222221891,6.680934443288043e-05,0.0001276914255983395
78,1.8902434963574246e-05,0.000691001269510922,0.00010364195555555327,6.845995837669246e-05,0.00012866830385015486
79,1.8902434963574246e-05,0.0006814075754422414,0.00010284373333332996,6.679281997918062e-05,0.000127450801248699
80,1.8902434963574246e-05,0.0006848327575441971,9.649639999999804e-05,6.332345473464801e-05,0.00013140559833506058
81,1.8902434963574246e-05,0.0007037380645161065,0.00010001462222222471,6.394501560873715e-05,0.00013151506763786156
82,1.8902434963574246e-05,0.0006883645785639692,0.00010688333333333758,6.450909469302086e-05,0.00013791902185222697
83,1.8902434963574246e-05,0.0007017232049947725,0.00010382178888889104,6.741877211238246e-05,0.00014462894901144874
84,1.8902434963574246e-05,0.0006935822892819729,0.00010382178888889104,6.860645161290217e-05,0.00014134370447451227
85,1.8902434963574246e-05,0.0006973407075962341,0.00010077728888889746,6.982651404786605e-05,0.00014580478668053934
86,1.8902434963574246e-05,0.0006887703017689732,0.00010043328888889808,6.890965660769501e-05,0.00013520566077003377
87,1.8902434963574246e-05,0.0006709709261186095,0.00010474862222223249,7.012089490113932e-05,0.00013802990634755754
88,1.8902434963574246e-05,0.0006683065140478524,0.00010727378888889614,6.767506763787928e-05,0.00013902822060354015
89,1.8902434963574246e-05,0.0007254034963579428,0.00010818405555556437,6.925877211238512e-05,0.0001451709469302765
90,1.8902434963574246e-05,0.0007235768990634594,0.00011028298888889982,6.979211238293636e-05,0.00014033463059313068
91,1.8902434963574246e-05,0.000724296566076987,0.00011382960000001094,6.871152965661089e-05,0.00014910495317376683
92,1.8902434963574246e-05,0.000724296566076987,0.00011296712222223571,7.170695109261613e-05,0.00014276645161290092
93,1.8902434963574246e-05,0.000724296566076987,0.00011494182222223386,7.279028095733792e-05,0.00013964349635795797
94,1.8902434963574246e-05,0.000724296566076987,0.00011164582222223044,7.23766701352714e-05,0.00014259030176899196
95,1.8691238293438988e-05,0.0007196361290322442,0.00010791498888889461,7.610255983350929e-05,0.00014373411030177367
96,1.8691238293438988e-05,0.0007196361290322442,0.0001083080555555591,7.635925078042643e-05,0.00014422963579604654
97,1.8691238293438988e-05,0.0007102546514047772,0.00010895915555556021,7.457515088449211e-05,0.00014098451612904142
98,1.8691238293438988e-05,0.0007204482830384856,0.00011160138888889039,7.290570239333674e-05,0.00014624432882414794
99,1.8691238293438988e-05,0.0007273751925077896,0.00010731249999999656,7.490176899063096e-05,0.00014477508844954904
100,1.8691238293438988e-05,0.0007273751925077896,0.00010649472222221949,7.865490114463856e-05,0.00014451947970864964
101,1.8691238293438988e-05,0.0007273751925077896,0.00010781578888888377,8.096973985431861e-05,0.00014369573361082893
102,1.8691238293438988e-05,0.0007244262643080046,0.00010781578888888377,7.578447450571822e-05,0.00015633038501561056
103,1.8691238293438988e-05,0.0007244262643080046,0.00010781578888888377,7.768393340270016e-05,0.00015291515088449603
104,1.8691238293438988e-05,0.0007244262643080046,0.0001095580999999942,8.04902393340202e-05,0.0001470700312174883
105,1.8691238293438988e-05,0.0007244262643080046,0.00010959799999999434,8.338110301767357e-05,0.00014988770031217007
106,1.8691238293438988e-05,0.0007244262643080046,0.00010622898888888354,8.376255983349219e-05,0.000150423121748177
107,1.8691238293438988e-05,0.0007244262643080046,0.00010593515555554743,8.298709677417768e-05,0.00015741161290321542
108,1.8691238293438988e-05,0.0007216800624349573,0.00010287439999999332,7.780949011445892e-05,0.0001721363579604775
109,1.8691238293438988e-05,0.0007216800624349573,0.00010287439999999332,7.874949011446411e-05,0.00017136634755464324
110,1.8691238293438988e-05,0.0007216800624349573,0.00010750645555555592,7.962699271591815e-05,0.0001745667637877412
111,1.8691238293438988e-05,0.0007216800624349573,0.00010489448888889287,8.136112382934563e-05,0.000168688095733629
112,1.8691238293438988e-05,0.0007293015400624246,0.00010788573333333728,8.013078043704117e-05,0.00017280607700312858
113,1.9468012486988095e-05,0.0007199862434963527,0.00010315165555555914,7.531221644120467e-05,0.00017061837669094543
114,2.1072174817895143e-05,0.0007144551092611779,0.00010594898888889085,7.949768990635207e-05,0.0001780441415192436
115,2.1072174817895143e-05,0.0007144551092611779,0.00010913715555555266,8.11918418314198e-05,0.0001706351092611769
116,2.1072174817895143e-05,0.0007534123204994687,0.0001109448888888886,8.074838709676817e-05,0.00016653404786679476
117,2.1072174817895143e-05,0.0007724786264307869,0.00011047045555555452,8.911400624348656e-05,0.00016850586888656467
118,2.1072174817895143e-05,0.0007724786264307869,0.00011047045555555452,8.915257023932436e-05,0.0001702170863683617
119,2.1072174817895143e-05,0.0007838246409989485,0.00011039933333333256,8.998628511965711e-05,0.00017094318418314335
120,2.1072174817895143e-05,0.0007838246409989485,0.0001140897888888878,9.432301768989771e-05,0.00017478882414152002
121,2.1072174817895143e-05,0.0007838246409989485,0.0001140897888888878,9.577592091570641e-05,0.00017717958376690994
122,2.1072174817895143e-05,0.0007826595837668978,0.00011582426666666676,9.602437044744281e-05,0.0001785979188345392
123,2.1072174817895143e-05,0.0007826595837668978,0.00011647088888889061,9.554551508844237e-05,0.00017505737773153138
124,2.1180499479706758e-05,0.0007826595837668978,0.00012430205555555686,0.0001014379812695049,0.00018140670135275596
125,2.1180499479706758e-05,0.0007826595837668978,0.00012430205555555686,0.00010245704474504937,0.00019391608740894556
126,2.1180499479706758e-05,0.0007917434547346381,0.00012913240000000042,0.00010120824141518537,0.00019300206035379619
127,2.1180499479706758e-05,0.0007932615608740785,0.0001274375999999997,9.608289281996814e-05,0.0001945984183142595
128,2.1180499479706758e-05,0.0008162922164412129,0.00012146045555555253,9.355028095732831e-05,0.00020133144640998945
129,2.31088865764786e-05,0.0008290858688865766,0.0001220942333333298,9.300874089489417e-05,0.00018964753381893313
130,2.31088865764786e-05,0.0008290858688865766,0.00012489432222221846,9.442264308011929e-05,0.00019289057232050517
131,2.31088865764786e-05,0.0008290858688865766,0.000123603655555553,9.77070551508817e-05,0.00018740759625390246
132,2.31088865764786e-05,0.0008290858688865766,0.00012249906666665888,9.775796045785815e-05,0.0001751834755463002
133,2.31088865764786e-05,0.0008290858688865766,0.00011760916666665918,9.773377731530187e-05,0.00017330926118624761
134,2.31088865764786e-05,0.0008290858688865766,0.00011517823333332806,9.777798126951011e-05,0.0001690534443288064
135,2.31088865764786e-05,0.000833669032258035,0.0001170423222222177,9.825883454734873e-05,0.00017004844953172113
136,2.31088865764786e-05,0.000833669032258035,0.00011461088888888207,0.00010459527575442484,0.00018251721123826683
137,2.31088865764786e-05,0.0008256903850155767,0.00011461088888888207,9.92173777315297e-05,0.00018604861602495456
138,2.31088865764786e-05,0.0008256903850155767,0.00011973982222221313,9.909334027055115e-05,0.0001923275962538789
139,2.31088865764786e-05,0.0008256903850155767,0.00011925373333332952,0.00010035852237252855,0.00019404437044743053
140,2.31088865764786e-05,0.0008348355463058932,0.00011517138888888042,0.00010039346514047934,0.00019924172736730822
141,2.31088865764786e-05,0.0008348355463058932,0.00011066795555555252,0.00010210110301768674,0.00020476409989591768
142,2.619594172736452e-05,0.0008348355463058932,0.00011462533333332949,9.644566077002924e-05,0.00020886178980228864
143,2.619594172736452e-05,0.0008373483870967622,0.00011787715555555454,0.00010269748178979175,0.00020190077003122065
144,2.619594172736452e-05,0.0008373483870967622,0.00011787715555555454,0.00010297217481788624,0.0002013560249739823
145,2.619594172736452e-05,0.0008373483870967622,0.00011410645555556125,9.900457856398409e-05,0.0002069650572320399
146,2.619594172736452e-05,0.0008373483870967622,0.00012078445555556154,0.00010160551508843854,0.00020462643080124197
147,2.619594172736452e-05,0.0008373483870967622,0.00012007373333333896,0.00010510495317376412,0.00021344501560873068
148,2.619594172736452e-05,0.0008373483870967622,0.00012007373333333896,0.00010767941727366146,0.0002139475962538844
149,2.619594172736452e-05,0.0008373483870967622,0.00012110178888890016,0.00010930926118624966,0.00020272228928199142
150,2.619594172736452e-05,0.0008373483870967622,0.00012110178888890016,0.0001136302393340111,0.0002050470759625314
151,2.619594172736452e-05,0.0008371344432882299,0.00011556356666667886,0.00011365598335066081,0.00021373598335067064
152,2.619594172736452e-05,0.0008378357127991544,0.00011269195555556262,0.00011466255983349143,0.00019419425598336468
153,2.619594172736452e-05,0.0008479663475546148,0.00011541906666667266,0.00011524828303849087,0.0001973470135275832
154,2.619594172736452e-05,0.0008479663475546148,0.00011541906666667266,0.00011738522372527445,0.00019810863683663584
155,2.619594172736452e-05,0.0008479663475546148,0.00011226782222222545,0.0001213078668054003,0.00020662328824142342
156,2.619594172736452e-05,0.0008479663475546148,0.0001072928888888919,0.0001216431425598207,0.00020059667013529357
157,2.619594172736452e-05,0.0008529662851196513,0.00010966698888889467,0.00012239252861601528,0.0001951660770031427
158,2.619594172736452e-05,0.0008529662851196513,0.00011179312222222693,0.00012258220603537226,0.00020047475546307715
159,2.619594172736452e-05,0.0008581644120707687,0.00011489760000000108,0.00012187015608739794,0.00019467336108221453
160,2.619594172736452e-05,0.0008581644120707687,0.00012022912222222373,0.00012452393340269896,0.00020197700312175114
161,2.619594172736452e-05,0.0008581644120707687,0.00012022912222222373,0.0001222622476586849,0.00020890607700313075
162,2.619594172736452e-05,0.0008581644120707687,0.00012065978888888943,0.00011622303850155592,0.00019896216441206603
163,2.619594172736452e-05,0.0008581644120707687,0.00011982395555555277,0.00012187055150883587,0.00018949812695108367
164,2.619594172736452e-05,0.0008581644120707687,0.00011982395555555277,0.00012756676378771162,0.00019496353798126542
165,2.619594172736452e-05,0.0008581644120707687,0.00012173538888888782,0.0001240592091571229,0.00020851554630593245
166,2.619594172736452e-05,0.0008581644120707687,0.00012392915555555146,0.00012639737773152134,0.00020622118626430704
167,2.619594172736452e-05,0.0008523463475546386,0.00012791382222221827,0.000130671571279908,0.00021697109261185622
168,2.619594172736452e-05,0.0008523463475546386,0.00012657743333332924,0.0001320379188345456,0.0002180491571279903
169,2.619594172736452e-05,0.0008486031217481734,0.00013268712222221362,0.0001268661602497263,0.0002176131737773141
170,2.619594172736452e-05,0.0008486031217481734,0.00013392276666665805,0.00013036745057231434,0.00022059966701352398
171,2.619594172736452e-05,0.0008486031217481734,0.00013371423333333155,0.00013123192507803646,0.00022688189386056116
172,2.619594172736452e-05,0.0008486031217481734,0.00013334395555555408,0.00013481023933402232,0.00022572318418314513
173,2.619594172736452e-05,0.0008486031217481734,0.00014096032222221718,0.00013543340270551188,0.0002204092819979231
174,2.619594172736452e-05,0.0008486031217481734,0.00013981632222221445,0.00013965766909467946,0.0002206585223725274
175,2.619594172736452e-05,0.0008486031217481734,0.0001307826666666649,0.0001412760874089351,0.00022582414151924685
176,2.619594172736452e-05,0.0008486031217481734,0.00013452315555555485,0.00014094368366283677,0.00022610949011445743
177,2.619594172736452e-05,0.0008486031217481734,0.00013700010000000106,0.0001407798543184043,0.00023037086368364373
178,2.619594172736452e-05,0.0008486031217481734,0.00012985973333332914,0.00013940753381892778,0.00023548347554629056
179,2.619594172736452e-05,0.0008737429344432812,0.00012985973333332914,0.0001400899895941578,0.00022678828303848727
180,2.619594172736452e-05,0.0008600848699271568,0.00012907928888888521,0.0001400899895941578,0.0002188751508844819
181,2.619594172736452e-05,0.0008859078668054153,0.00012909432222221834,0.00014018258064514658,0.0002174118626430735
182,2.619594172736452e-05,0.0008907386264308132,0.00012909432222221834,0.00014556474505722026,0.00022591612903225856
183,2.619594172736452e-05,0.0009003489490114467,0.00012744898888888314,0.00015858980228928372,0.00022363082206035514
184,2.619594172736452e-05,0.0009003489490114467,0.0001259143999999931,0.00016245121748179124,0.0002231706763787806
185,2.619594172736452e-05,0.0009003489490114467,0.00012274578888888177,0.00016453288241414092,0.00022032670135274844
186,2.619594172736452e-05,0.0009003489490114467,0.00012274578888888177,0.00016481408949010616,0.00021996126951091556
187,2.619594172736452e-05,0.0009362049739854477,0.00012274578888888177,0.00016157257023932667,0.0002287497398543125
188,2.5783454734649513e-05,0.0009349977315296753,0.00012272583333332448,0.00016110049947970072,0.00023199619146722884
189,2.5988657648281074e-05,0.0009345553798127137,0.00012283312222221388,0.00016330882414150878,0.00023656378772112503
190,2.5988657648281074e-05,0.0009355173985432018,0.00012648698888889,0.00016514193548385802,0.00023944994797086712
191,2.5988657648281074e-05,0.000937312237252877,0.00012596165555555646,0.00016353334027054362,0.00023936135275755225
192,2.5988657648281074e-05,0.000937312237252877,0.00012596165555555646,0.0001639667637877087,0.00024009683662851785
193,2.7700437044744283e-05,0.000937312237252877,0.00013111205555555968,0.00016444909469301664,0.00024326191467221876
194,2.7700437044744283e-05,0.0009330454734651657,0.00013111205555555968,0.0001640322164411956,0.00024545533818938915
195,2.7700437044744283e-05,0.0009256347346514249,0.00013148832222222614,0.00016480514047865626,0.00024469431841832214
196,2.7700437044744283e-05,0.0009256347346514249,0.00013148832222222614,0.00016953737773152158,0.0002315860353798235
197,2.8601207075961334e-05,0.000951514443288264,0.0001343756555555557,0.00017015610822059847,0.00023403415192508754
198,2.8601207075961334e-05,0.000951514443288264,0.0001343756555555557,0.0001714939854318308,0.00022691086368366238
199,2.8601207075961334e-05,0.0009461879916753671,0.0001343756555555557,0.0001662990634755505,0.00022506934443288735
200,2.8601207075961334e-05,0.0009461879916753671,0.0001343756555555557,0.00017018243496358536,0.00021909660770031997
201,2.8601207075961334e-05,0.0009534622060354235,0.0001343756555555557,0.0001774030385015653,0.0002390693444328945
202,2.8601207075961334e-05,0.0009534622060354235,0.0001345977888888895,0.0001814238501560946,0.00022356522372529887
203,2.8601207075961334e-05,0.0009534622060354235,0.00013815293333333542,0.00017841338189386737,0.00022435667013528287
204,2.8601207075961334e-05,0.00097572824141524,0.00013228382222222525,0.00017426409989594705,0.00022322035379813371
205,2.8601207075961334e-05,0.00097572824141524,0.00013837728888889248,0.0001753675338189414,0.00023472753381893969
206,2.8601207075961334e-05,0.000978929906347609,0.00013594698888889394,0.0001752551092611889,0.0002378527367325551
207,2.8601207075961334e-05,0.0009747468054110786,0.00013611182222222817,0.00017605317377730376,0.00024264486992715186
208,2.8601207075961334e-05,0.0009757370239334489,0.00014293432222222923,0.00017719496357959557,0.00024857317377730015
209,2.8601207075961334e-05,0.0009949286992716282,0.0001441796555555613,0.00017719496357959557,0.0002536847866805347
210,2.8601207075961334e-05,0.0009949286992716282,0.0001441796555555613,0.00018925142559832604,0.0002621428303850112
211,2.8601207075961334e-05,0.0009949286992716282,0.00014496533333333846,0.00019661644120706558,0.00026172393340270127
212,2.8601207075961334e-05,0.0010015198335068,0.0001437742222222283,0.00019980077003120723,0.00027057985431841794
213,2.8601207075961334e-05,0.0010015198335068,0.00014660226666667143,0.00019784378772112087,0.0002608252861602485
214,2.8601207075961334e-05,0.0010078499895942099,0.00014660226666667143,0.00020047059313215153,0.00026637021852236875
215,2.8601207075961334e-05,0.0010078499895942099,0.00014855298888889426,0.0002042587096774113,0.00026742844953174126
216,2.8601207075961334e-05,0.0010078499895942099,0.00014147382222222683,0.00020381829344431744,0.00026203604578564984
217,2.8601207075961334e-05,0.0010249030593132485,0.00013991498888888827,0.00020328865764827913,0.00026394303850157605
218,2.834863683662677e-05,0.0010249030593132485,0.00014478106666666434,0.000205271279916753,0.0002602541519250947
219,2.834863683662677e-05,0.001030339604578595,0.00014478106666666434,0.000205271279916753,0.0002382301768990735
220,2.834863683662677e-05,0.001030339604578595,0.00014478106666666434,0.00020234828303849602,0.00024025119667014523
221,2.834863683662677e-05,0.0010748295109261315,0.0001482167222222216,0.00020814765868885996,0.00023962303850157154
222,2.834863683662677e-05,0.0010884461602497651,0.00015283062222222374,0.00020390886576482963,0.00024403866805412056
223,2.834863683662677e-05,0.0010884461602497651,0.00015283062222222374,0.00020133490114463318,0.00023855508844952868
224,2.834863683662677e-05,0.0010999032049948032,0.0001538415555555557,0.0001995728824141515,0.00023377340270551623
225,2.834863683662677e-05,0.0010999032049948032,0.0001538415555555557,0.00020039791883454878,0.00023294368366285218
226,2.834863683662677e-05,0.0010999032049948032,0.0001538415555555557,0.00020210959417273707,0.00024204422476588113
227,2.834863683662677e-05,0.0010999032049948032,0.0001498415555555578,0.0002117024973985357,0.0002404981893860817
228,2.834863683662677e-05,0.0010999032049948032,0.0001498415555555578,0.00020865702393339344,0.00024317608740898086
229,2.834863683662677e-05,0.0010999032049948032,0.00014941439999999824,0.00021472035379812673,0.00024104110301772654
230,2.834863683662677e-05,0.0011314516753381687,0.00014649098888888543,0.00022041773152965804,0.00024245920915716676
231,2.834863683662677e-05,0.0011314516753381687,0.00014649098888888543,0.00021905417273673295,0.00024258218522376992
232,2.834863683662677e-05,0.0011364076378771908,0.00014679315555555188,0.00022937252861604431,0.00023609660770034215
233,2.834863683662677e-05,0.0011364076378771908,0.0001503402222222181,0.00023370774193550104,0.00023714206035382263
234,2.834863683662677e-05,0.0011364076378771908,0.0001514962666666597,0.0002300267013527678,0.0002430882414152201
235,2.834863683662677e-05,0.0011321990218522266,0.0001514962666666597,0.00023246805411030909,0.00024951995837671725
236,2.834863683662677e-05,0.0011318880957335987,0.0001514962666666597,0.00023645296566077203,0.00024081831425600515
237,2.834863683662677e-05,0.0011318880957335987,0.00014755128888888652,0.00023645296566077203,0.0002362314047867111
238,2.834863683662677e-05,0.0011318880957335987,0.00014755128888888652,0.00023806191467221476,0.00022833918834549893
239,2.834863683662677e-05,0.0011318880957335987,0.00014688488888889057,0.00023629465140478402,0.0002270547346514314
240,2.834863683662677e-05,0.0011158667637877124,0.00014688488888889057,0.00023949013527574826,0.00022638953173779007
241,2.834863683662677e-05,0.0011137243704474418,0.0001482326666666678,0.00024164980228927465,0.00021814892819981013
242,2.834863683662677e-05,0.0011137243704474418,0.0001543760555555533,0.00023787080124868787,0.0002168359833506941
243,2.834863683662677e-05,0.0010961260770031031,0.0001543760555555533,0.00024351870967740706,0.00022323850156088948
244,2.834863683662677e-05,0.0010961260770031031,0.0001556949333333324,0.0002557148387096646,0.00022222676378774034
245,2.7855088449529707e-05,0.0010961260770031031,0.000154865955555554,0.00026167346514047044,0.0002241159417273835
246,2.7855088449529707e-05,0.0010961260770031031,0.00015479782222222087,0.0002625501768990549,0.00022123078043705067
247,2.7855088449529707e-05,0.0010961260770031031,0.00015490395555555264,0.00026579531737772733,0.00021748289281998636
248,2.7855088449529707e-05,0.0011421062643080032,0.0001576624888888836,0.00026612547346513155,0.00021317496357961267
249,2.7855088449529707e-05,0.0011561760249739622,0.00016243328888888864,0.0002707007075962435,0.00021297146722165246
250,2.7855088449529707e-05,0.0011561760249739622,0.00016243328888888864,0.0002686746930280968,0.0002155073673257142
251,2.7855088449529707e-05,0.0011561760249739622,0.00016110595555554534,0.0002736708220603523,0.00021478141519251705
252,2.7855088449529707e-05,0.0011604430385015582,0.00016110595555554534,0.00027852091571279827,0.00021888992715921632
253,2.7855088449529707e-05,0.0011569573777315413,0.00015738328888888054,0.0002807234963579632,0.00021407766909471026
