gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.0825,0.755,0.1425,0.02,0.02,0.96,0.02,0,0.125,0.84,0.02,0.015,0.0341667,0.293333,0.28,0.0475,0.32,0.00666667,0.00666667,0.0116667
100,0.15,0.68,0.1675,0.0025,0.0425,0.9525,0.0025,0.0025,0.6675,0.305,0.01,0.0175,0.0641667,0.449167,0.101667,0.0558333,0.3175,0.000833333,0.00333333,0.0075
150,0.1575,0.68,0.1625,0,0.39,0.595,0.0025,0.0125,0.7675,0.215,0.0075,0.01,0.1825,0.4825,0.0716667,0.0541667,0.198333,0.000833333,0.0025,0.0075
200,0.1825,0.67,0.1475,0,0.6425,0.3425,0.0125,0.0025,0.6125,0.3175,0.0675,0.0025,0.275,0.4275,0.105833,0.0491667,0.114167,0.00416667,0.0225,0.00166667
250,0.205,0.665,0.1225,0.0075,0.63,0.3175,0.05,0.0025,0.485,0.4375,0.0725,0.005,0.278333,0.383333,0.145833,0.0408333,0.105833,0.0166667,0.0241667,0.005
300,0.1575,0.8225,0.0025,0.0175,0.92,0.0575,0.0175,0.005,0.765,0.15,0.08,0.005,0.359167,0.529167,0.05,0.000833333,0.0191667,0.00583333,0.0266667,0.00916667
350,0.2525,0.565,0.1825,0,0.34,0.225,0.435,0,0.2925,0.515,0.1925,0,0.1975,0.285833,0.171667,0.0608333,0.075,0.145,0.0641667,0
400,0.17,0.81,0.0125,0.0075,0.9025,0.0375,0.0575,0.0025,0.7225,0.115,0.1625,0,0.3575,0.510833,0.0383333,0.00416667,0.0125,0.0191667,0.0541667,0.00333333
450,0.12,0.6825,0.1975,0,0.55,0.0375,0.405,0.0075,0.34,0.4175,0.24,0.0025,0.223333,0.340833,0.139167,0.0658333,0.0125,0.135,0.08,0.00333333
500,0.1225,0.68,0.1975,0,0.3675,0.1675,0.4625,0.0025,0.335,0.4375,0.225,0.0025,0.163333,0.338333,0.145833,0.0658333,0.0558333,0.154167,0.075,0.00166667
550,0.1275,0.745,0.125,0.0025,0.4425,0.045,0.5125,0,0.4175,0.465,0.115,0.0025,0.19,0.3875,0.155,0.0416667,0.015,0.170833,0.0383333,0.00166667
600,0.105,0.83,0.065,0,0.535,0.0075,0.4375,0.02,0.6425,0.2575,0.1,0,0.213333,0.490833,0.0858333,0.0216667,0.0025,0.145833,0.0333333,0.00666667
650,0.1275,0.63,0.2425,0,0.1825,0.14,0.515,0.1625,0.2725,0.6025,0.1225,0.0025,0.103333,0.300833,0.200833,0.0808333,0.0466667,0.171667,0.0408333,0.055
