Command: 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\build_ablation\Release\CED_Schedule.exe' --solver CGA --seed 10 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\data' --data_file data_matrix_T500_E200_D800.txt --cnum 200 --enum 200 --dnum 800 --tnum 500 --mopt 5
Command: 'C:\Users\Hu\Desktop\论文\CED_schedule_Final\build_ablation\Release\CED_Schedule.exe' '--solver' 'CGA' '--seed' '10' '--generations' '10000' '--log_every' '50' '--data_dir' 'C:\Users\Hu\Desktop\论文\CED_schedule_Final\data' '--data_file' 'data_matrix_T500_E200_D800.txt' '--cnum' '200' '--enum' '200' '--dnum' '800' '--tnum' '500' '--mopt' '5'
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data"
Data file: data_matrix_T500_E200_D800.txt
Generations: 10000
Population size: 40
Random seed: 10
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CGA
Cnum/Enum/Dnum/Tnum/Mopt: 200/200/800/500/5
Migration: disabled
CGA input: (raw data mode via --data_dir/--data_file)
CGA VM count (raw mode): 175
CGA communication scale (raw mode): 0.01
CGA edge ratio (raw mode): 0.6
CGA deadline factor (raw mode): 1.5
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data\\data_matrix_T500_E200_D800.txt"
[Normalization] f1_ref (makespan) = 48103.9
[Normalization] f2_ref (energy) = 5828.89
[Normalization] alpha = 0.5

=== Running CGA Solver ===
CGA mode: objective-compatible with CED_Schedule (best_fit smaller is better)
CGA params: pop=300, gen=10000, pc=0.75, pm(early/late)=0.03/0.01, cat=150, cat_apply_gen<=5000
Gen 50: best_fit = 0.0561505
Gen 100: best_fit = 0.0561505
Gen 150: best_fit = 0.0561278
Gen 200: best_fit = 0.0555923
Gen 250: best_fit = 0.0554536
Gen 300: best_fit = 0.0550104
Gen 350: best_fit = 0.0549073
Gen 400: best_fit = 0.0543096
Gen 450: best_fit = 0.0540075
Gen 500: best_fit = 0.0537217
Gen 550: best_fit = 0.0536168
Gen 600: best_fit = 0.0535674
Gen 650: best_fit = 0.0533766
Gen 700: best_fit = 0.0532636
Gen 750: best_fit = 0.0532334
Gen 800: best_fit = 0.0530846
Gen 850: best_fit = 0.0528593
Gen 900: best_fit = 0.0527517
Gen 950: best_fit = 0.0526764
Gen 1000: best_fit = 0.0525071
Gen 1050: best_fit = 0.0524126
Gen 1100: best_fit = 0.0523015
Gen 1150: best_fit = 0.0522427
Gen 1200: best_fit = 0.0520522
Gen 1250: best_fit = 0.0519548
Gen 1300: best_fit = 0.0516805
Gen 1350: best_fit = 0.0516253
Gen 1400: best_fit = 0.0515826
Gen 1450: best_fit = 0.0514527
Gen 1500: best_fit = 0.0513754
Gen 1550: best_fit = 0.0512804
Gen 1600: best_fit = 0.0511909
Gen 1650: best_fit = 0.0511149
Gen 1700: best_fit = 0.0508599
Gen 1750: best_fit = 0.0508454
Gen 1800: best_fit = 0.0505326
Gen 1850: best_fit = 0.0503572
Gen 1900: best_fit = 0.0501312
Gen 1950: best_fit = 0.0499974
Gen 2000: best_fit = 0.0498785
Gen 2050: best_fit = 0.0496402
Gen 2100: best_fit = 0.0495948
Gen 2150: best_fit = 0.0494315
Gen 2200: best_fit = 0.0493793
Gen 2250: best_fit = 0.0491916
Gen 2300: best_fit = 0.0491531
Gen 2350: best_fit = 0.0488607
Gen 2400: best_fit = 0.0487897
Gen 2450: best_fit = 0.0486694
Gen 2500: best_fit = 0.0485915
Gen 2550: best_fit = 0.0484978
Gen 2600: best_fit = 0.0484567
Gen 2650: best_fit = 0.0482864
