gen,GA mean,GA var,DE mean,DE var,GDE mean,GDE var,CCHIHH (non-stable) mean,CCHIHH (non-stable) var,CCHIHH (stable) mean,CCHIHH (stable) var
6150,55.783076190476194,7.18341950113352e-05,55.645490476190474,0.006868087528344568,55.65311428571429,0.00039230598639455996,55.26054285714285,0.002974064353741457,55.40158095238095,0.1006810529705213
6200,55.78282857142857,6.899156462584985e-05,55.645300000000006,0.006856009523809427,55.65311428571429,0.00039230598639455996,55.25866190476191,0.0029666899773242764,55.4007619047619,0.1010791033106574
6250,55.78261904761904,6.879201814058879e-05,55.64515238095238,0.006847647256235722,55.653099999999995,0.000392667619047616,55.257095238095246,0.0028824261678003847,55.4002,0.10136066285714251
6300,55.78261904761904,6.879201814058879e-05,55.64434761904762,0.006737348208616665,55.65289523809524,0.00038996045351474167,55.25343333333334,0.0028069593650792922,55.39932380952381,0.10180343800453515
6350,55.78240952380952,6.372752834467465e-05,55.64434761904762,0.006737348208616665,55.65240952380952,0.0003975551473922889,55.25119523809524,0.0027042833106575345,55.39839523809523,0.10226528807256202
6400,55.78223333333333,6.776984126984736e-05,55.64379047619048,0.006649898004535049,55.65226190476191,0.0003965766439909269,55.24950952380953,0.0026314132426303967,55.39787619047619,0.10253407990929671
6450,55.78223333333333,6.776984126984736e-05,55.64254285714286,0.0065320148299318715,55.65207142857143,0.000399535374149655,55.24778571428572,0.002530205986394501,55.3973,0.10283495047619005
6500,55.78205714285714,6.956530612245651e-05,55.64122380952381,0.006430536099773128,55.65205714285714,0.00039852149659862506,55.245999999999995,0.0025038257142857164,55.39687142857143,0.10306288299319705
6550,55.78191428571429,7.044693877551785e-05,55.64107619047619,0.006408068480725484,55.65188095238095,0.0003866882086167821,55.24388571428571,0.002446345986394538,55.3964,0.10329573523809506
6600,55.7817380952381,7.56185487528349e-05,55.64107619047619,0.006408068480725484,55.65169047619048,0.0003812732426303905,55.242357142857145,0.002423074829932013,55.39612857142858,0.1034319887074829
6650,55.78124285714286,7.398816326530884e-05,55.64107619047619,0.006408068480725484,55.65152857142857,0.0003714325170068094,55.23980952380953,0.002372342766439906,55.39514285714286,0.10393269197278864
6700,55.78124285714286,7.398816326530884e-05,55.64107619047619,0.006408068480725484,55.65135238095238,0.00036191487528344774,55.237895238095234,0.002356782358276738,55.39431428571429,0.10434555265306064
6750,55.78122380952381,7.414181405895927e-05,55.64107619047619,0.006408068480725484,55.65132380952381,0.0003608770521541862,55.23605714285715,0.0022855053061225034,55.39353333333334,0.10475643746031678
6800,55.7810761904762,7.609038548752825e-05,55.64098571428572,0.006385626938775381,55.650971428571424,0.00035275156462584694,55.23419047619047,0.0022343999092970957,55.39332857142857,0.10486445442176805
6850,55.7810761904762,7.609038548752825e-05,55.64098571428572,0.006385626938775381,55.650971428571424,0.00035275156462584694,55.2321,0.0021324533333333877,55.39256666666667,0.10523731555555502
6900,55.780899999999995,7.314380952380728e-05,55.64098571428572,0.006385626938775381,55.65081428571428,0.00034951646258503486,55.23038571428571,0.0021355612244898154,55.39158571428572,0.10573126027210837
6950,55.780899999999995,7.314380952380728e-05,55.64098571428572,0.006385626938775381,55.650604761904766,0.00035798140589570106,55.229261904761906,0.002107767120181404,55.39035238095238,0.10636683201814029
7000,55.780899999999995,7.314380952380728e-05,55.64098571428572,0.006385626938775381,55.65044761904762,0.00035360535147392874,55.227361904761906,0.0020595299773242324,55.38995714285714,0.10657620435374132
7050,55.780899999999995,7.314380952380728e-05,55.64079523809524,0.006376632834466996,55.6503,0.00035314000000000536,55.22578095238096,0.002011346303854842,55.38935714285714,0.10689424149659847
7100,55.780838095238096,7.357950113378508e-05,55.64079523809524,0.006376632834466996,55.64993333333333,0.0003471946031746105,55.22357619047619,0.001965146575963745,55.38876666666666,0.10720175174603157
7150,55.780838095238096,7.357950113378508e-05,55.64061904761905,0.0063833129705214205,55.64959523809524,0.00035544712018141083,55.22097142857143,0.0019027972789116055,55.38831904761905,0.10741759011337863
7200,55.780838095238096,7.357950113378508e-05,55.64047142857143,0.006377288707482866,55.64924285714286,0.00036035863945578034,55.21949523809524,0.0018759471201814004,55.3879,0.10763058857142835
7250,55.780838095238096,7.357950113378508e-05,55.64028095238095,0.006370803446711894,55.64868571428571,0.00035120217687074245,55.21824285714286,0.0018743586394557694,55.38713809523809,0.10802637664399065
7300,55.780838095238096,7.357950113378508e-05,55.64028095238095,0.006370803446711894,55.64868571428571,0.00035120217687074245,55.21629047619048,0.001815576099773267,55.386495238095236,0.10835971759637143
7350,55.780633333333334,7.406507936507785e-05,55.64022380952381,0.006366889433106459,55.64832380952381,0.0003497570521541816,55.21436666666667,0.001780112698412736,55.38581428571429,0.10869778503401349
7400,55.780457142857145,7.843292517006847e-05,55.63992857142857,0.006359671564625734,55.64811904761905,0.00035234725623581363,55.21284285714286,0.001744999591836667,55.38561428571428,0.1088030993197277
7450,55.78028095238095,8.439487528344982e-05,55.63992857142857,0.006359671564625734,55.64777142857143,0.0003673734693877436,55.21128571428572,0.001668281224489771,55.385600000000004,0.10881056952380924
