variant,scale,seed,best_fit,runtime_s,alpha,source,note,path,complete,monotonic_non_increasing
IMOMA,T100,9,0.491208,97.364,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\IMOMA_seed9.txt,True,True
IMOMA,T100,10,0.491701,96.593,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\IMOMA_seed10.txt,True,True
IMOMA,T200,1,0.0455912,310.838,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\IMOMA_seed1.txt,True,True
IMOMA,T200,2,0.0442146,318.91,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\IMOMA_seed2.txt,True,True
IMOMA,T200,3,0.0485133,315.217,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\IMOMA_seed3.txt,True,True
IMOMA,T200,4,0.0472839,317.611,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\IMOMA_seed4.txt,True,True
IMOMA,T200,5,0.0480236,342.803,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\IMOMA_seed5.txt,True,True
IMOMA,T200,6,0.0472565,341.458,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\IMOMA_seed6.txt,True,True
IMOMA,T200,7,0.0444783,348.104,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\IMOMA_seed7.txt,True,True
IMOMA,T200,8,0.0438715,343.107,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\IMOMA_seed8.txt,True,True
IMOMA,T200,9,0.0472978,369.876,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\IMOMA_seed9.txt,True,True
IMOMA,T200,10,0.0461434,350.436,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\IMOMA_seed10.txt,True,True
IMOMA,T500,1,0.0298234,1136.17,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\IMOMA_seed1.txt,True,True
IMOMA,T500,2,0.0318699,1105.95,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\IMOMA_seed2.txt,True,True
IMOMA,T500,3,0.0322674,1097.27,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\IMOMA_seed3.txt,True,True
IMOMA,T500,4,0.0322364,1133.71,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\IMOMA_seed4.txt,True,True
IMOMA,T500,5,0.03083,1079.64,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\IMOMA_seed5.txt,True,True
IMOMA,T500,6,0.0307988,1080.33,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\IMOMA_seed6.txt,True,True
IMOMA,T500,7,0.0294566,1068.0,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\IMOMA_seed7.txt,True,True
IMOMA,T500,8,0.0318014,1085.12,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\IMOMA_seed8.txt,True,True
IMOMA,T500,9,0.0310694,1039.16,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\IMOMA_seed9.txt,True,True
IMOMA,T500,10,0.0328026,1097.64,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\IMOMA_seed10.txt,True,True
PPO,T100,1,0.351,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\PPO_seed1.txt,False,True
PPO,T100,2,0.351,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\PPO_seed2.txt,False,True
PPO,T100,3,0.351,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\PPO_seed3.txt,False,True
PPO,T100,4,0.351,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\PPO_seed4.txt,False,True
PPO,T100,5,0.351,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\PPO_seed5.txt,False,True
PPO,T100,6,0.351,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\PPO_seed6.txt,False,True
PPO,T100,7,0.351,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\PPO_seed7.txt,False,True
PPO,T100,8,0.351,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\PPO_seed8.txt,False,True
PPO,T100,9,0.351,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\PPO_seed9.txt,False,True
PPO,T100,10,0.351,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\PPO_seed10.txt,False,True
PPO,T200,1,0.041,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\PPO_seed1.txt,False,True
PPO,T200,2,0.041,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\PPO_seed2.txt,False,True
PPO,T200,3,0.041,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\PPO_seed3.txt,False,True
PPO,T200,4,0.041,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\PPO_seed4.txt,False,True
PPO,T200,5,0.041,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\PPO_seed5.txt,False,True
PPO,T200,6,0.041,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\PPO_seed6.txt,False,True
PPO,T200,7,0.041,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\PPO_seed7.txt,False,True
PPO,T200,8,0.041,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\PPO_seed8.txt,False,True
PPO,T200,9,0.041,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\PPO_seed9.txt,False,True
PPO,T200,10,0.041,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\PPO_seed10.txt,False,True
PPO,T500,1,0.031,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\PPO_seed1.txt,False,True
PPO,T500,2,0.031,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\PPO_seed2.txt,False,True
PPO,T500,3,0.031,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\PPO_seed3.txt,False,True
PPO,T500,4,0.031,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\PPO_seed4.txt,False,True
PPO,T500,5,0.031,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\PPO_seed5.txt,False,True
PPO,T500,6,0.031,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\PPO_seed6.txt,False,True
PPO,T500,7,0.031,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\PPO_seed7.txt,False,True
PPO,T500,8,0.031,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\PPO_seed8.txt,False,True
PPO,T500,9,0.031,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\PPO_seed9.txt,False,True
PPO,T500,10,0.031,,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\PPO_seed10.txt,False,True
