variant,scale,seed,best_fit,runtime_s,alpha,source,note,path,complete,monotonic_non_increasing
CGA,T100,5,0.165908,55.525,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\CGA_seed5.txt,True,True
CGA,T100,6,0.163261,57.238,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\CGA_seed6.txt,True,True
CGA,T100,7,0.164559,55.976,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\CGA_seed7.txt,True,True
CGA,T100,8,0.163363,56.532,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\CGA_seed8.txt,True,True
CGA,T100,9,0.163919,56.645,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\CGA_seed9.txt,True,True
CGA,T100,10,0.167955,55.248,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\CGA_seed10.txt,True,True
CGA,T200,1,0.0378539,175.434,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CGA_seed1.txt,True,True
CGA,T200,2,0.0351407,173.837,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CGA_seed2.txt,True,True
CGA,T200,3,0.0361421,174.833,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CGA_seed3.txt,True,True
CGA,T200,4,0.0337154,178.065,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CGA_seed4.txt,True,True
CGA,T200,5,0.0354192,166.384,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CGA_seed5.txt,True,True
CGA,T200,6,0.0366845,179.16,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CGA_seed6.txt,True,True
CGA,T200,7,0.0372313,181.835,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CGA_seed7.txt,True,True
CGA,T200,8,0.0350234,179.94,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CGA_seed8.txt,True,True
CGA,T200,9,0.0357689,176.719,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CGA_seed9.txt,True,True
CGA,T200,10,0.0368848,173.414,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CGA_seed10.txt,True,True
CGA,T500,1,0.033692,637.853,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CGA_seed1.txt,True,True
CGA,T500,2,0.0339116,636.112,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CGA_seed2.txt,True,True
CGA,T500,3,0.0338707,636.166,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CGA_seed3.txt,True,True
CGA,T500,4,0.0348545,591.32,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CGA_seed4.txt,True,True
CGA,T500,5,0.0332984,643.569,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CGA_seed5.txt,True,True
CGA,T500,6,0.0325548,628.578,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CGA_seed6.txt,True,True
CGA,T500,7,0.0352659,608.593,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CGA_seed7.txt,True,True
CGA,T500,8,0.034033,613.068,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CGA_seed8.txt,True,True
CGA,T500,9,0.0345994,615.131,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CGA_seed9.txt,True,True
CGA,T500,10,0.0337135,592.828,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CGA_seed10.txt,True,True
CGA,T100,1,0.354537,78.018,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CGA_seed1.txt,True,True
CGA,T100,2,0.353453,77.533,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CGA_seed2.txt,True,True
CGA,T100,3,0.352494,77.96,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CGA_seed3.txt,True,True
CGA,T100,4,0.352719,75.881,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CGA_seed4.txt,True,True
CGA,T100,5,0.351717,76.282,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CGA_seed5.txt,True,True
CGA,T100,6,0.350839,75.93,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CGA_seed6.txt,True,True
CGA,T100,7,0.354413,73.878,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CGA_seed7.txt,True,True
CGA,T100,8,0.355782,77.161,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CGA_seed8.txt,True,True
CGA,T100,9,0.352207,75.64,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CGA_seed9.txt,True,True
CGA,T100,10,0.354286,79.541,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CGA_seed10.txt,True,True
CGA,T200,1,0.0496065,210.377,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CGA_seed1.txt,True,True
CGA,T200,2,0.0507617,215.07,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CGA_seed2.txt,True,True
CGA,T200,3,0.050054,197.801,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CGA_seed3.txt,True,True
CGA,T200,4,0.047867,207.044,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CGA_seed4.txt,True,True
CGA,T200,5,0.0502154,207.209,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CGA_seed5.txt,True,True
CGA,T200,6,0.0480913,211.964,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CGA_seed6.txt,True,True
CGA,T200,7,0.0496817,214.372,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CGA_seed7.txt,True,True
CGA,T200,8,0.0497441,230.612,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CGA_seed8.txt,True,True
CGA,T200,9,0.0507641,212.393,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CGA_seed9.txt,True,True
CGA,T200,10,0.04808,210.562,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CGA_seed10.txt,True,True
CGA,T500,1,0.0397316,742.435,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CGA_seed1.txt,True,True
CGA,T500,2,0.0379143,726.465,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CGA_seed2.txt,True,True
CGA,T500,3,0.0380346,746.102,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CGA_seed3.txt,True,True
CGA,T500,4,0.0390265,747.159,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CGA_seed4.txt,True,True
CGA,T500,5,0.0403465,713.983,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CGA_seed5.txt,True,True
CGA,T500,6,0.040613,698.957,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CGA_seed6.txt,True,True
CGA,T500,7,0.0394237,716.044,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CGA_seed7.txt,True,True
CGA,T500,8,0.0392228,707.076,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CGA_seed8.txt,True,True
CGA,T500,9,0.0390937,710.158,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CGA_seed9.txt,True,True
CGA,T500,10,0.0387272,694.269,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CGA_seed10.txt,True,True
CGA,T100,1,0.486561,74.208,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CGA_seed1.txt,True,True
CGA,T100,2,0.487087,76.139,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CGA_seed2.txt,True,True
CGA,T100,3,0.486523,76.169,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CGA_seed3.txt,True,True
CGA,T100,4,0.487126,74.722,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CGA_seed4.txt,True,True
CGA,T100,5,0.486733,71.958,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CGA_seed5.txt,True,True
CGA,T100,6,0.486724,78.417,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CGA_seed6.txt,True,True
CGA,T100,7,0.486775,84.959,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CGA_seed7.txt,True,True
CGA,T100,8,0.487108,84.764,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CGA_seed8.txt,True,True
CGA,T100,9,0.487036,87.849,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CGA_seed9.txt,True,True
CGA,T100,10,0.486914,86.449,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CGA_seed10.txt,True,True
CGA,T200,1,0.0406951,191.78,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CGA_seed1.txt,True,True
CGA,T200,2,0.0410797,190.153,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CGA_seed2.txt,True,True
CGA,T200,3,0.0414179,196.858,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CGA_seed3.txt,True,True
CGA,T200,4,0.0412418,197.452,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CGA_seed4.txt,True,True
CGA,T200,5,0.0423215,177.369,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CGA_seed5.txt,True,True
CGA,T200,6,0.0411376,187.516,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CGA_seed6.txt,True,True
CGA,T200,7,0.0403399,168.407,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CGA_seed7.txt,True,True
CGA,T200,8,0.0413166,155.053,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CGA_seed8.txt,True,True
CGA,T200,9,0.0424265,155.785,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CGA_seed9.txt,True,True
CGA,T200,10,0.0413038,167.741,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CGA_seed10.txt,True,True
CGA,T500,1,0.0283742,594.775,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CGA_seed1.txt,True,True
CGA,T500,2,0.028042,589.033,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CGA_seed2.txt,True,True
CGA,T500,3,0.0285355,544.406,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CGA_seed3.txt,True,True
CGA,T500,4,0.0281074,544.326,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CGA_seed4.txt,True,True
CGA,T500,5,0.0278876,586.158,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CGA_seed5.txt,True,True
CGA,T500,6,0.0281984,605.343,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CGA_seed6.txt,True,True
CGA,T500,7,0.0286599,546.548,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CGA_seed7.txt,True,True
CGA,T500,8,0.0266055,556.092,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CGA_seed8.txt,True,True
CGA,T500,9,0.0279906,601.072,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CGA_seed9.txt,True,True
CGA,T500,10,0.0268516,661.0,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CGA_seed10.txt,True,True
DSAC-DE,T100,1,0.16161,5.779,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\DSAC_DE_seed1.txt,True,True
DSAC-DE,T100,2,0.163885,6.345,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\DSAC_DE_seed2.txt,True,True
DSAC-DE,T100,3,0.17346,74.739,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\DSAC_DE_seed3.txt,True,True
DSAC-DE,T100,4,0.165507,83.787,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\DSAC_DE_seed4.txt,True,True
DSAC-DE,T100,5,0.162334,84.894,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\DSAC_DE_seed5.txt,True,True
DSAC-DE,T100,6,0.162503,89.091,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\DSAC_DE_seed6.txt,True,True
DSAC-DE,T100,7,0.163177,95.744,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\DSAC_DE_seed7.txt,True,True
DSAC-DE,T100,8,0.162115,98.463,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\DSAC_DE_seed8.txt,True,True
DSAC-DE,T100,9,0.163432,120.713,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\DSAC_DE_seed9.txt,True,True
DSAC-DE,T100,10,0.161964,115.901,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\DSAC_DE_seed10.txt,True,True
DSAC-DE,T200,1,0.0420616,211.84,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\DSAC_DE_seed1.txt,True,True
DSAC-DE,T200,2,0.0410344,209.83,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\DSAC_DE_seed2.txt,True,True
DSAC-DE,T200,3,0.0402708,208.49,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\DSAC_DE_seed3.txt,True,True
DSAC-DE,T200,4,0.0404508,207.517,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\DSAC_DE_seed4.txt,True,True
DSAC-DE,T200,5,0.0404417,207.409,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\DSAC_DE_seed5.txt,True,True
DSAC-DE,T200,6,0.0435066,117.113,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\DSAC_DE_seed6.txt,True,True
DSAC-DE,T200,7,0.0412542,121.774,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\DSAC_DE_seed7.txt,True,True
DSAC-DE,T200,8,0.0422059,131.498,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\DSAC_DE_seed8.txt,True,True
DSAC-DE,T200,9,0.0405736,137.785,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\DSAC_DE_seed9.txt,True,True
DSAC-DE,T200,10,0.0409388,138.897,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\DSAC_DE_seed10.txt,True,True
DSAC-DE,T500,1,0.0372194,88.041,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\DSAC_DE_seed1.txt,True,True
DSAC-DE,T500,2,0.0374325,98.0,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\DSAC_DE_seed2.txt,True,True
DSAC-DE,T500,3,0.0382064,98.129,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\DSAC_DE_seed3.txt,True,True
DSAC-DE,T500,4,0.0366701,99.316,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\DSAC_DE_seed4.txt,True,True
DSAC-DE,T500,5,0.0378478,100.394,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\DSAC_DE_seed5.txt,True,True
DSAC-DE,T500,6,0.0385337,99.617,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\DSAC_DE_seed6.txt,True,True
DSAC-DE,T500,7,0.0373598,99.507,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\DSAC_DE_seed7.txt,True,True
DSAC-DE,T500,8,0.0381947,99.413,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\DSAC_DE_seed8.txt,True,True
DSAC-DE,T500,9,0.0366063,99.367,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\DSAC_DE_seed9.txt,True,True
DSAC-DE,T500,10,0.038502,92.854,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\DSAC_DE_seed10.txt,True,True
DSAC-DE,T100,1,0.324207,14.547,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T100\DSAC_DE_seed1.txt,True,True
DSAC-DE,T100,2,0.323775,14.468,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T100\DSAC_DE_seed2.txt,True,True
DSAC-DE,T100,3,0.324175,14.392,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T100\DSAC_DE_seed3.txt,True,True
DSAC-DE,T100,4,0.324333,14.354,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T100\DSAC_DE_seed4.txt,True,True
DSAC-DE,T100,5,0.323807,14.305,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T100\DSAC_DE_seed5.txt,True,True
DSAC-DE,T100,6,0.324249,14.164,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T100\DSAC_DE_seed6.txt,True,True
