time_seconds,generation,best_fitness,best_f1,best_f2
0.0000000000,0,0.5237793007,53.9712890267,1.8353281038
0.0101486000,1,0.5127096661,53.9712890267,1.4179280399
0.0195169000,2,0.5125299377,53.9712890267,1.4111510647
0.0295503000,3,0.5125299377,53.9712890267,1.4111510647
0.0389520000,4,0.5125299377,53.9712890267,1.4111510647
0.0485891000,5,0.5118845494,53.9712890267,1.3868155629
0.0576672000,6,0.5118845494,53.9712890267,1.3868155629
0.0673375000,7,0.5118845494,53.9712890267,1.3868155629
0.0756553000,8,0.5118845494,53.9712890267,1.3868155629
0.0837974000,9,0.5118845494,53.9712890267,1.3868155629
0.0919744000,10,0.5118845494,53.9712890267,1.3868155629
0.1002554000,11,0.5118845494,53.9712890267,1.3868155629
0.1083375000,12,0.5118845494,53.9712890267,1.3868155629
0.1165773000,13,0.5118845494,53.9712890267,1.3868155629
0.1245807000,14,0.5118845494,53.9712890267,1.3868155629
0.1328542000,15,0.5117293295,53.9712890267,1.3809627206
0.1410264000,16,0.5117293295,53.9712890267,1.3809627206
0.1492874000,17,0.5117293295,53.9712890267,1.3809627206
0.1576096000,18,0.5117293295,53.9712890267,1.3809627206
0.1659740000,19,0.5117293295,53.9712890267,1.3809627206
0.1742127000,20,0.5117293295,53.9712890267,1.3809627206
0.1822914000,21,0.5117293295,53.9712890267,1.3809627206
0.1903123000,22,0.5117293295,53.9712890267,1.3809627206
0.1990532000,23,0.5117293295,53.9712890267,1.3809627206
0.2078166000,24,0.5117293295,53.9712890267,1.3809627206
0.2167778000,25,0.5117293295,53.9712890267,1.3809627206
0.2253721000,26,0.5117293295,53.9712890267,1.3809627206
0.2340455000,27,0.5117293295,53.9712890267,1.3809627206
0.2426015000,28,0.5117293295,53.9712890267,1.3809627206
0.2509548000,29,0.5117293295,53.9712890267,1.3809627206
0.2591787000,30,0.5117293295,53.9712890267,1.3809627206
0.2675786000,31,0.5117293295,53.9712890267,1.3809627206
0.2756986000,32,0.5117293295,53.9712890267,1.3809627206
0.2844646000,33,0.5117293295,53.9712890267,1.3809627206
0.2931070000,34,0.5117293295,53.9712890267,1.3809627206
0.3013679000,35,0.5117293295,53.9712890267,1.3809627206
0.3095264000,36,0.5117293295,53.9712890267,1.3809627206
0.3181849000,37,0.5117293295,53.9712890267,1.3809627206
0.3264807000,38,0.5117293295,53.9712890267,1.3809627206
0.3349937000,39,0.5117293295,53.9712890267,1.3809627206
0.3432060000,40,0.5117293295,53.9712890267,1.3809627206
0.3514356000,41,0.5117293295,53.9712890267,1.3809627206
0.3603993000,42,0.5117293295,53.9712890267,1.3809627206
0.3687184000,43,0.5117293295,53.9712890267,1.3809627206
0.3767931000,44,0.5117293295,53.9712890267,1.3809627206
0.3855583000,45,0.5117293295,53.9712890267,1.3809627206
0.3937668000,46,0.5117293295,53.9712890267,1.3809627206
0.4018999000,47,0.5117293295,53.9712890267,1.3809627206
0.4103501000,48,0.5117293295,53.9712890267,1.3809627206
0.4189856000,49,0.5117293295,53.9712890267,1.3809627206
0.4273893000,50,0.5117293295,53.9712890267,1.3809627206
0.4355840000,51,0.5117293295,53.9712890267,1.3809627206
0.4437982000,52,0.5117293295,53.9712890267,1.3809627206
0.4521702000,53,0.5117293295,53.9712890267,1.3809627206
0.4608654000,54,0.5117293295,53.9712890267,1.3809627206
0.4692853000,55,0.5117293295,53.9712890267,1.3809627206
0.4777407000,56,0.5117293295,53.9712890267,1.3809627206
0.4866791000,57,0.5117293295,53.9712890267,1.3809627206
0.4953788000,58,0.5117293295,53.9712890267,1.3809627206
0.5040428000,59,0.5117293295,53.9712890267,1.3809627206
0.5125400000,60,0.5117293295,53.9712890267,1.3809627206
0.5214085000,61,0.5117293295,53.9712890267,1.3809627206
0.5301278000,62,0.5117293295,53.9712890267,1.3809627206
0.5388002000,63,0.5117293295,53.9712890267,1.3809627206
0.5474187000,64,0.5117293295,53.9712890267,1.3809627206
0.5564075000,65,0.5117293295,53.9712890267,1.3809627206
0.5650266000,66,0.5117293295,53.9712890267,1.3809627206
0.5736703000,67,0.5117293295,53.9712890267,1.3809627206
0.5820827000,68,0.5117293295,53.9712890267,1.3809627206
0.5908578000,69,0.5117293295,53.9712890267,1.3809627206
0.5993302000,70,0.5117293295,53.9712890267,1.3809627206
0.6078167000,71,0.5117293295,53.9712890267,1.3809627206
0.6161934000,72,0.5117293295,53.9712890267,1.3809627206
0.6249939000,73,0.5117293295,53.9712890267,1.3809627206
0.6335095000,74,0.5117293295,53.9712890267,1.3809627206
0.6417913000,75,0.5110512633,53.9712890267,1.3553950414
0.6502014000,76,0.5110512633,53.9712890267,1.3553950414
0.6587819000,77,0.5110512633,53.9712890267,1.3553950414
0.6675517000,78,0.5110512633,53.9712890267,1.3553950414
0.6758981000,79,0.5110512633,53.9712890267,1.3553950414
0.6843441000,80,0.5110512633,53.9712890267,1.3553950414
0.6930069000,81,0.5110512633,53.9712890267,1.3553950414
0.7013948000,82,0.5110512633,53.9712890267,1.3553950414
0.7098294000,83,0.5110512633,53.9712890267,1.3553950414
0.7183882000,84,0.5110512633,53.9712890267,1.3553950414
0.7268832000,85,0.5110512633,53.9712890267,1.3553950414
0.7353618000,86,0.5110512633,53.9712890267,1.3553950414
0.7438330000,87,0.5110512633,53.9712890267,1.3553950414
0.7524164000,88,0.5110512633,53.9712890267,1.3553950414
0.7610135000,89,0.5110512633,53.9712890267,1.3553950414
0.7698794000,90,0.5110512633,53.9712890267,1.3553950414
0.7783076000,91,0.5110512633,53.9712890267,1.3553950414
0.7866159000,92,0.5110512633,53.9712890267,1.3553950414
0.7949455000,93,0.5110512633,53.9712890267,1.3553950414
0.8031831000,94,0.5110512633,53.9712890267,1.3553950414
0.8117549000,95,0.5110512633,53.9712890267,1.3553950414
0.8205722000,96,0.5110512633,53.9712890267,1.3553950414
0.8291997000,97,0.5110512633,53.9712890267,1.3553950414
0.8376579000,98,0.5110512633,53.9712890267,1.3553950414
0.8461680000,99,0.5110512633,53.9712890267,1.3553950414
0.8544623000,100,0.5110512633,53.9712890267,1.3553950414
