config,mean,std,best,median,worst,mean±std
migration_true,0.3423143,0.0009120692042456657,0.340791,0.34217949999999997,0.343752,0.342314 ± 0.000912
migration_false,0.3488069,0.0016895296156688863,0.347122,0.34830649999999996,0.352003,0.348807 ± 0.001690
