gen,bandit_adaptive mean,bandit_adaptive var,fixed_ops mean,fixed_ops var
5200,0.027415279999999997,6.585844136000002e-07,0.03448685,2.5377522649999956e-07
5250,0.02740757,6.560727780999996e-07,0.034462950000000006,2.3699675049999898e-07
5300,0.02739059,6.675450969000004e-07,0.03445073,2.2778903609999838e-07
5350,0.02737229,6.630837769000002e-07,0.03443988,2.3460681159999913e-07
5400,0.0273502,6.737710459999999e-07,0.03442749,2.4560649889999886e-07
5450,0.02732777,6.852214200999992e-07,0.03441392,2.460490815999998e-07
5500,0.02730978,6.982332196000005e-07,0.0344122,2.4719955199999995e-07
5550,0.027296090000000002,6.933174189000002e-07,0.03440634,2.479308043999998e-07
5600,0.027273730000000003,7.020332820999996e-07,0.03438227,2.4182375210000016e-07
5650,0.027256930000000002,7.055620901000005e-07,0.03437811,2.4217735289999934e-07
5700,0.02723711,7.191018069000008e-07,0.03437326,2.4376975639999943e-07
5750,0.0272137,7.349871200000007e-07,0.03436664,2.3720916239999968e-07
5800,0.02718178,7.387538596000001e-07,0.03436029,2.4061646289999995e-07
5850,0.02716608,7.382384496000001e-07,0.03434446,2.3657677039999988e-07
5900,0.02714901,7.388335288999992e-07,0.03432236,2.463255323999997e-07
5950,0.02713101,7.525407308999991e-07,0.03431662,2.468793576000006e-07
6000,0.02711865,7.584295125000001e-07,0.03430682,2.535749916000002e-07
6050,0.027111049999999998,7.618233304999998e-07,0.03430276,2.528553784000005e-07
6100,0.02708995,7.541784125000001e-07,0.034289219999999995,2.5172523160000056e-07
6150,0.02707616,7.50517508400001e-07,0.03428246,2.5062169840000016e-07
6200,0.02706215,7.588965965000007e-07,0.034268690000000004,2.4196543890000063e-07
6250,0.027054089999999996,7.583291129000002e-07,0.03426249,2.413145809000002e-07
6300,0.02703766,7.764099403999994e-07,0.03424532,2.440127376000017e-07
6350,0.027020489999999998,7.911066708999997e-07,0.03423891,2.477756549000013e-07
