gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.025,0.655,0.3,0.02,0.105,0.8675,0.0225,0.005,0.0925,0.87,0.0275,0.01,0.0433333,0.249167,0.29,0.1,0.289167,0.0075,0.00916667,0.0116667
100,0.0075,0.7975,0.1875,0.0075,0.235,0.7625,0.0025,0,0.455,0.53,0.015,0,0.0808333,0.4175,0.176667,0.0625,0.254167,0.000833333,0.005,0.0025
150,0.005,0.865,0.13,0,0.2075,0.79,0,0.0025,0.565,0.4025,0.025,0.0075,0.0708333,0.476667,0.134167,0.0433333,0.263333,0,0.00833333,0.00333333
200,0.0075,0.8625,0.13,0,0.32,0.67,0.005,0.005,0.5225,0.24,0.2325,0.005,0.109167,0.461667,0.08,0.0433333,0.223333,0.00166667,0.0775,0.00333333
250,0,0.845,0.155,0,0.585,0.4,0.01,0.005,0.4,0.335,0.265,0,0.195,0.415,0.111667,0.0516667,0.133333,0.00333333,0.0883333,0.00166667
300,0,0.855,0.145,0,0.7075,0.205,0.0825,0.005,0.2825,0.4775,0.2375,0.0025,0.235833,0.379167,0.159167,0.0483333,0.0683333,0.0275,0.0791667,0.0025
350,0,0.84,0.15,0.01,0.68,0.2075,0.1125,0,0.5375,0.2725,0.1875,0.0025,0.226667,0.459167,0.0908333,0.05,0.0691667,0.0375,0.0625,0.00416667
400,0.005,0.86,0.135,0,0.485,0.36,0.155,0,0.2575,0.4375,0.305,0,0.163333,0.3725,0.145833,0.045,0.12,0.0516667,0.101667,0
450,0.005,0.8325,0.155,0.0075,0.8475,0.0925,0.0575,0.0025,0.475,0.3175,0.1975,0.01,0.284167,0.435833,0.105833,0.0516667,0.0308333,0.0191667,0.0658333,0.00666667
500,0,0.8625,0.1375,0,0.4325,0.26,0.3025,0.005,0.37,0.3525,0.2775,0,0.144167,0.410833,0.1175,0.0458333,0.0866667,0.100833,0.0925,0.00166667
550,0,0.8675,0.1325,0,0.2275,0.57,0.2,0.0025,0.315,0.4575,0.2275,0,0.0758333,0.394167,0.1525,0.0441667,0.19,0.0666667,0.0758333,0.000833333
600,0.0025,0.8675,0.13,0,0.1375,0.485,0.375,0.0025,0.4925,0.2725,0.2325,0.0025,0.0466667,0.453333,0.0908333,0.0433333,0.161667,0.125,0.0775,0.00166667
650,0.01,0.84,0.15,0,0.2675,0.4125,0.315,0.005,0.3525,0.32,0.3275,0,0.0925,0.3975,0.106667,0.05,0.1375,0.105,0.109167,0.00166667
700,0.0025,0.8425,0.1525,0.0025,0.21,0.395,0.385,0.01,0.2475,0.33,0.4225,0,0.0708333,0.363333,0.11,0.0508333,0.131667,0.128333,0.140833,0.00416667
750,0.005,0.86,0.1325,0.0025,0.245,0.4075,0.345,0.0025,0.62,0.1925,0.185,0.0025,0.0833333,0.493333,0.0641667,0.0441667,0.135833,0.115,0.0616667,0.0025
800,0.0025,0.845,0.15,0.0025,0.38,0.185,0.4275,0.0075,0.6725,0.1625,0.1625,0.0025,0.1275,0.505833,0.0541667,0.05,0.0616667,0.1425,0.0541667,0.00416667
850,0.0025,0.82,0.1775,0,0.1,0.325,0.49,0.085,0.63,0.2175,0.1525,0,0.0341667,0.483333,0.0725,0.0591667,0.108333,0.163333,0.0508333,0.0283333
900,0.0025,0.805,0.1925,0,0.01,0.36,0.5075,0.1225,0.35,0.3025,0.3475,0,0.00416667,0.385,0.100833,0.0641667,0.12,0.169167,0.115833,0.0408333
950,0.0075,0.835,0.155,0.0025,0.0175,0.155,0.7075,0.12,0.3075,0.2875,0.405,0,0.00833333,0.380833,0.0958333,0.0516667,0.0516667,0.235833,0.135,0.0408333
1000,0.0025,0.8375,0.1525,0.0075,0.0075,0.1925,0.6675,0.1325,0.46,0.205,0.33,0.005,0.00333333,0.4325,0.0683333,0.0508333,0.0641667,0.2225,0.11,0.0483333
1050,0.0075,0.8325,0.1575,0.0025,0.005,0.2425,0.63,0.1225,0.61,0.1225,0.265,0.0025,0.00416667,0.480833,0.0408333,0.0525,0.0808333,0.21,0.0883333,0.0425
1100,0.01,0.8225,0.165,0.0025,0.005,0.2075,0.6625,0.125,0.4325,0.2175,0.3475,0.0025,0.005,0.418333,0.0725,0.055,0.0691667,0.220833,0.115833,0.0433333
1150,0.01,0.8575,0.1225,0.01,0.0075,0.2825,0.58,0.13,0.275,0.3525,0.37,0.0025,0.00583333,0.3775,0.1175,0.0408333,0.0941667,0.193333,0.123333,0.0475
