gen,bandit_adaptive mean,bandit_adaptive var,random_ops mean,random_ops var,fixed_ops mean,fixed_ops var
1600,0.34721989999999997,5.233778900000042e-07,0.3470097,1.1749358100000178e-06,0.3466625,1.4861616500000005e-06
1650,0.3470545,5.660684499999939e-07,0.34684020000000004,1.253037159999994e-06,0.3464788,1.3252081599999998e-06
1700,0.346983,5.738261999999973e-07,0.3466664,1.2467600399999938e-06,0.346256,1.4589195999999925e-06
1750,0.3468339,5.270116900000075e-07,0.3465051,1.3133184899999783e-06,0.3460374,1.531020840000011e-06
1800,0.34665840000000003,4.574410399999973e-07,0.3463481,1.1905614899999902e-06,0.345823,1.6773337999999994e-06
1850,0.34650919999999996,5.453343599999932e-07,0.3462602,1.1699201600000083e-06,0.3456352,1.6091125599999905e-06
1900,0.3463379,4.741632900000061e-07,0.34619089999999997,1.2947466900000138e-06,0.3454616,1.4802034399999903e-06
1950,0.3462152,4.3478655999999736e-07,0.34616020000000003,1.3216533600000163e-06,0.34532480000000004,1.4533943600000091e-06
2000,0.346107,5.022586000000044e-07,0.3460538,1.4584877600000065e-06,0.3451531,1.525348690000035e-06
2050,0.3459355,5.198022500000034e-07,0.34598019999999996,1.4937431600000013e-06,0.34507750000000004,1.4931956500000278e-06
2100,0.34584760000000003,5.194626400000064e-07,0.3459476,1.5246428399999947e-06,0.344953,1.3117528000000152e-06
2150,0.3456432,5.223043600000144e-07,0.3458005,1.5769372500000139e-06,0.3447957,1.3472438099999986e-06
2200,0.34553090000000003,5.65243690000005e-07,0.3456433,1.6624434100000056e-06,0.3446365,1.2998020500000066e-06
2250,0.3454165,5.502452499999987e-07,0.34556970000000004,1.7371986100000056e-06,0.3445241,1.4267490899999998e-06
2300,0.3453041,4.626570900000014e-07,0.3454595,1.658388449999976e-06,0.34437280000000003,1.4019925599999886e-06
2350,0.34525510000000004,4.2864189000000877e-07,0.345294,1.8372999999999873e-06,0.34432589999999996,1.3090158899999967e-06
2400,0.3452102,3.7564996000000404e-07,0.3451756,1.87733664e-06,0.3441974,1.2121604399999971e-06
2450,0.3451019,3.5246728999999857e-07,0.3451246,1.962237040000017e-06,0.3440563,1.3149766099999957e-06
2500,0.345055,3.026398000000011e-07,0.34507560000000004,1.8678908400000141e-06,0.3440073,1.2709250099999999e-06
2550,0.345004,3.565433999999979e-07,0.3450123,1.8855598100000107e-06,0.3438583,1.2238224100000002e-06
2600,0.344959,3.5844659999999554e-07,0.3448612,1.9929985600000158e-06,0.3437786,1.240305240000012e-06
2650,0.3448875,3.4414004999999193e-07,0.3448367,2.0089218100000183e-06,0.3437153,1.3732510099999877e-06
2700,0.3447731,4.025088899999984e-07,0.34478149999999996,2.155660050000021e-06,0.3435742,1.4245349600000013e-06
2750,0.34472420000000004,5.052821600000045e-07,0.3447549,2.2162780900000214e-06,0.34349470000000004,1.3499480100000054e-06
2800,0.3446997,4.812738100000001e-07,0.3446324,2.4590228400000334e-06,0.34344169999999996,1.2927688099999884e-06
2850,0.34460379999999996,4.5827176000000007e-07,0.3445855,2.289068050000021e-06,0.3433599,1.3355058899999845e-06
2900,0.3445017,5.148822100000038e-07,0.3445141,2.4918946900000087e-06,0.3433293,1.348021809999986e-06
2950,0.3444568,5.020213599999879e-07,0.3444569,2.429508089999997e-06,0.3432762,1.3181263599999818e-06
3000,0.3443832,4.478563599999893e-07,0.34436279999999997,2.5248661599999752e-06,0.3432619,1.295262089999981e-06
3050,0.3443443,4.6373400999999304e-07,0.34433820000000004,2.5480221599999965e-06,0.34323950000000003,1.3570918499999864e-06
3100,0.3443381,4.7029269000000405e-07,0.3442954,2.4959738400000113e-06,0.3431906,1.2309652399999812e-06
3150,0.3443155,5.061520499999998e-07,0.3441362,2.831051359999985e-06,0.3431516,1.1839340399999916e-06
3200,0.3442503,4.821950100000067e-07,0.3441035,2.8331352499999888e-06,0.343123,1.114959200000001e-06
3250,0.3442014,4.1309324000001107e-07,0.3441035,2.8331352499999888e-06,0.3430719,1.1806954900000003e-06
3300,0.3441523,3.9782481000000786e-07,0.34407899999999997,2.8619601999999927e-06,0.34302289999999996,1.1318292900000064e-06
3350,0.3441074,3.820956400000031e-07,0.3440728,2.8792635599999967e-06,0.3429126,1.0300850399999986e-06
3400,0.3440808,4.050175600000007e-07,0.34398680000000004,3.0260635599999798e-06,0.3428616,1.0314874399999953e-06
3450,0.34405830000000004,3.837508100000032e-07,0.3439624,3.058850439999992e-06,0.3428391,9.8400569e-07
3500,0.3440359,4.1010889000000546e-07,0.3439583,3.0547000099999907e-06,0.3428065,9.430550499999953e-07
3550,0.3440093,4.3358120999999904e-07,0.3439583,3.0547000099999907e-06,0.3426757,1.0217364099999907e-06
3600,0.3439665,4.421886499999949e-07,0.3439358,2.9510457599999883e-06,0.3426533,1.0724852099999964e-06
3650,0.3438787,4.49527210000003e-07,0.3438929,2.981746890000007e-06,0.3426329,1.14388928999999e-06
3700,0.3438582,4.375531600000027e-07,0.3438929,2.981746890000007e-06,0.3425676,1.1345750399999896e-06
3750,0.3438582,4.375531600000027e-07,0.34387249999999997,2.9637418500000043e-06,0.3425228,1.0652169599999912e-06
3800,0.34383559999999996,4.1632704000000056e-07,0.343844,2.8601796000000176e-06,0.3424797,1.1433730099999946e-06
3850,0.3437682,3.9139835999998926e-07,0.3438195,2.943628650000015e-06,0.3424573,1.1361852099999934e-06
3900,0.34376419999999996,3.892239599999902e-07,0.34375619999999996,2.8612911600000044e-06,0.3424103,1.1811676099999835e-06
3950,0.3437398,3.971735599999944e-07,0.3437234,2.760361040000028e-06,0.3423878,1.1317823599999886e-06
4000,0.34369489999999997,4.004152899999957e-07,0.34370080000000003,2.6344555600000204e-06,0.3423674,1.2173644400000044e-06
4050,0.34365199999999996,4.289847999999969e-07,0.34369879999999997,2.6413947600000083e-06,0.3423428,1.1924777600000132e-06
4100,0.34362539999999997,4.517384399999958e-07,0.3436477,2.6322868100000025e-06,0.3422938,1.2362151600000098e-06
4150,0.3435826,4.720352399999923e-07,0.3436457,2.6391776100000097e-06,0.34225089999999997,1.3424244900000002e-06
4200,0.3435581,4.309978899999967e-07,0.3435886,2.659854640000001e-06,0.3421856,1.2303980400000159e-06
4250,0.34347019999999995,4.800667600000015e-07,0.3435356,2.6536638400000045e-06,0.3421631,1.2058072900000152e-06
4300,0.3434293,4.6039381000000234e-07,0.34349470000000004,2.676537609999995e-06,0.3421202,1.202451760000013e-06
4350,0.3433619,5.255974899999944e-07,0.3434539,2.776358889999986e-06,0.3421202,1.202451760000013e-06
4400,0.3433415,5.40926049999993e-07,0.3434273,2.8220700099999863e-06,0.3421182,1.1959605600000065e-06
4450,0.3432986,5.788886399999949e-07,0.3434069,2.766749289999992e-06,0.3420958,1.2197045600000057e-06
4500,0.3432986,5.788886399999949e-07,0.34336,2.9438511999999957e-06,0.3420958,1.2197045600000057e-06
4550,0.3432128,6.323343600000043e-07,0.3433395,2.965878449999996e-06,0.3420958,1.2197045600000057e-06
4600,0.3431822,6.928171600000024e-07,0.3433334,2.9407458400000054e-06,0.3420325,1.2193668499999957e-06
4650,0.3431516,6.776334400000034e-07,0.3433109,2.853835089999994e-06,0.342008,1.1598536000000018e-06
4700,0.3431311,7.011612899999983e-07,0.3433109,2.853835089999994e-06,0.3419611,1.0856594900000047e-06
4750,0.3431311,7.011612899999983e-07,0.3432905,2.8487636499999926e-06,0.3419407,1.067173010000007e-06
4800,0.3431107,6.995660099999983e-07,0.3432455,2.901642849999987e-06,0.34193660000000003,1.063353040000011e-06
4850,0.3430639,7.102220899999922e-07,0.3432026,2.924599839999986e-06,0.3418956,1.0668872400000108e-06
4900,0.3430618,7.041965599999942e-07,0.3431537,2.8743964099999774e-06,0.34189349999999996,1.0632460500000023e-06
4950,0.3430618,7.041965599999942e-07,0.3431312,2.9549441599999885e-06,0.3418915,1.0621400500000012e-06
5000,0.3430414,7.364530399999918e-07,0.3431312,2.9549441599999885e-06,0.3418669,1.0519342900000014e-06
5050,0.3430414,7.364530399999918e-07,0.3431087,2.8993894099999806e-06,0.3418669,1.0519342900000014e-06
5100,0.342976,7.011599999999875e-07,0.34306580000000003,2.8727629599999794e-06,0.34186489999999997,1.0539898900000035e-06
5150,0.3429514,7.027360399999883e-07,0.3430392,2.943651959999991e-06,0.34186489999999997,1.0539898900000035e-06
5200,0.3429514,7.027360399999883e-07,0.3429963,3.0738640099999958e-06,0.34186079999999996,1.0517295600000029e-06
5250,0.3429494,7.078216399999934e-07,0.3429963,3.0738640099999958e-06,0.3418404,1.0449812400000039e-06
5300,0.3429086,7.864840399999926e-07,0.3429759,3.0542840899999977e-06,0.3418404,1.0449812400000039e-06
5350,0.3429086,7.864840399999926e-07,0.3429759,3.0542840899999977e-06,0.3418363,1.0328976099999938e-06
5400,0.3428616,7.844062399999923e-07,0.3429759,3.0542840899999977e-06,0.3418159,1.056810489999992e-06
5450,0.3428616,7.844062399999923e-07,0.3429759,3.0542840899999977e-06,0.3418159,1.056810489999992e-06
5500,0.3428616,7.844062399999923e-07,0.3429759,3.0542840899999977e-06,0.34179550000000003,1.0949054499999883e-06
5550,0.3428616,7.844062399999923e-07,0.3429759,3.0542840899999977e-06,0.34179550000000003,1.0949054499999883e-06
5600,0.3428616,7.844062399999923e-07,0.3429759,3.0542840899999977e-06,0.34179550000000003,1.0949054499999883e-06
5650,0.3428616,7.844062399999923e-07,0.3429759,3.0542840899999977e-06,0.34179550000000003,1.0949054499999883e-06
5700,0.3428595,7.903116499999902e-07,0.3429759,3.0542840899999977e-06,0.341775,1.1733691999999927e-06
5750,0.3428595,7.903116499999902e-07,0.3429535,3.1832498499999984e-06,0.3417444,1.2377242399999867e-06
5800,0.3428575,7.931496499999852e-07,0.3429535,3.1832498499999984e-06,0.3417444,1.2377242399999867e-06
5850,0.3428575,7.931496499999852e-07,0.3429535,3.1832498499999984e-06,0.3417199,1.258440889999982e-06
5900,0.3428514,7.765936399999911e-07,0.34293110000000004,3.1040224899999965e-06,0.3417159,1.2469880900000022e-06
5950,0.3428494,7.822592399999968e-07,0.34293110000000004,3.1040224899999965e-06,0.3417138,1.2431927600000036e-06
6000,0.3428494,7.822592399999968e-07,0.34293110000000004,3.1040224899999965e-06,0.3416934,1.2104548399999979e-06
6050,0.3428494,7.822592399999968e-07,0.3429086,3.0890982399999976e-06,0.3416934,1.2104548399999979e-06
6100,0.3428494,7.822592399999968e-07,0.34287999999999996,2.9056749999999923e-06,0.3416729,1.2236014899999982e-06
6150,0.3428494,7.822592399999968e-07,0.3428779,2.907369489999992e-06,0.3416729,1.2236014899999982e-06
6200,0.3428289,7.540368899999958e-07,0.3428575,2.8554596499999966e-06,0.3416525,1.210859649999996e-06
6250,0.342788,8.463339999999905e-07,0.3428575,2.8554596499999966e-06,0.3416321,1.1839438899999987e-06
6300,0.342788,8.463339999999905e-07,0.3428371,2.847719889999995e-06,0.3416321,1.1839438899999987e-06
6350,0.342788,8.463339999999905e-07,0.3428371,2.847719889999995e-06,0.34161169999999996,1.2720270099999907e-06
6400,0.342788,8.463339999999905e-07,0.3428371,2.847719889999995e-06,0.3416097,1.2708538099999893e-06
6450,0.342788,8.463339999999905e-07,0.34281670000000003,2.8474710099999953e-06,0.3416015,1.2912628499999963e-06
6500,0.342788,8.463339999999905e-07,0.3427942,2.7970687599999886e-06,0.3416015,1.2912628499999963e-06
6550,0.342788,8.463339999999905e-07,0.3427942,2.7970687599999886e-06,0.3415607,1.2215846099999896e-06
6600,0.342786,8.463539999999904e-07,0.34275130000000004,2.9556048099999708e-06,0.3415607,1.2215846099999896e-06
6650,0.3427655,9.143422499999934e-07,0.34274930000000003,2.951394009999978e-06,0.3415607,1.2215846099999896e-06
6700,0.3427655,9.143422499999934e-07,0.34274930000000003,2.951394009999978e-06,0.3415607,1.2215846099999896e-06
6750,0.3427655,9.143422499999934e-07,0.34274930000000003,2.951394009999978e-06,0.3415607,1.2215846099999896e-06
6800,0.3427655,9.143422499999934e-07,0.3427289,3.016718889999973e-06,0.3415607,1.2215846099999896e-06
6850,0.3427655,9.143422499999934e-07,0.3427084,3.0899100399999765e-06,0.3415382,1.2159273599999913e-06
6900,0.3427635,9.213802500000003e-07,0.342688,3.17025339999997e-06,0.3415382,1.2159273599999913e-06
6950,0.3427635,9.213802500000003e-07,0.342688,3.17025339999997e-06,0.3415361,1.2186768899999906e-06
7000,0.3427635,9.213802500000003e-07,0.342688,3.17025339999997e-06,0.3415361,1.2186768899999906e-06
7050,0.3427614,9.149498400000024e-07,0.342688,3.17025339999997e-06,0.3415361,1.2186768899999906e-06
7100,0.3427308,9.536507600000017e-07,0.3426819,3.1306942899999845e-06,0.3415361,1.2186768899999906e-06
7150,0.3427063,8.947732099999902e-07,0.3426819,3.1306942899999845e-06,0.3415361,1.2186768899999906e-06
7200,0.3426818,8.667609599999902e-07,0.3426819,3.1306942899999845e-06,0.3415361,1.2186768899999906e-06
7250,0.3426613,8.886160099999907e-07,0.3426819,3.1306942899999845e-06,0.3414953,1.1503532099999737e-06
7300,0.3426613,8.886160099999907e-07,0.3426615,3.118278849999986e-06,0.3414933,1.1528824099999764e-06
7350,0.3426613,8.886160099999907e-07,0.3426411,3.075859089999979e-06,0.34147289999999997,1.150316089999976e-06
7400,0.3426409,9.178736899999873e-07,0.3426411,3.075859089999979e-06,0.3414708,1.1420687599999786e-06
7450,0.3426409,9.178736899999873e-07,0.34263910000000003,3.0765994899999796e-06,0.3414524,1.1333820399999825e-06
7500,0.34262040000000005,8.986918399999916e-07,0.34263910000000003,3.0765994899999796e-06,0.3414524,1.1333820399999825e-06
7550,0.3426,8.971087999999927e-07,0.34263910000000003,3.0765994899999796e-06,0.3414278,1.1720131599999774e-06
7600,0.342598,8.90412799999986e-07,0.34263910000000003,3.0765994899999796e-06,0.3414074,1.200108039999975e-06
7650,0.3425714,8.082028399999901e-07,0.3426187,3.198261010000002e-06,0.3414054,1.198853639999977e-06
7700,0.3425714,8.082028399999901e-07,0.3426187,3.198261010000002e-06,0.341385,1.2010241999999775e-06
7750,0.3425714,8.082028399999901e-07,0.3425941,3.19569109e-06,0.341385,1.2010241999999775e-06
7800,0.3425714,8.082028399999901e-07,0.3425941,3.19569109e-06,0.341385,1.2010241999999775e-06
7850,0.3425714,8.082028399999901e-07,0.3425676,3.0789506399999934e-06,0.34138290000000004,1.1996988899999781e-06
7900,0.3425714,8.082028399999901e-07,0.3425676,3.0789506399999934e-06,0.34138290000000004,1.1996988899999781e-06
7950,0.3425714,8.082028399999901e-07,0.3425472,3.1243773600000023e-06,0.34138290000000004,1.1996988899999781e-06
8000,0.3425714,8.082028399999901e-07,0.3425472,3.1243773600000023e-06,0.3413625,1.1909554499999764e-06
8050,0.342551,8.095981999999906e-07,0.3425268,3.2506125599999908e-06,0.3413217,1.1434724099999905e-06
8100,0.342551,8.095981999999906e-07,0.3425063,3.1673026099999874e-06,0.3413217,1.1434724099999905e-06
8150,0.3425306,8.768284399999846e-07,0.3425063,3.1673026099999874e-06,0.3413217,1.1434724099999905e-06
8200,0.3425306,8.768284399999846e-07,0.3425063,3.1673026099999874e-06,0.3413217,1.1434724099999905e-06
8250,0.3425306,8.768284399999846e-07,0.3425063,3.1673026099999874e-06,0.3413217,1.1434724099999905e-06
8300,0.3425102,8.799047599999844e-07,0.3424859,3.161880289999987e-06,0.3413217,1.1434724099999905e-06
8350,0.3425102,8.799047599999844e-07,0.3424838,3.1572869599999885e-06,0.3413013,1.1838848099999875e-06
8400,0.3425102,8.799047599999844e-07,0.3424572,3.116354359999992e-06,0.3412829,1.1801716899999883e-06
8450,0.3425102,8.799047599999844e-07,0.3424572,3.116354359999992e-06,0.34125839999999996,1.187676039999989e-06
8500,0.3425102,8.799047599999844e-07,0.3424572,3.116354359999992e-06,0.34125839999999996,1.187676039999989e-06
8550,0.3425102,8.799047599999844e-07,0.3424572,3.116354359999992e-06,0.34125839999999996,1.187676039999989e-06
8600,0.34248979999999996,9.071591599999897e-07,0.3424368,3.03895676e-06,0.34123800000000004,1.1113473999999958e-06
8650,0.34246940000000003,8.494108399999946e-07,0.3424368,3.03895676e-06,0.34123800000000004,1.1113473999999958e-06
8700,0.34246940000000003,8.494108399999946e-07,0.3424164,3.0048724400000023e-06,0.34123800000000004,1.1113473999999958e-06
8750,0.34246940000000003,8.494108399999946e-07,0.3424164,3.0048724400000023e-06,0.34123800000000004,1.1113473999999958e-06
8800,0.34246940000000003,8.494108399999946e-07,0.3424164,3.0048724400000023e-06,0.34123800000000004,1.1113473999999958e-06
8850,0.34246940000000003,8.494108399999946e-07,0.3423959,2.865950089999995e-06,0.34123800000000004,1.1113473999999958e-06
8900,0.34246940000000003,8.494108399999946e-07,0.3423959,2.865950089999995e-06,0.34123800000000004,1.1113473999999958e-06
8950,0.34246940000000003,8.494108399999946e-07,0.3423755,2.8676922499999946e-06,0.34123800000000004,1.1113473999999958e-06
9000,0.342449,7.991533999999853e-07,0.3423755,2.8676922499999946e-06,0.3412359,1.1112064899999956e-06
9050,0.3424265,8.084796499999867e-07,0.3423755,2.8676922499999946e-06,0.3412135,1.113662649999995e-06
9100,0.3424265,8.084796499999867e-07,0.3423755,2.8676922499999946e-06,0.3412114,1.113418839999995e-06
9150,0.3424265,8.084796499999867e-07,0.3423734,2.8644370399999955e-06,0.34120530000000004,1.113160809999995e-06
9200,0.3424265,8.084796499999867e-07,0.3423734,2.8644370399999955e-06,0.3411624,1.2041832400000115e-06
9250,0.3424245,8.097496499999846e-07,0.3423734,2.8644370399999955e-06,0.3411624,1.2041832400000115e-06
9300,0.3424245,8.097496499999846e-07,0.3423714,2.8685986399999882e-06,0.3411624,1.2041832400000115e-06
9350,0.3424245,8.097496499999846e-07,0.342351,2.9435156000000027e-06,0.34116040000000003,1.2040728400000114e-06
9400,0.34239800000000004,7.911863999999876e-07,0.342351,2.9435156000000027e-06,0.3411339,1.2503320900000062e-06
9450,0.34239800000000004,7.911863999999876e-07,0.3423286,2.9127290400000012e-06,0.3411115,1.2711506500000063e-06
9500,0.34239800000000004,7.911863999999876e-07,0.3423286,2.9127290400000012e-06,0.3411115,1.2711506500000063e-06
9550,0.34235509999999997,7.876716899999859e-07,0.3423286,2.9127290400000012e-06,0.341091,1.2721654000000063e-06
9600,0.34235509999999997,7.876716899999859e-07,0.3423286,2.9127290400000012e-06,0.341091,1.2721654000000063e-06
9650,0.34235509999999997,7.876716899999859e-07,0.3423081,2.9301478900000017e-06,0.341091,1.2721654000000063e-06
9700,0.34235509999999997,7.876716899999859e-07,0.3423081,2.9301478900000017e-06,0.3410706,1.2798276400000058e-06
9750,0.3423347,7.261004099999916e-07,0.342302,2.8891992000000164e-06,0.3410276,1.2729092400000076e-06
9800,0.3423143,7.486832099999897e-07,0.3423,2.8759192000000034e-06,0.34102550000000004,1.2759166500000065e-06
9850,0.3423143,7.486832099999897e-07,0.3423,2.8759192000000034e-06,0.34102550000000004,1.2759166500000065e-06
9900,0.3423143,7.486832099999897e-07,0.3422774,2.8794910399999973e-06,0.3410051,1.281763290000006e-06
9950,0.3423143,7.486832099999897e-07,0.3422774,2.8794910399999973e-06,0.3410051,1.281763290000006e-06
10000,0.3423143,7.486832099999897e-07,0.34225690000000003,2.74659568999999e-06,0.34098259999999997,1.2840290400000057e-06
