config,mean,std,best,median,worst,mean±std
bandit_adaptive,0.3423143,0.0009120692042456657,0.340791,0.34217949999999997,0.343752,0.342314 ± 0.000912
random_ops,0.34225690000000003,0.00174693245115227,0.339341,0.3422505,0.345406,0.342257 ± 0.001747
fixed_ops,0.34098259999999997,0.0011944450315244063,0.339116,0.34078050000000004,0.343017,0.340983 ± 0.001194
