gen,CCHIHH_Full mean,CCHIHH_Full var,GDE mean,GDE var,CGA mean,CGA var,IMOMA mean,IMOMA var
50,0.3790931,7.578122900000046e-07,0.3881713,2.9157194099999735e-06,0.3876792,8.088341600000176e-07,0.3871626,5.025448400000021e-07
100,0.3720408,1.0811355600000012e-06,0.3809474,1.7925932399999958e-06,0.38666,2.0434600000000383e-07,0.3871626,5.025448400000021e-07
150,0.3662324,6.473916400000139e-07,0.3753382,1.3674879599999983e-06,0.3864128,2.603407599999961e-07,0.3863417,2.9800088100000244e-06
200,0.36261329999999997,5.324316099999934e-07,0.3702055,4.2587125000000087e-07,0.38603109999999996,3.551216899999963e-07,0.3862457,3.0093272100000266e-06
250,0.3604811,8.054466900000105e-07,0.366319,3.609400000000055e-07,0.38583090000000003,3.0571248999998807e-07,0.3861619,2.863653290000027e-06
300,0.3590311,7.993192900000049e-07,0.3640742,6.724647600000053e-07,0.38554900000000003,4.244459999999987e-07,0.3860128,2.933992160000028e-06
350,0.35797310000000004,5.076078899999986e-07,0.3618503,1.4248052100000127e-06,0.38537340000000003,5.067052400000064e-07,0.38582489999999997,3.136895490000016e-06
400,0.3569559,6.323494900000035e-07,0.3600203,1.1077176099999847e-06,0.385014,8.550245999999963e-07,0.3857432,3.363784560000004e-06
450,0.3561105,7.834638499999995e-07,0.3588114,6.679364399999941e-07,0.38444829999999997,1.336892409999993e-06,0.3855083,3.1999076099999995e-06
500,0.3552281,6.858166899999904e-07,0.35756740000000004,4.839762400000049e-07,0.3838905,1.2408016500000134e-06,0.3855083,3.1999076099999995e-06
550,0.3543784,6.176646400000001e-07,0.3565484,3.3900683999999427e-07,0.3833023,1.4682282099999812e-06,0.385398,3.354394800000011e-06
600,0.35377200000000003,6.916287999999968e-07,0.35571389999999997,4.207218899999868e-07,0.3827203,1.1637748099999997e-06,0.3851386,2.3751202400000242e-06
650,0.353145,6.216430000000102e-07,0.35488280000000005,6.168665600000064e-07,0.38237109999999996,1.1381080900000092e-06,0.38513450000000005,2.3703154500000228e-06
700,0.35246900000000003,6.113990000000077e-07,0.3542946,7.401374399999904e-07,0.3817951,1.4408874900000133e-06,0.3849221,2.604277690000012e-06
750,0.3520114,4.804270399999938e-07,0.35359820000000003,5.715095599999889e-07,0.3812211,1.6645722900000218e-06,0.3847934,2.2491288400000066e-06
800,0.3516376,5.569380400000003e-07,0.35335900000000003,7.348816000000113e-07,0.3806372,1.7462765599999945e-06,0.3847138,2.222251560000006e-06
850,0.3511149,9.262774900000228e-07,0.35303840000000003,4.886774400000112e-07,0.3802164,1.5579460400000105e-06,0.3845504,2.0745032400000086e-06
900,0.35073889999999996,1.0266842900000066e-06,0.3527688,3.496969600000007e-07,0.3797589,1.4805474899999858e-06,0.38428490000000004,1.5909530900000106e-06
950,0.35031219999999996,9.960919599999938e-07,0.3525584,4.994250399999839e-07,0.3794281,1.6231378900000078e-06,0.3841623,1.6363554100000063e-06
1000,0.3498833,1.2407640100000033e-06,0.3523789,5.92885689999998e-07,0.3790359,1.846149290000009e-06,0.3840888,1.6187227600000064e-06
1050,0.3496464,1.2639290399999866e-06,0.3521949,5.742360899999981e-07,0.3785825,1.8920094499999837e-06,0.3840888,1.6187227600000064e-06
1100,0.3493215,1.1387444499999732e-06,0.3520969,4.7216649000000577e-07,0.3782331,1.975886489999992e-06,0.3838887,1.4657482100000055e-06
1150,0.34910929999999996,8.921698099999989e-07,0.3519234,4.832418399999955e-07,0.3779228,2.230137359999991e-06,0.3837825,1.5247104500000046e-06
1200,0.3488294,8.587440400000075e-07,0.351807,5.247471999999971e-07,0.3775714,2.1923416400000233e-06,0.3837274,1.3570318400000072e-06
1250,0.3485598,6.846549600000035e-07,0.3517334,5.039268399999977e-07,0.37709760000000003,1.8714504400000108e-06,0.38352719999999996,1.6312963600000117e-06
1300,0.34834740000000003,5.869806400000052e-07,0.35170690000000004,4.883792899999965e-07,0.3768586,2.0943762399999975e-06,0.3834781,1.6131468900000128e-06
1350,0.3481675,6.319600499999995e-07,0.3516783,4.380204100000051e-07,0.3765074,2.280872840000029e-06,0.3834209,1.6346540900000137e-06
1400,0.3479285,5.412292499999972e-07,0.3516578,4.109829600000032e-07,0.376197,2.147696600000003e-06,0.3833025,1.997968050000023e-06
1450,0.34771,5.736908000000093e-07,0.3516026,4.5619224000000284e-07,0.3757355,1.93818945e-06,0.3833025,1.997968050000023e-06
1500,0.3474897,5.655096099999984e-07,0.3515429,5.483040900000018e-07,0.3753474,2.105276839999989e-06,0.3832229,1.9786570900000222e-06
1550,0.3473199,6.016878900000136e-07,0.3514551,5.853862900000113e-07,0.3749165,1.797438650000009e-06,0.38314940000000003,1.9728468399999823e-06
1600,0.34721989999999997,5.233778900000042e-07,0.3514347,5.7873181000001e-07,0.3746549,2.0495854899999995e-06,0.3828309,1.7707108899999663e-06
1650,0.3470545,5.660684499999939e-07,0.3513632,6.356675600000045e-07,0.37431800000000004,1.7644289999999972e-06,0.38259410000000005,1.6845108899999835e-06
1700,0.346983,5.738261999999973e-07,0.3513367,5.950934100000024e-07,0.3739156,1.7213162400000053e-06,0.38259410000000005,1.6845108899999835e-06
1750,0.3468339,5.270116900000075e-07,0.3513367,5.950934100000024e-07,0.37350500000000003,1.959276800000004e-06,0.3824878,1.598275359999992e-06
1800,0.34665840000000003,4.574410399999973e-07,0.3513367,5.950934100000024e-07,0.37325179999999997,1.929138759999982e-06,0.3824878,1.598275359999992e-06
1850,0.34650919999999996,5.453343599999932e-07,0.3513122,6.228739600000081e-07,0.3730129,2.0279256899999893e-06,0.3824878,1.598275359999992e-06
1900,0.3463379,4.741632900000061e-07,0.3513122,6.228739600000081e-07,0.3726474,1.939206239999988e-06,0.38231420000000005,1.739362959999996e-06
1950,0.3462152,4.3478655999999736e-07,0.3513122,6.228739600000081e-07,0.3722369,2.0054338899999862e-06,0.382261,1.7950815999999961e-06
2000,0.346107,5.022586000000044e-07,0.3512346,7.776962400000177e-07,0.3719428,1.9561601599999936e-06,0.38223440000000003,1.7020188399999806e-06
2050,0.3459355,5.198022500000034e-07,0.3512346,7.776962400000177e-07,0.3716443,1.8645174100000163e-06,0.38223440000000003,1.7020188399999806e-06
2100,0.34584760000000003,5.194626400000064e-07,0.3512346,7.776962400000177e-07,0.3713075,2.4968298500000225e-06,0.382018,2.074116199999982e-06
2150,0.3456432,5.223043600000144e-07,0.351208,7.496758000000182e-07,0.3710278,2.6081333599999856e-06,0.3819874,2.153180839999993e-06
2200,0.34553090000000003,5.65243690000005e-07,0.3511814,7.401902400000187e-07,0.3708072,2.4588725599999914e-06,0.3819874,2.153180839999993e-06
2250,0.3454165,5.502452499999987e-07,0.3511814,7.401902400000187e-07,0.3705436,2.527950440000006e-06,0.3819036,2.309132639999995e-06
2300,0.3453041,4.626570900000014e-07,0.3511549,7.159506900000165e-07,0.3701923,3.1805658100000084e-06,0.3817912,2.147137760000006e-06
2350,0.34525510000000004,4.2864189000000877e-07,0.3511549,7.159506900000165e-07,0.3699513,3.465770809999968e-06,0.3817912,2.147137760000006e-06
2400,0.3452102,3.7564996000000404e-07,0.3511549,7.159506900000165e-07,0.36976559999999997,3.4014992399999942e-06,0.3817912,2.147137760000006e-06
2450,0.3451019,3.5246728999999857e-07,0.3511549,7.159506900000165e-07,0.36941630000000003,3.604146009999976e-06,0.3815931,1.5390712899999941e-06
2500,0.345055,3.026398000000011e-07,0.3511549,7.159506900000165e-07,0.3692222,3.4661729600000166e-06,0.38157070000000004,1.5388428099999937e-06
2550,0.345004,3.565433999999979e-07,0.3511549,7.159506900000165e-07,0.3689447,3.514318409999973e-06,0.3815626,1.5654780399999929e-06
2600,0.344959,3.5844659999999554e-07,0.3511549,7.159506900000165e-07,0.3687363,3.887032810000007e-06,0.3815626,1.5654780399999929e-06
2650,0.3448875,3.4414004999999193e-07,0.3511549,7.159506900000165e-07,0.3684769,3.649940090000007e-06,0.38153800000000004,1.6536100000000023e-06
2700,0.3447731,4.025088899999984e-07,0.3511549,7.159506900000165e-07,0.3683217,3.7656326099999834e-06,0.38153800000000004,1.6536100000000023e-06
2750,0.34472420000000004,5.052821600000045e-07,0.3511549,7.159506900000165e-07,0.3681012,3.644198760000009e-06,0.3815115,1.602690249999999e-06
2800,0.3446997,4.812738100000001e-07,0.3511549,7.159506900000165e-07,0.3678622,3.7333289600000342e-06,0.381344,2.012917999999996e-06
2850,0.34460379999999996,4.5827176000000007e-07,0.3511549,7.159506900000165e-07,0.3676314,3.963498240000008e-06,0.38132350000000004,2.0272372499999967e-06
2900,0.3445017,5.148822100000038e-07,0.3511549,7.159506900000165e-07,0.3674598,4.015449759999995e-06,0.38121930000000004,2.0707036100000005e-06
2950,0.3444568,5.020213599999879e-07,0.3511549,7.159506900000165e-07,0.3671982,4.40797496000002e-06,0.3811682,2.10149136e-06
3000,0.3443832,4.478563599999893e-07,0.3511549,7.159506900000165e-07,0.3671023,4.438900409999996e-06,0.38114159999999997,2.0165788400000036e-06
3050,0.3443443,4.6373400999999304e-07,0.3511549,7.159506900000165e-07,0.3668532,5.0338159600000104e-06,0.3811192,2.050107160000004e-06
3100,0.3443381,4.7029269000000405e-07,0.3511549,7.159506900000165e-07,0.3667959,5.217170890000008e-06,0.3811192,2.050107160000004e-06
3150,0.3443155,5.061520499999998e-07,0.3511549,7.159506900000165e-07,0.36652629999999997,4.900150009999975e-06,0.3809129,2.0854180899999853e-06
3200,0.3442503,4.821950100000067e-07,0.3511549,7.159506900000165e-07,0.3663731,5.101475089999997e-06,0.3808905,2.102294249999986e-06
3250,0.3442014,4.1309324000001107e-07,0.3511549,7.159506900000165e-07,0.3661424,5.280218040000004e-06,0.3807476,1.5396500400000081e-06
3300,0.3441523,3.9782481000000786e-07,0.3511549,7.159506900000165e-07,0.3658809,5.471362489999965e-06,0.3806986,1.7038166400000253e-06
3350,0.3441074,3.820956400000031e-07,0.3511549,7.159506900000165e-07,0.3656909,5.288270689999957e-06,0.38069040000000004,1.6923612400000293e-06
3400,0.3440808,4.050175600000007e-07,0.3511549,7.159506900000165e-07,0.36542759999999996,5.841280040000003e-06,0.38066180000000005,1.735495760000032e-06
3450,0.34405830000000004,3.837508100000032e-07,0.3511549,7.159506900000165e-07,0.3652908,5.750082359999994e-06,0.3806026,1.971069840000046e-06
3500,0.3440359,4.1010889000000546e-07,0.3511549,7.159506900000165e-07,0.3651275,5.6851272500000495e-06,0.3805556,2.03377724000005e-06
3550,0.3440093,4.3358120999999904e-07,0.3511549,7.159506900000165e-07,0.3649579,5.410532290000014e-06,0.3804861,1.9847668900000474e-06
3600,0.3439665,4.421886499999949e-07,0.3511549,7.159506900000165e-07,0.3648701,5.541992290000016e-06,0.3804411,2.0353108900000493e-06
3650,0.3438787,4.49527210000003e-07,0.3511549,7.159506900000165e-07,0.364684,5.749891000000008e-06,0.3804146,1.926255440000042e-06
3700,0.3438582,4.375531600000027e-07,0.3511549,7.159506900000165e-07,0.364441,5.542254599999998e-06,0.3804146,1.926255440000042e-06
3750,0.3438582,4.375531600000027e-07,0.3511549,7.159506900000165e-07,0.3642246,5.287325639999997e-06,0.3804146,1.926255440000042e-06
3800,0.34383559999999996,4.1632704000000056e-07,0.3511549,7.159506900000165e-07,0.364098,5.262753599999976e-06,0.38036349999999997,1.950899850000039e-06
3850,0.3437682,3.9139835999998926e-07,0.3511549,7.159506900000165e-07,0.36398169999999996,5.314856610000015e-06,0.3802411,2.0120768900000296e-06
3900,0.34376419999999996,3.892239599999902e-07,0.3511549,7.159506900000165e-07,0.3638163,5.306716610000021e-06,0.3802411,2.0120768900000296e-06
3950,0.3437398,3.971735599999944e-07,0.3511549,7.159506900000165e-07,0.363622,5.159896800000016e-06,0.3801941,2.0095072900000254e-06
4000,0.34369489999999997,4.004152899999957e-07,0.3511549,7.159506900000165e-07,0.36342810000000003,4.9396244900000184e-06,0.3801941,2.0095072900000254e-06
4050,0.34365199999999996,4.289847999999969e-07,0.3511549,7.159506900000165e-07,0.36332590000000003,4.636503690000002e-06,0.3801369,1.7919756900000191e-06
