gen,CCHIHH_Full mean,CCHIHH_Full var,CGA mean,CGA var,IMOMA mean,IMOMA var,DSAC_DE mean,DSAC_DE var
50,0.4921355,5.842065000000463e-08,0.4938007,5.92350099999974e-08,0.49376689999999995,2.6381689999996752e-08,0.4945375,4.373328050000072e-06
100,0.49081659999999994,8.205983999999699e-08,0.4936738,6.545075999999849e-08,0.49376689999999995,2.6381689999996752e-08,0.4942101,4.955901690000031e-06
150,0.4897672,9.122975999999516e-08,0.4936001,5.201768999999823e-08,0.4936093,4.229960999999963e-08,0.4938485,5.619771849999978e-06
200,0.4890731,1.09825689999995e-07,0.4935346,4.628124000000045e-08,0.4936093,4.229960999999963e-08,0.493777,5.638990400000003e-06
250,0.48858179999999996,1.0297436000000422e-07,0.4935009,4.829289000000108e-08,0.49357310000000004,4.039929000000028e-08,0.49369630000000003,5.645299210000024e-06
300,0.4881327,9.427300999999763e-08,0.4933948,7.23447600000015e-08,0.4935049,5.939509000000043e-08,0.49361170000000004,5.718858209999978e-06
350,0.4878106,6.013643999999865e-08,0.4933827,7.973301000000128e-08,0.4935049,5.939509000000043e-08,0.49351780000000006,5.732524960000034e-06
400,0.4875139,4.466809000000125e-08,0.49331949999999997,7.516564999999591e-08,0.49343950000000003,7.332325000000187e-08,0.4934565,5.688224450000014e-06
450,0.4873036,3.2092839999999745e-08,0.4932567,7.144341000000394e-08,0.49342600000000003,7.286279999999792e-08,0.493396,5.686750599999996e-06
500,0.4870983,2.674561000000105e-08,0.493202,8.160979999999672e-08,0.4933961,7.994448999999829e-08,0.49333119999999997,5.704045560000014e-06
550,0.4869108,2.1111559999999305e-08,0.4931146,9.599423999999443e-08,0.4933906,8.383683999999637e-08,0.4932786,5.6959696400000146e-06
600,0.48672839999999995,2.067444000000173e-08,0.49300829999999995,8.226721000000292e-08,0.4933282,4.866816000000006e-08,0.4932113,5.70811300999997e-06
650,0.48654640000000005,1.9478239999997923e-08,0.49290849999999997,7.692745000000344e-08,0.49332270000000006,5.214361000000195e-08,0.49314730000000007,5.722759010000013e-06
700,0.48642579999999996,2.1731160000000697e-08,0.4928058,9.573496000000088e-08,0.49330870000000004,4.8794410000003525e-08,0.4930985,5.721445249999962e-06
750,0.48631460000000004,2.0396839999999576e-08,0.4927029,8.367968999999917e-08,0.4932974,4.8680440000001335e-08,0.4930389,5.712316489999986e-06
