Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GA --seed 8 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T50_E50_D150.txt --cnum 50 --enum 50 --dnum 150 --tnum 50 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T50_E50_D150.txt
Generations: 10000
Population size: 40
Random seed: 8
Pini (heuristic prob): 0.4
Solver: GA
Cnum/Enum/Dnum/Tnum/Mopt: 50/50/150/50/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T50_E50_D150.txt"
Gen 50: best_fit = 1028.43
Gen 100: best_fit = 1028.43
Gen 150: best_fit = 1028.28
Gen 200: best_fit = 1028.28
Gen 250: best_fit = 1025.91
Gen 300: best_fit = 1025.84
Gen 350: best_fit = 1025.83
Gen 400: best_fit = 1024.73
Gen 450: best_fit = 1024.73
Gen 500: best_fit = 1024.1
Gen 550: best_fit = 1010.26
Gen 600: best_fit = 1009.78
Gen 650: best_fit = 1007.55
Gen 700: best_fit = 1007.37
Gen 750: best_fit = 1007.37
Gen 800: best_fit = 1007.37
Gen 850: best_fit = 1007.13
Gen 900: best_fit = 1007.12
Gen 950: best_fit = 1005.43
Gen 1000: best_fit = 1004.98
Gen 1050: best_fit = 1004.8
Gen 1100: best_fit = 1004.6
Gen 1150: best_fit = 1004.6
Gen 1200: best_fit = 1004.6
Gen 1250: best_fit = 1004.3
Gen 1300: best_fit = 1003.89
Gen 1350: best_fit = 1003.89
Gen 1400: best_fit = 1003.86
Gen 1450: best_fit = 1003.84
Gen 1500: best_fit = 1003.84
Gen 1550: best_fit = 1003.84
Gen 1600: best_fit = 1003.84
Gen 1650: best_fit = 1003.83
Gen 1700: best_fit = 1003.67
Gen 1750: best_fit = 1003.48
Gen 1800: best_fit = 1003.48
Gen 1850: best_fit = 1003.27
Gen 1900: best_fit = 1003.27
Gen 1950: best_fit = 1003.16
Gen 2000: best_fit = 1003.16
Gen 2050: best_fit = 1002.89
Gen 2100: best_fit = 1002.87
Gen 2150: best_fit = 1001.54
Gen 2200: best_fit = 1001.46
Gen 2250: best_fit = 1001.45
Gen 2300: best_fit = 1001.45
Gen 2350: best_fit = 1001.45
Gen 2400: best_fit = 1001.45
Gen 2450: best_fit = 1001.45
Gen 2500: best_fit = 1001.44
Gen 2550: best_fit = 1001.44
Gen 2600: best_fit = 1001.44
Gen 2650: best_fit = 1001.2
Gen 2700: best_fit = 1001.08
Gen 2750: best_fit = 1001.06
Gen 2800: best_fit = 1001.06
Gen 2850: best_fit = 1000.73
Gen 2900: best_fit = 1000.72
Gen 2950: best_fit = 1000.72
Gen 3000: best_fit = 1000.72
Gen 3050: best_fit = 1000.72
Gen 3100: best_fit = 1000.71
Gen 3150: best_fit = 1000.65
Gen 3200: best_fit = 1000.13
Gen 3250: best_fit = 1000.12
Gen 3300: best_fit = 1000.12
Gen 3350: best_fit = 1000.01
Gen 3400: best_fit = 1000.01
Gen 3450: best_fit = 1000.01
Gen 3500: best_fit = 1000.01
Gen 3550: best_fit = 999.527
Gen 3600: best_fit = 999.333
Gen 3650: best_fit = 999.333
Gen 3700: best_fit = 999.086
Gen 3750: best_fit = 998.918
Gen 3800: best_fit = 998.896
Gen 3850: best_fit = 998.477
Gen 3900: best_fit = 998.475
Gen 3950: best_fit = 998.473
Gen 4000: best_fit = 998.473
Gen 4050: best_fit = 998.441
Gen 4100: best_fit = 998.441
Gen 4150: best_fit = 998.129
Gen 4200: best_fit = 998.129
Gen 4250: best_fit = 998.129
Gen 4300: best_fit = 998.129
Gen 4350: best_fit = 997.979
Gen 4400: best_fit = 997.648
Gen 4450: best_fit = 997.648
Gen 4500: best_fit = 997.619
Gen 4550: best_fit = 997.615
Gen 4600: best_fit = 997.615
Gen 4650: best_fit = 997.555
Gen 4700: best_fit = 997.27
Gen 4750: best_fit = 997.13
Gen 4800: best_fit = 996.696
Gen 4850: best_fit = 996.696
Gen 4900: best_fit = 996.694
Gen 4950: best_fit = 996.685
Gen 5000: best_fit = 995.879
Gen 5050: best_fit = 995.879
Gen 5100: best_fit = 995.879
Gen 5150: best_fit = 995.879
Gen 5200: best_fit = 988.582
Gen 5250: best_fit = 988.429
Gen 5300: best_fit = 987.588
Gen 5350: best_fit = 987.588
Gen 5400: best_fit = 986.964
Gen 5450: best_fit = 986.861
Gen 5500: best_fit = 986.818
Gen 5550: best_fit = 986.729
Gen 5600: best_fit = 986.676
Gen 5650: best_fit = 986.676
Gen 5700: best_fit = 986.33
Gen 5750: best_fit = 985.891
Gen 5800: best_fit = 985.778
Gen 5850: best_fit = 985.592
Gen 5900: best_fit = 985.417
Gen 5950: best_fit = 985.206
Gen 6000: best_fit = 985.206
Gen 6050: best_fit = 985.097
Gen 6100: best_fit = 984.544
Gen 6150: best_fit = 984.462
Gen 6200: best_fit = 984.462
Gen 6250: best_fit = 984.148
Gen 6300: best_fit = 983.864
Gen 6350: best_fit = 983.823
Gen 6400: best_fit = 983.498
Gen 6450: best_fit = 983.498
Gen 6500: best_fit = 983.483
Gen 6550: best_fit = 983.483
Gen 6600: best_fit = 983.483
Gen 6650: best_fit = 983.252
Gen 6700: best_fit = 982.55
Gen 6750: best_fit = 982.55
Gen 6800: best_fit = 982.55
Gen 6850: best_fit = 982.292
Gen 6900: best_fit = 981.982
Gen 6950: best_fit = 981.981
Gen 7000: best_fit = 981.913
Gen 7050: best_fit = 981.826
Gen 7100: best_fit = 981.799
Gen 7150: best_fit = 981.41
Gen 7200: best_fit = 981.41
Gen 7250: best_fit = 981.061
Gen 7300: best_fit = 981.061
Gen 7350: best_fit = 980.678
Gen 7400: best_fit = 980.466
Gen 7450: best_fit = 980.466
Gen 7500: best_fit = 980.466
Gen 7550: best_fit = 980.464
Gen 7600: best_fit = 980.464
Gen 7650: best_fit = 980.429
Gen 7700: best_fit = 980.332
Gen 7750: best_fit = 980.325
Gen 7800: best_fit = 980.17
