Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GA --seed 3 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T50_E50_D150.txt --cnum 50 --enum 50 --dnum 150 --tnum 50 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T50_E50_D150.txt
Generations: 10000
Population size: 40
Random seed: 3
Pini (heuristic prob): 0.4
Solver: GA
Cnum/Enum/Dnum/Tnum/Mopt: 50/50/150/50/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T50_E50_D150.txt"
Gen 50: best_fit = 1085.16
Gen 100: best_fit = 1073.31
Gen 150: best_fit = 1044.08
Gen 200: best_fit = 1044.03
Gen 250: best_fit = 1031.94
Gen 300: best_fit = 1030.44
Gen 350: best_fit = 1030.44
Gen 400: best_fit = 1029.53
Gen 450: best_fit = 1028.71
Gen 500: best_fit = 1028.49
Gen 550: best_fit = 1026.47
Gen 600: best_fit = 1026.47
Gen 650: best_fit = 1026.42
Gen 700: best_fit = 1026.39
Gen 750: best_fit = 1024.69
Gen 800: best_fit = 1024.69
Gen 850: best_fit = 1023.95
Gen 900: best_fit = 1021.05
Gen 950: best_fit = 1020.85
Gen 1000: best_fit = 1019.59
Gen 1050: best_fit = 1019.45
Gen 1100: best_fit = 1018.03
Gen 1150: best_fit = 1014.94
Gen 1200: best_fit = 1014.73
Gen 1250: best_fit = 1013.82
Gen 1300: best_fit = 1013.69
Gen 1350: best_fit = 1011.07
Gen 1400: best_fit = 1011.04
Gen 1450: best_fit = 1010.66
Gen 1500: best_fit = 1010.66
Gen 1550: best_fit = 1010.65
Gen 1600: best_fit = 1009.3
Gen 1650: best_fit = 1009.21
Gen 1700: best_fit = 1009.21
Gen 1750: best_fit = 1008.11
Gen 1800: best_fit = 1008.01
Gen 1850: best_fit = 1007.85
Gen 1900: best_fit = 1007.68
Gen 1950: best_fit = 1007.59
Gen 2000: best_fit = 1007.59
Gen 2050: best_fit = 1007.21
Gen 2100: best_fit = 1007.13
Gen 2150: best_fit = 1006.98
Gen 2200: best_fit = 1006.98
Gen 2250: best_fit = 1006.93
Gen 2300: best_fit = 1006.93
Gen 2350: best_fit = 1006.93
Gen 2400: best_fit = 1006.55
Gen 2450: best_fit = 1006.55
Gen 2500: best_fit = 1006.36
Gen 2550: best_fit = 1006.34
Gen 2600: best_fit = 1005.87
Gen 2650: best_fit = 1005.87
Gen 2700: best_fit = 1005.87
Gen 2750: best_fit = 1005.87
Gen 2800: best_fit = 1005.87
Gen 2850: best_fit = 1003.56
Gen 2900: best_fit = 1002.06
Gen 2950: best_fit = 1001.46
Gen 3000: best_fit = 1001.46
Gen 3050: best_fit = 1001.46
Gen 3100: best_fit = 1001.46
Gen 3150: best_fit = 1001.39
Gen 3200: best_fit = 1000.83
Gen 3250: best_fit = 1000.83
Gen 3300: best_fit = 1000.81
Gen 3350: best_fit = 1000.72
Gen 3400: best_fit = 1000.72
Gen 3450: best_fit = 1000
Gen 3500: best_fit = 1000
Gen 3550: best_fit = 999.694
Gen 3600: best_fit = 999.694
Gen 3650: best_fit = 999.694
Gen 3700: best_fit = 999.691
Gen 3750: best_fit = 999.554
Gen 3800: best_fit = 999.554
Gen 3850: best_fit = 999.4
Gen 3900: best_fit = 999.359
Gen 3950: best_fit = 998.888
Gen 4000: best_fit = 998.668
Gen 4050: best_fit = 998.53
Gen 4100: best_fit = 998.361
Gen 4150: best_fit = 998.361
Gen 4200: best_fit = 997.907
Gen 4250: best_fit = 997.906
Gen 4300: best_fit = 997.84
Gen 4350: best_fit = 997.827
Gen 4400: best_fit = 997.827
Gen 4450: best_fit = 997.827
Gen 4500: best_fit = 997.705
Gen 4550: best_fit = 997.705
Gen 4600: best_fit = 997.53
Gen 4650: best_fit = 997.234
Gen 4700: best_fit = 997.227
Gen 4750: best_fit = 997.227
Gen 4800: best_fit = 997.08
Gen 4850: best_fit = 997.08
Gen 4900: best_fit = 997.08
Gen 4950: best_fit = 996.981
Gen 5000: best_fit = 996.981
Gen 5050: best_fit = 996.935
Gen 5100: best_fit = 996.862
Gen 5150: best_fit = 996.862
Gen 5200: best_fit = 996.862
Gen 5250: best_fit = 996.48
Gen 5300: best_fit = 996.146
Gen 5350: best_fit = 996.146
Gen 5400: best_fit = 996.022
Gen 5450: best_fit = 996.022
Gen 5500: best_fit = 996.022
Gen 5550: best_fit = 996.022
Gen 5600: best_fit = 996.022
Gen 5650: best_fit = 995.836
Gen 5700: best_fit = 995.83
Gen 5750: best_fit = 995.826
Gen 5800: best_fit = 995.747
Gen 5850: best_fit = 995.747
Gen 5900: best_fit = 995.603
Gen 5950: best_fit = 995.602
Gen 6000: best_fit = 995.602
Gen 6050: best_fit = 995.568
Gen 6100: best_fit = 995.376
Gen 6150: best_fit = 995.211
Gen 6200: best_fit = 995.211
Gen 6250: best_fit = 995.211
Gen 6300: best_fit = 995.206
Gen 6350: best_fit = 995.18
Gen 6400: best_fit = 995.045
Gen 6450: best_fit = 995.036
Gen 6500: best_fit = 994.894
Gen 6550: best_fit = 994.894
Gen 6600: best_fit = 994.894
Gen 6650: best_fit = 994.894
Gen 6700: best_fit = 994.876
Gen 6750: best_fit = 994.876
Gen 6800: best_fit = 994.876
Gen 6850: best_fit = 994.876
Gen 6900: best_fit = 994.876
Gen 6950: best_fit = 994.858
Gen 7000: best_fit = 994.857
Gen 7050: best_fit = 994.65
Gen 7100: best_fit = 994.581
Gen 7150: best_fit = 994.581
Gen 7200: best_fit = 994.578
Gen 7250: best_fit = 994.576
Gen 7300: best_fit = 994.563
Gen 7350: best_fit = 994.523
Gen 7400: best_fit = 994.471
Gen 7450: best_fit = 994.469
Gen 7500: best_fit = 994.432
Gen 7550: best_fit = 994.432
Gen 7600: best_fit = 994.336
Gen 7650: best_fit = 994.3
Gen 7700: best_fit = 994.256
Gen 7750: best_fit = 994.256
Gen 7800: best_fit = 994.197
Gen 7850: best_fit = 994.19
Gen 7900: best_fit = 994.151
Gen 7950: best_fit = 994.151
Gen 8000: best_fit = 994.019
Gen 8050: best_fit = 993.858
Gen 8100: best_fit = 993.817
Gen 8150: best_fit = 993.735
Gen 8200: best_fit = 993.735
Gen 8250: best_fit = 993.719
Gen 8300: best_fit = 993.688
Gen 8350: best_fit = 993.688
Gen 8400: best_fit = 993.629
Gen 8450: best_fit = 993.629
Gen 8500: best_fit = 993.6
Gen 8550: best_fit = 993.6
Gen 8600: best_fit = 993.598
Gen 8650: best_fit = 993.598
Gen 8700: best_fit = 993.598
Gen 8750: best_fit = 993.598
Gen 8800: best_fit = 993.576
Gen 8850: best_fit = 993.576
Gen 8900: best_fit = 993.576
Gen 8950: best_fit = 993.427
Gen 9000: best_fit = 993.406
Gen 9050: best_fit = 993.406
Gen 9100: best_fit = 993.406
Gen 9150: best_fit = 993.406
Gen 9200: best_fit = 993.406
Gen 9250: best_fit = 993.406
Gen 9300: best_fit = 993.406
Gen 9350: best_fit = 993.406
Gen 9400: best_fit = 993.285
Gen 9450: best_fit = 993.175
Gen 9500: best_fit = 993.04
Gen 9550: best_fit = 993.037
Gen 9600: best_fit = 993.037
Gen 9650: best_fit = 993.037
Gen 9700: best_fit = 993.037
Gen 9750: best_fit = 993.037
Gen 9800: best_fit = 993.016
Gen 9850: best_fit = 993.016
Gen 9900: best_fit = 993.016
Gen 9950: best_fit = 993.016
Gen 10000: best_fit = 993.016

=== Final Results ===
Solver: GA
Generation = 10000
The best solution = 993.016
Time = 13.868 s

exit code 0
