Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GA --seed 5 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T50_E50_D150.txt --cnum 50 --enum 50 --dnum 150 --tnum 50 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T50_E50_D150.txt
Generations: 10000
Population size: 40
Random seed: 5
Pini (heuristic prob): 0.4
Solver: GA
Cnum/Enum/Dnum/Tnum/Mopt: 50/50/150/50/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T50_E50_D150.txt"
Gen 50: best_fit = 1090.17
Gen 100: best_fit = 1090.11
Gen 150: best_fit = 1087.66
Gen 200: best_fit = 1084.91
Gen 250: best_fit = 1071.05
Gen 300: best_fit = 1070.2
Gen 350: best_fit = 1069.63
Gen 400: best_fit = 1037.34
Gen 450: best_fit = 1037.03
Gen 500: best_fit = 1037.03
Gen 550: best_fit = 1037.03
Gen 600: best_fit = 1037.03
Gen 650: best_fit = 1036.63
Gen 700: best_fit = 1036.58
Gen 750: best_fit = 1035.31
Gen 800: best_fit = 1024.59
Gen 850: best_fit = 1022.43
Gen 900: best_fit = 1021.99
Gen 950: best_fit = 1020.78
Gen 1000: best_fit = 1020.69
Gen 1050: best_fit = 1020.11
Gen 1100: best_fit = 1018.11
Gen 1150: best_fit = 1018.05
Gen 1200: best_fit = 1017.87
Gen 1250: best_fit = 1017.86
Gen 1300: best_fit = 1017.76
Gen 1350: best_fit = 1017.69
Gen 1400: best_fit = 1017.4
Gen 1450: best_fit = 1017.39
Gen 1500: best_fit = 1017.39
Gen 1550: best_fit = 1017.15
Gen 1600: best_fit = 1017.15
Gen 1650: best_fit = 1017.15
Gen 1700: best_fit = 1016.28
Gen 1750: best_fit = 1015.8
