gen,GA mean,GA var,DE mean,DE var,GDE mean,GDE var,CCHIHH_base mean,CCHIHH_base var,CCHIHH_stable mean,CCHIHH_stable var
50,1080.044,690.5817239999999,1081.646,625.673964000001,1022.8219000000001,232.16660249000068,1013.1596999999999,144.02570880999968,1012.3826000000001,134.39138883999993
100,1073.767,724.0585809999994,1070.7930000000001,821.3975410000006,1001.0716,156.3027572399999,990.9078,58.592631159999925,986.8727000000001,45.16085001000004
150,1067.831,728.1803290000022,1064.962,759.0510360000003,991.9911,171.57931189000018,986.0128000000001,67.10857216,978.2884,57.13725583999975
200,1060.551,515.9357690000013,1064.432,739.7770560000006,982.2101999999999,210.10324355999987,980.9602000000001,43.631870959999794,970.2692999999999,88.11965301000015
250,1055.443,444.7523209999984,1062.24,695.7596600000007,976.1818,199.2596281600001,975.8975,27.97762364999998,964.0751,48.97342648999977
300,1054.633,449.24208099999987,1062.24,695.7596600000007,970.7996999999999,126.56745381000022,972.518,41.90963820000029,960.4736,48.730304040000284
350,1052.701,353.7013290000003,1061.942,691.1889360000007,968.5494999999999,111.58546164999973,970.8381999999999,48.19543536000007,958.7735,36.49944025000001
400,1046.58,334.193100000001,1060.718,626.0721360000009,966.2183000000001,98.08181861000006,969.6009,52.75158448999995,956.0478999999999,41.31066369000018
450,1044.6889999999999,271.3312890000009,1059.592,620.4759160000009,964.2612000000001,80.6295649599999,967.6057000000001,69.4091722099999,953.9987000000001,33.192346610000115
500,1043.548,269.31659600000006,1059.592,620.4759160000009,963.0261,85.92557049000004,966.5373,68.35629361000045,953.0793,30.991329610000133
550,1041.2649999999999,356.26836499999985,1055.099,689.4742490000014,962.1173999999999,87.03912204000008,964.1442000000001,95.07417995999991,952.4037000000001,32.007484809999895
600,1039.8049999999998,353.4622449999995,1055.099,689.4742490000014,960.1932999999999,71.42401001000005,963.4685999999999,101.74204943999993,951.9833999999998,31.594884439999948
650,1038.462,332.5400560000003,1055.099,689.4742490000014,959.5577999999999,69.99187856000015,962.1047000000001,87.26918680999994,951.4699,32.45439748999992
700,1036.759,354.7323490000002,1055.099,689.4742490000014,959.3158999999999,69.43535748999986,960.2567999999999,71.38096796,951.0108,32.07922775999991
750,1036.31,359.93484000000086,1055.022,685.6574360000013,959.0829,68.22614168999975,959.8819,72.69852728999996,950.5234,28.611964240000173
800,1033.6860000000001,300.8659240000004,1055.022,685.6574360000013,958.8504999999999,67.19318184999977,959.5745999999999,73.36002504000004,950.2726999999999,28.471308009999937
850,1031.91,281.5318000000008,1055.022,685.6574360000013,957.6780999999999,52.656143890000166,959.2289000000001,73.59017749000017,950.0863999999999,28.549110840000168
900,1031.242,290.9401359999986,1054.057,673.4685210000011,957.5019,53.010059889999965,959.0528,73.58230515999985,949.8581,28.294562090000007
950,1030.843,303.0456209999992,1052.0639999999999,503.2085240000006,957.4113,53.25094720999986,958.4709,59.78445228999992,949.4683000000001,29.579478009999786
1000,1030.252,301.9995559999992,1051.209,518.7446890000012,957.3149999999999,53.26487420000005,957.0336,39.107485439999905,948.2428,20.05077276000001
1050,1028.841,276.310129,1049.0149999999999,427.79022500000127,955.7501,72.18020128999976,956.634,38.216706799999926,948.0931,20.527681290000057
1100,1028.1209999999999,265.34536900000035,1044.257,291.8636810000005,955.3834,80.41631283999993,955.5281000000001,38.55111188999982,947.985,20.123300799999875
1150,1027.471,282.1297489999996,1041.3619999999999,243.2264360000007,955.3113,80.07446481000001,954.0733,22.423251210000046,947.7398,19.700030359999964
1200,1027.269,281.78138899999965,1041.3619999999999,243.2264360000007,955.2533,80.54780261000016,953.1076999999999,20.44178701,947.6166,19.851382239999875
1250,1027.091,286.4450690000002,1041.3619999999999,243.2264360000007,955.1777,80.29523061000015,952.6271,22.635103090000058,946.8056,10.636161639999996
1300,1023.702,216.60159599999997,1041.3619999999999,243.2264360000007,955.1171,80.82583168999983,952.4579,23.38799108999998,946.3761000000001,9.349796690000097
1350,1023.1200000000001,223.52004000000017,1041.3619999999999,243.2264360000007,955.0839,80.76967008999995,952.2567999999999,23.14620316000009,946.2744,9.755740840000065
1400,1023.0409999999999,224.78684900000036,1041.3619999999999,243.2264360000007,955.067,80.91461759999996,952.146,23.56726360000002,946.2290999999999,9.867830489999992
1450,1021.4739999999999,231.86858399999952,1041.3619999999999,243.2264360000007,955.0541,80.78735249000002,951.8584000000001,22.595762839999885,946.1273000000001,9.917678810000094
1500,1021.0840000000001,234.154663999999,1040.9699999999998,253.58946000000054,955.0354,80.58120224000001,951.6276,23.523718640000283,946.0391,9.923133490000039
1550,1020.118,240.41207600000038,1038.25,327.7910600000004,954.9665000000001,80.28460184999967,951.4636,22.749068639999955,945.961,10.013572799999999
1600,1019.643,243.05574099999995,1038.25,327.7910600000004,954.9287,80.08060400999997,951.3354999999999,22.684414649999912,945.8698,10.025252960000042
1650,1019.384,235.71040400000047,1038.25,327.7910600000004,954.5415,79.98361364999975,951.182,22.893869999999993,945.7732,10.299917759999934
1700,1018.473,208.5786410000012,1036.383,342.8820210000003,954.5316,79.93911003999963,950.9678,23.104754560000096,945.7305,10.352353849999945
1750,1017.983,205.62510100000054,1035.7530000000002,292.17710100000056,954.5046,79.95031223999975,950.4476000000001,19.543804240000124,945.2994000000001,7.769480639999986
1800,1017.426,214.90320400000127,1035.7530000000002,292.17710100000056,954.4901,79.85154468999966,949.7789,22.187620890000055,945.2329,7.972759089999952
1850,1016.4860000000001,218.91346400000026,1035.163,284.0209410000008,954.4852999999999,79.79407880999973,949.4367,24.65456080999998,944.8394000000001,6.377872640000009
1900,1016.4010000000001,220.5092690000005,1035.163,284.0209410000008,954.4703999999999,79.55857583999976,948.9518,19.411315959999932,944.7405000000001,6.491655250000022
1950,1016.2969999999999,219.26686100000023,1035.163,284.0209410000008,954.4366,79.74651423999981,948.9099,19.27427788999991,944.6849,6.567324490000084
2000,1016.201,218.3125490000005,1035.163,284.0209410000008,954.4078,79.48097735999995,948.7821,19.155223890000084,944.5877,6.420264410000061
2050,1015.997,221.47996100000069,1035.163,284.0209410000008,954.4044,79.48327083999995,948.702,18.998869999999894,944.5549000000001,6.5308154900000615
2100,1015.6780000000001,223.08361599999938,1035.163,284.0209410000008,954.335,78.67533199999984,948.5094999999999,18.924538249999877,944.5164000000001,6.573005040000003
2150,1015.391,225.42952899999995,1034.757,254.65090099999952,954.3228999999999,78.60196288999985,948.1956,17.165020240000032,944.4702,6.534319960000026
2200,1015.323,226.61688100000023,1034.757,254.65090099999952,954.3178,78.65795376000028,948.1025999999999,17.050669240000076,944.4058000000001,6.6587841600000015
