Command: 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\build_ablation\Release\CED_Schedule.exe' --solver CCHIHH --stable --resample_gate 15 --cchihh_no_migration --seed 8 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\data' --data_file data_matrix_T200_E100_D300.txt --cnum 100 --enum 100 --dnum 300 --tnum 200 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 8
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: disabled
CCHIHH bandit: enabled
CCHIHH fixed ops: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data\\data_matrix_T200_E100_D300.txt"
[Normalization] f1_ref (makespan) = 22665.1
[Normalization] f2_ref (energy) = 1883.51
[Normalization] alpha = 0.5

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=200, M_Jnum=200, M_OPTnum=5, ops=1000
  Nvar=2400, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=400
  Block 1 (seq): start=400, len=1000
  Block 2 (dev): start=1400, len=1000
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.0990317
Gen 50: best_fit = 0.0783766
Gen 100: best_fit = 0.0730262
Gen 150: best_fit = 0.0682357
Gen 200: best_fit = 0.064961
Gen 250: best_fit = 0.0634445
Gen 300: best_fit = 0.0613951
Gen 350: best_fit = 0.0607303
Gen 400: best_fit = 0.0600652
Gen 450: best_fit = 0.0587564
Gen 500: best_fit = 0.0584005
Gen 550: best_fit = 0.0576864
Gen 600: best_fit = 0.0573823
Gen 650: best_fit = 0.0566579
Gen 700: best_fit = 0.0561266
Gen 750: best_fit = 0.055685
Gen 800: best_fit = 0.0552535
Gen 850: best_fit = 0.0550051
Gen 900: best_fit = 0.0546202
Gen 950: best_fit = 0.0542982
Gen 1000: best_fit = 0.0540554
Gen 1050: best_fit = 0.0537874
Gen 1100: best_fit = 0.0536742
Gen 1150: best_fit = 0.0533333
Gen 1200: best_fit = 0.0528516
Gen 1250: best_fit = 0.0527568
Gen 1300: best_fit = 0.0524223
Gen 1350: best_fit = 0.0523413
Gen 1400: best_fit = 0.0520473
Gen 1450: best_fit = 0.051889
Gen 1500: best_fit = 0.0515259
Gen 1550: best_fit = 0.0513788
Gen 1600: best_fit = 0.051294
Gen 1650: best_fit = 0.0512865
Gen 1700: best_fit = 0.0511545
Gen 1750: best_fit = 0.0510108
Gen 1800: best_fit = 0.0507664
Gen 1850: best_fit = 0.0506297
Gen 1900: best_fit = 0.0506204
Gen 1950: best_fit = 0.0504936
Gen 2000: best_fit = 0.0504816
Gen 2050: best_fit = 0.0502988
Gen 2100: best_fit = 0.0502177
Gen 2150: best_fit = 0.0501986
Gen 2200: best_fit = 0.0500065
Gen 2250: best_fit = 0.0499656
Gen 2300: best_fit = 0.0497897
Gen 2350: best_fit = 0.0497759
Gen 2400: best_fit = 0.0496251
Gen 2450: best_fit = 0.049598
Gen 2500: best_fit = 0.0495342
Gen 2550: best_fit = 0.0494279
Gen 2600: best_fit = 0.0493203
Gen 2650: best_fit = 0.0492646
Gen 2700: best_fit = 0.0492236
Gen 2750: best_fit = 0.0490825
Gen 2800: best_fit = 0.048999
Gen 2850: best_fit = 0.0488917
Gen 2900: best_fit = 0.0488502
Gen 2950: best_fit = 0.0487416
Gen 3000: best_fit = 0.0486701
Gen 3050: best_fit = 0.0484109
Gen 3100: best_fit = 0.0483756
Gen 3150: best_fit = 0.0482339
Gen 3200: best_fit = 0.048168
Gen 3250: best_fit = 0.0480821
Gen 3300: best_fit = 0.048025
Gen 3350: best_fit = 0.0478919
Gen 3400: best_fit = 0.0478256
Gen 3450: best_fit = 0.0476048
Gen 3500: best_fit = 0.0476048
Gen 3550: best_fit = 0.0475602
Gen 3600: best_fit = 0.0474992
Gen 3650: best_fit = 0.047353
Gen 3700: best_fit = 0.0472415
Gen 3750: best_fit = 0.0471588
Gen 3800: best_fit = 0.0471258
Gen 3850: best_fit = 0.0470457
Gen 3900: best_fit = 0.0469161
Gen 3950: best_fit = 0.0467969
Gen 4000: best_fit = 0.0467678
Gen 4050: best_fit = 0.0467178
Gen 4100: best_fit = 0.0466819
Gen 4150: best_fit = 0.0466601
Gen 4200: best_fit = 0.0466218
Gen 4250: best_fit = 0.046592
Gen 4300: best_fit = 0.0465398
Gen 4350: best_fit = 0.0465119
Gen 4400: best_fit = 0.0464445
Gen 4450: best_fit = 0.0464022
Gen 4500: best_fit = 0.0464022
Gen 4550: best_fit = 0.0464022
Gen 4600: best_fit = 0.0464022
Gen 4650: best_fit = 0.0464022
Gen 4700: best_fit = 0.0464022
Gen 4750: best_fit = 0.0464022
Gen 4800: best_fit = 0.0464022
Gen 4850: best_fit = 0.0464022
Gen 4900: best_fit = 0.0464022
Gen 4950: best_fit = 0.0464022
Gen 5000: best_fit = 0.0463713
Gen 5050: best_fit = 0.0463266
Gen 5100: best_fit = 0.0461823
Gen 5150: best_fit = 0.0461598
Gen 5200: best_fit = 0.0461594
Gen 5250: best_fit = 0.0460932
Gen 5300: best_fit = 0.0460776
Gen 5350: best_fit = 0.0460776
Gen 5400: best_fit = 0.0459783
Gen 5450: best_fit = 0.0459783
Gen 5500: best_fit = 0.0459783
Gen 5550: best_fit = 0.0459728
Gen 5600: best_fit = 0.0459728
Gen 5650: best_fit = 0.0459575
Gen 5700: best_fit = 0.0459344
Gen 5750: best_fit = 0.0459344
Gen 5800: best_fit = 0.045878
Gen 5850: best_fit = 0.045878
Gen 5900: best_fit = 0.0458545
Gen 5950: best_fit = 0.0458487
Gen 6000: best_fit = 0.0458487
Gen 6050: best_fit = 0.0458235
Gen 6100: best_fit = 0.0457582
Gen 6150: best_fit = 0.0457582
Gen 6200: best_fit = 0.0457582
Gen 6250: best_fit = 0.0456819
Gen 6300: best_fit = 0.0456506
Gen 6350: best_fit = 0.0456479
Gen 6400: best_fit = 0.0456267
Gen 6450: best_fit = 0.0456235
Gen 6500: best_fit = 0.0456235
Gen 6550: best_fit = 0.0455903
Gen 6600: best_fit = 0.0455738
Gen 6650: best_fit = 0.0455476
Gen 6700: best_fit = 0.0455476
Gen 6750: best_fit = 0.0455256
Gen 6800: best_fit = 0.0455234
Gen 6850: best_fit = 0.0454672
Gen 6900: best_fit = 0.0454455
Gen 6950: best_fit = 0.0453839
Gen 7000: best_fit = 0.045325
Gen 7050: best_fit = 0.045325
Gen 7100: best_fit = 0.045325
Gen 7150: best_fit = 0.045325
Gen 7200: best_fit = 0.0453061
Gen 7250: best_fit = 0.0452186
Gen 7300: best_fit = 0.0451884
Gen 7350: best_fit = 0.0451884
Gen 7400: best_fit = 0.0451584
Gen 7450: best_fit = 0.0451584
Gen 7500: best_fit = 0.0451584
Gen 7550: best_fit = 0.0450933
Gen 7600: best_fit = 0.0450841
Gen 7650: best_fit = 0.0450811
Gen 7700: best_fit = 0.045061
Gen 7750: best_fit = 0.0450073
Gen 7800: best_fit = 0.0449264
Gen 7850: best_fit = 0.0448873
Gen 7900: best_fit = 0.0448778
Gen 7950: best_fit = 0.0448514
Gen 8000: best_fit = 0.0448514
Gen 8050: best_fit = 0.0448514
Gen 8100: best_fit = 0.044831
Gen 8150: best_fit = 0.0448207
Gen 8200: best_fit = 0.0448205
Gen 8250: best_fit = 0.0448081
Gen 8300: best_fit = 0.0447985
Gen 8350: best_fit = 0.0447899
Gen 8400: best_fit = 0.0447899
Gen 8450: best_fit = 0.0447712
Gen 8500: best_fit = 0.0447338
Gen 8550: best_fit = 0.0447338
Gen 8600: best_fit = 0.0447338
Gen 8650: best_fit = 0.0446867
Gen 8700: best_fit = 0.0445212
Gen 8750: best_fit = 0.0445212
Gen 8800: best_fit = 0.0445212
Gen 8850: best_fit = 0.0445212
Gen 8900: best_fit = 0.0444977
Gen 8950: best_fit = 0.044459
Gen 9000: best_fit = 0.0443928
Gen 9050: best_fit = 0.0442704
Gen 9100: best_fit = 0.0442704
Gen 9150: best_fit = 0.0441985
Gen 9200: best_fit = 0.0441985
Gen 9250: best_fit = 0.0441985
Gen 9300: best_fit = 0.0441475
Gen 9350: best_fit = 0.0441332
Gen 9400: best_fit = 0.0441332
Gen 9450: best_fit = 0.0441041
Gen 9500: best_fit = 0.0440777
Gen 9550: best_fit = 0.0440372
Gen 9600: best_fit = 0.044003
Gen 9650: best_fit = 0.044003
Gen 9700: best_fit = 0.0439957
Gen 9750: best_fit = 0.0439957
Gen 9800: best_fit = 0.0439957
Gen 9850: best_fit = 0.0439696
Gen 9900: best_fit = 0.0439696
Gen 9950: best_fit = 0.0439355
Gen 10000: best_fit = 0.0439191

=== Final Results (CC-HIHH-UCB) ===
Solver: CCHIHH
Subpopulations per block: 8
Generations = 10000
The best solution = 0.0439191
CCHIHH gate_blocked_total = 4588
CCHIHH gate_fallback_total = 4588
Time = 88.656 s

exit code 0
