Command: 'C:\Users\Hu\Desktop\CED_schedule_Final\build\Release\CED_Schedule.exe' '--solver' 'CGA' '--seed' '8' '--alpha' '0.8' '--generations' '10000' '--log_every' '50' '--data_dir' 'C:\Users\Hu\Desktop\CED_schedule_Final\data' '--data_file' 'data_matrix_T200_E100_D300.txt' '--cnum' '100' '--enum' '100' '--dnum' '300' '--tnum' '200' '--mopt' '5'
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 8
Pini (heuristic prob): 0.4
Objective alpha: 0.8
Solver: CGA
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
CGA input: (raw data mode via --data_dir/--data_file)
CGA VM count (raw mode): 70
CGA communication scale (raw mode): 0.01
CGA edge ratio (raw mode): 0.6
CGA deadline factor (raw mode): 1.5
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data\\data_matrix_T200_E100_D300.txt"
[Normalization] f1_ref (makespan) = 22665.1
[Normalization] f2_ref (energy) = 3186.87
[Normalization] alpha = 0.8

=== Running CGA Solver ===
CGA mode: objective-compatible with CED_Schedule (best_fit smaller is better)
CGA params: pop=300, gen=10000, pc=0.75, pm(early/late)=0.03/0.01, cat=150, cat_apply_gen<=5000
Gen 50: best_fit = 0.0580463
Gen 100: best_fit = 0.0579101
Gen 150: best_fit = 0.0562069
Gen 200: best_fit = 0.0554688
Gen 250: best_fit = 0.0548779
Gen 300: best_fit = 0.0548174
Gen 350: best_fit = 0.0542719
Gen 400: best_fit = 0.0540921
Gen 450: best_fit = 0.054054
Gen 500: best_fit = 0.0535017
Gen 550: best_fit = 0.0523678
Gen 600: best_fit = 0.0523419
Gen 650: best_fit = 0.0521968
Gen 700: best_fit = 0.0520632
Gen 750: best_fit = 0.0517572
Gen 800: best_fit = 0.0514548
Gen 850: best_fit = 0.0512723
Gen 900: best_fit = 0.0511621
Gen 950: best_fit = 0.0510108
Gen 1000: best_fit = 0.0509523
Gen 1050: best_fit = 0.0506553
Gen 1100: best_fit = 0.050635
Gen 1150: best_fit = 0.0503427
Gen 1200: best_fit = 0.0502986
Gen 1250: best_fit = 0.0501261
Gen 1300: best_fit = 0.0500663
Gen 1350: best_fit = 0.0499925
Gen 1400: best_fit = 0.0498301
Gen 1450: best_fit = 0.0497932
Gen 1500: best_fit = 0.049659
Gen 1550: best_fit = 0.049637
Gen 1600: best_fit = 0.0495402
Gen 1650: best_fit = 0.0494764
Gen 1700: best_fit = 0.0494171
Gen 1750: best_fit = 0.0492839
Gen 1800: best_fit = 0.0492554
Gen 1850: best_fit = 0.0492291
Gen 1900: best_fit = 0.0491306
Gen 1950: best_fit = 0.0491051
Gen 2000: best_fit = 0.0489954
Gen 2050: best_fit = 0.0488295
Gen 2100: best_fit = 0.0488295
Gen 2150: best_fit = 0.0487954
Gen 2200: best_fit = 0.0487883
Gen 2250: best_fit = 0.0487659
Gen 2300: best_fit = 0.0487476
Gen 2350: best_fit = 0.0487353
Gen 2400: best_fit = 0.0487136
Gen 2450: best_fit = 0.0486471
Gen 2500: best_fit = 0.0486205
Gen 2550: best_fit = 0.0485019
Gen 2600: best_fit = 0.0484738
Gen 2650: best_fit = 0.0484538
Gen 2700: best_fit = 0.0484425
Gen 2750: best_fit = 0.0484087
Gen 2800: best_fit = 0.0483436
Gen 2850: best_fit = 0.0479043
Gen 2900: best_fit = 0.0477869
Gen 2950: best_fit = 0.0477761
Gen 3000: best_fit = 0.0477026
Gen 3050: best_fit = 0.0474996
Gen 3100: best_fit = 0.0474374
Gen 3150: best_fit = 0.0467754
Gen 3200: best_fit = 0.0467242
Gen 3250: best_fit = 0.0460998
Gen 3300: best_fit = 0.0460551
Gen 3350: best_fit = 0.0460309
Gen 3400: best_fit = 0.0460022
Gen 3450: best_fit = 0.0459668
Gen 3500: best_fit = 0.0458348
Gen 3550: best_fit = 0.0458272
Gen 3600: best_fit = 0.0457838
Gen 3650: best_fit = 0.0451943
Gen 3700: best_fit = 0.0449886
Gen 3750: best_fit = 0.0449716
Gen 3800: best_fit = 0.0448012
Gen 3850: best_fit = 0.044578
Gen 3900: best_fit = 0.044303
Gen 3950: best_fit = 0.0442482
Gen 4000: best_fit = 0.0439418
Gen 4050: best_fit = 0.0438839
Gen 4100: best_fit = 0.0438648
Gen 4150: best_fit = 0.0438398
Gen 4200: best_fit = 0.0437729
Gen 4250: best_fit = 0.043577
Gen 4300: best_fit = 0.0435144
Gen 4350: best_fit = 0.0434979
Gen 4400: best_fit = 0.0434915
Gen 4450: best_fit = 0.0434758
Gen 4500: best_fit = 0.0434536
Gen 4550: best_fit = 0.0434362
Gen 4600: best_fit = 0.0433329
Gen 4650: best_fit = 0.043332
Gen 4700: best_fit = 0.0432678
Gen 4750: best_fit = 0.0432401
Gen 4800: best_fit = 0.0431641
Gen 4850: best_fit = 0.0431573
Gen 4900: best_fit = 0.0431347
Gen 4950: best_fit = 0.0431079
Gen 5000: best_fit = 0.0429149
Gen 5050: best_fit = 0.0429044
Gen 5100: best_fit = 0.0428775
Gen 5150: best_fit = 0.0428577
Gen 5200: best_fit = 0.0427867
Gen 5250: best_fit = 0.0427777
Gen 5300: best_fit = 0.0427402
Gen 5350: best_fit = 0.0426599
Gen 5400: best_fit = 0.042637
Gen 5450: best_fit = 0.042599
Gen 5500: best_fit = 0.0425769
Gen 5550: best_fit = 0.0425614
Gen 5600: best_fit = 0.0425583
