Command: 'C:\Users\Hu\Desktop\CED_schedule_Final\build\Release\CED_Schedule.exe' '--solver' 'CGA' '--seed' '5' '--alpha' '0.8' '--generations' '10000' '--log_every' '50' '--data_dir' 'C:\Users\Hu\Desktop\CED_schedule_Final\data' '--data_file' 'data_matrix_T200_E100_D300.txt' '--cnum' '100' '--enum' '100' '--dnum' '300' '--tnum' '200' '--mopt' '5'
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 5
Pini (heuristic prob): 0.4
Objective alpha: 0.8
Solver: CGA
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
CGA input: (raw data mode via --data_dir/--data_file)
CGA VM count (raw mode): 70
CGA communication scale (raw mode): 0.01
CGA edge ratio (raw mode): 0.6
CGA deadline factor (raw mode): 1.5
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data\\data_matrix_T200_E100_D300.txt"
[Normalization] f1_ref (makespan) = 22665.1
[Normalization] f2_ref (energy) = 3189.98
[Normalization] alpha = 0.8

=== Running CGA Solver ===
CGA mode: objective-compatible with CED_Schedule (best_fit smaller is better)
CGA params: pop=300, gen=10000, pc=0.75, pm(early/late)=0.03/0.01, cat=150, cat_apply_gen<=5000
Gen 50: best_fit = 0.0554817
Gen 100: best_fit = 0.0551272
Gen 150: best_fit = 0.0548891
Gen 200: best_fit = 0.0548232
Gen 250: best_fit = 0.0544733
Gen 300: best_fit = 0.0544418
Gen 350: best_fit = 0.0542248
Gen 400: best_fit = 0.0541832
Gen 450: best_fit = 0.0540336
Gen 500: best_fit = 0.0539896
Gen 550: best_fit = 0.0539809
Gen 600: best_fit = 0.0539427
Gen 650: best_fit = 0.0537913
Gen 700: best_fit = 0.0537616
Gen 750: best_fit = 0.0536828
Gen 800: best_fit = 0.053646
Gen 850: best_fit = 0.0536121
Gen 900: best_fit = 0.0535395
Gen 950: best_fit = 0.0534909
Gen 1000: best_fit = 0.0534415
Gen 1050: best_fit = 0.0533678
Gen 1100: best_fit = 0.0533396
Gen 1150: best_fit = 0.0533162
Gen 1200: best_fit = 0.053222
Gen 1250: best_fit = 0.053197
Gen 1300: best_fit = 0.0530829
Gen 1350: best_fit = 0.0530299
Gen 1400: best_fit = 0.0530213
Gen 1450: best_fit = 0.0529724
Gen 1500: best_fit = 0.052945
Gen 1550: best_fit = 0.0529269
Gen 1600: best_fit = 0.0529065
Gen 1650: best_fit = 0.0528941
Gen 1700: best_fit = 0.0526409
Gen 1750: best_fit = 0.0526243
Gen 1800: best_fit = 0.0525092
Gen 1850: best_fit = 0.0524848
Gen 1900: best_fit = 0.0523881
Gen 1950: best_fit = 0.0523881
Gen 2000: best_fit = 0.0523398
Gen 2050: best_fit = 0.0523161
Gen 2100: best_fit = 0.0517374
Gen 2150: best_fit = 0.0514622
Gen 2200: best_fit = 0.051308
Gen 2250: best_fit = 0.0510864
Gen 2300: best_fit = 0.0510497
Gen 2350: best_fit = 0.0509779
Gen 2400: best_fit = 0.0509779
Gen 2450: best_fit = 0.050919
Gen 2500: best_fit = 0.0501762
Gen 2550: best_fit = 0.0487145
Gen 2600: best_fit = 0.0485334
Gen 2650: best_fit = 0.04844
Gen 2700: best_fit = 0.0483826
Gen 2750: best_fit = 0.0483573
Gen 2800: best_fit = 0.0480892
