Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver CCHIHH --stable --seed 4 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_100.txt
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_100.txt
Generations: 10000
Population size: 40
Random seed: 4
Pini (heuristic prob): 0.4
Solver: CCHIHH
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_100.txt"
Gen 1400: best_fit = 55.3892
Gen 1450: best_fit = 55.3849
Gen 1500: best_fit = 55.3735
Gen 1550: best_fit = 55.3704
Gen 1600: best_fit = 55.3658
Gen 1650: best_fit = 55.3618
Gen 1700: best_fit = 55.3572
Gen 1750: best_fit = 55.3498
Gen 1800: best_fit = 55.3449
Gen 1850: best_fit = 55.3375
Gen 1900: best_fit = 55.3332
Gen 1950: best_fit = 55.3261
Gen 2000: best_fit = 55.3218
Gen 2050: best_fit = 55.3184
Gen 2100: best_fit = 55.3141
Gen 2150: best_fit = 55.3134
Gen 2200: best_fit = 55.3128
Gen 2250: best_fit = 55.3088
Gen 2300: best_fit = 55.3079
Gen 2350: best_fit = 55.3008
Gen 2400: best_fit = 55.2968
Gen 2450: best_fit = 55.29
Gen 2500: best_fit = 55.2876
Gen 2550: best_fit = 55.2839
Gen 2600: best_fit = 55.2799
Gen 2650: best_fit = 55.2799
Gen 2700: best_fit = 55.2765
Gen 2750: best_fit = 55.2765
Gen 2800: best_fit = 55.2765
Gen 2850: best_fit = 55.2765
Gen 2900: best_fit = 55.2734
Gen 2950: best_fit = 55.2703
Gen 3000: best_fit = 55.2672
Gen 3050: best_fit = 55.2638
Gen 3100: best_fit = 55.2638
Gen 3150: best_fit = 55.2601
Gen 3200: best_fit = 55.2558
Gen 3250: best_fit = 55.2518
Gen 3300: best_fit = 55.2472
Gen 3350: best_fit = 55.2469
Gen 3400: best_fit = 55.2469
Gen 3450: best_fit = 55.2398
Gen 3500: best_fit = 55.2361
Gen 3550: best_fit = 55.2293
Gen 3600: best_fit = 55.229
Gen 3650: best_fit = 55.229
Gen 3700: best_fit = 55.2253
Gen 3750: best_fit = 55.2253
Gen 3800: best_fit = 55.2247
Gen 3850: best_fit = 55.2241
Gen 3900: best_fit = 55.2216
Gen 3950: best_fit = 55.221
Gen 4000: best_fit = 55.221
Gen 4050: best_fit = 55.2176
Gen 4100: best_fit = 55.2176
Gen 4150: best_fit = 55.217
Gen 4200: best_fit = 55.217
Gen 4250: best_fit = 55.2164
Gen 4300: best_fit = 55.213
Gen 4350: best_fit = 55.2112
Gen 4400: best_fit = 55.2078
Gen 4450: best_fit = 55.2078
Gen 4500: best_fit = 55.2078
Gen 4550: best_fit = 55.2078
Gen 4600: best_fit = 55.2075
Gen 4650: best_fit = 55.2041
Gen 4700: best_fit = 55.2041
Gen 4750: best_fit = 55.2041
Gen 4800: best_fit = 55.2004
Gen 4850: best_fit = 55.1958
Gen 4900: best_fit = 55.1955
Gen 4950: best_fit = 55.1955
Gen 5000: best_fit = 55.1955
Gen 5050: best_fit = 55.1921
Gen 5100: best_fit = 55.1911
Gen 5150: best_fit = 55.1902
Gen 5200: best_fit = 55.1902
Gen 5250: best_fit = 55.1902
Gen 5300: best_fit = 55.1871
Gen 5350: best_fit = 55.1871
Gen 5400: best_fit = 55.1838
Gen 5450: best_fit = 55.1813
Gen 5500: best_fit = 55.1813
Gen 5550: best_fit = 55.1807
Gen 5600: best_fit = 55.1801
Gen 5650: best_fit = 55.1801
Gen 5700: best_fit = 55.1797
Gen 5750: best_fit = 55.1794
Gen 5800: best_fit = 55.1794
Gen 5850: best_fit = 55.1794
Gen 5900: best_fit = 55.1794
Gen 5950: best_fit = 55.1794
Gen 6000: best_fit = 55.1791
Gen 6050: best_fit = 55.1748
Gen 6100: best_fit = 55.1748
Gen 6150: best_fit = 55.1748
Gen 6200: best_fit = 55.1748
Gen 6250: best_fit = 55.1748
Gen 6300: best_fit = 55.1748
Gen 6350: best_fit = 55.1748
Gen 6400: best_fit = 55.1745
Gen 6450: best_fit = 55.1745
Gen 6500: best_fit = 55.1745
Gen 6550: best_fit = 55.1745
Gen 6600: best_fit = 55.1745
Gen 6650: best_fit = 55.1745
Gen 6700: best_fit = 55.1745
Gen 6750: best_fit = 55.1745
Gen 6800: best_fit = 55.1745
Gen 6850: best_fit = 55.1708
Gen 6900: best_fit = 55.1677
Gen 6950: best_fit = 55.1647
Gen 7000: best_fit = 55.1647
Gen 7050: best_fit = 55.1647
Gen 7100: best_fit = 55.1647
Gen 7150: best_fit = 55.1616
Gen 7200: best_fit = 55.1616
Gen 7250: best_fit = 55.1613
Gen 7300: best_fit = 55.1603
Gen 7350: best_fit = 55.1539
Gen 7400: best_fit = 55.1539
Gen 7450: best_fit = 55.1539
Gen 7500: best_fit = 55.1529
Gen 7550: best_fit = 55.1529
Gen 7600: best_fit = 55.1496
Gen 7650: best_fit = 55.1496
Gen 7700: best_fit = 55.1465
Gen 7750: best_fit = 55.1434
Gen 7800: best_fit = 55.1403
Gen 7850: best_fit = 55.1403
Gen 7900: best_fit = 55.1403
Gen 7950: best_fit = 55.1403
Gen 8000: best_fit = 55.1394
Gen 8050: best_fit = 55.136
Gen 8100: best_fit = 55.136
Gen 8150: best_fit = 55.136
Gen 8200: best_fit = 55.1317
Gen 8250: best_fit = 55.1317
Gen 8300: best_fit = 55.1283
Gen 8350: best_fit = 55.1277
Gen 8400: best_fit = 55.1277
Gen 8450: best_fit = 55.1277
Gen 8500: best_fit = 55.1271
Gen 8550: best_fit = 55.1265
Gen 8600: best_fit = 55.1261
Gen 8650: best_fit = 55.1252
Gen 8700: best_fit = 55.1252
Gen 8750: best_fit = 55.1252
Gen 8800: best_fit = 55.1252
Gen 8850: best_fit = 55.1252
Gen 8900: best_fit = 55.1252
Gen 8950: best_fit = 55.1252
Gen 9000: best_fit = 55.1252
Gen 9050: best_fit = 55.1218
Gen 9100: best_fit = 55.1188
Gen 9150: best_fit = 55.1188
Gen 9200: best_fit = 55.1188
Gen 9250: best_fit = 55.1184
Gen 9300: best_fit = 55.1184
Gen 9350: best_fit = 55.1178
Gen 9400: best_fit = 55.1175
Gen 9450: best_fit = 55.1175
Gen 9500: best_fit = 55.1175
Gen 9550: best_fit = 55.1175
Gen 9600: best_fit = 55.1175
Gen 9650: best_fit = 55.1175
Gen 9700: best_fit = 55.1135
Gen 9750: best_fit = 55.1135
Gen 9800: best_fit = 55.1135
Gen 9850: best_fit = 55.1135
Gen 9900: best_fit = 55.1135
Gen 9950: best_fit = 55.1135
Gen 10000: best_fit = 55.1135

=== Final Results (CC-HIHH-UCB) ===
Solver: CCHIHH
Subpopulations per block: 8
Generations = 10000
The best solution = 55.1135
Time = 95.728 s

exit code 0
