gen,CCHIHH_Full mean,CCHIHH_Full var,CGA mean,CGA var,IMOMA mean,IMOMA var,DSAC_DE mean,DSAC_DE var
50,0.07382252,2.461394113600003e-06,0.08041503,4.585884768100004e-06,0.07438095,2.662402612500007e-06,0.061456250000000004,7.248745865000003e-07
100,0.06699785,4.6889317705000035e-06,0.07787150000000001,3.19452860199999e-06,0.07199295,3.915614948500003e-06,0.059986609999999996,3.1746170968999994e-06
150,0.06294854,5.634959544400004e-06,0.0764265,2.2740833959999994e-06,0.0703835,5.0066130840000145e-06,0.05949394,4.544262678399998e-06
200,0.05992538000000001,4.439338629600005e-06,0.07541066,2.8674083343999993e-06,0.06988381,3.3775072249000015e-06,0.05941893,4.750667626099998e-06
250,0.05732275,5.1131178805000026e-06,0.07505634,2.314075396399997e-06,0.06931745,2.3428175685000044e-06,0.059341529999999997,4.917548348100005e-06
300,0.05531967,3.668798712100005e-06,0.07414906,3.0630279103999973e-06,0.06907084,2.159328182400006e-06,0.05914271,4.502577836900003e-06
350,0.05371009,3.4082482289e-06,0.07360118,3.3284363396e-06,0.06866364999999999,2.036619678500006e-06,0.05907453,4.451145898099995e-06
400,0.052292399999999996,3.377941024000002e-06,0.07295874,2.5336841464000035e-06,0.06828267,3.3204995221000036e-06,0.05899532,4.206351639599997e-06
450,0.05126693,2.816177216100001e-06,0.07271464,2.6364945924000074e-06,0.06821292,3.3517357336000063e-06,0.058822549999999994,3.6224427224999968e-06
500,0.05047984,2.468153602399998e-06,0.07226919000000001,2.432019606899998e-06,0.06813811,3.372501576900004e-06,0.058791060000000006,3.6098134464000033e-06
550,0.04974381,2.3708023028999987e-06,0.0718218,2.963082597999995e-06,0.06792859,3.6227479848999997e-06,0.05857791999999999,2.993953917599995e-06
600,0.04900595,2.0988347624999974e-06,0.07129286,2.6894983263999977e-06,0.0676713,3.197253044000002e-06,0.05841581999999999,3.2119192096e-06
650,0.04847997,2.0588595360999987e-06,0.07093752,2.8051288516000036e-06,0.06759129,3.4905980088999993e-06,0.0582564,3.405710807999999e-06
700,0.048013230000000004,2.0241728721000006e-06,0.07040862,2.3860766396000055e-06,0.06735521,3.7703011408999967e-06,0.05819292,3.4682855815999975e-06
750,0.04746081,1.9788544908999993e-06,0.06994446,2.4008202203999995e-06,0.06703664000000001,3.535754790399999e-06,0.05814633,3.4188877660999993e-06
800,0.047036299999999996,1.9901399819999994e-06,0.06959539000000001,2.085509678899999e-06,0.06676541,3.618027562899996e-06,0.05799968,3.4578604556000006e-06
850,0.04668785,1.9606505144999997e-06,0.06909101,2.1120510628999956e-06,0.06621989,4.980504100899998e-06,0.057908919999999996,3.649101157600002e-06
900,0.04629883,1.7509124501000002e-06,0.06852242,2.5696008256000007e-06,0.06557589999999999,2.554564085999997e-06,0.05776139,3.829916168900003e-06
950,0.045978019999999994,1.674562083600002e-06,0.06809245,2.2358179644999923e-06,0.06521207999999999,3.4358101875999983e-06,0.05771135000000001,3.780543658500004e-06
1000,0.04562256,1.6852504263999985e-06,0.06775889,2.497793832899998e-06,0.06487908,3.721448933599996e-06,0.057643730000000004,3.7165538861e-06
1050,0.04533001,1.6595880789000004e-06,0.06738874,2.3840700643999956e-06,0.06468151,2.8306835329000037e-06,0.05758302,3.7862849975999994e-06
1100,0.04506657,1.7093785781000015e-06,0.06717922,2.1675463775999996e-06,0.06447163,2.403891806100006e-06,0.05749588,3.820481809599998e-06
1150,0.04481198,1.6993017255999956e-06,0.06683862,2.5734243416000046e-06,0.06439218,2.5064652155999985e-06,0.05742472,3.6337162216000033e-06
1200,0.04457671,1.713151800899998e-06,0.06660639,2.4560538808999967e-06,0.06423273,2.2097025940999983e-06,0.05736033,3.645582450099999e-06
1250,0.04431561,1.8057977309000006e-06,0.06618362,2.1906489036000007e-06,0.06406793,2.174295064099995e-06,0.05729337999999999,3.5421203616000017e-06
1300,0.04412695,1.8038821185000003e-06,0.06593704,2.1986486004000034e-06,0.0639194,1.9751911739999963e-06,0.05716472,3.2654907496000014e-06
1350,0.04390264,1.755418716399999e-06,0.06563632999999999,2.0748481661000016e-06,0.06384992,1.7047095155999984e-06,0.05708851,3.382501104900002e-06
1400,0.04369948,1.7236282335999989e-06,0.06537332,2.290671313600004e-06,0.06372095,2.068273488499998e-06,0.05700857,3.308733876099999e-06
1450,0.04352571,1.8043481129000003e-06,0.06512782,2.2226118895999945e-06,0.06349189,2.310007738899997e-06,0.05695256,3.244673194400002e-06
1500,0.043349280000000004,1.8040803455999991e-06,0.06469981999999999,2.138840521599997e-06,0.06346241,2.2696366308999957e-06,0.0568868,3.247924697999997e-06
1550,0.043230950000000004,1.7372123084999983e-06,0.06454027,2.2208688820999988e-06,0.0634074,2.207390613999994e-06,0.05685594000000001,3.2601023984000015e-06
1600,0.04310656,1.752389814400002e-06,0.06438353,2.2551855001000057e-06,0.06306768,2.573281021599998e-06,0.05681613,3.2409965020999967e-06
1650,0.04296609,1.7300457388999992e-06,0.0641137,2.026218939999997e-06,0.06306684,2.573529090399998e-06,0.05678362,3.297930893600002e-06
1700,0.04282128,1.7449984995999996e-06,0.06390979,2.092111538900004e-06,0.06299157,2.346276684099999e-06,0.05662272,3.8678826856000005e-06
1750,0.04271727,1.740699980099999e-06,0.06370585,2.085447172500001e-06,0.06291761,2.622496088899998e-06,0.0565709,3.900536577999997e-06
1800,0.042643310000000004,1.7265984548999977e-06,0.06355269,1.9885018748999974e-06,0.06281988000000001,2.6863799235999995e-06,0.05649566,3.7956276143999975e-06
1850,0.0425663,1.7389218440000009e-06,0.06336974,1.9422315563999994e-06,0.06277989,2.662252084899995e-06,0.05646259,3.7828493149000013e-06
1900,0.042464550000000004,1.736743266500003e-06,0.06309315,1.8242294164999968e-06,0.06263605,2.394838156499995e-06,0.05641104,3.8565972364000056e-06
1950,0.04238779,1.7447482749e-06,0.0628592,2.1916256580000043e-06,0.062466200000000006,2.0625497839999982e-06,0.05634253,3.850463432099999e-06
2000,0.04228464,1.7883261144000039e-06,0.06270286,2.244281500400006e-06,0.0624509,2.0493412939999984e-06,0.05610824,3.5900435083999997e-06
2050,0.04217557,1.8746162421000012e-06,0.06247066,1.9909173464000044e-06,0.06243401,1.957703078899998e-06,0.0560678,3.569806578000002e-06
2100,0.04211975,1.8751259805000023e-06,0.06234904,1.9011047064000065e-06,0.0623229,1.803816856e-06,0.056015499999999996,3.519989254000005e-06
2150,0.042073929999999995,1.7976758601000016e-06,0.06220586,1.9501826984000042e-06,0.06218273,2.2615018021000014e-06,0.05596856,3.444665648400003e-06
2200,0.041992089999999996,1.7655003809000038e-06,0.062025399999999994,1.7804096060000024e-06,0.062012990000000004,2.597720958899997e-06,0.05591344,3.4869377144000027e-06
2250,0.04192134,1.714500314400004e-06,0.0618586,1.8641586279999978e-06,0.06197097,2.532294138099998e-06,0.05584967,3.460894536099997e-06
2300,0.04181123,1.7487500581000032e-06,0.06159302,1.7825219476000023e-06,0.06186786,2.5620891063999987e-06,0.05576998,3.4080901496000015e-06
2350,0.04175179,1.7108710909000008e-06,0.061354109999999996,1.8372557349000033e-06,0.0618198,2.5128822179999985e-06,0.05573235,3.4140549744999985e-06
2400,0.04168794,1.7001771943999994e-06,0.061148060000000004,1.8716208463999967e-06,0.061734069999999995,2.2564947881000054e-06,0.055667129999999995,3.4867395161000013e-06
2450,0.04160494,1.5690523883999997e-06,0.06099143,1.8878481881000027e-06,0.061728910000000005,2.270615370900005e-06,0.0556242,3.5022839800000007e-06
2500,0.04151546,1.586923278399999e-06,0.06081097,1.9940153721000017e-06,0.06164423,2.4593450741000042e-06,0.05558394,3.468391900399997e-06
2550,0.041446489999999996,1.5563550229000004e-06,0.06068294,2.137792662400001e-06,0.06156285,2.4998603905000024e-06,0.05551641,3.5230793569000003e-06
2600,0.041411340000000005,1.5078348063999997e-06,0.060464,2.3589265019999993e-06,0.06147587,2.248423054100002e-06,0.05546477,3.428592750100001e-06
2650,0.04136495,1.5102143264999996e-06,0.06025929,2.387218858900001e-06,0.06135538,2.3594490116000007e-06,0.055424839999999996,3.4898589383999988e-06
2700,0.0413192,1.508517267999999e-06,0.06008223,2.440584624100002e-06,0.061308150000000006,2.529421752500001e-06,0.05532689,3.5377546549000033e-06
2750,0.04126201,1.4475871928999999e-06,0.05990431,2.255552492899999e-06,0.06119854,2.4806963944000016e-06,0.05530178,3.502320551600003e-06
2800,0.04120278,1.457811745599998e-06,0.059784000000000004,2.354464590000003e-06,0.06119854,2.4806963944000016e-06,0.055100970000000006,3.831096096100001e-06
2850,0.04112946,1.4805591743999996e-06,0.05965911,2.520620158900001e-06,0.0611537,2.2191105960000004e-06,0.05504336,3.8315131263999995e-06
2900,0.04107594,1.4432862703999992e-06,0.059548140000000006,2.414714040399996e-06,0.0611519,2.214720756000001e-06,0.05490187,3.5367464740999984e-06
2950,0.04103578,1.4378309215999992e-06,0.05937375,2.348238472500002e-06,0.06105298,2.3408216436e-06,0.05475026000000001,3.5375725463999994e-06
3000,0.04098702,1.4537126196e-06,0.059246129999999994,2.2964231940999997e-06,0.06098015,2.6204984345000008e-06,0.054694229999999996,3.495801134099996e-06
3050,0.04095939,1.4748538229000003e-06,0.05906786000000001,2.2556442023999987e-06,0.0608263,1.9813871119999975e-06,0.05466409,3.4889093588999992e-06
3100,0.040904100000000006,1.5022462799999976e-06,0.05896986,2.2132099244000014e-06,0.06058978,1.7480701976000026e-06,0.05460951000000001,3.467543074900002e-06
3150,0.04086148,1.498728977599998e-06,0.058853810000000006,2.2376298208999993e-06,0.060515269999999996,1.808341108100003e-06,0.05453519,3.424268332900002e-06
3200,0.04082302,1.4974811156e-06,0.05870434,2.168280946399997e-06,0.06048869999999999,1.8602801540000032e-06,0.054470969999999994,3.5655223340999972e-06
3250,0.04078127,1.5192490280999996e-06,0.05859241,2.0654836348999984e-06,0.06048605,1.864013076500003e-06,0.05443172,3.5497926396e-06
3300,0.04074394,1.563647764400001e-06,0.05850433000000001,2.073805368100003e-06,0.060412869999999994,1.9204652781000034e-06,0.05439565,3.5515221925000017e-06
3350,0.040690330000000004,1.6283549581e-06,0.058285710000000004,1.9988696228999972e-06,0.06027944,1.7722859724000053e-06,0.05432758,3.518901219600004e-06
3400,0.04066347,1.6471504100999992e-06,0.058189199999999996,1.9097346619999977e-06,0.0602434,1.7707882780000056e-06,0.05428036000000001,3.513215332400002e-06
3450,0.04063165,1.6475690664999988e-06,0.05806144,1.8847932024000014e-06,0.06014577,1.9350882101000017e-06,0.054230299999999995,3.498222607999998e-06
3500,0.04061446,1.658593072400001e-06,0.05794547,1.8624108121e-06,0.06012269,1.958869662900001e-06,0.05416153,3.5522865621000024e-06
3550,0.04058986,1.6784386663999984e-06,0.05784628000000001,1.8701244656000015e-06,0.06011788,1.967668611600002e-06,0.054127789999999995,3.5511221788999975e-06
3600,0.040570659999999995,1.6989649423999972e-06,0.05769701000000001,1.8461948949000023e-06,0.05996653,1.9662623741000018e-06,0.0540655,3.469948857999997e-06
3650,0.0405166,1.6861970279999982e-06,0.05756214,2.0661830743999995e-06,0.05996582,1.9630745096000035e-06,0.053995959999999996,3.572458084399999e-06
3700,0.0404729,1.7077576980000011e-06,0.057473750000000004,2.0168571185000004e-06,0.059951620000000004,1.9569284156000027e-06,0.05393914,3.6424211063999945e-06
3750,0.040421429999999994,1.7918447141000025e-06,0.05733418,2.000800735599998e-06,0.05995144,1.957637986400004e-06,0.05383248,3.7783958376000036e-06
3800,0.040392460000000005,1.8139506184000013e-06,0.05717208,1.945323421600001e-06,0.05995144,1.957637986400004e-06,0.053802930000000006,3.798532304100003e-06
3850,0.04032615,1.8500685385000017e-06,0.05704896,1.8941514864000007e-06,0.05989319,2.025537528900003e-06,0.05374371,3.7712065449e-06
3900,0.04028484,1.8861454344000023e-06,0.05691522,1.8685918935999995e-06,0.059775009999999996,1.932833230900001e-06,0.05369409000000001,3.7311215389000036e-06
3950,0.04025539,1.914243146900002e-06,0.05682852000000001,1.8106338795999992e-06,0.05976821,1.9472724869000004e-06,0.053652429999999994,3.7672977380999947e-06
4000,0.04023605,1.9278613905000016e-06,0.05673740000000001,1.847832325999998e-06,0.05967668,2.350095101600001e-06,0.053572449999999994,3.989210230500001e-06
4050,0.04019298,1.9011576415999984e-06,0.05665074999999999,1.8291814524999998e-06,0.05956229,2.323602502899999e-06,0.053519090000000005,3.875977916900001e-06
4100,0.04016037,1.918850212100002e-06,0.05649398,1.7879737775999993e-06,0.05955494,2.2863961684e-06,0.05349147,3.857155130099997e-06
