config,mean,std,best,median,worst,mean±std
CCHIHH_Full,0.038271,0.0019312648601370035,0.0364965,0.03758,0.0419295,0.038271 +- 0.001931
CGA,0.04948658,0.0010943397063475724,0.047867,0.049712900000000004,0.0507641,0.049487 +- 0.001094
IMOMA,0.0575982,0.0016130802129259837,0.0558003,0.05778685,0.0604564,0.057598 +- 0.001613
DSAC_DE,0.04715117,0.0017263012715372464,0.0440809,0.0469655,0.0496691,0.047151 +- 0.001726
