config,mean,std,best,median,worst,mean±std
use_blocks_true,0.02604341,0.0009363528328929577,0.0249303,0.02589325,0.0277064,0.026043 ± 0.000936
use_blocks_false,0.036486069999999995,0.005684364639380943,0.0323092,0.0348613,0.0503391,0.036486 ± 0.005684
