gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.26,0.4775,0.2625,0,0.2425,0.4925,0.2575,0.0075,0.235,0.525,0.24,0,0.1675,0.2375,0.175,0.0875,0.164167,0.0858333,0.08,0.0025
100,0.2475,0.5125,0.24,0,0.2325,0.5175,0.245,0.005,0.22,0.51,0.27,0,0.16,0.244167,0.17,0.08,0.1725,0.0816667,0.09,0.00166667
150,0.2375,0.525,0.2375,0,0.2675,0.5375,0.1925,0.0025,0.2475,0.49,0.2625,0,0.168333,0.2575,0.163333,0.0791667,0.179167,0.0641667,0.0875,0.000833333
200,0.2425,0.4975,0.26,0,0.2625,0.465,0.265,0.0075,0.2175,0.53,0.2425,0.01,0.168333,0.238333,0.176667,0.0866667,0.155,0.0883333,0.0808333,0.00583333
250,0.2325,0.5475,0.22,0,0.26,0.4825,0.2525,0.005,0.295,0.4775,0.2125,0.015,0.164167,0.280833,0.159167,0.0733333,0.160833,0.0841667,0.0708333,0.00666667
300,0.255,0.51,0.235,0,0.2275,0.4675,0.2525,0.0525,0.26,0.4775,0.245,0.0175,0.160833,0.256667,0.159167,0.0783333,0.155833,0.0841667,0.0816667,0.0233333
350,0.2275,0.5175,0.24,0.015,0.2375,0.46,0.2475,0.055,0.235,0.4825,0.275,0.0075,0.155,0.250833,0.160833,0.08,0.153333,0.0825,0.0916667,0.0258333
400,0.2125,0.4725,0.285,0.03,0.2375,0.395,0.265,0.1025,0.2225,0.4825,0.25,0.045,0.15,0.231667,0.160833,0.095,0.131667,0.0883333,0.0833333,0.0591667
450,0.2275,0.4225,0.31,0.04,0.2675,0.4225,0.195,0.115,0.2325,0.5,0.225,0.0425,0.165,0.218333,0.166667,0.103333,0.140833,0.065,0.075,0.0658333
500,0.275,0.435,0.2575,0.0325,0.275,0.4325,0.21,0.0825,0.255,0.37,0.27,0.105,0.183333,0.23,0.123333,0.0858333,0.144167,0.07,0.09,0.0733333
550,0.24,0.44,0.265,0.055,0.2875,0.3325,0.245,0.135,0.2325,0.3725,0.27,0.125,0.175833,0.224167,0.124167,0.0883333,0.110833,0.0816667,0.09,0.105
600,0.305,0.425,0.235,0.035,0.2425,0.37,0.2825,0.105,0.26,0.415,0.255,0.07,0.1825,0.228333,0.138333,0.0783333,0.123333,0.0941667,0.085,0.07
650,0.2375,0.4425,0.24,0.08,0.255,0.3175,0.2325,0.195,0.2475,0.44,0.2425,0.07,0.164167,0.23,0.146667,0.08,0.105833,0.0775,0.0808333,0.115
700,0.25,0.4525,0.275,0.0225,0.2625,0.3725,0.26,0.105,0.215,0.3975,0.2775,0.11,0.170833,0.2225,0.1325,0.0916667,0.124167,0.0866667,0.0925,0.0791667
750,0.2575,0.4475,0.255,0.04,0.2425,0.335,0.275,0.1475,0.295,0.385,0.26,0.06,0.166667,0.2475,0.128333,0.085,0.111667,0.0916667,0.0866667,0.0825
800,0.27,0.375,0.2875,0.0675,0.2275,0.355,0.3,0.1175,0.26,0.41,0.24,0.09,0.165833,0.211667,0.136667,0.0958333,0.118333,0.1,0.08,0.0916667
850,0.235,0.455,0.26,0.05,0.2575,0.43,0.2275,0.085,0.225,0.4625,0.2375,0.075,0.164167,0.226667,0.154167,0.0866667,0.143333,0.0758333,0.0791667,0.07
900,0.2675,0.415,0.2225,0.095,0.2475,0.3025,0.24,0.21,0.235,0.455,0.2375,0.0725,0.171667,0.216667,0.151667,0.0741667,0.100833,0.08,0.0791667,0.125833
950,0.2575,0.4425,0.245,0.055,0.1875,0.3525,0.2775,0.1825,0.2225,0.47,0.2625,0.045,0.148333,0.221667,0.156667,0.0816667,0.1175,0.0925,0.0875,0.0941667
1000,0.2525,0.42,0.2675,0.06,0.2475,0.34,0.255,0.1575,0.26,0.4275,0.235,0.0775,0.166667,0.226667,0.1425,0.0891667,0.113333,0.085,0.0783333,0.0983333
1050,0.2525,0.3475,0.25,0.15,0.2275,0.3425,0.2425,0.1875,0.2525,0.39,0.22,0.1375,0.16,0.2,0.13,0.0833333,0.114167,0.0808333,0.0733333,0.158333
1100,0.255,0.2825,0.2475,0.215,0.255,0.27,0.24,0.235,0.28,0.2925,0.26,0.1675,0.17,0.1875,0.0975,0.0825,0.09,0.08,0.0866667,0.205833
