gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.21,0.525,0.265,0,0.21,0.5125,0.2775,0,0.2025,0.53,0.265,0.0025,0.14,0.2425,0.176667,0.0883333,0.170833,0.0925,0.0883333,0.000833333
100,0.275,0.485,0.24,0,0.25,0.485,0.265,0,0.27,0.44,0.2575,0.0325,0.175,0.251667,0.146667,0.08,0.161667,0.0883333,0.0858333,0.0108333
150,0.2625,0.4825,0.2525,0.0025,0.245,0.495,0.24,0.02,0.2675,0.47,0.2425,0.02,0.169167,0.25,0.156667,0.0841667,0.165,0.08,0.0808333,0.0141667
200,0.235,0.49,0.275,0,0.2475,0.48,0.2625,0.01,0.245,0.4875,0.2425,0.025,0.160833,0.245,0.1625,0.0916667,0.16,0.0875,0.0808333,0.0116667
250,0.255,0.5125,0.2325,0,0.26,0.46,0.2775,0.0025,0.2525,0.475,0.2625,0.01,0.171667,0.255,0.158333,0.0775,0.153333,0.0925,0.0875,0.00416667
300,0.24,0.525,0.235,0,0.235,0.4675,0.2575,0.04,0.25,0.48,0.24,0.03,0.158333,0.258333,0.16,0.0783333,0.155833,0.0858333,0.08,0.0233333
350,0.2675,0.4975,0.235,0,0.2625,0.4425,0.275,0.02,0.2475,0.47,0.245,0.0375,0.176667,0.248333,0.156667,0.0783333,0.1475,0.0916667,0.0816667,0.0191667
400,0.245,0.465,0.2675,0.0225,0.2325,0.425,0.22,0.1225,0.2225,0.42,0.2675,0.09,0.159167,0.229167,0.14,0.0891667,0.141667,0.0733333,0.0891667,0.0783333
450,0.255,0.415,0.2925,0.0375,0.2725,0.3875,0.2525,0.0875,0.28,0.405,0.2225,0.0925,0.175833,0.231667,0.135,0.0975,0.129167,0.0841667,0.0741667,0.0725
500,0.2775,0.3225,0.23,0.17,0.2725,0.28,0.24,0.2075,0.205,0.3325,0.3,0.1625,0.183333,0.175833,0.110833,0.0766667,0.0933333,0.08,0.1,0.18
550,0.2225,0.475,0.2575,0.045,0.22,0.3975,0.2275,0.155,0.25,0.41,0.2725,0.0675,0.1475,0.241667,0.136667,0.0858333,0.1325,0.0758333,0.0908333,0.0891667
600,0.2275,0.4275,0.2775,0.0675,0.265,0.2925,0.2225,0.22,0.2475,0.4225,0.2775,0.0525,0.164167,0.225,0.140833,0.0925,0.0975,0.0741667,0.0925,0.113333
650,0.24,0.435,0.23,0.095,0.2425,0.315,0.28,0.1625,0.26,0.3675,0.285,0.0875,0.160833,0.231667,0.1225,0.0766667,0.105,0.0933333,0.095,0.115
700,0.23,0.41,0.2825,0.0775,0.2525,0.285,0.275,0.1875,0.2725,0.4,0.2475,0.08,0.160833,0.2275,0.133333,0.0941667,0.095,0.0916667,0.0825,0.115
750,0.245,0.4,0.23,0.125,0.26,0.32,0.275,0.145,0.2525,0.4075,0.2375,0.1025,0.168333,0.2175,0.135833,0.0766667,0.106667,0.0916667,0.0791667,0.124167
800,0.265,0.375,0.26,0.1,0.2675,0.2775,0.2525,0.2025,0.26,0.385,0.2625,0.0925,0.1775,0.211667,0.128333,0.0866667,0.0925,0.0841667,0.0875,0.131667
850,0.23,0.365,0.28,0.125,0.2225,0.35,0.2175,0.21,0.2775,0.36,0.235,0.1275,0.150833,0.214167,0.12,0.0933333,0.116667,0.0725,0.0783333,0.154167
900,0.265,0.3925,0.2175,0.125,0.255,0.2825,0.24,0.2225,0.2325,0.4025,0.25,0.115,0.173333,0.208333,0.134167,0.0725,0.0941667,0.08,0.0833333,0.154167
950,0.2425,0.315,0.27,0.1725,0.275,0.295,0.245,0.185,0.2275,0.295,0.2375,0.24,0.1725,0.180833,0.0983333,0.09,0.0983333,0.0816667,0.0791667,0.199167
1000,0.2675,0.4275,0.275,0.03,0.2325,0.345,0.2625,0.16,0.2375,0.425,0.2675,0.07,0.166667,0.221667,0.141667,0.0916667,0.115,0.0875,0.0891667,0.0866667
1050,0.22,0.4025,0.2675,0.11,0.285,0.3025,0.255,0.1575,0.26,0.365,0.2625,0.1125,0.168333,0.220833,0.121667,0.0891667,0.100833,0.085,0.0875,0.126667
1100,0.2525,0.4975,0.24,0.01,0.265,0.4125,0.22,0.1025,0.255,0.395,0.2725,0.0775,0.1725,0.250833,0.131667,0.08,0.1375,0.0733333,0.0908333,0.0633333
1150,0.2325,0.31,0.25,0.2075,0.2275,0.3175,0.245,0.21,0.2775,0.2825,0.245,0.195,0.153333,0.195833,0.0941667,0.0833333,0.105833,0.0816667,0.0816667,0.204167
1200,0.235,0.2925,0.245,0.2275,0.26,0.28,0.245,0.215,0.2275,0.3425,0.255,0.175,0.165,0.173333,0.114167,0.0816667,0.0933333,0.0816667,0.085,0.205833
1250,0.29,0.46,0.24,0.01,0.2575,0.3275,0.23,0.185,0.255,0.4575,0.2525,0.035,0.1825,0.238333,0.1525,0.08,0.109167,0.0766667,0.0841667,0.0766667
1300,0.2725,0.42,0.235,0.0725,0.28,0.3675,0.2575,0.095,0.2425,0.3675,0.2375,0.1525,0.184167,0.220833,0.1225,0.0783333,0.1225,0.0858333,0.0791667,0.106667
1350,0.2425,0.45,0.245,0.0625,0.2375,0.27,0.25,0.2425,0.225,0.3975,0.3125,0.065,0.16,0.225,0.1325,0.0816667,0.09,0.0833333,0.104167,0.123333
1400,0.245,0.3275,0.2825,0.145,0.245,0.2525,0.25,0.2525,0.2325,0.3025,0.2675,0.1975,0.163333,0.186667,0.100833,0.0941667,0.0841667,0.0833333,0.0891667,0.198333
1450,0.2475,0.24,0.2575,0.255,0.2425,0.2625,0.25,0.245,0.265,0.2725,0.235,0.2275,0.163333,0.168333,0.0908333,0.0858333,0.0875,0.0833333,0.0783333,0.2425
1500,0.24,0.3775,0.235,0.1475,0.1875,0.3225,0.255,0.235,0.245,0.36,0.255,0.14,0.1425,0.2075,0.12,0.0783333,0.1075,0.085,0.085,0.174167
