Command: 'build_codex\Release\CED_Schedule.exe' '--solver' 'CCHIHH' '--stable' '--resample_gate' '15' '--data_dir' 'data' '--data_file' 'data_matrix_T500_E200_D800.txt' '--generations' '10000' '--log_every' '50' '--nsubpop' '8' '--seed' '9' '--cnum' '200' '--enum' '200' '--dnum' '800' '--tnum' '500' '--mopt' '5' '--cchihh_op_stats' 'results\operator_ablation\T500\roundrobin\op_freq_roundrobin_T500_run8.csv' '--cchihh_op_stats_every' '50' '--cchihh_global_stats' 'results\operator_ablation\T500\roundrobin\global_stats_roundrobin_T500_run8.csv' '--cchihh_global_stats_every' '50' '--op_mode' 'roundrobin'
=== CED_Schedule Configuration ===
Data directory: "data"
Data file: data_matrix_T500_E200_D800.txt
Generations: 10000
Population size: 40
Random seed: 9
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 200/200/800/500/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH op mode: roundrobin
CCHIHH fixed ops: disabled
CCHIHH op stats: results\operator_ablation\T500\roundrobin\op_freq_roundrobin_T500_run8.csv
CCHIHH global stats: results\operator_ablation\T500\roundrobin\global_stats_roundrobin_T500_run8.csv
=================================
[Initial] Loading data from: "data\\data_matrix_T500_E200_D800.txt"
[Normalization] f1_ref (makespan) = 47562.7
[Normalization] f2_ref (energy) = 5814.22
[Normalization] alpha = 0.5

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=500, M_Jnum=500, M_OPTnum=5, ops=2500
  Nvar=6000, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=1000
  Block 1 (seq): start=1000, len=2500
  Block 2 (dev): start=3500, len=2500
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.0650117
Gen 50: best_fit = 0.0541722
Gen 100: best_fit = 0.0500521
Gen 150: best_fit = 0.0474856
Gen 200: best_fit = 0.0460762
Gen 250: best_fit = 0.0442801
Gen 300: best_fit = 0.0429865
Gen 350: best_fit = 0.0419719
Gen 400: best_fit = 0.041154
Gen 450: best_fit = 0.0405628
Gen 500: best_fit = 0.040058
Gen 550: best_fit = 0.0397416
Gen 600: best_fit = 0.0393571
Gen 650: best_fit = 0.0388424
Gen 700: best_fit = 0.0383828
Gen 750: best_fit = 0.0378308
Gen 800: best_fit = 0.0374489
Gen 850: best_fit = 0.0371336
Gen 900: best_fit = 0.0368054
Gen 950: best_fit = 0.0364717
Gen 1000: best_fit = 0.0360463
Gen 1050: best_fit = 0.0356726
Gen 1100: best_fit = 0.0355081
Gen 1150: best_fit = 0.0353047
Gen 1200: best_fit = 0.0351401
Gen 1250: best_fit = 0.034899
Gen 1300: best_fit = 0.0346063
Gen 1350: best_fit = 0.0342623
Gen 1400: best_fit = 0.034088
Gen 1450: best_fit = 0.0339355
Gen 1500: best_fit = 0.0337656
Gen 1550: best_fit = 0.0335999
Gen 1600: best_fit = 0.0334918
Gen 1650: best_fit = 0.0333213
Gen 1700: best_fit = 0.0332154
Gen 1750: best_fit = 0.0330886
Gen 1800: best_fit = 0.0329916
Gen 1850: best_fit = 0.0328208
Gen 1900: best_fit = 0.0327096
Gen 1950: best_fit = 0.0326297
Gen 2000: best_fit = 0.0325846
Gen 2050: best_fit = 0.0324685
Gen 2100: best_fit = 0.032351
Gen 2150: best_fit = 0.0322324
Gen 2200: best_fit = 0.0321241
Gen 2250: best_fit = 0.0320648
Gen 2300: best_fit = 0.0319877
Gen 2350: best_fit = 0.031933
Gen 2400: best_fit = 0.0318418
Gen 2450: best_fit = 0.0317717
Gen 2500: best_fit = 0.0316945
Gen 2550: best_fit = 0.0315693
Gen 2600: best_fit = 0.0314541
Gen 2650: best_fit = 0.0314079
Gen 2700: best_fit = 0.0313199
Gen 2750: best_fit = 0.0312441
Gen 2800: best_fit = 0.031153
Gen 2850: best_fit = 0.0311006
Gen 2900: best_fit = 0.0310478
Gen 2950: best_fit = 0.0309962
Gen 3000: best_fit = 0.0309543
Gen 3050: best_fit = 0.0309016
Gen 3100: best_fit = 0.0308333
Gen 3150: best_fit = 0.0306474
Gen 3200: best_fit = 0.0305121
Gen 3250: best_fit = 0.0304694
Gen 3300: best_fit = 0.0303107
Gen 3350: best_fit = 0.030284
Gen 3400: best_fit = 0.0301866
Gen 3450: best_fit = 0.0301476
Gen 3500: best_fit = 0.0300886
Gen 3550: best_fit = 0.0299226
Gen 3600: best_fit = 0.0298542
Gen 3650: best_fit = 0.0298169
Gen 3700: best_fit = 0.0297745
Gen 3750: best_fit = 0.0297502
Gen 3800: best_fit = 0.0297289
Gen 3850: best_fit = 0.0296863
Gen 3900: best_fit = 0.0296045
Gen 3950: best_fit = 0.0295518
Gen 4000: best_fit = 0.029497
Gen 4050: best_fit = 0.0294622
Gen 4100: best_fit = 0.029426
Gen 4150: best_fit = 0.0293828
Gen 4200: best_fit = 0.0293482
Gen 4250: best_fit = 0.0293068
Gen 4300: best_fit = 0.0292472
Gen 4350: best_fit = 0.0291696
Gen 4400: best_fit = 0.0291167
Gen 4450: best_fit = 0.0290834
Gen 4500: best_fit = 0.0290263
Gen 4550: best_fit = 0.0289915
Gen 4600: best_fit = 0.0289542
Gen 4650: best_fit = 0.0289303
Gen 4700: best_fit = 0.0289093
Gen 4750: best_fit = 0.0288352
Gen 4800: best_fit = 0.0288105
Gen 4850: best_fit = 0.028768
Gen 4900: best_fit = 0.0287292
Gen 4950: best_fit = 0.0286791
Gen 5000: best_fit = 0.0286585
Gen 5050: best_fit = 0.0286307
Gen 5100: best_fit = 0.0286059
Gen 5150: best_fit = 0.0285718
Gen 5200: best_fit = 0.0285383
Gen 5250: best_fit = 0.0285095
Gen 5300: best_fit = 0.0284872
Gen 5350: best_fit = 0.0284604
Gen 5400: best_fit = 0.028428
Gen 5450: best_fit = 0.0283981
Gen 5500: best_fit = 0.0283794
Gen 5550: best_fit = 0.0283436
Gen 5600: best_fit = 0.0283275
Gen 5650: best_fit = 0.0283113
Gen 5700: best_fit = 0.0282924
Gen 5750: best_fit = 0.0282463
Gen 5800: best_fit = 0.0282354
Gen 5850: best_fit = 0.0281997
Gen 5900: best_fit = 0.0281644
Gen 5950: best_fit = 0.0281492
Gen 6000: best_fit = 0.0281081
Gen 6050: best_fit = 0.0280857
Gen 6100: best_fit = 0.0280642
Gen 6150: best_fit = 0.0280363
Gen 6200: best_fit = 0.028015
Gen 6250: best_fit = 0.0279891
Gen 6300: best_fit = 0.0279641
Gen 6350: best_fit = 0.0279379
Gen 6400: best_fit = 0.0279062
Gen 6450: best_fit = 0.0278932
Gen 6500: best_fit = 0.0278797
Gen 6550: best_fit = 0.0278554
Gen 6600: best_fit = 0.027838
Gen 6650: best_fit = 0.0278153
Gen 6700: best_fit = 0.0277858
Gen 6750: best_fit = 0.0277343
Gen 6800: best_fit = 0.0276953
Gen 6850: best_fit = 0.0276597
Gen 6900: best_fit = 0.0276493
Gen 6950: best_fit = 0.027592
Gen 7000: best_fit = 0.0275692
Gen 7050: best_fit = 0.0275549
Gen 7100: best_fit = 0.027524
Gen 7150: best_fit = 0.027513
Gen 7200: best_fit = 0.0274854
Gen 7250: best_fit = 0.0274659
Gen 7300: best_fit = 0.0274163
Gen 7350: best_fit = 0.0273957
Gen 7400: best_fit = 0.02736
Gen 7450: best_fit = 0.0273432
Gen 7500: best_fit = 0.0273367
Gen 7550: best_fit = 0.0273241
Gen 7600: best_fit = 0.0273116
Gen 7650: best_fit = 0.0273066
Gen 7700: best_fit = 0.0272751
Gen 7750: best_fit = 0.0272535
Gen 7800: best_fit = 0.0272402
Gen 7850: best_fit = 0.0272309
Gen 7900: best_fit = 0.0272066
Gen 7950: best_fit = 0.0271901
Gen 8000: best_fit = 0.0271836
Gen 8050: best_fit = 0.027156
Gen 8100: best_fit = 0.0271345
