gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.25,0.415,0.25,0.085,0.25,0.5,0.25,0,0.25,0.4975,0.25,0.0025,0.166667,0.221667,0.165833,0.0833333,0.166667,0.0833333,0.0833333,0.0291667
100,0.25,0.375,0.25,0.125,0.25,0.5,0.25,0,0.25,0.335,0.25,0.165,0.166667,0.208333,0.111667,0.0833333,0.166667,0.0833333,0.0833333,0.0966667
150,0.25,0.325,0.25,0.175,0.25,0.455,0.25,0.045,0.25,0.36,0.25,0.14,0.166667,0.191667,0.12,0.0833333,0.151667,0.0833333,0.0833333,0.12
200,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
250,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
300,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
350,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
400,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
450,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
500,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
550,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
600,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
650,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
700,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
750,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
800,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
850,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
900,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
950,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
1000,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
1050,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
1100,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.375,0.25,0.125,0.166667,0.166667,0.125,0.0833333,0.125,0.0833333,0.0833333,0.166667
1150,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.3675,0.25,0.1325,0.166667,0.166667,0.1225,0.0833333,0.125,0.0833333,0.0833333,0.169167
1200,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.125,0.0833333,0.0833333,0.208333
1250,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.125,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.125,0.0833333,0.0833333,0.208333
1300,0.25,0.25,0.25,0.25,0.25,0.295,0.25,0.205,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0983333,0.0833333,0.0833333,0.235
1350,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
1400,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
1450,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
1500,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
1550,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
1600,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
1650,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
1700,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
1750,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
1800,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
1850,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
1900,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
1950,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2000,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2050,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2100,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2150,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2200,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2250,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2300,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2350,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2400,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2450,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2500,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2550,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2600,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2650,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2700,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2750,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2800,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2850,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2900,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
2950,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
3000,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
3050,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
3100,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
3150,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
3200,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
3250,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
3300,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
3350,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
3400,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
3450,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
3500,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
3550,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.166667,0.166667,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.25
