Command: 'build_codex\Release\CED_Schedule.exe' '--solver' 'CCHIHH' '--stable' '--resample_gate' '15' '--data_dir' 'data' '--data_file' 'data_matrix_T500_E200_D800.txt' '--generations' '10000' '--log_every' '50' '--nsubpop' '8' '--seed' '7' '--cnum' '200' '--enum' '200' '--dnum' '800' '--tnum' '500' '--mopt' '5' '--cchihh_op_stats' 'results\operator_ablation\T500\roundrobin\op_freq_roundrobin_T500_run6.csv' '--cchihh_op_stats_every' '50' '--cchihh_global_stats' 'results\operator_ablation\T500\roundrobin\global_stats_roundrobin_T500_run6.csv' '--cchihh_global_stats_every' '50' '--op_mode' 'roundrobin'
=== CED_Schedule Configuration ===
Data directory: "data"
Data file: data_matrix_T500_E200_D800.txt
Generations: 10000
Population size: 40
Random seed: 7
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 200/200/800/500/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH op mode: roundrobin
CCHIHH fixed ops: disabled
CCHIHH op stats: results\operator_ablation\T500\roundrobin\op_freq_roundrobin_T500_run6.csv
CCHIHH global stats: results\operator_ablation\T500\roundrobin\global_stats_roundrobin_T500_run6.csv
=================================
[Initial] Loading data from: "data\\data_matrix_T500_E200_D800.txt"
[Normalization] f1_ref (makespan) = 47369
[Normalization] f2_ref (energy) = 5817.69
[Normalization] alpha = 0.5

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=500, M_Jnum=500, M_OPTnum=5, ops=2500
  Nvar=6000, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=1000
  Block 1 (seq): start=1000, len=2500
  Block 2 (dev): start=3500, len=2500
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.0666984
Gen 50: best_fit = 0.0530042
Gen 100: best_fit = 0.0489599
Gen 150: best_fit = 0.0460901
Gen 200: best_fit = 0.0448361
Gen 250: best_fit = 0.0432905
Gen 300: best_fit = 0.0417098
Gen 350: best_fit = 0.0409113
Gen 400: best_fit = 0.0401711
Gen 450: best_fit = 0.0395033
Gen 500: best_fit = 0.0388766
Gen 550: best_fit = 0.03843
Gen 600: best_fit = 0.0379107
Gen 650: best_fit = 0.037294
Gen 700: best_fit = 0.0366558
Gen 750: best_fit = 0.0362888
Gen 800: best_fit = 0.0358573
Gen 850: best_fit = 0.0355931
Gen 900: best_fit = 0.0353146
Gen 950: best_fit = 0.0350602
Gen 1000: best_fit = 0.0347519
Gen 1050: best_fit = 0.0345187
Gen 1100: best_fit = 0.0343495
Gen 1150: best_fit = 0.0341208
Gen 1200: best_fit = 0.03393
Gen 1250: best_fit = 0.033662
Gen 1300: best_fit = 0.0335035
Gen 1350: best_fit = 0.0333425
Gen 1400: best_fit = 0.0331797
Gen 1450: best_fit = 0.0330065
Gen 1500: best_fit = 0.0325939
Gen 1550: best_fit = 0.0324715
Gen 1600: best_fit = 0.0322942
Gen 1650: best_fit = 0.0321942
Gen 1700: best_fit = 0.032041
Gen 1750: best_fit = 0.0319167
Gen 1800: best_fit = 0.0317918
Gen 1850: best_fit = 0.0315956
Gen 1900: best_fit = 0.0315057
Gen 1950: best_fit = 0.0314228
Gen 2000: best_fit = 0.0313294
Gen 2050: best_fit = 0.0311767
Gen 2100: best_fit = 0.0311293
Gen 2150: best_fit = 0.0310504
Gen 2200: best_fit = 0.0308998
Gen 2250: best_fit = 0.0307859
Gen 2300: best_fit = 0.030632
Gen 2350: best_fit = 0.03058
Gen 2400: best_fit = 0.0304762
Gen 2450: best_fit = 0.0303778
Gen 2500: best_fit = 0.0303106
Gen 2550: best_fit = 0.0302024
Gen 2600: best_fit = 0.0301289
Gen 2650: best_fit = 0.0300289
Gen 2700: best_fit = 0.0299436
Gen 2750: best_fit = 0.0298843
Gen 2800: best_fit = 0.0298288
Gen 2850: best_fit = 0.0297079
Gen 2900: best_fit = 0.0296406
Gen 2950: best_fit = 0.0295409
