Command: 'build_codex\Release\CED_Schedule.exe' '--solver' 'CCHIHH' '--stable' '--resample_gate' '15' '--data_dir' 'data' '--data_file' 'data_matrix_T500_E200_D800.txt' '--generations' '10000' '--log_every' '50' '--nsubpop' '8' '--seed' '1' '--cnum' '200' '--enum' '200' '--dnum' '800' '--tnum' '500' '--mopt' '5' '--cchihh_op_stats' 'results\operator_ablation\T500\roundrobin\op_freq_roundrobin_T500_run0.csv' '--cchihh_op_stats_every' '50' '--cchihh_global_stats' 'results\operator_ablation\T500\roundrobin\global_stats_roundrobin_T500_run0.csv' '--cchihh_global_stats_every' '50' '--op_mode' 'roundrobin'
=== CED_Schedule Configuration ===
Data directory: "data"
Data file: data_matrix_T500_E200_D800.txt
Generations: 10000
Population size: 40
Random seed: 1
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 200/200/800/500/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH op mode: roundrobin
CCHIHH fixed ops: disabled
CCHIHH op stats: results\operator_ablation\T500\roundrobin\op_freq_roundrobin_T500_run0.csv
CCHIHH global stats: results\operator_ablation\T500\roundrobin\global_stats_roundrobin_T500_run0.csv
=================================
[Initial] Loading data from: "data\\data_matrix_T500_E200_D800.txt"
[Normalization] f1_ref (makespan) = 47087.9
[Normalization] f2_ref (energy) = 5814.69
[Normalization] alpha = 0.5

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=500, M_Jnum=500, M_OPTnum=5, ops=2500
  Nvar=6000, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=1000
  Block 1 (seq): start=1000, len=2500
  Block 2 (dev): start=3500, len=2500
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.0646731
Gen 50: best_fit = 0.0552241
Gen 100: best_fit = 0.0505488
Gen 150: best_fit = 0.0485154
Gen 200: best_fit = 0.0462958
Gen 250: best_fit = 0.0445729
Gen 300: best_fit = 0.0433472
Gen 350: best_fit = 0.0422039
Gen 400: best_fit = 0.0409511
Gen 450: best_fit = 0.0399759
Gen 500: best_fit = 0.039285
Gen 550: best_fit = 0.0385562
Gen 600: best_fit = 0.0378486
Gen 650: best_fit = 0.0372997
Gen 700: best_fit = 0.0369442
Gen 750: best_fit = 0.0364278
Gen 800: best_fit = 0.0359295
Gen 850: best_fit = 0.0355755
Gen 900: best_fit = 0.035304
Gen 950: best_fit = 0.0350039
Gen 1000: best_fit = 0.0347746
Gen 1050: best_fit = 0.0344889
Gen 1100: best_fit = 0.0343036
Gen 1150: best_fit = 0.0341247
Gen 1200: best_fit = 0.0339698
Gen 1250: best_fit = 0.0337848
Gen 1300: best_fit = 0.0336125
Gen 1350: best_fit = 0.0334172
Gen 1400: best_fit = 0.0331581
Gen 1450: best_fit = 0.0330801
Gen 1500: best_fit = 0.0329506
Gen 1550: best_fit = 0.0325578
Gen 1600: best_fit = 0.0324778
Gen 1650: best_fit = 0.0323766
Gen 1700: best_fit = 0.0322701
Gen 1750: best_fit = 0.0320887
Gen 1800: best_fit = 0.0320018
Gen 1850: best_fit = 0.031903
Gen 1900: best_fit = 0.0318087
Gen 1950: best_fit = 0.031738
Gen 2000: best_fit = 0.0315759
Gen 2050: best_fit = 0.0314744
Gen 2100: best_fit = 0.0313381
Gen 2150: best_fit = 0.0312618
Gen 2200: best_fit = 0.0311579
Gen 2250: best_fit = 0.0310614
Gen 2300: best_fit = 0.0309813
Gen 2350: best_fit = 0.0308926
Gen 2400: best_fit = 0.0308062
Gen 2450: best_fit = 0.0307199
Gen 2500: best_fit = 0.0306801
Gen 2550: best_fit = 0.0306027
Gen 2600: best_fit = 0.0305585
Gen 2650: best_fit = 0.0304918
Gen 2700: best_fit = 0.0304172
Gen 2750: best_fit = 0.0303244
Gen 2800: best_fit = 0.0302725
Gen 2850: best_fit = 0.0302092
Gen 2900: best_fit = 0.0301392
Gen 2950: best_fit = 0.0300856
Gen 3000: best_fit = 0.0300143
Gen 3050: best_fit = 0.0299613
Gen 3100: best_fit = 0.0299007
Gen 3150: best_fit = 0.0298431
Gen 3200: best_fit = 0.029785
Gen 3250: best_fit = 0.0297306
Gen 3300: best_fit = 0.0296651
Gen 3350: best_fit = 0.0296281
Gen 3400: best_fit = 0.0295548
Gen 3450: best_fit = 0.0295038
Gen 3500: best_fit = 0.0294536
Gen 3550: best_fit = 0.0294097
Gen 3600: best_fit = 0.0293851
Gen 3650: best_fit = 0.0293432
Gen 3700: best_fit = 0.0292905
Gen 3750: best_fit = 0.029208
Gen 3800: best_fit = 0.029093
Gen 3850: best_fit = 0.029054
Gen 3900: best_fit = 0.0290213
Gen 3950: best_fit = 0.0289694
Gen 4000: best_fit = 0.0289484
