gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.1175,0.84,0.03,0.0125,0.2325,0.73,0.025,0.0125,0.2575,0.6925,0.0275,0.0225,0.116667,0.365833,0.230833,0.01,0.243333,0.00833333,0.00916667,0.0158333
100,0.4825,0.455,0.0525,0.01,0.33,0.555,0.1125,0.0025,0.5175,0.39,0.0875,0.005,0.270833,0.324167,0.13,0.0175,0.185,0.0375,0.0291667,0.00583333
150,0.39,0.545,0.065,0,0.3275,0.5625,0.1025,0.0075,0.24,0.6325,0.125,0.0025,0.239167,0.261667,0.210833,0.0216667,0.1875,0.0341667,0.0416667,0.00333333
200,0.3575,0.595,0.045,0.0025,0.655,0.225,0.12,0,0.13,0.765,0.105,0,0.3375,0.241667,0.255,0.015,0.075,0.04,0.035,0.000833333
250,0.2725,0.6675,0.06,0,0.575,0.3475,0.0775,0,0.1475,0.8375,0.015,0,0.2825,0.271667,0.279167,0.02,0.115833,0.0258333,0.005,0
300,0.425,0.54,0.035,0,0.4825,0.4325,0.085,0,0.13,0.8625,0.0075,0,0.3025,0.223333,0.2875,0.0116667,0.144167,0.0283333,0.0025,0
350,0.4475,0.5,0.0525,0,0.505,0.4175,0.0775,0,0.2225,0.7675,0.01,0,0.3175,0.240833,0.255833,0.0175,0.139167,0.0258333,0.00333333,0
400,0.425,0.535,0.04,0,0.4175,0.465,0.1175,0,0.15,0.8075,0.0425,0,0.280833,0.228333,0.269167,0.0133333,0.155,0.0391667,0.0141667,0
450,0.22,0.71,0.07,0,0.2925,0.605,0.1025,0,0.095,0.86,0.045,0,0.170833,0.268333,0.286667,0.0233333,0.201667,0.0341667,0.015,0
500,0.3075,0.6525,0.04,0,0.4175,0.4375,0.145,0,0.0125,0.985,0.0025,0,0.241667,0.221667,0.328333,0.0133333,0.145833,0.0483333,0.000833333,0
550,0.3475,0.5275,0.125,0,0.37,0.425,0.205,0,0.0575,0.925,0.0175,0,0.239167,0.195,0.308333,0.0416667,0.141667,0.0683333,0.00583333,0
600,0.3575,0.51,0.1325,0,0.4675,0.4275,0.105,0,0.4525,0.515,0.0325,0,0.275,0.320833,0.171667,0.0441667,0.1425,0.035,0.0108333,0
650,0.415,0.48,0.105,0,0.41,0.3975,0.1925,0,0.4125,0.5475,0.0375,0.0025,0.275,0.2975,0.1825,0.035,0.1325,0.0641667,0.0125,0.000833333
700,0.3925,0.485,0.1225,0,0.4475,0.415,0.1375,0,0.5475,0.41,0.04,0.0025,0.28,0.344167,0.136667,0.0408333,0.138333,0.0458333,0.0133333,0.000833333
750,0.32,0.5725,0.1075,0,0.2975,0.5525,0.15,0,0.6175,0.3575,0.025,0,0.205833,0.396667,0.119167,0.0358333,0.184167,0.05,0.00833333,0
800,0.36,0.5975,0.0425,0,0.35,0.585,0.065,0,0.6,0.3775,0.0225,0,0.236667,0.399167,0.125833,0.0141667,0.195,0.0216667,0.0075,0
850,0.2525,0.6525,0.095,0,0.285,0.605,0.11,0,0.585,0.355,0.06,0,0.179167,0.4125,0.118333,0.0316667,0.201667,0.0366667,0.02,0
900,0.345,0.6025,0.0525,0,0.3475,0.44,0.2125,0,0.45,0.49,0.06,0,0.230833,0.350833,0.163333,0.0175,0.146667,0.0708333,0.02,0
950,0.26,0.65,0.09,0,0.335,0.495,0.17,0,0.385,0.5275,0.0875,0,0.198333,0.345,0.175833,0.03,0.165,0.0566667,0.0291667,0
1000,0.435,0.48,0.085,0,0.3025,0.53,0.1675,0,0.3275,0.6075,0.065,0,0.245833,0.269167,0.2025,0.0283333,0.176667,0.0558333,0.0216667,0
1050,0.3425,0.5375,0.12,0,0.385,0.4225,0.19,0.0025,0.235,0.685,0.08,0,0.2425,0.2575,0.228333,0.04,0.140833,0.0633333,0.0266667,0.000833333
1100,0.435,0.4425,0.1225,0,0.4175,0.43,0.1525,0,0.4025,0.5875,0.01,0,0.284167,0.281667,0.195833,0.0408333,0.143333,0.0508333,0.00333333,0
1150,0.385,0.4775,0.1375,0,0.4025,0.48,0.1175,0,0.32,0.645,0.035,0,0.2625,0.265833,0.215,0.0458333,0.16,0.0391667,0.0116667,0
1200,0.39,0.4625,0.1475,0,0.405,0.495,0.1,0,0.3825,0.54,0.0775,0,0.265,0.281667,0.18,0.0491667,0.165,0.0333333,0.0258333,0
