Command: 'C:\Users\Hu\Desktop\CED_schedule_Final\build\Release\CED_Schedule.exe' '--solver' 'CGA' '--seed' '2' '--alpha' '0.2' '--generations' '10000' '--log_every' '50' '--data_dir' 'C:\Users\Hu\Desktop\CED_schedule_Final\data' '--data_file' 'data_matrix_100.txt' '--cnum' '100' '--enum' '100' '--dnum' '300' '--tnum' '100' '--mopt' '5'
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data"
Data file: data_matrix_100.txt
Generations: 10000
Population size: 40
Random seed: 2
Pini (heuristic prob): 0.4
Objective alpha: 0.2
Solver: CGA
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/100/5
Migration: disabled
CGA input: (raw data mode via --data_dir/--data_file)
CGA VM count (raw mode): 35
CGA communication scale (raw mode): 0.01
CGA edge ratio (raw mode): 0.6
CGA deadline factor (raw mode): 1.5
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data\\data_matrix_100.txt"
[Normalization] f1_ref (makespan) = 90.8788
[Normalization] f2_ref (energy) = 14.6194
[Normalization] alpha = 0.2

=== Running CGA Solver ===
CGA mode: objective-compatible with CED_Schedule (best_fit smaller is better)
CGA params: pop=300, gen=10000, pc=0.75, pm(early/late)=0.03/0.01, cat=150, cat_apply_gen<=5000
Gen 50: best_fit = 0.192946
Gen 100: best_fit = 0.192913
Gen 150: best_fit = 0.192744
Gen 200: best_fit = 0.191244
Gen 250: best_fit = 0.191244
Gen 300: best_fit = 0.191244
Gen 350: best_fit = 0.190805
Gen 400: best_fit = 0.190435
Gen 450: best_fit = 0.190064
Gen 500: best_fit = 0.189996
Gen 550: best_fit = 0.189626
Gen 600: best_fit = 0.189002
Gen 650: best_fit = 0.18858
Gen 700: best_fit = 0.188092
Gen 750: best_fit = 0.187316
Gen 800: best_fit = 0.187316
Gen 850: best_fit = 0.186726
Gen 900: best_fit = 0.186355
Gen 950: best_fit = 0.186136
Gen 1000: best_fit = 0.185546
Gen 1050: best_fit = 0.185327
Gen 1100: best_fit = 0.184956
Gen 1150: best_fit = 0.184299
Gen 1200: best_fit = 0.18408
Gen 1250: best_fit = 0.183827
Gen 1300: best_fit = 0.183372
Gen 1350: best_fit = 0.182967
Gen 1400: best_fit = 0.182917
Gen 1450: best_fit = 0.182748
Gen 1500: best_fit = 0.182478
Gen 1550: best_fit = 0.182259
Gen 1600: best_fit = 0.181989
Gen 1650: best_fit = 0.181619
Gen 1700: best_fit = 0.181585
Gen 1750: best_fit = 0.181399
Gen 1800: best_fit = 0.181163
Gen 1850: best_fit = 0.180826
Gen 1900: best_fit = 0.180253
Gen 1950: best_fit = 0.17968
Gen 2000: best_fit = 0.179275
Gen 2050: best_fit = 0.178871
Gen 2100: best_fit = 0.178871
Gen 2150: best_fit = 0.178669
Gen 2200: best_fit = 0.178079
Gen 2250: best_fit = 0.178062
Gen 2300: best_fit = 0.178062
Gen 2350: best_fit = 0.177657
Gen 2400: best_fit = 0.177657
Gen 2450: best_fit = 0.177387
Gen 2500: best_fit = 0.177387
Gen 2550: best_fit = 0.177185
Gen 2600: best_fit = 0.177017
Gen 2650: best_fit = 0.176595
Gen 2700: best_fit = 0.176595
Gen 2750: best_fit = 0.176561
Gen 2800: best_fit = 0.176359
Gen 2850: best_fit = 0.176342
Gen 2900: best_fit = 0.176342
Gen 2950: best_fit = 0.175988
Gen 3000: best_fit = 0.175752
Gen 3050: best_fit = 0.175398
Gen 3100: best_fit = 0.175382
Gen 3150: best_fit = 0.175196
Gen 3200: best_fit = 0.175196
Gen 3250: best_fit = 0.17496
Gen 3300: best_fit = 0.174775
Gen 3350: best_fit = 0.174572
Gen 3400: best_fit = 0.174404
Gen 3450: best_fit = 0.174185
Gen 3500: best_fit = 0.173949
Gen 3550: best_fit = 0.17373
Gen 3600: best_fit = 0.17373
Gen 3650: best_fit = 0.17373
Gen 3700: best_fit = 0.173561
Gen 3750: best_fit = 0.17314
Gen 3800: best_fit = 0.17314
Gen 3850: best_fit = 0.173123
Gen 3900: best_fit = 0.172735
Gen 3950: best_fit = 0.172735
Gen 4000: best_fit = 0.172701
Gen 4050: best_fit = 0.172533
Gen 4100: best_fit = 0.172347
Gen 4150: best_fit = 0.172162
Gen 4200: best_fit = 0.172111
Gen 4250: best_fit = 0.171943
Gen 4300: best_fit = 0.171707
Gen 4350: best_fit = 0.171504
Gen 4400: best_fit = 0.171488
Gen 4450: best_fit = 0.171488
Gen 4500: best_fit = 0.17115
Gen 4550: best_fit = 0.171134
Gen 4600: best_fit = 0.1711
Gen 4650: best_fit = 0.170914
Gen 4700: best_fit = 0.170914
Gen 4750: best_fit = 0.170712
Gen 4800: best_fit = 0.170678
Gen 4850: best_fit = 0.170493
Gen 4900: best_fit = 0.170274
Gen 4950: best_fit = 0.170274
Gen 5000: best_fit = 0.170274
Gen 5050: best_fit = 0.170274
Gen 5100: best_fit = 0.170088
Gen 5150: best_fit = 0.170088
Gen 5200: best_fit = 0.170088
Gen 5250: best_fit = 0.170088
Gen 5300: best_fit = 0.169886
Gen 5350: best_fit = 0.169684
Gen 5400: best_fit = 0.169684
Gen 5450: best_fit = 0.169684
Gen 5500: best_fit = 0.16933
Gen 5550: best_fit = 0.169161
Gen 5600: best_fit = 0.169128
Gen 5650: best_fit = 0.169128
Gen 5700: best_fit = 0.169128
Gen 5750: best_fit = 0.169128
Gen 5800: best_fit = 0.169128
Gen 5850: best_fit = 0.169128
Gen 5900: best_fit = 0.169128
Gen 5950: best_fit = 0.169111
Gen 6000: best_fit = 0.169111
Gen 6050: best_fit = 0.169111
