Command: 'C:\Users\Hu\Desktop\CED_schedule_Final\build\Release\CED_Schedule.exe' '--solver' 'CGA' '--seed' '1' '--alpha' '0.2' '--generations' '10000' '--log_every' '50' '--data_dir' 'C:\Users\Hu\Desktop\CED_schedule_Final\data' '--data_file' 'data_matrix_100.txt' '--cnum' '100' '--enum' '100' '--dnum' '300' '--tnum' '100' '--mopt' '5'
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data"
Data file: data_matrix_100.txt
Generations: 10000
Population size: 40
Random seed: 1
Pini (heuristic prob): 0.4
Objective alpha: 0.2
Solver: CGA
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/100/5
Migration: disabled
CGA input: (raw data mode via --data_dir/--data_file)
CGA VM count (raw mode): 35
CGA communication scale (raw mode): 0.01
CGA edge ratio (raw mode): 0.6
CGA deadline factor (raw mode): 1.5
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data\\data_matrix_100.txt"
[Normalization] f1_ref (makespan) = 90.9285
[Normalization] f2_ref (energy) = 14.6194
[Normalization] alpha = 0.2

=== Running CGA Solver ===
CGA mode: objective-compatible with CED_Schedule (best_fit smaller is better)
CGA params: pop=300, gen=10000, pc=0.75, pm(early/late)=0.03/0.01, cat=150, cat_apply_gen<=5000
Gen 50: best_fit = 0.192578
Gen 100: best_fit = 0.192376
Gen 150: best_fit = 0.192376
Gen 200: best_fit = 0.192376
Gen 250: best_fit = 0.192376
Gen 300: best_fit = 0.192376
Gen 350: best_fit = 0.192157
Gen 400: best_fit = 0.192157
Gen 450: best_fit = 0.191954
Gen 500: best_fit = 0.191297
Gen 550: best_fit = 0.191095
Gen 600: best_fit = 0.190555
Gen 650: best_fit = 0.189847
Gen 700: best_fit = 0.189476
Gen 750: best_fit = 0.189139
Gen 800: best_fit = 0.189055
Gen 850: best_fit = 0.188499
Gen 900: best_fit = 0.188077
Gen 950: best_fit = 0.187875
Gen 1000: best_fit = 0.187251
Gen 1050: best_fit = 0.186813
Gen 1100: best_fit = 0.186408
Gen 1150: best_fit = 0.186139
Gen 1200: best_fit = 0.185936
Gen 1250: best_fit = 0.185936
Gen 1300: best_fit = 0.185717
Gen 1350: best_fit = 0.184891
Gen 1400: best_fit = 0.184891
Gen 1450: best_fit = 0.184537
Gen 1500: best_fit = 0.184537
Gen 1550: best_fit = 0.18415
Gen 1600: best_fit = 0.183745
Gen 1650: best_fit = 0.183526
Gen 1700: best_fit = 0.182919
Gen 1750: best_fit = 0.182902
Gen 1800: best_fit = 0.182666
Gen 1850: best_fit = 0.182666
Gen 1900: best_fit = 0.182026
Gen 1950: best_fit = 0.181756
Gen 2000: best_fit = 0.181722
Gen 2050: best_fit = 0.181368
Gen 2100: best_fit = 0.18093
Gen 2150: best_fit = 0.180896
Gen 2200: best_fit = 0.180879
Gen 2250: best_fit = 0.180677
Gen 2300: best_fit = 0.180441
Gen 2350: best_fit = 0.180239
Gen 2400: best_fit = 0.18002
Gen 2450: best_fit = 0.179413
Gen 2500: best_fit = 0.179413
Gen 2550: best_fit = 0.179076
Gen 2600: best_fit = 0.17884
Gen 2650: best_fit = 0.178671
Gen 2700: best_fit = 0.178469
Gen 2750: best_fit = 0.1783
Gen 2800: best_fit = 0.177879
Gen 2850: best_fit = 0.177879
Gen 2900: best_fit = 0.177693
Gen 2950: best_fit = 0.177272
Gen 3000: best_fit = 0.17707
Gen 3050: best_fit = 0.17707
Gen 3100: best_fit = 0.176884
Gen 3150: best_fit = 0.176716
Gen 3200: best_fit = 0.176716
Gen 3250: best_fit = 0.176497
Gen 3300: best_fit = 0.176294
Gen 3350: best_fit = 0.176261
Gen 3400: best_fit = 0.176075
Gen 3450: best_fit = 0.175603
Gen 3500: best_fit = 0.175333
Gen 3550: best_fit = 0.175114
Gen 3600: best_fit = 0.174743
Gen 3650: best_fit = 0.174524
Gen 3700: best_fit = 0.174524
Gen 3750: best_fit = 0.174524
Gen 3800: best_fit = 0.174322
Gen 3850: best_fit = 0.174153
Gen 3900: best_fit = 0.174137
Gen 3950: best_fit = 0.173934
Gen 4000: best_fit = 0.173934
Gen 4050: best_fit = 0.17358
Gen 4100: best_fit = 0.173361
Gen 4150: best_fit = 0.173344
Gen 4200: best_fit = 0.173344
Gen 4250: best_fit = 0.173294
Gen 4300: best_fit = 0.173091
Gen 4350: best_fit = 0.172856
Gen 4400: best_fit = 0.172704
Gen 4450: best_fit = 0.172687
Gen 4500: best_fit = 0.172653
Gen 4550: best_fit = 0.172299
Gen 4600: best_fit = 0.172299
Gen 4650: best_fit = 0.172299
Gen 4700: best_fit = 0.172282
Gen 4750: best_fit = 0.172063
Gen 4800: best_fit = 0.171878
Gen 4850: best_fit = 0.171676
