config,mean,std,best,median,worst,mean±std
CCHIHH_Full,0.03717952,0.0001548394566424638,0.0368338,0.037226999999999996,0.0373871,0.037180 +- 0.000155
CGA,0.041328039999999996,0.0006398594988137804,0.0403399,0.0412728,0.0424265,0.041328 +- 0.000640
IMOMA,0.046267409999999995,0.0016609718162369084,0.0438715,0.046699950000000004,0.0485133,0.046267 +- 0.001661
DSAC_DE,0.051295539999999994,0.0014527059320071946,0.0487132,0.051773299999999994,0.0532062,0.051296 +- 0.001453
