gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.025,0.93,0.0275,0.0175,0.025,0.8725,0.09,0.0125,0.0425,0.875,0.06,0.0225,0.0166667,0.324167,0.291667,0.00916667,0.290833,0.03,0.02,0.0175
100,0.005,0.98,0.015,0,0.0375,0.815,0.1425,0.005,0.0125,0.5825,0.315,0.09,0.0141667,0.330833,0.194167,0.005,0.271667,0.0475,0.105,0.0316667
150,0.0025,0.985,0.0125,0,0.0075,0.8925,0.095,0.005,0.0125,0.375,0.46,0.1525,0.00333333,0.3325,0.125,0.00416667,0.2975,0.0316667,0.153333,0.0525
200,0.0025,0.9925,0.005,0,0.0025,0.95,0.045,0.0025,0.01,0.19,0.585,0.215,0.00166667,0.334167,0.0633333,0.00166667,0.316667,0.015,0.195,0.0725
250,0.005,0.9775,0.0025,0.015,0.0075,0.9275,0.065,0,0.0025,0.23,0.6825,0.085,0.00416667,0.326667,0.0766667,0.000833333,0.309167,0.0216667,0.2275,0.0333333
300,0.0025,0.9875,0.01,0,0,0.8,0.195,0.005,0.0025,0.21,0.7875,0,0.000833333,0.33,0.07,0.00333333,0.266667,0.065,0.2625,0.00166667
350,0.0025,0.99,0.0075,0,0.0025,0.835,0.1575,0.005,0.01,0.2075,0.7825,0,0.00166667,0.333333,0.0691667,0.0025,0.278333,0.0525,0.260833,0.00166667
400,0.0025,0.995,0.0025,0,0.0075,0.8625,0.13,0,0.0025,0.2075,0.79,0,0.00333333,0.3325,0.0691667,0.000833333,0.2875,0.0433333,0.263333,0
450,0,0.9925,0.0075,0,0.005,0.8575,0.135,0.0025,0.005,0.2075,0.7875,0,0.00166667,0.3325,0.0691667,0.0025,0.285833,0.045,0.2625,0.000833333
500,0.0025,0.9975,0,0,0.0075,0.775,0.21,0.0075,0.0025,0.225,0.7725,0,0.00333333,0.333333,0.075,0,0.258333,0.07,0.2575,0.0025
550,0,0.9825,0.0175,0,0.005,0.75,0.2425,0.0025,0.01,0.22,0.77,0,0.00166667,0.330833,0.0733333,0.00583333,0.25,0.0808333,0.256667,0.000833333
600,0.0025,0.845,0.035,0.1175,0.005,0.6225,0.37,0.0025,0.005,0.2425,0.7475,0.005,0.0025,0.283333,0.0808333,0.0116667,0.2075,0.123333,0.249167,0.0416667
650,0.0075,0.8375,0.03,0.125,0.01,0.615,0.375,0,0.0025,0.1675,0.83,0,0.00583333,0.28,0.0558333,0.01,0.205,0.125,0.276667,0.0416667
700,0.0025,0.8575,0.01,0.13,0.005,0.6175,0.375,0.0025,0,0.1775,0.8225,0,0.0025,0.285833,0.0591667,0.00333333,0.205833,0.125,0.274167,0.0441667
750,0.0025,0.85,0.0225,0.125,0,0.6275,0.37,0.0025,0,0.18,0.8175,0.0025,0.000833333,0.283333,0.06,0.0075,0.209167,0.123333,0.2725,0.0433333
800,0.0025,0.865,0.01,0.1225,0,0.6225,0.37,0.0075,0.0025,0.1675,0.83,0,0.000833333,0.289167,0.0558333,0.00333333,0.2075,0.123333,0.276667,0.0433333
850,0.0025,0.85,0.0225,0.125,0.0075,0.6175,0.3725,0.0025,0.01,0.1725,0.815,0.0025,0.00333333,0.286667,0.0575,0.0075,0.205833,0.124167,0.271667,0.0433333
