gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.025,0.625,0.33,0.02,0.2225,0.7325,0.035,0.01,0.1475,0.815,0.0225,0.015,0.0825,0.2575,0.271667,0.11,0.244167,0.0116667,0.0075,0.015
100,0.0125,0.4075,0.565,0.015,0.63,0.3425,0.0175,0.01,0.665,0.32,0.0075,0.0075,0.214167,0.3575,0.106667,0.188333,0.114167,0.00583333,0.0025,0.0108333
150,0.01,0.2425,0.7325,0.015,0.8775,0.025,0.085,0.0125,0.875,0.04,0.0725,0.0125,0.295833,0.3725,0.0133333,0.244167,0.00833333,0.0283333,0.0241667,0.0133333
200,0.01,0.305,0.68,0.005,0.8225,0.0075,0.1625,0.0075,0.7325,0.1,0.16,0.0075,0.2775,0.345833,0.0333333,0.226667,0.0025,0.0541667,0.0533333,0.00666667
250,0,0.285,0.615,0.1,0.335,0.3625,0.3,0.0025,0.5125,0.25,0.2375,0,0.111667,0.265833,0.0833333,0.205,0.120833,0.1,0.0791667,0.0341667
300,0.0075,0.3475,0.3375,0.3075,0.0425,0.775,0.18,0.0025,0.16,0.4225,0.4175,0,0.0166667,0.169167,0.140833,0.1125,0.258333,0.06,0.139167,0.103333
350,0.0025,0.375,0.25,0.3725,0.01,0.87,0.12,0,0.2725,0.32,0.4025,0.005,0.00416667,0.215833,0.106667,0.0833333,0.29,0.04,0.134167,0.125833
400,0,0.4225,0.1975,0.38,0.0075,0.855,0.1375,0,0.215,0.34,0.445,0,0.0025,0.2125,0.113333,0.0658333,0.285,0.0458333,0.148333,0.126667
450,0.01,0.425,0.285,0.28,0.0025,0.8725,0.125,0,0.05,0.36,0.59,0,0.00416667,0.158333,0.12,0.095,0.290833,0.0416667,0.196667,0.0933333
500,0.015,0.4225,0.3925,0.17,0.005,0.845,0.15,0,0.135,0.3775,0.4875,0,0.00666667,0.185833,0.125833,0.130833,0.281667,0.05,0.1625,0.0566667
550,0.0075,0.46,0.29,0.2425,0.0025,0.8075,0.1875,0.0025,0.1275,0.3125,0.5575,0.0025,0.00333333,0.195833,0.104167,0.0966667,0.269167,0.0625,0.185833,0.0825
600,0.0025,0.4075,0.3175,0.2725,0.005,0.655,0.34,0,0.225,0.37,0.405,0,0.0025,0.210833,0.123333,0.105833,0.218333,0.113333,0.135,0.0908333
650,0.0025,0.3775,0.25,0.37,0.0075,0.6625,0.325,0.005,0.07,0.31,0.62,0,0.00333333,0.149167,0.103333,0.0833333,0.220833,0.108333,0.206667,0.125
700,0.0025,0.37,0.2525,0.375,0.0025,0.705,0.29,0.0025,0.195,0.3475,0.4575,0,0.00166667,0.188333,0.115833,0.0841667,0.235,0.0966667,0.1525,0.125833
750,0.0025,0.4225,0.2375,0.3375,0.0025,0.6825,0.31,0.005,0.2,0.34,0.46,0,0.00166667,0.2075,0.113333,0.0791667,0.2275,0.103333,0.153333,0.114167
800,0.0125,0.3525,0.2625,0.3725,0.005,0.6375,0.3525,0.005,0.0975,0.3,0.6,0.0025,0.00583333,0.15,0.1,0.0875,0.2125,0.1175,0.2,0.126667
850,0.0025,0.295,0.335,0.3675,0.005,0.6325,0.3625,0,0.1025,0.315,0.5825,0,0.0025,0.1325,0.105,0.111667,0.210833,0.120833,0.194167,0.1225
900,0.0125,0.285,0.3375,0.365,0.0075,0.5975,0.39,0.005,0.145,0.3825,0.4725,0,0.00666667,0.143333,0.1275,0.1125,0.199167,0.13,0.1575,0.123333
950,0.005,0.3,0.2475,0.4475,0.0025,0.555,0.44,0.0025,0.115,0.335,0.55,0,0.0025,0.138333,0.111667,0.0825,0.185,0.146667,0.183333,0.15
1000,0,0.3,0.2425,0.4575,0,0.5775,0.4225,0,0.09,0.3525,0.5575,0,0,0.13,0.1175,0.0808333,0.1925,0.140833,0.185833,0.1525
1050,0.01,0.4025,0.2225,0.365,0.005,0.605,0.39,0,0.0975,0.295,0.6075,0,0.005,0.166667,0.0983333,0.0741667,0.201667,0.13,0.2025,0.121667
1100,0.005,0.37,0.27,0.355,0.0025,0.6175,0.3775,0.0025,0.0525,0.325,0.6225,0,0.0025,0.140833,0.108333,0.09,0.205833,0.125833,0.2075,0.119167
1150,0.005,0.4025,0.2525,0.34,0.0075,0.62,0.3725,0,0.0275,0.3575,0.6125,0.0025,0.00416667,0.143333,0.119167,0.0841667,0.206667,0.124167,0.204167,0.114167
1200,0.005,0.3125,0.245,0.4375,0.0025,0.62,0.37,0.0075,0.0625,0.39,0.5475,0,0.0025,0.125,0.13,0.0816667,0.206667,0.123333,0.1825,0.148333
1250,0.0025,0.335,0.2525,0.41,0,0.625,0.375,0,0.075,0.3725,0.5525,0,0.000833333,0.136667,0.124167,0.0841667,0.208333,0.125,0.184167,0.136667
1300,0.0075,0.3125,0.2475,0.4325,0.005,0.52,0.4725,0.0025,0.045,0.3625,0.59,0.0025,0.00416667,0.119167,0.120833,0.0825,0.173333,0.1575,0.196667,0.145833
1350,0.0075,0.28,0.25,0.4625,0,0.4375,0.56,0.0025,0.0625,0.3675,0.5675,0.0025,0.0025,0.114167,0.1225,0.0833333,0.145833,0.186667,0.189167,0.155833
1400,0.0075,0.34,0.255,0.3975,0.0075,0.46,0.5225,0.01,0.035,0.3025,0.6625,0,0.005,0.125,0.100833,0.085,0.153333,0.174167,0.220833,0.135833
1450,0.0075,0.29,0.2525,0.45,0,0.4425,0.5475,0.01,0.07,0.35,0.58,0,0.0025,0.12,0.116667,0.0841667,0.1475,0.1825,0.193333,0.153333
1500,0,0.255,0.245,0.5,0.0075,0.4775,0.515,0,0.075,0.405,0.52,0,0.0025,0.11,0.135,0.0816667,0.159167,0.171667,0.173333,0.166667
1550,0.0075,0.245,0.255,0.4925,0.005,0.49,0.5025,0.0025,0.0575,0.33,0.6075,0.005,0.00416667,0.100833,0.11,0.085,0.163333,0.1675,0.2025,0.166667
1600,0,0.305,0.2525,0.4425,0.0075,0.495,0.4975,0,0.0725,0.395,0.5275,0.005,0.0025,0.125833,0.131667,0.0841667,0.165,0.165833,0.175833,0.149167
1650,0.0075,0.26,0.2475,0.485,0.0025,0.5,0.4875,0.01,0.0825,0.4,0.5175,0,0.00333333,0.114167,0.133333,0.0825,0.166667,0.1625,0.1725,0.165
1700,0.005,0.285,0.25,0.46,0.0025,0.4975,0.495,0.005,0.07,0.38,0.55,0,0.0025,0.118333,0.126667,0.0833333,0.165833,0.165,0.183333,0.155
