gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.2875,0.4575,0.23,0.025,0.2275,0.5175,0.255,0,0.2375,0.4825,0.2775,0.0025,0.171667,0.231667,0.160833,0.0766667,0.1725,0.085,0.0925,0.00916667
100,0.225,0.515,0.2425,0.0175,0.275,0.4775,0.2475,0,0.2625,0.465,0.24,0.0325,0.166667,0.259167,0.155,0.0808333,0.159167,0.0825,0.08,0.0166667
150,0.2375,0.49,0.2475,0.025,0.23,0.4825,0.28,0.0075,0.27,0.485,0.22,0.025,0.155833,0.253333,0.161667,0.0825,0.160833,0.0933333,0.0733333,0.0191667
200,0.26,0.465,0.2675,0.0075,0.2625,0.4775,0.2525,0.0075,0.235,0.47,0.2525,0.0425,0.174167,0.233333,0.156667,0.0891667,0.159167,0.0841667,0.0841667,0.0191667
250,0.235,0.545,0.22,0,0.245,0.49,0.265,0,0.2775,0.48,0.215,0.0275,0.16,0.274167,0.16,0.0733333,0.163333,0.0883333,0.0716667,0.00916667
300,0.2525,0.48,0.2675,0,0.25,0.49,0.26,0,0.265,0.5125,0.1925,0.03,0.1675,0.248333,0.170833,0.0891667,0.163333,0.0866667,0.0641667,0.01
350,0.2575,0.4975,0.2425,0.0025,0.21,0.49,0.3,0,0.2175,0.5075,0.2725,0.0025,0.155833,0.238333,0.169167,0.0808333,0.163333,0.1,0.0908333,0.00166667
400,0.2375,0.47,0.285,0.0075,0.2675,0.5125,0.22,0,0.25,0.495,0.2525,0.0025,0.168333,0.24,0.165,0.095,0.170833,0.0733333,0.0841667,0.00333333
450,0.22,0.5275,0.2525,0,0.2775,0.4425,0.28,0,0.2475,0.5,0.2525,0,0.165833,0.258333,0.166667,0.0841667,0.1475,0.0933333,0.0841667,0
500,0.28,0.4975,0.2225,0,0.2875,0.49,0.2225,0,0.2775,0.4575,0.245,0.02,0.189167,0.258333,0.1525,0.0741667,0.163333,0.0741667,0.0816667,0.00666667
550,0.2775,0.49,0.2325,0,0.245,0.4925,0.2575,0.005,0.2375,0.5025,0.26,0,0.174167,0.2425,0.1675,0.0775,0.164167,0.0858333,0.0866667,0.00166667
600,0.2125,0.5575,0.23,0,0.2775,0.4975,0.225,0,0.2325,0.5,0.2675,0,0.163333,0.263333,0.166667,0.0766667,0.165833,0.075,0.0891667,0
650,0.275,0.475,0.245,0.005,0.245,0.5175,0.2375,0,0.24,0.4875,0.265,0.0075,0.173333,0.238333,0.1625,0.0816667,0.1725,0.0791667,0.0883333,0.00416667
700,0.3025,0.48,0.2175,0,0.2325,0.515,0.2525,0,0.2625,0.515,0.2225,0,0.178333,0.2475,0.171667,0.0725,0.171667,0.0841667,0.0741667,0
750,0.2225,0.495,0.2825,0,0.295,0.43,0.2725,0.0025,0.2425,0.4975,0.26,0,0.1725,0.245833,0.165833,0.0941667,0.143333,0.0908333,0.0866667,0.000833333
800,0.2475,0.5075,0.245,0,0.2475,0.515,0.235,0.0025,0.205,0.5125,0.2825,0,0.165,0.2375,0.170833,0.0816667,0.171667,0.0783333,0.0941667,0.000833333
850,0.2525,0.5025,0.245,0,0.2725,0.4775,0.245,0.005,0.26,0.51,0.23,0,0.175,0.254167,0.17,0.0816667,0.159167,0.0816667,0.0766667,0.00166667
900,0.26,0.4825,0.2575,0,0.215,0.53,0.255,0,0.255,0.53,0.215,0,0.158333,0.245833,0.176667,0.0858333,0.176667,0.085,0.0716667,0
950,0.2275,0.515,0.2575,0,0.2275,0.525,0.2425,0.005,0.2625,0.515,0.2225,0,0.151667,0.259167,0.171667,0.0858333,0.175,0.0808333,0.0741667,0.00166667
1000,0.2375,0.52,0.2425,0,0.28,0.485,0.235,0,0.215,0.53,0.255,0,0.1725,0.245,0.176667,0.0808333,0.161667,0.0783333,0.085,0
1050,0.255,0.4775,0.2675,0,0.2475,0.4925,0.24,0.02,0.2375,0.49,0.2725,0,0.1675,0.238333,0.163333,0.0891667,0.164167,0.08,0.0908333,0.00666667
1100,0.2475,0.4975,0.255,0,0.215,0.505,0.28,0,0.2625,0.5,0.2375,0,0.154167,0.253333,0.166667,0.085,0.168333,0.0933333,0.0791667,0
1150,0.2375,0.4925,0.27,0,0.2325,0.5275,0.24,0,0.245,0.555,0.2,0,0.156667,0.245833,0.185,0.09,0.175833,0.08,0.0666667,0
1200,0.2475,0.485,0.2675,0,0.2225,0.535,0.2425,0,0.225,0.5175,0.2575,0,0.156667,0.236667,0.1725,0.0891667,0.178333,0.0808333,0.0858333,0
1250,0.2375,0.4825,0.28,0,0.2575,0.4925,0.245,0.005,0.25,0.475,0.275,0,0.165,0.244167,0.158333,0.0933333,0.164167,0.0816667,0.0916667,0.00166667
1300,0.24,0.51,0.25,0,0.2575,0.5325,0.21,0,0.2175,0.5425,0.24,0,0.165833,0.2425,0.180833,0.0833333,0.1775,0.07,0.08,0
1350,0.265,0.5,0.235,0,0.2375,0.475,0.275,0.0125,0.265,0.4725,0.2625,0,0.1675,0.255,0.1575,0.0783333,0.158333,0.0916667,0.0875,0.00416667
1400,0.2325,0.5175,0.25,0,0.2975,0.4675,0.235,0,0.2425,0.5025,0.255,0,0.176667,0.253333,0.1675,0.0833333,0.155833,0.0783333,0.085,0
1450,0.255,0.53,0.215,0,0.225,0.52,0.255,0,0.21,0.5375,0.2525,0,0.16,0.246667,0.179167,0.0716667,0.173333,0.085,0.0841667,0
