gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.2375,0.47,0.28,0.0125,0.3025,0.455,0.24,0.0025,0.2175,0.535,0.2375,0.01,0.18,0.229167,0.178333,0.0933333,0.151667,0.08,0.0791667,0.00833333
100,0.2325,0.485,0.2825,0,0.2375,0.4675,0.29,0.005,0.24,0.52,0.2275,0.0125,0.156667,0.241667,0.173333,0.0941667,0.155833,0.0966667,0.0758333,0.00583333
150,0.25,0.4975,0.2525,0,0.22,0.5225,0.2575,0,0.26,0.4275,0.2525,0.06,0.156667,0.2525,0.1425,0.0841667,0.174167,0.0858333,0.0841667,0.02
200,0.2775,0.48,0.2325,0.01,0.235,0.525,0.24,0,0.1975,0.52,0.255,0.0275,0.170833,0.225833,0.173333,0.0775,0.175,0.08,0.085,0.0125
250,0.1875,0.5175,0.295,0,0.2625,0.455,0.2825,0,0.26,0.465,0.2425,0.0325,0.15,0.259167,0.155,0.0983333,0.151667,0.0941667,0.0808333,0.0108333
300,0.215,0.5225,0.2625,0,0.28,0.5025,0.21,0.0075,0.2325,0.4575,0.3025,0.0075,0.165,0.251667,0.1525,0.0875,0.1675,0.07,0.100833,0.005
350,0.2725,0.4925,0.235,0,0.2625,0.505,0.2325,0,0.2625,0.48,0.25,0.0075,0.178333,0.251667,0.16,0.0783333,0.168333,0.0775,0.0833333,0.0025
400,0.2625,0.4925,0.245,0,0.2325,0.525,0.2425,0,0.295,0.44,0.2475,0.0175,0.165,0.2625,0.146667,0.0816667,0.175,0.0808333,0.0825,0.00583333
450,0.24,0.5,0.26,0,0.2775,0.5075,0.215,0,0.225,0.5425,0.2325,0,0.1725,0.241667,0.180833,0.0866667,0.169167,0.0716667,0.0775,0
500,0.2375,0.5175,0.245,0,0.245,0.48,0.275,0,0.2275,0.55,0.2225,0,0.160833,0.248333,0.183333,0.0816667,0.16,0.0916667,0.0741667,0
550,0.2725,0.525,0.2025,0,0.2125,0.5,0.2825,0.005,0.25,0.4975,0.245,0.0075,0.161667,0.258333,0.165833,0.0675,0.166667,0.0941667,0.0816667,0.00416667
600,0.2625,0.4675,0.27,0,0.265,0.4725,0.2575,0.005,0.255,0.4875,0.2425,0.015,0.175833,0.240833,0.1625,0.09,0.1575,0.0858333,0.0808333,0.00666667
650,0.2375,0.54,0.2225,0,0.295,0.4925,0.2125,0,0.2825,0.495,0.2175,0.005,0.1775,0.274167,0.165,0.0741667,0.164167,0.0708333,0.0725,0.00166667
