gen,best_fitness,avg_fitness,diversity,epsilon,stagnation,gate_blocked_count,gate_fallback_count
50,0.3791054564214407,0.3809509061134965,0.01589505963265217,0.1225252788368832,5,990,990
100,0.3712627632728715,0.3722255695910455,0.003601111400245317,0.07431533820440915,0,1691,1691
150,0.3665857405358341,0.3671222025324551,0.001999905507224616,0.04507453110788775,0,2278,2278
200,0.3620516835593175,0.3624957284036018,0.001658862704430293,0.02733908508910477,3,2788,2788
250,0.3600705865921008,0.3602697174728262,0.002047331245460097,0.02,2,3309,3309
300,0.3587430473872649,0.3588640576917055,0.0009823770071346737,0.02,0,3763,3763
350,0.3580282185846609,0.3582955985963015,0.0009385111182357228,0.02,6,3779,3779
400,0.3571500003414617,0.3572262487470727,0.001380037508040566,0.02,2,3825,3825
450,0.3559450032170722,0.3561805563272638,0.001035545578976378,0.02,3,3900,3900
500,0.3551484796941706,0.3553057420307434,0.001334067374417955,0.02,15,3958,3958
550,0.3538822115295579,0.354083044383623,0.00108173452334446,0.02,7,3988,3988
600,0.3527180617653171,0.3528993219259773,0.001144641191615068,0.02,10,4042,4042
650,0.3526567907250939,0.35266393901312,0.0003401574101963348,0.02,3,4068,4068
700,0.3517173014416716,0.351771083799201,0.0007008639582983976,0.02,0,4129,4129
750,0.3514517936007044,0.3515125540489256,0.0006186977599009979,0.02,18,4159,4159
800,0.3510637436792908,0.351110037354126,0.0008408573773836197,0.02,12,4206,4206
850,0.3500425596755708,0.350314705212562,0.000604287553774608,0.02,1,4269,4269
900,0.3493481545530412,0.3494531663080905,0.000770759497654794,0.02,4,4331,4331
950,0.3490417993519253,0.349089284408098,0.00153068457465335,0.02,7,4430,4430
1000,0.3483269705493213,0.3485626938568466,0.0009244053471103049,0.02,1,4478,4478
1050,0.3481227337485773,0.3481564328206999,0.0007080196633005029,0.02,24,4548,4548
1100,0.3478572259076101,0.3479569615453068,0.0006986411438294067,0.02,16,4578,4578
1150,0.3476529891068661,0.3477040483070521,0.0005519315822657474,0.02,5,4640,4640
1200,0.3469994313444854,0.3472734490521504,0.0008432017574303627,0.02,2,4678,4678
1250,0.3469790076644109,0.3469839433870955,0.0003415748392906978,0.02,22,4712,4712
1300,0.3469790076644109,0.3469790076644108,0.0002859968228669612,0.02,72,4712,4712
1350,0.3467543471835925,0.3468326379572111,0.0003485076021276265,0.02,12,4712,4712
1400,0.3465501103828486,0.3465822776789656,0.0007478767213131236,0.02,22,4742,4742
1450,0.3463254499020302,0.3464199094223743,0.0007174624363029412,0.02,15,4752,4752
1500,0.3460803657411374,0.3461070867225682,0.001171058058868391,0.02,32,4752,4752
1550,0.3460803657411374,0.3460803657411375,0.000671672889691686,0.02,82,4752,4752
1600,0.3460803657411374,0.3460803657411375,0.0006599744875024049,0.02,132,4752,4752
1650,0.3458761289403934,0.3459203802472211,0.0006856926948516561,0.02,37,4754,4754
1700,0.345651468459575,0.3456548724062542,0.0003276330619515366,0.02,43,4755,4755
1750,0.345651468459575,0.3456514684595751,0.0003090068057085276,0.02,93,4755,4755
1800,0.3454268079787566,0.3454286801494305,0.0003441374198207831,0.02,42,4755,4755
1850,0.3453859606186078,0.3453927685119658,0.0004494183169043097,0.02,37,4755,4755
1900,0.345140876457715,0.345190914473897,0.0008292016859775558,0.02,22,4766,4766
1950,0.3449162159768966,0.3450208873372778,0.0005859349440865035,0.02,5,4767,4767
2000,0.3446915554960783,0.3448183525098735,0.0003957848127539372,0.02,9,4768,4768
2050,0.3446915554960783,0.3446915554960784,0.0006093968902798325,0.02,59,4769,4769
2100,0.3446915554960783,0.3446915554960784,0.0006050950618607604,0.02,109,4769,4769
2150,0.3442013871742927,0.3442898897879485,0.0009583128737648924,0.02,15,4773,4773
2200,0.3442013871742927,0.3442013871742927,0.0004658245798384516,0.02,65,4774,4774
2250,0.3442013871742927,0.3442013871742927,0.0004310741665701707,0.02,115,4774,4774
2300,0.3442013871742927,0.3442013871742927,0.0004621054783681068,0.02,165,4774,4774
2350,0.3442013871742927,0.3442013871742927,0.0004271389360274544,0.02,215,4774,4774
2400,0.3442013871742927,0.3442013871742927,0.0004238053960953386,0.02,265,4774,4774
2450,0.3441809634942183,0.3441870905982403,0.0004785320559576835,0.02,15,4789,4789
2500,0.3441809634942183,0.344180963494218,0.0003220352359570908,0.02,65,4789,4789
2550,0.3441809634942183,0.344180963494218,0.0003280862475878634,0.02,115,4789,4789
2600,0.3441809634942183,0.344180963494218,0.0003278354205547465,0.02,165,4789,4789
2650,0.3439563030133999,0.3439806412321549,0.0004570893279989473,0.02,38,4789,4789
2700,0.3437520662126559,0.343765341604704,0.0007579788710099378,0.02,37,4790,4790
2750,0.3434865583716887,0.3435760821693482,0.0003625631997417566,0.02,13,4790,4790
2800,0.3434865583716887,0.3434865583716888,0.0002991836309328408,0.02,63,4790,4790
2850,0.3434865583716887,0.3434865583716888,0.0002977632823883828,0.02,113,4790,4790
2900,0.3434865583716887,0.3434865583716888,0.0003063806047207103,0.02,163,4790,4790
2950,0.3434865583716887,0.3434865583716888,0.0002995015246482716,0.02,213,4790,4790
3000,0.3434865583716887,0.3434865583716888,0.0002995123423671418,0.02,263,4790,4790
3050,0.3434865583716887,0.3434865583716888,0.0002973552431818855,0.02,313,4790,4790
3100,0.3434865583716887,0.3434865583716888,0.0002998683758970621,0.02,363,4790,4790
3150,0.3432823215709447,0.3433384866911491,0.0004081592664228027,0.02,20,4795,4795
3200,0.3432823215709447,0.3432823215709446,0.0003395336212277207,0.02,70,4795,4795
3250,0.3432823215709447,0.3432823215709446,0.0003424009798292835,0.02,120,4795,4795
3300,0.3432823215709447,0.3432823215709446,0.0003340564011967818,0.02,170,4795,4795
3350,0.3432823215709447,0.3432823215709446,0.0003365685527298927,0.02,220,4795,4795
3400,0.3432823215709447,0.3432823215709446,0.0003392269880272517,0.02,270,4795,4795
3450,0.3432823215709447,0.3432823215709446,0.0003443442821567845,0.02,320,4795,4795
3500,0.3432823215709447,0.3432823215709446,0.0003337781946213297,0.02,370,4795,4795
3550,0.3432823215709447,0.3432823215709446,0.0003409156838885996,0.02,420,4795,4795
3600,0.3430780847702007,0.3431682893571957,0.0004269177978997073,0.02,19,4801,4801
3650,0.3430780847702007,0.3430780847702005,0.0003335986346524437,0.02,69,4801,4801
3700,0.3430780847702007,0.3430780847702005,0.0003485282915969171,0.02,119,4801,4801
3750,0.3430780847702007,0.3430780847702005,0.0003274981910891533,0.02,169,4801,4801
3800,0.3430780847702007,0.3430780847702005,0.0003289667246503156,0.02,219,4801,4801
3850,0.3430780847702007,0.3430780847702005,0.0003484417830121275,0.02,269,4801,4801
3900,0.3430780847702007,0.3430780847702005,0.0003276747207873842,0.02,319,4801,4801
