gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.02,0.8725,0.1,0.0075,0.15,0.815,0.0275,0.0075,0.02,0.95,0.0225,0.0075,0.0566667,0.2975,0.316667,0.0333333,0.271667,0.00916667,0.0075,0.0075
100,0.005,0.9825,0.0125,0,0.1675,0.82,0.0125,0,0.01,0.7,0.28,0.01,0.0575,0.330833,0.233333,0.00416667,0.273333,0.00416667,0.0933333,0.00333333
150,0,1,0,0,0.17,0.82,0.0075,0.0025,0.0125,0.71,0.2775,0,0.0566667,0.3375,0.236667,0,0.273333,0.0025,0.0925,0.000833333
200,0.005,0.995,0,0,0.24,0.75,0.0025,0.0075,0.0075,0.8425,0.15,0,0.0816667,0.334167,0.280833,0,0.25,0.000833333,0.05,0.0025
250,0,0.9975,0.0025,0,0.6475,0.34,0.005,0.0075,0.0775,0.7275,0.19,0.005,0.215833,0.358333,0.2425,0.000833333,0.113333,0.00166667,0.0633333,0.00416667
300,0,1,0,0,0.6325,0.345,0.0225,0,0.0675,0.705,0.2275,0,0.210833,0.355833,0.235,0,0.115,0.0075,0.0758333,0
350,0.495,0.485,0.0025,0.0175,0.5375,0.45,0.0125,0,0.12,0.75,0.13,0,0.344167,0.201667,0.25,0.000833333,0.15,0.00416667,0.0433333,0.00583333
400,0.75,0.2475,0.0025,0,0.2925,0.655,0.05,0.0025,0.1175,0.88,0.0025,0,0.3475,0.121667,0.293333,0.000833333,0.218333,0.0166667,0.000833333,0.000833333
450,0.725,0.26,0.015,0,0.175,0.65,0.175,0,0.12,0.86,0.02,0,0.3,0.126667,0.286667,0.005,0.216667,0.0583333,0.00666667,0
500,0.615,0.38,0.005,0,0.1525,0.6375,0.21,0,0.11,0.795,0.095,0,0.255833,0.163333,0.265,0.00166667,0.2125,0.07,0.0316667,0
550,0.245,0.75,0.005,0,0.07,0.82,0.1075,0.0025,0.075,0.6675,0.2575,0,0.105,0.275,0.2225,0.00166667,0.273333,0.0358333,0.0858333,0.000833333
600,0.33,0.6625,0.0075,0,0.16,0.71,0.13,0,0.125,0.855,0.0175,0.0025,0.163333,0.2625,0.285,0.0025,0.236667,0.0433333,0.00583333,0.000833333
650,0.4625,0.5275,0.0075,0.0025,0.0975,0.685,0.2175,0,0.1475,0.7875,0.065,0,0.186667,0.225,0.2625,0.0025,0.228333,0.0725,0.0216667,0.000833333
700,0.575,0.42,0.0025,0.0025,0.17,0.4725,0.355,0.0025,0.1575,0.73,0.11,0.0025,0.248333,0.1925,0.243333,0.000833333,0.1575,0.118333,0.0366667,0.0025
750,0.2575,0.74,0.0025,0,0.2875,0.4425,0.2675,0.0025,0.245,0.6,0.1525,0.0025,0.181667,0.328333,0.2,0.000833333,0.1475,0.0891667,0.0508333,0.00166667
800,0.195,0.8,0.005,0,0.2225,0.4775,0.3,0,0.2575,0.7,0.0425,0,0.139167,0.3525,0.233333,0.00166667,0.159167,0.1,0.0141667,0
850,0.23,0.765,0.005,0,0.0875,0.535,0.3725,0.005,0.1825,0.7225,0.09,0.005,0.105833,0.315833,0.240833,0.00166667,0.178333,0.124167,0.03,0.00333333
900,0.395,0.595,0.0075,0.0025,0.0775,0.5475,0.3725,0.0025,0.195,0.785,0.0175,0.0025,0.1575,0.263333,0.261667,0.0025,0.1825,0.124167,0.00583333,0.0025
950,0.29,0.7075,0.0025,0,0.235,0.39,0.375,0,0.0575,0.62,0.3225,0,0.175,0.255,0.206667,0.000833333,0.13,0.125,0.1075,0
1000,0.1775,0.8175,0,0.005,0.38,0.3375,0.28,0.0025,0.0575,0.755,0.1875,0,0.185833,0.291667,0.251667,0,0.1125,0.0933333,0.0625,0.0025
1050,0.435,0.5575,0.0025,0.005,0.48,0.3075,0.21,0.0025,0.185,0.595,0.2175,0.0025,0.305,0.2475,0.198333,0.000833333,0.1025,0.07,0.0725,0.00333333
1100,0.595,0.4,0.0025,0.0025,0.5275,0.31,0.16,0.0025,0.2075,0.63,0.15,0.0125,0.374167,0.2025,0.21,0.000833333,0.103333,0.0533333,0.05,0.00583333
1150,0.57,0.4175,0.0075,0.005,0.3475,0.4175,0.235,0,0.2075,0.5575,0.2075,0.0275,0.305833,0.208333,0.185833,0.0025,0.139167,0.0783333,0.0691667,0.0108333
1200,0.35,0.63,0.015,0.005,0.2175,0.525,0.2525,0.005,0.1675,0.54,0.25,0.0425,0.189167,0.265833,0.18,0.005,0.175,0.0841667,0.0833333,0.0175
1250,0.3125,0.6625,0.0225,0.0025,0.0625,0.5225,0.4125,0.0025,0.17,0.495,0.3,0.035,0.125,0.2775,0.165,0.0075,0.174167,0.1375,0.1,0.0133333
1300,0.3975,0.5925,0.0075,0.0025,0.215,0.3075,0.475,0.0025,0.1625,0.455,0.3375,0.045,0.204167,0.251667,0.151667,0.0025,0.1025,0.158333,0.1125,0.0166667
1350,0.3,0.6925,0.005,0.0025,0.2525,0.355,0.385,0.0075,0.1325,0.415,0.4125,0.04,0.184167,0.275,0.138333,0.00166667,0.118333,0.128333,0.1375,0.0166667
1400,0.4325,0.5575,0.01,0,0.26,0.365,0.3675,0.0075,0.16,0.4225,0.375,0.0425,0.230833,0.239167,0.140833,0.00333333,0.121667,0.1225,0.125,0.0166667
1450,0.3275,0.6125,0.055,0.005,0.23,0.455,0.3025,0.0125,0.2075,0.5,0.2675,0.025,0.185833,0.273333,0.166667,0.0183333,0.151667,0.100833,0.0891667,0.0141667
1500,0.3075,0.6675,0.025,0,0.0825,0.4625,0.45,0.005,0.235,0.425,0.2925,0.0475,0.13,0.300833,0.141667,0.00833333,0.154167,0.15,0.0975,0.0175
1550,0.235,0.735,0.025,0.005,0.1,0.4625,0.42,0.0175,0.21,0.36,0.385,0.045,0.111667,0.315,0.12,0.00833333,0.154167,0.14,0.128333,0.0225
1600,0.295,0.695,0.0075,0.0025,0.15,0.445,0.4025,0.0025,0.175,0.4025,0.3725,0.05,0.148333,0.29,0.134167,0.0025,0.148333,0.134167,0.124167,0.0183333
1650,0.165,0.7975,0.0325,0.005,0.1225,0.425,0.445,0.0075,0.1925,0.475,0.285,0.0475,0.0958333,0.33,0.158333,0.0108333,0.141667,0.148333,0.095,0.02
1700,0.1325,0.7975,0.065,0.005,0.1275,0.4375,0.435,0,0.2,0.4675,0.29,0.0425,0.0866667,0.3325,0.155833,0.0216667,0.145833,0.145,0.0966667,0.0158333
1750,0.1,0.8325,0.0675,0,0.0475,0.5025,0.445,0.005,0.195,0.475,0.28,0.05,0.0491667,0.3425,0.158333,0.0225,0.1675,0.148333,0.0933333,0.0183333
1800,0.1075,0.825,0.0675,0,0.015,0.4975,0.4825,0.005,0.15,0.5475,0.26,0.0425,0.0408333,0.325,0.1825,0.0225,0.165833,0.160833,0.0866667,0.0158333
1850,0.18,0.8075,0.0075,0.005,0.0025,0.525,0.4725,0,0.055,0.82,0.08,0.045,0.0608333,0.2875,0.273333,0.0025,0.175,0.1575,0.0266667,0.0166667
1900,0.01,0.93,0.0525,0.0075,0.01,0.54,0.445,0.005,0.12,0.6725,0.16,0.0475,0.00666667,0.35,0.224167,0.0175,0.18,0.148333,0.0533333,0.02
1950,0.025,0.8925,0.0775,0.005,0.0025,0.54,0.455,0.0025,0.2425,0.4625,0.2425,0.0525,0.00916667,0.378333,0.154167,0.0258333,0.18,0.151667,0.0808333,0.02
2000,0.0075,0.85,0.1425,0,0.1225,0.4725,0.4,0.005,0.2125,0.5725,0.21,0.005,0.0433333,0.354167,0.190833,0.0475,0.1575,0.133333,0.07,0.00333333
2050,0.0025,0.965,0.03,0.0025,0.055,0.5475,0.3925,0.005,0.2225,0.57,0.2025,0.005,0.0191667,0.395833,0.19,0.01,0.1825,0.130833,0.0675,0.00416667
2100,0.0125,0.9525,0.03,0.005,0,0.615,0.3825,0.0025,0.2275,0.59,0.1775,0.005,0.00416667,0.393333,0.196667,0.01,0.205,0.1275,0.0591667,0.00416667
2150,0.005,0.985,0.0025,0.0075,0.01,0.6075,0.365,0.0175,0.2475,0.61,0.13,0.0125,0.005,0.410833,0.203333,0.000833333,0.2025,0.121667,0.0433333,0.0125
2200,0.005,0.955,0.03,0.01,0.005,0.595,0.395,0.005,0.22,0.5875,0.18,0.0125,0.00333333,0.391667,0.195833,0.01,0.198333,0.131667,0.06,0.00916667
2250,0.015,0.9275,0.055,0.0025,0.0025,0.5925,0.3975,0.0075,0.2225,0.595,0.18,0.0025,0.00583333,0.383333,0.198333,0.0183333,0.1975,0.1325,0.06,0.00416667
2300,0.005,0.79,0.2,0.005,0.0225,0.57,0.4025,0.005,0.2875,0.4625,0.25,0,0.00916667,0.359167,0.154167,0.0666667,0.19,0.134167,0.0833333,0.00333333
2350,0.005,0.9325,0.055,0.0075,0.1,0.5975,0.3,0.0025,0.32,0.505,0.175,0,0.035,0.4175,0.168333,0.0183333,0.199167,0.1,0.0583333,0.00333333
2400,0.0025,0.995,0,0.0025,0.02,0.62,0.3525,0.0075,0.37,0.5,0.1275,0.0025,0.0075,0.455,0.166667,0,0.206667,0.1175,0.0425,0.00416667
2450,0.0075,0.875,0.1125,0.005,0.0475,0.6075,0.3425,0.0025,0.3525,0.555,0.09,0.0025,0.0183333,0.409167,0.185,0.0375,0.2025,0.114167,0.03,0.00333333
2500,0.0025,0.945,0.05,0.0025,0.035,0.5975,0.365,0.0025,0.325,0.485,0.185,0.005,0.0125,0.423333,0.161667,0.0166667,0.199167,0.121667,0.0616667,0.00333333
2550,0.005,0.98,0.005,0.01,0.0075,0.6175,0.37,0.005,0.3725,0.49,0.135,0.0025,0.00416667,0.450833,0.163333,0.00166667,0.205833,0.123333,0.045,0.00583333
2600,0.0125,0.9825,0.005,0,0.005,0.62,0.37,0.005,0.4075,0.46,0.1275,0.005,0.00583333,0.463333,0.153333,0.00166667,0.206667,0.123333,0.0425,0.00333333
2650,0.005,0.9725,0.01,0.0125,0,0.6275,0.3725,0,0.3975,0.4425,0.15,0.01,0.00166667,0.456667,0.1475,0.00333333,0.209167,0.124167,0.05,0.0075
2700,0.0025,0.975,0.0125,0.01,0.0075,0.615,0.3725,0.005,0.355,0.475,0.16,0.01,0.00333333,0.443333,0.158333,0.00416667,0.205,0.124167,0.0533333,0.00833333
2750,0,0.9975,0,0.0025,0,0.63,0.3675,0.0025,0.36,0.4825,0.1525,0.005,0,0.4525,0.160833,0,0.21,0.1225,0.0508333,0.00333333
2800,0.0025,0.9925,0.0025,0.0025,0.0025,0.6225,0.375,0,0.31,0.48,0.2025,0.0075,0.00166667,0.434167,0.16,0.000833333,0.2075,0.125,0.0675,0.00333333
2850,0.005,0.9775,0.0075,0.01,0.0025,0.6175,0.375,0.005,0.315,0.48,0.2,0.005,0.0025,0.430833,0.16,0.0025,0.205833,0.125,0.0666667,0.00666667
2900,0.0075,0.985,0.005,0.0025,0,0.6175,0.38,0.0025,0.315,0.4725,0.2075,0.005,0.0025,0.433333,0.1575,0.00166667,0.205833,0.126667,0.0691667,0.00333333
2950,0.0025,0.9925,0.005,0,0.0025,0.6075,0.375,0.015,0.33,0.4725,0.195,0.0025,0.00166667,0.440833,0.1575,0.00166667,0.2025,0.125,0.065,0.00583333
3000,0.0125,0.97,0.0125,0.005,0.0075,0.6125,0.3775,0.0025,0.32,0.4825,0.195,0.0025,0.00666667,0.43,0.160833,0.00416667,0.204167,0.125833,0.065,0.00333333
3050,0,0.8875,0.1075,0.005,0.0025,0.6425,0.3525,0.0025,0.26,0.405,0.3325,0.0025,0.000833333,0.3825,0.135,0.0358333,0.214167,0.1175,0.110833,0.00333333
3100,0.005,0.9825,0.01,0.0025,0.0025,0.68,0.3175,0,0.3775,0.3925,0.23,0,0.0025,0.453333,0.130833,0.00333333,0.226667,0.105833,0.0766667,0.000833333
3150,0.005,0.9325,0.0575,0.005,0.005,0.685,0.305,0.005,0.3375,0.4175,0.2375,0.0075,0.00333333,0.423333,0.139167,0.0191667,0.228333,0.101667,0.0791667,0.00583333
3200,0.0075,0.865,0.12,0.0075,0.0125,0.67,0.305,0.0125,0.375,0.36,0.2625,0.0025,0.00666667,0.413333,0.12,0.04,0.223333,0.101667,0.0875,0.0075
3250,0.0025,0.7225,0.27,0.005,0.01,0.5725,0.415,0.0025,0.385,0.3125,0.27,0.0325,0.00416667,0.369167,0.104167,0.09,0.190833,0.138333,0.09,0.0133333
3300,0.0025,0.87,0.1275,0,0.0025,0.545,0.4475,0.005,0.39,0.37,0.2275,0.0125,0.00166667,0.42,0.123333,0.0425,0.181667,0.149167,0.0758333,0.00583333
3350,0.005,0.865,0.13,0,0.0025,0.5475,0.4475,0.0025,0.4,0.3075,0.22,0.0725,0.0025,0.421667,0.1025,0.0433333,0.1825,0.149167,0.0733333,0.025
3400,0.0075,0.8625,0.1225,0.0075,0,0.545,0.44,0.015,0.4025,0.36,0.155,0.0825,0.0025,0.421667,0.12,0.0408333,0.181667,0.146667,0.0516667,0.035
3450,0.0075,0.85,0.1325,0.01,0,0.5375,0.455,0.0075,0.42,0.39,0.115,0.075,0.0025,0.423333,0.13,0.0441667,0.179167,0.151667,0.0383333,0.0308333
3500,0.0025,0.87,0.125,0.0025,0.0075,0.45,0.5375,0.005,0.4275,0.3875,0.105,0.08,0.00333333,0.4325,0.129167,0.0416667,0.15,0.179167,0.035,0.0291667
3550,0.005,0.86,0.1275,0.0075,0.005,0.3625,0.6325,0,0.43,0.405,0.085,0.08,0.00333333,0.43,0.135,0.0425,0.120833,0.210833,0.0283333,0.0291667
3600,0.01,0.785,0.2025,0.0025,0.0025,0.3625,0.635,0,0.3675,0.305,0.255,0.0725,0.00416667,0.384167,0.101667,0.0675,0.120833,0.211667,0.085,0.025
3650,0.005,0.86,0.13,0.005,0.005,0.315,0.6725,0.0075,0.4725,0.15,0.2525,0.125,0.00333333,0.444167,0.05,0.0433333,0.105,0.224167,0.0841667,0.0458333
3700,0.0075,0.86,0.1325,0,0.0075,0.3325,0.655,0.005,0.4675,0.155,0.2525,0.125,0.005,0.4425,0.0516667,0.0441667,0.110833,0.218333,0.0841667,0.0433333
3750,0.005,0.8625,0.125,0.0075,0.005,0.315,0.6725,0.0075,0.4825,0.145,0.2475,0.125,0.00333333,0.448333,0.0483333,0.0416667,0.105,0.224167,0.0825,0.0466667
3800,0.0175,0.7825,0.195,0.005,0.01,0.2175,0.77,0.0025,0.4225,0.155,0.2925,0.13,0.00916667,0.401667,0.0516667,0.065,0.0725,0.256667,0.0975,0.0458333
3850,0,0.865,0.1325,0.0025,0.0125,0.1925,0.7925,0.0025,0.4925,0.13,0.255,0.1225,0.00416667,0.4525,0.0433333,0.0441667,0.0641667,0.264167,0.085,0.0425
3900,0.0175,0.8575,0.1225,0.0025,0.0025,0.16,0.8325,0.005,0.4975,0.125,0.25,0.1275,0.00666667,0.451667,0.0416667,0.0408333,0.0533333,0.2775,0.0833333,0.045
3950,0.0025,0.86,0.1275,0.01,0,0.0725,0.925,0.0025,0.4975,0.22,0.17,0.1125,0.000833333,0.4525,0.0733333,0.0425,0.0241667,0.308333,0.0566667,0.0416667
4000,0.0075,0.855,0.1325,0.005,0.0075,0.055,0.93,0.0075,0.49,0.2825,0.125,0.1025,0.005,0.448333,0.0941667,0.0441667,0.0183333,0.31,0.0416667,0.0383333
4050,0.0075,0.855,0.1325,0.005,0,0.055,0.94,0.005,0.4875,0.28,0.135,0.0975,0.0025,0.4475,0.0933333,0.0441667,0.0183333,0.313333,0.045,0.0358333
4100,0.0025,0.865,0.1225,0.01,0.0075,0.0475,0.935,0.01,0.495,0.2725,0.1225,0.11,0.00333333,0.453333,0.0908333,0.0408333,0.0158333,0.311667,0.0408333,0.0433333
4150,0.015,0.8475,0.1275,0.01,0,0.045,0.9525,0.0025,0.4925,0.2675,0.13,0.11,0.005,0.446667,0.0891667,0.0425,0.015,0.3175,0.0433333,0.0408333
4200,0.005,0.86,0.13,0.005,0.005,0.0325,0.96,0.0025,0.4925,0.265,0.1275,0.115,0.00333333,0.450833,0.0883333,0.0433333,0.0108333,0.32,0.0425,0.0408333
4250,0.0025,0.8625,0.1275,0.0075,0.0025,0.0275,0.965,0.005,0.4925,0.2675,0.125,0.115,0.00166667,0.451667,0.0891667,0.0425,0.00916667,0.321667,0.0416667,0.0425
4300,0.0025,0.8725,0.1225,0.0025,0.0025,0.0275,0.9625,0.0075,0.495,0.2575,0.1275,0.12,0.00166667,0.455833,0.0858333,0.0408333,0.00916667,0.320833,0.0425,0.0433333
4350,0,0.875,0.1225,0.0025,0.0025,0.025,0.9675,0.005,0.4925,0.2575,0.1275,0.1225,0.000833333,0.455833,0.0858333,0.0408333,0.00833333,0.3225,0.0425,0.0433333
4400,0.005,0.8625,0.125,0.0075,0.0225,0.0275,0.945,0.005,0.485,0.255,0.125,0.135,0.00916667,0.449167,0.085,0.0416667,0.00916667,0.315,0.0416667,0.0491667
4450,0.005,0.865,0.125,0.005,0.01,0.0225,0.9675,0,0.495,0.245,0.1325,0.1275,0.005,0.453333,0.0816667,0.0416667,0.0075,0.3225,0.0441667,0.0441667
4500,0.0025,0.865,0.1275,0.005,0.0125,0.01,0.97,0.0075,0.4975,0.2475,0.1225,0.1325,0.005,0.454167,0.0825,0.0425,0.00333333,0.323333,0.0408333,0.0483333
4550,0,0.865,0.1325,0.0025,0.005,0.0075,0.985,0.0025,0.495,0.2525,0.125,0.1275,0.00166667,0.453333,0.0841667,0.0441667,0.0025,0.328333,0.0416667,0.0441667
4600,0.005,0.8425,0.145,0.0075,0.0025,0.0125,0.975,0.01,0.475,0.2575,0.1425,0.125,0.0025,0.439167,0.0858333,0.0483333,0.00416667,0.325,0.0475,0.0475
4650,0.01,0.7925,0.195,0.0025,0.005,0.1075,0.885,0.0025,0.44,0.1675,0.27,0.1225,0.005,0.410833,0.0558333,0.065,0.0358333,0.295,0.09,0.0425
4700,0.0075,0.87,0.12,0.0025,0.01,0,0.9875,0.0025,0.4925,0.13,0.25,0.1275,0.00583333,0.454167,0.0433333,0.04,0,0.329167,0.0833333,0.0441667
4750,0,0.8675,0.1325,0,0.01,0.0075,0.98,0.0025,0.49,0.13,0.255,0.125,0.00333333,0.4525,0.0433333,0.0441667,0.0025,0.326667,0.085,0.0425
4800,0.005,0.8675,0.1275,0,0,0.005,0.985,0.01,0.4925,0.13,0.25,0.1275,0.00166667,0.453333,0.0433333,0.0425,0.00166667,0.328333,0.0833333,0.0458333
4850,0.0025,0.8575,0.1375,0.0025,0,0.0075,0.9825,0.01,0.5,0.12,0.25,0.13,0.000833333,0.4525,0.04,0.0458333,0.0025,0.3275,0.0833333,0.0475
4900,0,0.8675,0.1325,0,0.0075,0.0075,0.9775,0.0075,0.49,0.13,0.2525,0.1275,0.0025,0.4525,0.0433333,0.0441667,0.0025,0.325833,0.0841667,0.045
4950,0.0125,0.8575,0.125,0.005,0,0,0.9975,0.0025,0.49,0.1275,0.255,0.1275,0.00416667,0.449167,0.0425,0.0416667,0,0.3325,0.085,0.045
5000,0.005,0.8675,0.125,0.0025,0.01,0.01,0.97,0.01,0.5,0.125,0.2475,0.1275,0.005,0.455833,0.0416667,0.0416667,0.00333333,0.323333,0.0825,0.0466667
