Command: 'C:\Users\Hu\Desktop\CED_schedule_Final\build\Release\CED_Schedule.exe' '--solver' 'CGA' '--seed' '6' '--alpha' '0.8' '--generations' '10000' '--log_every' '50' '--data_dir' 'C:\Users\Hu\Desktop\CED_schedule_Final\data' '--data_file' 'data_matrix_T500_E200_D800.txt' '--cnum' '200' '--enum' '200' '--dnum' '800' '--tnum' '500' '--mopt' '5'
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data"
Data file: data_matrix_T500_E200_D800.txt
Generations: 10000
Population size: 40
Random seed: 6
Pini (heuristic prob): 0.4
Objective alpha: 0.8
Solver: CGA
Cnum/Enum/Dnum/Tnum/Mopt: 200/200/800/500/5
Migration: disabled
CGA input: (raw data mode via --data_dir/--data_file)
CGA VM count (raw mode): 175
CGA communication scale (raw mode): 0.01
CGA edge ratio (raw mode): 0.6
CGA deadline factor (raw mode): 1.5
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data\\data_matrix_T500_E200_D800.txt"
[Normalization] f1_ref (makespan) = 47629.6
[Normalization] f2_ref (energy) = 9770.2
[Normalization] alpha = 0.8

=== Running CGA Solver ===
CGA mode: objective-compatible with CED_Schedule (best_fit smaller is better)
CGA params: pop=300, gen=10000, pc=0.75, pm(early/late)=0.03/0.01, cat=150, cat_apply_gen<=5000
Gen 50: best_fit = 0.0361537
Gen 100: best_fit = 0.0349656
Gen 150: best_fit = 0.0347283
Gen 200: best_fit = 0.0345296
Gen 250: best_fit = 0.0342925
Gen 300: best_fit = 0.0342338
Gen 350: best_fit = 0.034207
Gen 400: best_fit = 0.0341412
Gen 450: best_fit = 0.0340021
Gen 500: best_fit = 0.0339797
Gen 550: best_fit = 0.0339768
Gen 600: best_fit = 0.0338469
Gen 650: best_fit = 0.0338315
Gen 700: best_fit = 0.0332853
Gen 750: best_fit = 0.0332671
Gen 800: best_fit = 0.0332306
Gen 850: best_fit = 0.0331925
Gen 900: best_fit = 0.0331765
Gen 950: best_fit = 0.0331387
Gen 1000: best_fit = 0.033075
Gen 1050: best_fit = 0.0330619
Gen 1100: best_fit = 0.0330347
Gen 1150: best_fit = 0.0329777
Gen 1200: best_fit = 0.032944
Gen 1250: best_fit = 0.0328729
Gen 1300: best_fit = 0.0327577
Gen 1350: best_fit = 0.0327338
Gen 1400: best_fit = 0.0326786
Gen 1450: best_fit = 0.0326698
Gen 1500: best_fit = 0.032622
Gen 1550: best_fit = 0.032597
Gen 1600: best_fit = 0.0325632
Gen 1650: best_fit = 0.0324592
Gen 1700: best_fit = 0.0324203
Gen 1750: best_fit = 0.0324081
Gen 1800: best_fit = 0.0322485
Gen 1850: best_fit = 0.032229
Gen 1900: best_fit = 0.0322002
Gen 1950: best_fit = 0.0321965
Gen 2000: best_fit = 0.0321597
Gen 2050: best_fit = 0.0321113
Gen 2100: best_fit = 0.0320977
Gen 2150: best_fit = 0.0320624
Gen 2200: best_fit = 0.0320138
Gen 2250: best_fit = 0.0319078
Gen 2300: best_fit = 0.0318414
Gen 2350: best_fit = 0.0318124
Gen 2400: best_fit = 0.0317778
Gen 2450: best_fit = 0.0317098
Gen 2500: best_fit = 0.0317051
Gen 2550: best_fit = 0.0316911
Gen 2600: best_fit = 0.0316594
Gen 2650: best_fit = 0.0316594
Gen 2700: best_fit = 0.0315847
Gen 2750: best_fit = 0.0315755
Gen 2800: best_fit = 0.0315704
Gen 2850: best_fit = 0.0315494
Gen 2900: best_fit = 0.0315233
Gen 2950: best_fit = 0.0314722
Gen 3000: best_fit = 0.0314502
Gen 3050: best_fit = 0.0314409
Gen 3100: best_fit = 0.0314049
Gen 3150: best_fit = 0.0313969
Gen 3200: best_fit = 0.0313646
Gen 3250: best_fit = 0.0313585
Gen 3300: best_fit = 0.0313022
Gen 3350: best_fit = 0.0312823
Gen 3400: best_fit = 0.0312649
Gen 3450: best_fit = 0.0312241
Gen 3500: best_fit = 0.0312002
Gen 3550: best_fit = 0.0311896
Gen 3600: best_fit = 0.0311689
Gen 3650: best_fit = 0.0311402
Gen 3700: best_fit = 0.0310862
Gen 3750: best_fit = 0.0310581
Gen 3800: best_fit = 0.0310467
Gen 3850: best_fit = 0.031021
Gen 3900: best_fit = 0.0309635
Gen 3950: best_fit = 0.0309428
Gen 4000: best_fit = 0.0309169
Gen 4050: best_fit = 0.0308955
Gen 4100: best_fit = 0.0308609
Gen 4150: best_fit = 0.0308568
Gen 4200: best_fit = 0.030848
Gen 4250: best_fit = 0.0308357
Gen 4300: best_fit = 0.0308315
Gen 4350: best_fit = 0.0308174
Gen 4400: best_fit = 0.0307817
Gen 4450: best_fit = 0.0307457
Gen 4500: best_fit = 0.0307306
Gen 4550: best_fit = 0.0307226
Gen 4600: best_fit = 0.0306943
Gen 4650: best_fit = 0.0306544
Gen 4700: best_fit = 0.0306458
Gen 4750: best_fit = 0.0306337
Gen 4800: best_fit = 0.0306041
Gen 4850: best_fit = 0.0306028
Gen 4900: best_fit = 0.0305807
Gen 4950: best_fit = 0.0305798
Gen 5000: best_fit = 0.0305753
Gen 5050: best_fit = 0.030554
Gen 5100: best_fit = 0.0305452
Gen 5150: best_fit = 0.0305333
Gen 5200: best_fit = 0.0305271
Gen 5250: best_fit = 0.0304647
Gen 5300: best_fit = 0.0304506
Gen 5350: best_fit = 0.0304348
Gen 5400: best_fit = 0.0304323
Gen 5450: best_fit = 0.0303755
Gen 5500: best_fit = 0.0301313
Gen 5550: best_fit = 0.0301231
Gen 5600: best_fit = 0.0301134
Gen 5650: best_fit = 0.0300545
Gen 5700: best_fit = 0.0300163
Gen 5750: best_fit = 0.0297501
Gen 5800: best_fit = 0.0297246
Gen 5850: best_fit = 0.0297018
Gen 5900: best_fit = 0.0294447
Gen 5950: best_fit = 0.0294321
Gen 6000: best_fit = 0.0294267
Gen 6050: best_fit = 0.0293115
Gen 6100: best_fit = 0.0292226
Gen 6150: best_fit = 0.0292014
Gen 6200: best_fit = 0.0291817
Gen 6250: best_fit = 0.0291599
Gen 6300: best_fit = 0.0291426
Gen 6350: best_fit = 0.0291382
Gen 6400: best_fit = 0.0291096
Gen 6450: best_fit = 0.0288884
Gen 6500: best_fit = 0.0288613
Gen 6550: best_fit = 0.0288403
Gen 6600: best_fit = 0.0287884
Gen 6650: best_fit = 0.0287884
Gen 6700: best_fit = 0.0287735
Gen 6750: best_fit = 0.028773
Gen 6800: best_fit = 0.0287696
Gen 6850: best_fit = 0.0287457
Gen 6900: best_fit = 0.0287419
Gen 6950: best_fit = 0.0287368
Gen 7000: best_fit = 0.0287309
Gen 7050: best_fit = 0.0287115
Gen 7100: best_fit = 0.0287088
Gen 7150: best_fit = 0.0286962
Gen 7200: best_fit = 0.0286932
Gen 7250: best_fit = 0.0286895
Gen 7300: best_fit = 0.0286801
Gen 7350: best_fit = 0.0286477
Gen 7400: best_fit = 0.0286414
Gen 7450: best_fit = 0.0286388
Gen 7500: best_fit = 0.0286292
Gen 7550: best_fit = 0.0286292
Gen 7600: best_fit = 0.0286205
Gen 7650: best_fit = 0.0286121
Gen 7700: best_fit = 0.0286072
Gen 7750: best_fit = 0.0286006
Gen 7800: best_fit = 0.0286002
Gen 7850: best_fit = 0.0285985
Gen 7900: best_fit = 0.0285942
Gen 7950: best_fit = 0.0285905
Gen 8000: best_fit = 0.0285749
Gen 8050: best_fit = 0.028571
Gen 8100: best_fit = 0.028571
Gen 8150: best_fit = 0.0285632
Gen 8200: best_fit = 0.0285551
Gen 8250: best_fit = 0.0285415
Gen 8300: best_fit = 0.0285377
Gen 8350: best_fit = 0.0285354
Gen 8400: best_fit = 0.0285125
Gen 8450: best_fit = 0.028504
Gen 8500: best_fit = 0.0284927
Gen 8550: best_fit = 0.0284927
Gen 8600: best_fit = 0.0284815
Gen 8650: best_fit = 0.0284777
Gen 8700: best_fit = 0.0284529
Gen 8750: best_fit = 0.0284518
Gen 8800: best_fit = 0.0284422
Gen 8850: best_fit = 0.0284373
Gen 8900: best_fit = 0.0284355
Gen 8950: best_fit = 0.0284342
Gen 9000: best_fit = 0.0284299
Gen 9050: best_fit = 0.0284274
Gen 9100: best_fit = 0.0284239
Gen 9150: best_fit = 0.0284239
Gen 9200: best_fit = 0.0283749
Gen 9250: best_fit = 0.0283669
Gen 9300: best_fit = 0.0283568
Gen 9350: best_fit = 0.0283511
Gen 9400: best_fit = 0.0283145
Gen 9450: best_fit = 0.0283108
Gen 9500: best_fit = 0.0283051
Gen 9550: best_fit = 0.0282695
Gen 9600: best_fit = 0.0282373
Gen 9650: best_fit = 0.0282367
Gen 9700: best_fit = 0.0282314
Gen 9750: best_fit = 0.0282314
Gen 9800: best_fit = 0.0282251
Gen 9850: best_fit = 0.0282174
Gen 9900: best_fit = 0.0282114
Gen 9950: best_fit = 0.0282094
Gen 10000: best_fit = 0.0281984

=== Final Results (CGA) ===
Solver: CGA
Generations = 10000
Best generation = 9992
Catastrophe triggers = 0
Best fitness = 0.0281984
The best solution = 0.0281984
Time = 605.343 s

exit code 0
Command: 'C:\Users\Hu\Desktop\CED_schedule_Final\build\Release\CED_Schedule.exe' --solver CGA --seed 6 --alpha 0.8 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final\data' --data_file data_matrix_T500_E200_D800.txt --cnum 200 --enum 200 --dnum 800 --tnum 500 --mopt 5

exit code 0
