gen,CCHIHH (stable) mean,CCHIHH (stable) var,"CCHIHH (stable, random ops) mean","CCHIHH (stable, random ops) var"
7000,55.119960000000006,0.00021421840000001208,55.16711,0.00014104490000000966
7050,55.118849999999995,0.00021319450000003383,55.16594,0.0001549403999999891
7100,55.11829,0.00022823889999999935,55.16557,0.00015940210000000212
7150,55.11733,0.00020208010000001612,55.16471,0.00014825689999998864
7200,55.116319999999995,0.00019831560000000415,55.16419,0.00013572490000000038
7250,55.115480000000005,0.00018147160000003362,55.16398,0.00013839760000001341
7300,55.11505,0.00017755050000002267,55.163239999999995,0.00012101640000000307
7350,55.11471,0.0001742049000000245,55.16211,0.00013349090000000928
7400,55.11417,0.00017145210000001524,55.160540000000005,0.00012087240000000146
7450,55.11349,0.00015976490000001279,55.15897,0.00011191810000001242
7500,55.112159999999996,0.00013768640000001167,55.15766,9.67964000000016e-05
7550,55.1111,0.00013712600000000656,55.15719,9.145489999998743e-05
7600,55.11107,0.00013699010000000532,55.156510000000004,8.461289999998595e-05
7650,55.11066000000001,0.0001405243999999839,55.15645000000001,8.326649999998929e-05
7700,55.10933,0.00012021209999998905,55.15605000000001,7.718249999998255e-05
7750,55.10915,0.00011835449999997693,55.15525,8.078249999998068e-05
7800,55.10857,0.00010674609999998331,55.154790000000006,7.73728999999944e-05
7850,55.10848,0.00010920759999998728,55.154140000000005,7.763640000000351e-05
7900,55.10848,0.00010920759999998728,55.153020000000005,8.3673600000031e-05
7950,55.108019999999996,0.00010332560000000526,55.15261,7.590690000001148e-05
8000,55.10690999999999,0.00010552490000001432,55.15172,8.30216000000194e-05
8050,55.1058,9.950800000000614e-05,55.15074,7.805440000000085e-05
8100,55.10536,9.101640000001359e-05,55.150009999999995,9.21668999999749e-05
8150,55.10504999999999,9.25385000000147e-05,55.14958,8.602559999997377e-05
8200,55.104330000000004,8.397010000001596e-05,55.14873,0.00010198609999998421
8250,55.103899999999996,7.728400000002004e-05,55.148289999999996,0.0001037668999999848
8300,55.103809999999996,7.784290000002121e-05,55.147270000000006,0.00011799610000000742
8350,55.10277,7.444010000002158e-05,55.14724,0.00011825440000000375
8400,55.102059999999994,7.667840000001579e-05,55.14717,0.00011866609999998906
8450,55.10169,7.394090000001378e-05,55.14630999999999,0.00010970090000000112
8500,55.10163,7.451210000001702e-05,55.14591,0.0001132469000000015
8550,55.1009,8.16600000000086e-05,55.1451,0.0001301859999999832
8600,55.10046,9.284040000000262e-05,55.14393,0.00014638809999997988
8650,55.100030000000004,9.846210000002343e-05,55.143860000000004,0.00014507839999998976
8700,55.09985,9.736050000002378e-05,55.14318000000001,0.00013151359999999428
8750,55.099450000000004,9.648250000002098e-05,55.14202,0.0001181055999999957
8800,55.09841,9.752890000001965e-05,55.14097,0.00012123010000000118
8850,55.09801,9.588490000001797e-05,55.14088,0.00012026559999999214
8900,55.096590000000006,9.533890000001377e-05,55.14088,0.00012026559999999214
8950,55.09553,9.155410000001284e-05,55.140480000000004,0.0001236655999999896
9000,55.0954,9.14640000000132e-05,55.140139999999995,0.00011850439999999053
9050,55.09496,9.27384000000132e-05,55.139030000000005,0.00011281009999998816
9100,55.09389,8.223089999999896e-05,55.13875,0.00011250850000000241
9150,55.09385999999999,8.228039999999936e-05,55.13869,0.00011205489999999217
9200,55.09352,8.28756000000012e-05,55.137710000000006,0.00010873689999999891
9250,55.092510000000004,8.441890000000652e-05,55.136559999999996,0.00010693839999999794
9300,55.09239,8.0668899999994e-05,55.13582,0.00011606959999998771
9350,55.09186,8.340639999998431e-05,55.135400000000004,0.00011309600000000248
9400,55.091210000000004,9.53088999999934e-05,55.13475,0.00011192649999998189
9450,55.089800000000004,6.095400000000408e-05,55.133230000000005,0.0001084541000000105
9500,55.08933,6.327809999999642e-05,55.1332,0.00010890800000000409
9550,55.088930000000005,6.186209999999594e-05,55.13246,9.970640000000299e-05
9600,55.08779,7.133689999999182e-05,55.132130000000004,9.961009999999809e-05
9650,55.08776,7.115239999999005e-05,55.13135,0.00010095449999999765
9700,55.08767,7.132009999999147e-05,55.13089,9.795889999999758e-05
9750,55.08651,8.297289999999547e-05,55.13012,9.723560000000758e-05
9800,55.08568,8.58795999999918e-05,55.12981,9.023890000000016e-05
9850,55.08528,9.37196000000014e-05,55.129470000000005,8.520209999999452e-05
9900,55.08358,9.733960000002214e-05,55.12845,7.893249999999663e-05
9950,55.0834,9.701200000003168e-05,55.128049999999995,9.155849999999199e-05
10000,55.08331,9.91549000000353e-05,55.126909999999995,9.460290000000149e-05
