Command: 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\build_qhh\Release\CED_Schedule.exe' --solver GA --seed 7 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\data' --data_file data_matrix_T200_E100_D300.txt --cnum 100 --enum 100 --dnum 300 --tnum 200 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 7
Pini (heuristic prob): 0.4
Solver: GA
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data\\data_matrix_T200_E100_D300.txt"
Gen 50: best_fit = 1681.63
Gen 100: best_fit = 1668.53
Gen 150: best_fit = 1653.98
Gen 200: best_fit = 1653.07
Gen 250: best_fit = 1651.62
Gen 300: best_fit = 1641.17
Gen 350: best_fit = 1641.17
Gen 400: best_fit = 1638.23
Gen 450: best_fit = 1638.22
Gen 500: best_fit = 1638.22
Gen 550: best_fit = 1637.84
Gen 600: best_fit = 1637.84
Gen 650: best_fit = 1637.47
Gen 700: best_fit = 1635.72
Gen 750: best_fit = 1635.69
Gen 800: best_fit = 1627.57
Gen 850: best_fit = 1626.37
Gen 900: best_fit = 1625.83
Gen 950: best_fit = 1624.31
Gen 1000: best_fit = 1621.48
Gen 1050: best_fit = 1608.15
Gen 1100: best_fit = 1608.1
Gen 1150: best_fit = 1608.02
Gen 1200: best_fit = 1607.58
Gen 1250: best_fit = 1607.07
Gen 1300: best_fit = 1606.98
Gen 1350: best_fit = 1606.98
Gen 1400: best_fit = 1606.98
Gen 1450: best_fit = 1600.74
Gen 1500: best_fit = 1597.94
Gen 1550: best_fit = 1597.93
Gen 1600: best_fit = 1597.68
Gen 1650: best_fit = 1586.42
Gen 1700: best_fit = 1583.07
Gen 1750: best_fit = 1581.94
Gen 1800: best_fit = 1579.88
Gen 1850: best_fit = 1579.88
Gen 1900: best_fit = 1575.83
Gen 1950: best_fit = 1574.85
Gen 2000: best_fit = 1574.59
Gen 2050: best_fit = 1573.18
Gen 2100: best_fit = 1573.18
Gen 2150: best_fit = 1571.63
Gen 2200: best_fit = 1571.63
Gen 2250: best_fit = 1570.79
Gen 2300: best_fit = 1570.68
Gen 2350: best_fit = 1569.75
Gen 2400: best_fit = 1569.64
Gen 2450: best_fit = 1567.19
Gen 2500: best_fit = 1566.95
Gen 2550: best_fit = 1566.5
Gen 2600: best_fit = 1562.78
Gen 2650: best_fit = 1562.52
Gen 2700: best_fit = 1549.26
Gen 2750: best_fit = 1549.2
Gen 2800: best_fit = 1549.19
Gen 2850: best_fit = 1548.95
Gen 2900: best_fit = 1546.41
Gen 2950: best_fit = 1546.27
Gen 3000: best_fit = 1545.97
Gen 3050: best_fit = 1544.94
Gen 3100: best_fit = 1544.77
Gen 3150: best_fit = 1543.69
Gen 3200: best_fit = 1543.53
Gen 3250: best_fit = 1543.37
Gen 3300: best_fit = 1543.37
Gen 3350: best_fit = 1543.12
Gen 3400: best_fit = 1543.06
Gen 3450: best_fit = 1542.62
Gen 3500: best_fit = 1542.44
Gen 3550: best_fit = 1542.35
Gen 3600: best_fit = 1542.35
Gen 3650: best_fit = 1541.76
Gen 3700: best_fit = 1541.76
Gen 3750: best_fit = 1541.65
Gen 3800: best_fit = 1541.65
Gen 3850: best_fit = 1541.65
Gen 3900: best_fit = 1541.65
Gen 3950: best_fit = 1541.65
Gen 4000: best_fit = 1537.52
Gen 4050: best_fit = 1537.52
Gen 4100: best_fit = 1535.02
Gen 4150: best_fit = 1534.57
Gen 4200: best_fit = 1533.96
Gen 4250: best_fit = 1533.88
Gen 4300: best_fit = 1533.6
Gen 4350: best_fit = 1533.6
Gen 4400: best_fit = 1533
Gen 4450: best_fit = 1532.99
Gen 4500: best_fit = 1532.99
Gen 4550: best_fit = 1532.99
Gen 4600: best_fit = 1532.94
Gen 4650: best_fit = 1532.81
Gen 4700: best_fit = 1530.78
Gen 4750: best_fit = 1530.43
Gen 4800: best_fit = 1530.43
Gen 4850: best_fit = 1530.43
Gen 4900: best_fit = 1530.14
Gen 4950: best_fit = 1530.14
Gen 5000: best_fit = 1529.36
Gen 5050: best_fit = 1529.36
Gen 5100: best_fit = 1528.91
Gen 5150: best_fit = 1528.04
Gen 5200: best_fit = 1527.73
