time_seconds,generation,best_fitness,best_f1,best_f2
0.0000000000,0,0.4186252774,53.9712890267,1.8353281038
0.0014502000,1,0.4186252774,53.9712890267,1.8353281038
0.0026190000,2,0.4112319052,53.9712890267,1.7238160572
0.0037371000,3,0.4023271807,53.9712890267,1.5895087304
0.0047737000,4,0.4023271807,53.9712890267,1.5895087304
0.0057623000,5,0.4023271807,53.9712890267,1.5895087304
0.0067257000,6,0.4023271807,53.9712890267,1.5895087304
0.0077358000,7,0.3940555902,53.9712890267,1.4647507777
0.0087633000,8,0.3940555902,53.9712890267,1.4647507777
0.0097828000,9,0.3940555902,53.9712890267,1.4647507777
0.0107962000,10,0.3940351666,53.9712890267,1.4644427334
0.0117300000,11,0.3940351666,53.9712890267,1.4644427334
0.0126884000,12,0.3940351666,53.9712890267,1.4644427334
0.0173466000,13,0.3940351666,53.9712890267,1.4644427334
0.0221074000,14,0.3940351666,53.9712890267,1.4644427334
0.0267998000,15,0.3926055090,53.9712890267,1.4428796305
0.0314534000,16,0.3926055090,53.9712890267,1.4428796305
0.0361729000,17,0.3922583064,53.9712890267,1.4376428769
0.0408349000,18,0.3922583064,53.9712890267,1.4376428769
0.0454404000,19,0.3922583064,53.9712890267,1.4376428769
0.0500532000,20,0.3907061067,53.9712890267,1.4142315080
0.0546701000,21,0.3907061067,53.9712890267,1.4142315080
0.0591949000,22,0.3907061067,53.9712890267,1.4142315080
0.0637206000,23,0.3907061067,53.9712890267,1.4142315080
0.0682955000,24,0.3904814462,53.9712890267,1.4108430204
0.0729373000,25,0.3904814462,53.9712890267,1.4108430204
0.0775459000,26,0.3904814462,53.9712890267,1.4108430204
0.0821206000,27,0.3899912779,53.9712890267,1.4034499565
0.0867423000,28,0.3898278885,53.9712890267,1.4009856019
0.0910718000,29,0.3898278885,53.9712890267,1.4009856019
0.0950822000,30,0.3898278885,53.9712890267,1.4009856019
0.0990884000,31,0.3898278885,53.9712890267,1.4009856019
0.1029866000,32,0.3892764491,53.9712890267,1.3926684051
0.1070586000,33,0.3888679755,53.9712890267,1.3865075185
0.1110803000,34,0.3874995889,53.9712890267,1.3658685486
0.1151751000,35,0.3874995889,53.9712890267,1.3658685486
0.1192624000,36,0.3874995889,53.9712890267,1.3658685486
0.1231654000,37,0.3874995889,53.9712890267,1.3658685486
0.1274312000,38,0.3874995889,53.9712890267,1.3658685486
0.1315542000,39,0.3874995889,53.9712890267,1.3658685486
0.1356264000,40,0.3874995889,53.9712890267,1.3658685486
0.1399075000,41,0.3874995889,53.9712890267,1.3658685486
0.1438963000,42,0.3874995889,53.9712890267,1.3658685486
0.1477445000,43,0.3874995889,53.9712890267,1.3658685486
0.1517306000,44,0.3874995889,53.9712890267,1.3658685486
0.1556406000,45,0.3874995889,53.9712890267,1.3658685486
0.1595682000,46,0.3874995889,53.9712890267,1.3658685486
0.1635520000,47,0.3874995889,53.9712890267,1.3658685486
0.1675135000,48,0.3874995889,53.9712890267,1.3658685486
0.1714680000,49,0.3874995889,53.9712890267,1.3658685486
0.1754221000,50,0.3874995889,53.9712890267,1.3658685486
0.1794402000,51,0.3874995889,53.9712890267,1.3658685486
0.1835124000,52,0.3874995889,53.9712890267,1.3658685486
0.1873806000,53,0.3874995889,53.9712890267,1.3658685486
0.1914907000,54,0.3874995889,53.9712890267,1.3658685486
0.1956669000,55,0.3873770469,53.9712890267,1.3640202826
0.1997618000,56,0.3873770469,53.9712890267,1.3640202826
0.2038447000,57,0.3873770469,53.9712890267,1.3640202826
0.2078109000,58,0.3873770469,53.9712890267,1.3640202826
0.2118533000,59,0.3873770469,53.9712890267,1.3640202826
0.2158897000,60,0.3858248472,53.9712890267,1.3406089137
0.2200763000,61,0.3858248472,53.9712890267,1.3406089137
0.2240331000,62,0.3858248472,53.9712890267,1.3406089137
0.2278482000,63,0.3858248472,53.9712890267,1.3406089137
0.2316661000,64,0.3858248472,53.9712890267,1.3406089137
0.2355163000,65,0.3858248472,53.9712890267,1.3406089137
0.2393903000,66,0.3858248472,53.9712890267,1.3406089137
0.2434506000,67,0.3858248472,53.9712890267,1.3406089137
0.2472944000,68,0.3858248472,53.9712890267,1.3406089137
0.2510910000,69,0.3858248472,53.9712890267,1.3406089137
0.2549978000,70,0.3858248472,53.9712890267,1.3406089137
0.2590344000,71,0.3858248472,53.9712890267,1.3406089137
