Command: 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\build_ablation\Release\CED_Schedule.exe' --solver CCHIHH --stable --resample_gate 15 --cchihh_fixed_ops --seed 9 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\data' --data_file data_matrix_T200_E100_D300.txt --cnum 100 --enum 100 --dnum 300 --tnum 200 --mopt 5
Command: 'C:\Users\Hu\Desktop\论文\CED_schedule_Final\build_ablation\Release\CED_Schedule.exe' '--solver' 'CCHIHH' '--stable' '--resample_gate' '15' '--cchihh_fixed_ops' '--seed' '9' '--generations' '10000' '--log_every' '50' '--data_dir' 'C:\Users\Hu\Desktop\论文\CED_schedule_Final\data' '--data_file' 'data_matrix_T200_E100_D300.txt' '--cnum' '100' '--enum' '100' '--dnum' '300' '--tnum' '200' '--mopt' '5'
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 9
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH bandit: enabled
CCHIHH fixed ops: enabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data\\data_matrix_T200_E100_D300.txt"
[Normalization] f1_ref (makespan) = 22665.1
[Normalization] f2_ref (energy) = 1879.96
[Normalization] alpha = 0.5

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=200, M_Jnum=200, M_OPTnum=5, ops=1000
  Nvar=2400, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=400
  Block 1 (seq): start=400, len=1000
  Block 2 (dev): start=1400, len=1000
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.0998317
Gen 50: best_fit = 0.0798003
Gen 100: best_fit = 0.0746313
Gen 150: best_fit = 0.0714649
Gen 200: best_fit = 0.068116
Gen 250: best_fit = 0.0654652
Gen 300: best_fit = 0.0630336
Gen 350: best_fit = 0.0606305
Gen 400: best_fit = 0.0589286
Gen 450: best_fit = 0.0572646
Gen 500: best_fit = 0.0563002
Gen 550: best_fit = 0.0552703
Gen 600: best_fit = 0.0546881
Gen 650: best_fit = 0.0541405
Gen 700: best_fit = 0.0538964
Gen 750: best_fit = 0.0536193
Gen 800: best_fit = 0.0533096
Gen 850: best_fit = 0.0532514
Gen 900: best_fit = 0.0529433
Gen 950: best_fit = 0.0529052
Gen 1000: best_fit = 0.0528991
Gen 1050: best_fit = 0.0528548
Gen 1100: best_fit = 0.0527561
Gen 1150: best_fit = 0.0527533
Gen 1200: best_fit = 0.0527306
Gen 1250: best_fit = 0.0526757
Gen 1300: best_fit = 0.0526266
Gen 1350: best_fit = 0.0526025
Gen 1400: best_fit = 0.0524289
Gen 1450: best_fit = 0.0523681
Gen 1500: best_fit = 0.052267
Gen 1550: best_fit = 0.0522523
Gen 1600: best_fit = 0.0522523
Gen 1650: best_fit = 0.0522173
Gen 1700: best_fit = 0.0521762
Gen 1750: best_fit = 0.0520411
Gen 1800: best_fit = 0.0520411
Gen 1850: best_fit = 0.0520411
Gen 1900: best_fit = 0.0519682
Gen 1950: best_fit = 0.0519442
Gen 2000: best_fit = 0.0519158
