Command: 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\build_ablation\Release\CED_Schedule.exe' --solver CGA --seed 1 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\data' --data_file data_matrix_T200_E100_D300.txt --cnum 100 --enum 100 --dnum 300 --tnum 200 --mopt 5
Command: 'C:\Users\Hu\Desktop\论文\CED_schedule_Final\build_ablation\Release\CED_Schedule.exe' '--solver' 'CGA' '--seed' '1' '--generations' '10000' '--log_every' '50' '--data_dir' 'C:\Users\Hu\Desktop\论文\CED_schedule_Final\data' '--data_file' 'data_matrix_T200_E100_D300.txt' '--cnum' '100' '--enum' '100' '--dnum' '300' '--tnum' '200' '--mopt' '5'
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 1
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CGA
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
CGA input: (raw data mode via --data_dir/--data_file)
CGA VM count (raw mode): 70
CGA communication scale (raw mode): 0.01
CGA edge ratio (raw mode): 0.6
CGA deadline factor (raw mode): 1.5
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data\\data_matrix_T200_E100_D300.txt"
[Normalization] f1_ref (makespan) = 22665.1
[Normalization] f2_ref (energy) = 1893.49
[Normalization] alpha = 0.5

=== Running CGA Solver ===
CGA mode: objective-compatible with CED_Schedule (best_fit smaller is better)
CGA params: pop=300, gen=10000, pc=0.75, pm(early/late)=0.03/0.01, cat=150, cat_apply_gen<=5000
Gen 50: best_fit = 0.0784288
Gen 100: best_fit = 0.0751879
Gen 150: best_fit = 0.0735739
Gen 200: best_fit = 0.0722558
Gen 250: best_fit = 0.0720049
Gen 300: best_fit = 0.0716715
Gen 350: best_fit = 0.0709587
Gen 400: best_fit = 0.0705161
Gen 450: best_fit = 0.0701705
Gen 500: best_fit = 0.0696383
Gen 550: best_fit = 0.0687085
Gen 600: best_fit = 0.0684912
Gen 650: best_fit = 0.0683669
Gen 700: best_fit = 0.0683228
Gen 750: best_fit = 0.068198
Gen 800: best_fit = 0.068057
Gen 850: best_fit = 0.067814
Gen 900: best_fit = 0.0672956
Gen 950: best_fit = 0.0671386
Gen 1000: best_fit = 0.0671241
Gen 1050: best_fit = 0.0666551
Gen 1100: best_fit = 0.0665648
Gen 1150: best_fit = 0.0663917
Gen 1200: best_fit = 0.0661385
Gen 1250: best_fit = 0.0656449
Gen 1300: best_fit = 0.0655051
Gen 1350: best_fit = 0.0652426
Gen 1400: best_fit = 0.065042
Gen 1450: best_fit = 0.0642285
Gen 1500: best_fit = 0.0637141
Gen 1550: best_fit = 0.0631894
Gen 1600: best_fit = 0.0630625
Gen 1650: best_fit = 0.0628663
Gen 1700: best_fit = 0.0626603
Gen 1750: best_fit = 0.0624813
Gen 1800: best_fit = 0.0623385
Gen 1850: best_fit = 0.0618512
Gen 1900: best_fit = 0.0617955
Gen 1950: best_fit = 0.0612088
Gen 2000: best_fit = 0.0611646
Gen 2050: best_fit = 0.0610582
Gen 2100: best_fit = 0.0610018
Gen 2150: best_fit = 0.06094
Gen 2200: best_fit = 0.0608565
Gen 2250: best_fit = 0.0605894
Gen 2300: best_fit = 0.0604341
Gen 2350: best_fit = 0.0601692
Gen 2400: best_fit = 0.0601024
Gen 2450: best_fit = 0.059918
Gen 2500: best_fit = 0.0597184
Gen 2550: best_fit = 0.0595931
Gen 2600: best_fit = 0.0594471
Gen 2650: best_fit = 0.0593758
Gen 2700: best_fit = 0.0589535
Gen 2750: best_fit = 0.0589201
Gen 2800: best_fit = 0.0587411
Gen 2850: best_fit = 0.0585427
Gen 2900: best_fit = 0.0584292
Gen 2950: best_fit = 0.0584169
Gen 3000: best_fit = 0.0582228
Gen 3050: best_fit = 0.0580444
Gen 3100: best_fit = 0.0579693
Gen 3150: best_fit = 0.05793
Gen 3200: best_fit = 0.0577963
Gen 3250: best_fit = 0.0576971
Gen 3300: best_fit = 0.0576557
Gen 3350: best_fit = 0.0575911
Gen 3400: best_fit = 0.0575113
Gen 3450: best_fit = 0.0574396
Gen 3500: best_fit = 0.0573149
Gen 3550: best_fit = 0.057221
Gen 3600: best_fit = 0.0570885
Gen 3650: best_fit = 0.0570457
Gen 3700: best_fit = 0.0570079
Gen 3750: best_fit = 0.0569932
Gen 3800: best_fit = 0.0569176
Gen 3850: best_fit = 0.0568083
Gen 3900: best_fit = 0.0567797
Gen 3950: best_fit = 0.0567475
Gen 4000: best_fit = 0.0566278
Gen 4050: best_fit = 0.056499
Gen 4100: best_fit = 0.0564289
Gen 4150: best_fit = 0.0563313
Gen 4200: best_fit = 0.0562011
Gen 4250: best_fit = 0.0561662
Gen 4300: best_fit = 0.0559628
Gen 4350: best_fit = 0.055776
Gen 4400: best_fit = 0.055688
Gen 4450: best_fit = 0.0556385
Gen 4500: best_fit = 0.0555878
Gen 4550: best_fit = 0.0554324
Gen 4600: best_fit = 0.0553023
Gen 4650: best_fit = 0.0552224
Gen 4700: best_fit = 0.0551737
Gen 4750: best_fit = 0.0551164
Gen 4800: best_fit = 0.0550576
Gen 4850: best_fit = 0.0549435
Gen 4900: best_fit = 0.0548794
Gen 4950: best_fit = 0.0548392
Gen 5000: best_fit = 0.054689
Gen 5050: best_fit = 0.0545778
Gen 5100: best_fit = 0.0545556
Gen 5150: best_fit = 0.0543623
Gen 5200: best_fit = 0.0542877
Gen 5250: best_fit = 0.0542009
Gen 5300: best_fit = 0.0541662
Gen 5350: best_fit = 0.0541123
Gen 5400: best_fit = 0.054027
Gen 5450: best_fit = 0.0539202
Gen 5500: best_fit = 0.0538332
Gen 5550: best_fit = 0.0537979
Gen 5600: best_fit = 0.0536719
Gen 5650: best_fit = 0.0536302
Gen 5700: best_fit = 0.0535786
Gen 5750: best_fit = 0.0534491
Gen 5800: best_fit = 0.0533901
Gen 5850: best_fit = 0.0533588
Gen 5900: best_fit = 0.053325
Gen 5950: best_fit = 0.0532361
Gen 6000: best_fit = 0.0531538
Gen 6050: best_fit = 0.053092
Gen 6100: best_fit = 0.0527296
Gen 6150: best_fit = 0.0527296
Gen 6200: best_fit = 0.052729
Gen 6250: best_fit = 0.0526193
Gen 6300: best_fit = 0.0525291
Gen 6350: best_fit = 0.0523833
Gen 6400: best_fit = 0.0522987
Gen 6450: best_fit = 0.0521751
Gen 6500: best_fit = 0.0521611
Gen 6550: best_fit = 0.0521229
Gen 6600: best_fit = 0.052026
Gen 6650: best_fit = 0.0519375
Gen 6700: best_fit = 0.0519099
Gen 6750: best_fit = 0.0518907
Gen 6800: best_fit = 0.0518446
Gen 6850: best_fit = 0.0518125
Gen 6900: best_fit = 0.051798
Gen 6950: best_fit = 0.0517432
Gen 7000: best_fit = 0.0517133
Gen 7050: best_fit = 0.0516864
Gen 7100: best_fit = 0.0516357
Gen 7150: best_fit = 0.0516116
Gen 7200: best_fit = 0.0515785
Gen 7250: best_fit = 0.0515653
Gen 7300: best_fit = 0.0515492
Gen 7350: best_fit = 0.0515325
Gen 7400: best_fit = 0.0514708
Gen 7450: best_fit = 0.0514633
Gen 7500: best_fit = 0.0514604
Gen 7550: best_fit = 0.0513903
Gen 7600: best_fit = 0.0513023
Gen 7650: best_fit = 0.0512583
Gen 7700: best_fit = 0.0512583
Gen 7750: best_fit = 0.0512583
Gen 7800: best_fit = 0.0512302
Gen 7850: best_fit = 0.0512287
Gen 7900: best_fit = 0.0511854
Gen 7950: best_fit = 0.0511283
Gen 8000: best_fit = 0.0510275
Gen 8050: best_fit = 0.0510275
Gen 8100: best_fit = 0.0509961
Gen 8150: best_fit = 0.0509666
Gen 8200: best_fit = 0.0509473
Gen 8250: best_fit = 0.0509098
Gen 8300: best_fit = 0.0508841
Gen 8350: best_fit = 0.0508841
Gen 8400: best_fit = 0.0508694
Gen 8450: best_fit = 0.0508357
Gen 8500: best_fit = 0.0508217
Gen 8550: best_fit = 0.0507861
Gen 8600: best_fit = 0.0506551
Gen 8650: best_fit = 0.0505597
Gen 8700: best_fit = 0.0505211
Gen 8750: best_fit = 0.0504927
Gen 8800: best_fit = 0.0504774
Gen 8850: best_fit = 0.0504517
Gen 8900: best_fit = 0.0504455
Gen 8950: best_fit = 0.0503345
Gen 9000: best_fit = 0.0503345
Gen 9050: best_fit = 0.0503111
Gen 9100: best_fit = 0.0501377
Gen 9150: best_fit = 0.0501377
Gen 9200: best_fit = 0.0501235
Gen 9250: best_fit = 0.0500911
Gen 9300: best_fit = 0.0500489
Gen 9350: best_fit = 0.0499954
Gen 9400: best_fit = 0.0499792
Gen 9450: best_fit = 0.0499224
Gen 9500: best_fit = 0.0499224
Gen 9550: best_fit = 0.0498976
Gen 9600: best_fit = 0.0498746
Gen 9650: best_fit = 0.049868
Gen 9700: best_fit = 0.0498106
Gen 9750: best_fit = 0.0497882
Gen 9800: best_fit = 0.0497836
Gen 9850: best_fit = 0.0497803
Gen 9900: best_fit = 0.0496684
Gen 9950: best_fit = 0.0496132
Gen 10000: best_fit = 0.0496065

=== Final Results (CGA) ===
Solver: CGA
Generations = 10000
Best generation = 9999
Catastrophe triggers = 0
Best fitness = 0.0496065
The best solution = 0.0496065
Time = 210.377 s

exit code 0

exit code 0
