gen,CCHIHH_Full mean,CCHIHH_Full var,GDE mean,GDE var,CGA mean,CGA var,IMOMA mean,IMOMA var
1000,0.04562256,1.6852504263999985e-06,0.04550919,1.5830286548999984e-06,0.06775889,2.497793832899998e-06,0.06487908,3.721448933599996e-06
1050,0.04533001,1.6595880789000004e-06,0.04514742,1.4793505696000006e-06,0.06738874,2.3840700643999956e-06,0.06468151,2.8306835329000037e-06
1100,0.04506657,1.7093785781000015e-06,0.04477596,1.6657312404000012e-06,0.06717922,2.1675463775999996e-06,0.06447163,2.403891806100006e-06
1150,0.04481198,1.6993017255999956e-06,0.04445379,1.683372050900002e-06,0.06683862,2.5734243416000046e-06,0.06439218,2.5064652155999985e-06
1200,0.04457671,1.713151800899998e-06,0.04416586,1.6558051304000008e-06,0.06660639,2.4560538808999967e-06,0.06423273,2.2097025940999983e-06
1250,0.04431561,1.8057977309000006e-06,0.04389872,1.4695682855999985e-06,0.06618362,2.1906489036000007e-06,0.06406793,2.174295064099995e-06
1300,0.04412695,1.8038821185000003e-06,0.04366139,1.3742418929000016e-06,0.06593704,2.1986486004000034e-06,0.0639194,1.9751911739999963e-06
1350,0.04390264,1.755418716399999e-06,0.04342304,1.492062356399998e-06,0.06563632999999999,2.0748481661000016e-06,0.06384992,1.7047095155999984e-06
1400,0.04369948,1.7236282335999989e-06,0.04325318,1.5380589055999984e-06,0.06537332,2.290671313600004e-06,0.06372095,2.068273488499998e-06
1450,0.04352571,1.8043481129000003e-06,0.04307853,1.5102255801000011e-06,0.06512782,2.2226118895999945e-06,0.06349189,2.310007738899997e-06
1500,0.043349280000000004,1.8040803455999991e-06,0.042867489999999994,1.5767885129000008e-06,0.06469981999999999,2.138840521599997e-06,0.06346241,2.2696366308999957e-06
1550,0.043230950000000004,1.7372123084999983e-06,0.042690729999999996,1.6020902280999986e-06,0.06454027,2.2208688820999988e-06,0.0634074,2.207390613999994e-06
1600,0.04310656,1.752389814400002e-06,0.04251549,1.6093974969000005e-06,0.06438353,2.2551855001000057e-06,0.06306768,2.573281021599998e-06
1650,0.04296609,1.7300457388999992e-06,0.04234753,1.6592802961000007e-06,0.0641137,2.026218939999997e-06,0.06306684,2.573529090399998e-06
1700,0.04282128,1.7449984995999996e-06,0.04214082,1.8035089875999982e-06,0.06390979,2.092111538900004e-06,0.06299157,2.346276684099999e-06
1750,0.04271727,1.740699980099999e-06,0.042030200000000004,1.7662662180000017e-06,0.06370585,2.085447172500001e-06,0.06291761,2.622496088899998e-06
1800,0.042643310000000004,1.7265984548999977e-06,0.04187674,1.6517021943999998e-06,0.06355269,1.9885018748999974e-06,0.06281988000000001,2.6863799235999995e-06
1850,0.0425663,1.7389218440000009e-06,0.04176939,1.6133055769e-06,0.06336974,1.9422315563999994e-06,0.06277989,2.662252084899995e-06
1900,0.042464550000000004,1.736743266500003e-06,0.04165224,1.6521102404000006e-06,0.06309315,1.8242294164999968e-06,0.06263605,2.394838156499995e-06
1950,0.04238779,1.7447482749e-06,0.04151702,1.6645282656000024e-06,0.0628592,2.1916256580000043e-06,0.062466200000000006,2.0625497839999982e-06
