config,mean,std,best,median,worst,mean±std
CCHIHH_Full,0.038271,0.0019312648601370035,0.0364965,0.03758,0.0419295,0.038271 ± 0.001931
GDE,0.03705224,0.0016797954228615667,0.0339033,0.036971649999999995,0.0396272,0.037052 ± 0.001680
CGA,0.04948658,0.0010943397063475724,0.047867,0.049712900000000004,0.0507641,0.049487 ± 0.001094
IMOMA,0.0575982,0.0016130802129259837,0.0558003,0.05778685,0.0604564,0.057598 ± 0.001613
