gen,full_mean,full_var,full_ci95,nocc_mean,nocc_var,nocc_ci95
50,0.07382252,2.461394113600003e-06,0.0009724038063893915,0.07608877,7.983483464100005e-06,0.0017512666865924953
100,0.06699785,4.6889317705000035e-06,0.0013421251912378671,0.07057331,3.370199794899994e-06,0.0011378470693413864
150,0.06294854,5.634959544400004e-06,0.0014713008049262754,0.06882485,5.0524688584999915e-06,0.001393182126170644
200,0.05992538000000001,4.439338629600005e-06,0.0013059158961997277,0.06777122,3.9355582015999996e-06,0.0012295869382547358
250,0.05732275,5.1131178805000026e-06,0.001401518949202215,0.06740823,4.986950986100009e-06,0.0013841196085671856
300,0.05531967,3.668798712100005e-06,0.0011871839424623034,0.06720052,4.6627864616000114e-06,0.0013383781405448389
350,0.05371009,3.4082482289e-06,0.0011442520000481643,0.06677828999999999,5.042796574900015e-06,0.0013918479558535082
400,0.052292399999999996,3.377941024000002e-06,0.0011391531169161768,0.06677828999999999,5.042796574900015e-06,0.0013918479558535082
450,0.05126693,2.816177216100001e-06,0.0010401262612476315,0.06677828999999999,5.042796574900015e-06,0.0013918479558535082
500,0.05047984,2.468153602399998e-06,0.0009737381002600152,0.06677828999999999,5.042796574900015e-06,0.0013918479558535082
550,0.04974381,2.3708023028999987e-06,0.0009543413501897858,0.06658834,4.701367148400013e-06,0.0013439037181767707
600,0.04900595,2.0988347624999974e-06,0.0008979356114789072,0.06647007,4.816858986100014e-06,0.0013603104601892103
650,0.04847997,2.0588595360999987e-06,0.0008893432854574073,0.06622249,4.692891596900003e-06,0.0013426917873678626
700,0.048013230000000004,2.0241728721000006e-06,0.0008818198515263398,0.06606208,5.998511897600006e-06,0.0015180211891083794
750,0.04746081,1.9788544908999993e-06,0.0008718926202372307,0.06606208,5.998511897600006e-06,0.0015180211891083794
800,0.047036299999999996,1.9901399819999994e-06,0.000874375305852767,0.06598617,5.655212718100005e-06,0.001473942508303936
850,0.04668785,1.9606505144999997e-06,0.0008678729755271331,0.06598617,5.655212718100005e-06,0.001473942508303936
900,0.04629883,1.7509124501000002e-06,0.0008201405530946607,0.06598617,5.655212718100005e-06,0.001473942508303936
950,0.045978019999999994,1.674562083600002e-06,0.0008020597047824911,0.06580587,5.723858466100009e-06,0.001482861243790861
1000,0.04562256,1.6852504263999985e-06,0.0008046153141755527,0.06543908,4.7994786175999985e-06,0.0013578540811652832
1050,0.04533001,1.6595880789000004e-06,0.0007984656263047422,0.06517384,4.186130366399998e-06,0.0012681261142158625
1100,0.04506657,1.7093785781000015e-06,0.0008103547831430975,0.0649302,4.254018215999996e-06,0.0012783675675871
1150,0.04481198,1.6993017255999956e-06,0.0008079627162849126,0.06488921,4.370442522899997e-06,0.0012957427212210233
1200,0.04457671,1.713151800899998e-06,0.0008112486646113775,0.06488921,4.370442522899997e-06,0.0012957427212210233
1250,0.04431561,1.8057977309000006e-06,0.0008328957055373405,0.06488921,4.370442522899997e-06,0.0012957427212210233
1300,0.04412695,1.8038821185000003e-06,0.0008324538153212826,0.06463684,3.0857656564000012e-06,0.0010887735001195722
1350,0.04390264,1.755418716399999e-06,0.0008211952594189908,0.06463684,3.0857656564000012e-06,0.0010887735001195722
1400,0.04369948,1.7236282335999989e-06,0.0008137253973053659,0.06450306,2.8696975783999996e-06,0.0010499633430354337
1450,0.04352571,1.8043481129000003e-06,0.0008325613317057574,0.06426227,3.341286794099998e-06,0.0011329557514843443
1500,0.043349280000000004,1.8040803455999991e-06,0.0008324995528921896,0.06420891,3.614158094899999e-06,0.0011783102196521863
1550,0.043230950000000004,1.7372123084999983e-06,0.0008169256272350374,0.06408897999999999,4.4144977576e-06,0.0013022570631636505
1600,0.04310656,1.752389814400002e-06,0.000820486484410258,0.06408357,4.456703602100001e-06,0.0013084675218677521
1650,0.04296609,1.7300457388999992e-06,0.0008152388429508396,0.06408357,4.456703602100001e-06,0.0013084675218677521
1700,0.04282128,1.7449984995999996e-06,0.0008187543121146513,0.06408357,4.456703602100001e-06,0.0013084675218677521
1750,0.04271727,1.740699980099999e-06,0.0008177452563941999,0.06408357,4.456703602100001e-06,0.0013084675218677521
1800,0.042643310000000004,1.7265984548999977e-06,0.0008144262166914711,0.06408357,4.456703602100001e-06,0.0013084675218677521
1850,0.0425663,1.7389218440000009e-06,0.0008173274836875611,0.06408357,4.456703602100001e-06,0.0013084675218677521
1900,0.042464550000000004,1.736743266500003e-06,0.0008168153360819329,0.06408357,4.456703602100001e-06,0.0013084675218677521
1950,0.04238779,1.7447482749e-06,0.0008186956072226013,0.06408357,4.456703602100001e-06,0.0013084675218677521
2000,0.04228464,1.7883261144000039e-06,0.0008288566583601205,0.06408357,4.456703602100001e-06,0.0013084675218677521
2050,0.04217557,1.8746162421000012e-06,0.0008486180386753138,0.06402329,4.4960821149e-06,0.0013142354831840388
