gen,CCHIHH_Full mean,CCHIHH_Full var,CGA mean,CGA var,IMOMA mean,IMOMA var,DSAC_DE mean,DSAC_DE var
50,0.05494939,1.2203130828999998e-06,0.05980243,2.6770798781000035e-06,0.055092459999999996,4.818404418399999e-06,0.059239770000000004,2.4931019861000025e-06
100,0.05058464,2.228248916399997e-06,0.05838831,2.767239198900001e-06,0.05348296,2.7951290764000017e-06,0.05619885,2.5204641884999997e-06
150,0.04731555,1.8974923204999956e-06,0.05753413,2.8744393961000004e-06,0.05288028,3.317301507599996e-06,0.05497324,2.9700988284000055e-06
200,0.04487806,2.001641358399998e-06,0.05705367,3.1831308301000006e-06,0.05232352,2.9531246616000027e-06,0.05461399,3.890586462900002e-06
250,0.04277372,1.931029297600001e-06,0.05641317,2.3968435121000023e-06,0.051916229999999994,2.8768276420999997e-06,0.054422139999999994,4.0106982843999974e-06
300,0.04112946,1.8610915304000027e-06,0.055911659999999995,1.9705191924000026e-06,0.05173869,3.273718128899999e-06,0.05430637000000001,3.7297893801e-06
350,0.039702499999999995,1.536126326e-06,0.055697220000000006,1.8720343176000014e-06,0.051313120000000004,2.9538710656000015e-06,0.05408729999999999,3.671383723999999e-06
400,0.03854541,1.5782369489e-06,0.05546029,1.9711486289000033e-06,0.0510099,3.1124324839999968e-06,0.05390858,3.9197587675999985e-06
450,0.037635800000000004,1.342436312e-06,0.054991120000000004,2.3241933076000022e-06,0.050843559999999996,2.5400049144000004e-06,0.053811609999999996,3.8430936448999995e-06
500,0.036888870000000004,1.2617630200999997e-06,0.054687410000000006,2.0082933549000014e-06,0.05053126,2.589082224400001e-06,0.05374272,3.7088972116000046e-06
550,0.036298409999999996,1.2060658649e-06,0.054331620000000004,1.895864227599998e-06,0.05029057,2.1860605200999995e-06,0.053633799999999995,3.980300241999998e-06
600,0.03571178,1.0274516295999986e-06,0.05402973,1.9786050521e-06,0.05009914,2.3767999303999997e-06,0.053461329999999994,3.643947254099996e-06
650,0.03522446,9.859625863999977e-07,0.053785400000000004,2.212778215999999e-06,0.04996764,2.295053358399999e-06,0.05335403,3.528304004100002e-06
700,0.03472778,1.0799359636000002e-06,0.053562120000000005,2.2481252415999984e-06,0.04983109,2.428549300899998e-06,0.05321264999999999,3.1859916684999997e-06
750,0.034305550000000004,1.158224510499998e-06,0.05329651,2.346338890900004e-06,0.049688460000000004,2.6371735683999996e-06,0.05312656,3.0372812803999986e-06
800,0.0339242,1.1401728960000005e-06,0.05298326,2.3095280744000004e-06,0.04958561,2.491544256900001e-06,0.05304132,3.077602607600002e-06
850,0.03355258,1.1025090216000007e-06,0.052712749999999996,2.0825548385000006e-06,0.049422709999999995,2.4657693468999998e-06,0.05297812,3.0916426235999995e-06
900,0.03324074,1.109604286400002e-06,0.05254288,2.013235073599998e-06,0.04938728,2.413270171599999e-06,0.05290384,2.9956866264000036e-06
950,0.03299279,1.1113924788999989e-06,0.052236340000000006,2.127748394399999e-06,0.04922271,2.2532874789000002e-06,0.05278657999999999,3.0822527996e-06
1000,0.032691160000000004,1.160249098400002e-06,0.051945149999999995,2.1342766464999983e-06,0.04909209,2.8583332128999967e-06,0.05269838,3.1361543356000006e-06
1050,0.03242441,1.1861380028999977e-06,0.051761919999999996,2.211257185600001e-06,0.04896031,2.5073236509000006e-06,0.05261666,2.9837495624000015e-06
1100,0.0321945,1.225583439999999e-06,0.051503,1.8645684679999999e-06,0.04871221,2.298494206900001e-06,0.052461999999999995,3.24557923e-06
1150,0.03196156,1.2407773064000019e-06,0.051281469999999996,2.0619268580999985e-06,0.048560969999999995,2.2225953001e-06,0.052384929999999996,3.203931678099999e-06
1200,0.031769969999999995,1.2786530140999996e-06,0.051133019999999994,2.0800886695999997e-06,0.04848909999999999,2.3546720659999998e-06,0.052324,3.2777107120000045e-06
1250,0.03163843,1.3181968621000015e-06,0.050936539999999995,2.096423530399998e-06,0.0483129,2.4404089860000006e-06,0.05226172,3.2569429955999995e-06
1300,0.03146807,1.3012962740999992e-06,0.05076547,2.042082764100001e-06,0.04829882,2.409370883600001e-06,0.052173080000000004,3.317623093599999e-06
1350,0.03129724,1.2723428123999996e-06,0.05044944,2.059790298400002e-06,0.04816241,2.433413522899999e-06,0.052051440000000004,3.351896752399999e-06
1400,0.03117723,1.2511492801000007e-06,0.050280899999999996,1.9908849700000006e-06,0.04810724,2.6108445463999987e-06,0.051964500000000004,3.1761412079999987e-06
1450,0.0310496,1.2879870860000008e-06,0.05013874,1.966677942400003e-06,0.04803945,2.7382281204999974e-06,0.05188864,3.2557060684e-06
1500,0.030914760000000003,1.2565595283999994e-06,0.04992602,1.965321317599999e-06,0.04798073,2.769108426099997e-06,0.05180084,3.1030088323999995e-06
1550,0.030810320000000002,1.3223391075999995e-06,0.04971178,1.9160995055999983e-06,0.04786729,2.7444403788999993e-06,0.05175054999999999,3.1076015025000034e-06
1600,0.03071896,1.3722849403999996e-06,0.04955238,1.7317225735999965e-06,0.04782274,2.7148207483999996e-06,0.051675820000000004,3.0978126856000017e-06
1650,0.03063279,1.3221284569000004e-06,0.04934219,1.5977091409000014e-06,0.04772076,2.8877806623999965e-06,0.05159118,3.0244397776000004e-06
1700,0.030525629999999998,1.0363685141000014e-06,0.04915527,1.5195711841000004e-06,0.04770447,2.848964630099997e-06,0.051515889999999995,3.102855356900002e-06
1750,0.030450300000000003,1.0132585039999995e-06,0.04893557,1.6180325561000015e-06,0.04762801,2.6487626848999985e-06,0.051436130000000004,3.104854256099997e-06
1800,0.03039489,1.0452474748999984e-06,0.048820550000000004,1.7383993104999985e-06,0.047526620000000006,2.7375955455999984e-06,0.05138231,3.0396061289000003e-06
1850,0.03031243,9.995417020999988e-07,0.04862189,1.792161772900001e-06,0.04742892,3.051577829600004e-06,0.05133381,2.9783205588999956e-06
1900,0.03023729,9.66992008899999e-07,0.048501100000000005,1.8049799380000018e-06,0.04735001,2.9877674688999998e-06,0.05126644,2.949038562400002e-06
1950,0.030124059999999998,9.099294563999993e-07,0.04830875,1.6390206245000005e-06,0.0472983,3.2722453799999996e-06,0.05114984,2.9628478343999998e-06
2000,0.03005254,9.230186723999995e-07,0.04805138,1.794558245599998e-06,0.04727597,3.2390694501000032e-06,0.05108394000000001,2.9313512963999985e-06
2050,0.029987600000000003,9.826483659999985e-07,0.04786505,1.8653826705000008e-06,0.0472331,3.1698600000000035e-06,0.051010469999999995,2.9302941421e-06
2100,0.02992181,9.933277828999986e-07,0.04772833,1.8828238281000003e-06,0.04721651,3.1963709269000002e-06,0.05094864,2.9549511204000035e-06
2150,0.02985479,1.0250992568999996e-06,0.04762054,1.9145386024000013e-06,0.047215469999999995,3.198245990100002e-06,0.05085826,3.024943434400003e-06
2200,0.029801100000000004,1.0111287239999989e-06,0.04748049,2.0426986629000004e-06,0.04693414,2.1842251823999985e-06,0.05073579,2.8214743309000016e-06
2250,0.029754799999999998,1.0403163679999988e-06,0.04733604,1.9914016643999984e-06,0.04687015,2.190352940500002e-06,0.050652489999999994,2.7747368608999994e-06
2300,0.029719669999999997,1.037238100099999e-06,0.0471742,2.0571478519999997e-06,0.04683411,2.166153804900002e-06,0.05059202,2.784519229599999e-06
2350,0.0296519,1.0323771199999986e-06,0.04705574,2.0824088224000026e-06,0.046778179999999996,2.0612729296000005e-06,0.05051539000000001,2.8601217289000013e-06
2400,0.029595589999999998,1.0832258808999993e-06,0.04690371,1.919496718900002e-06,0.0466921,1.8413514340000016e-06,0.05045301,2.8152459508999994e-06
2450,0.02953819,1.1190961729000018e-06,0.046788659999999996,1.8518999683999987e-06,0.046674339999999995,1.8510065044000016e-06,0.0504255,2.8017754339999988e-06
2500,0.02949293,1.1510507781000008e-06,0.04667786,1.9690343124000046e-06,0.04665415,1.9014449605000012e-06,0.05035966000000001,2.8260304323999986e-06
2550,0.029453810000000004,1.176939554900001e-06,0.04653712,2.048900829600002e-06,0.04656706,2.175400888399999e-06,0.05029858,2.889833445600003e-06
2600,0.029394160000000003,1.2276272424000008e-06,0.04642312,1.9593256875999993e-06,0.04653482,2.0961453836000027e-06,0.050233839999999995,2.9271596803999977e-06
2650,0.029331089999999997,1.2600176588999985e-06,0.04625883,1.9296238221000023e-06,0.046510750000000003,2.100166758500003e-06,0.05009005,2.1887142984999988e-06
2700,0.02926454,1.345742242399999e-06,0.04614353,1.7817125301000034e-06,0.04650335,2.1034545785000027e-06,0.050040209999999995,2.152295714899995e-06
2750,0.029221550000000002,1.3874824384999998e-06,0.04596522,1.8909208855999994e-06,0.04644119,2.413206560900003e-06,0.04995801,2.1479801788999974e-06
2800,0.02916282,1.3881745836000006e-06,0.04582806,1.9274282183999986e-06,0.0463841,2.4103725560000028e-06,0.04990659,2.094488602899999e-06
2850,0.029121269999999998,1.4288685501000001e-06,0.0456632,1.8413588420000013e-06,0.04626293,2.4268073220999997e-06,0.04981129,2.0604370609000017e-06
2900,0.029073500000000002,1.4137763360000011e-06,0.0454836,1.920596986e-06,0.046226630000000005,2.3310343701000005e-06,0.049718229999999995,2.031571358100001e-06
2950,0.029035,1.4038164640000017e-06,0.04539212,1.8780230575999993e-06,0.04622272,2.3233937836000014e-06,0.0495903,2.2856507560000026e-06
3000,0.02895533,1.2871883341000003e-06,0.04522818,1.7771142935999998e-06,0.0461601,2.2173855339999996e-06,0.0495243,2.2478339280000035e-06
3050,0.028887629999999997,1.2521503200999986e-06,0.045141759999999996,1.8316795424000002e-06,0.04611622,2.412815301600003e-06,0.0494806,2.2941081779999983e-06
3100,0.028804879999999998,1.2187832556000005e-06,0.04502264,1.814457210400003e-06,0.04611524,2.4097393364000015e-06,0.04942437,2.3527587881000013e-06
3150,0.028749229999999997,1.215548244099999e-06,0.04489747,1.9290136100999983e-06,0.04611524,2.4097393364000015e-06,0.04934806,2.4819382824000004e-06
3200,0.02870969,1.2136560108999986e-06,0.044752429999999996,2.066323350100001e-06,0.04600465,2.116268596500001e-06,0.04929789,2.502288784900002e-06
3250,0.028668739999999998,1.2326526064e-06,0.04462022,2.2248261535999994e-06,0.04598332,2.0723942376000005e-06,0.04923986,2.5168427483999993e-06
3300,0.02862184,1.2425099224000005e-06,0.04452734,2.2494518504000023e-06,0.04596385,2.0979005185e-06,0.049119220000000005,2.4001546056e-06
3350,0.028580089999999995,1.2864371648999998e-06,0.04438893,2.1031569880999997e-06,0.045927850000000006,2.0178243985000003e-06,0.04903822,2.4370407735999955e-06
3400,0.02854507,1.3178680600999997e-06,0.04425565,1.9828907365e-06,0.04592372,2.008774797600001e-06,0.04896533,2.3463315960999983e-06
3450,0.02850894,1.3505947723999996e-06,0.04416999,2.003287198899999e-06,0.04592372,2.008774797600001e-06,0.04891178,2.297384227599999e-06
3500,0.028479920000000002,1.3868808375999999e-06,0.043999739999999996,2.0899777704000028e-06,0.04591896,2.008305842400001e-06,0.048865370000000005,2.318296140100001e-06
3550,0.028436109999999997,1.4008112629000004e-06,0.04386607,2.0799403300999954e-06,0.04591549,2.008221000900001e-06,0.04880105,2.3627748764999955e-06
3600,0.02839799,1.4462829149000006e-06,0.04376278,2.033409911600001e-06,0.045836959999999996,1.8401367304000016e-06,0.04875937,2.321970258099998e-06
3650,0.02835918,1.4452042376e-06,0.04360715,2.005755848500001e-06,0.045769870000000004,1.8559268321000005e-06,0.04872216,2.3794668984000027e-06
3700,0.028324509999999997,1.4698249968999998e-06,0.04353038,2.010881139599998e-06,0.04568448,1.7964831076000016e-06,0.04864734,2.4439380844000034e-06
3750,0.02829148,1.4888467855999998e-06,0.04340175,1.9065458644999985e-06,0.04564352,1.7561351876000003e-06,0.04859072,2.314038333600001e-06
3800,0.02825216,1.5390585604000005e-06,0.04331246,1.8818996704000005e-06,0.04564109,1.753658812900003e-06,0.04851651,2.3843013228999985e-06
3850,0.02822732,1.5490924115999996e-06,0.04321841,1.8063592028999986e-06,0.04560174,1.7214359164000026e-06,0.04843379,2.3966288948999992e-06
3900,0.028192630000000003,1.5384996861000004e-06,0.04309162,1.697537399599999e-06,0.04560174,1.7214359164000026e-06,0.04837013,2.338830516099999e-06
3950,0.028154839999999997,1.5672424184e-06,0.0430053,1.7312954759999989e-06,0.04557865,1.672911014500003e-06,0.04829991,2.3198927129000016e-06
4000,0.02811827,1.5815332621000005e-06,0.04290525,1.7971549004999985e-06,0.04556438,1.6416501536000024e-06,0.04821589,2.2920838568999966e-06
4050,0.02809145,1.5790218145000008e-06,0.04283015,1.7306125384999986e-06,0.04556279,1.6497853409000022e-06,0.04818316,2.3465017444000023e-06
4100,0.028048800000000002,1.5473270600000003e-06,0.042712099999999996,1.7653572239999986e-06,0.04550697,1.580711994100001e-06,0.048120170000000004,2.3153798181000047e-06
4150,0.02802081,1.5679065928999994e-06,0.04260025,1.811922752499998e-06,0.04548667,1.5539695861000008e-06,0.04807787,2.2893590840999963e-06
4200,0.027989720000000003,1.582870891599999e-06,0.04252796,1.8496534183999993e-06,0.04545598,1.6007460615999984e-06,0.04804385,2.347811244500002e-06
4250,0.027960449999999998,1.5922635784999983e-06,0.04242441,1.7424010329000006e-06,0.045426680000000004,1.5740577475999996e-06,0.04798017,2.402795348099998e-06
4300,0.02793744,1.5861959084000009e-06,0.04231256,1.7318124524000007e-06,0.04540689,1.650611624900001e-06,0.0478712,2.302147958000001e-06
4350,0.027915230000000003,1.596964218100002e-06,0.04220803,1.7479026180999988e-06,0.04540689,1.650611624900001e-06,0.04783183,2.3314283341e-06
4400,0.027892309999999997,1.6165859269000008e-06,0.04213628,1.7621381816e-06,0.04536035,1.6124156825000005e-06,0.04779182,2.318651711600001e-06
4450,0.02786319,1.626457664900001e-06,0.04202145,1.7004563445000024e-06,0.045348490000000005,1.5889926569000013e-06,0.04774767,2.2699377300999994e-06
