config,mean,std,best,median,worst,mean±std
CCHIHH_Full,0.02639903,0.0013540014582710024,0.0250381,0.02606575,0.0296259,0.026399 +- 0.001354
CGA,0.035986420000000005,0.0012258820632054667,0.0337154,0.0359555,0.0378539,0.035986 +- 0.001226
IMOMA,0.04333957,0.0011985929501340774,0.0411577,0.043610499999999996,0.0447491,0.043340 +- 0.001199
DSAC_DE,0.04127384,0.001027984275928165,0.0402708,0.0409866,0.0435066,0.041274 +- 0.001028
