gen,migration_true mean,migration_true var,migration_false mean,migration_false var
2950,0.3444568,5.020213599999879e-07,0.3550546,1.1982126400000001e-06
3000,0.3443832,4.478563599999893e-07,0.3549811,1.0587556900000003e-06
3050,0.3443443,4.6373400999999304e-07,0.3548954,1.023049239999986e-06
3100,0.3443381,4.7029269000000405e-07,0.35481569999999996,1.0156150099999946e-06
3150,0.3443155,5.061520499999998e-07,0.3547605,9.41721649999998e-07
3200,0.3442503,4.821950100000067e-07,0.35461960000000003,1.0781194399999918e-06
3250,0.3442014,4.1309324000001107e-07,0.3545398,1.1781733599999917e-06
3300,0.3441523,3.9782481000000786e-07,0.35447639999999997,1.1758132400000093e-06
3350,0.3441074,3.820956400000031e-07,0.3542886,1.2192000400000015e-06
3400,0.3440808,4.050175600000007e-07,0.3541844,1.332937639999998e-06
3450,0.34405830000000004,3.837508100000032e-07,0.3540761,1.397499889999987e-06
3500,0.3440359,4.1010889000000546e-07,0.3539578,1.3819729599999996e-06
3550,0.3440093,4.3358120999999904e-07,0.3538986,1.35689384e-06
3600,0.3439665,4.421886499999949e-07,0.3538761,1.337357089999997e-06
3650,0.3438787,4.49527210000003e-07,0.3538169,1.2558588900000039e-06
3700,0.3438582,4.375531600000027e-07,0.353729,1.1978837999999976e-06
3750,0.3438582,4.375531600000027e-07,0.35366780000000003,1.1719587599999952e-06
3800,0.34383559999999996,4.1632704000000056e-07,0.3535533,1.0242582100000058e-06
3850,0.3437682,3.9139835999998926e-07,0.3534655,9.507682500000097e-07
3900,0.34376419999999996,3.892239599999902e-07,0.3534308,9.356889600000103e-07
3950,0.3437398,3.971735599999944e-07,0.3534022,1.0111497600000134e-06
4000,0.34369489999999997,4.004152899999957e-07,0.3533002,1.2949301600000201e-06
4050,0.34365199999999996,4.289847999999969e-07,0.3532492,1.2470395600000163e-06
4100,0.34362539999999997,4.517384399999958e-07,0.3531921,1.2439694900000122e-06
4150,0.3435826,4.720352399999923e-07,0.3530777,1.7157626100000121e-06
4200,0.3435581,4.309978899999967e-07,0.3530531,1.6899564900000117e-06
4250,0.34347019999999995,4.800667600000015e-07,0.3529673,1.7559972100000013e-06
4300,0.3434293,4.6039381000000234e-07,0.35285500000000003,1.646933400000004e-06
4350,0.3433619,5.255974899999944e-07,0.3528182,1.5951949599999993e-06
4400,0.3433415,5.40926049999993e-07,0.3527774,1.5866922399999998e-06
4450,0.3432986,5.788886399999949e-07,0.3527201,1.6142110899999961e-06
4500,0.3432986,5.788886399999949e-07,0.3526528,1.6023869600000168e-06
4550,0.3432128,6.323343600000043e-07,0.3526037,1.6841134100000225e-06
4600,0.3431822,6.928171600000024e-07,0.35251390000000005,1.5390986900000008e-06
4650,0.3431516,6.776334400000034e-07,0.3524466,1.4819648400000062e-06
4700,0.3431311,7.011612899999983e-07,0.352375,1.4361974000000055e-06
4750,0.3431311,7.011612899999983e-07,0.3523118,1.5882773600000198e-06
4800,0.3431107,6.995660099999983e-07,0.35229340000000003,1.5861136400000238e-06
4850,0.3430639,7.102220899999922e-07,0.3522872,1.5772523600000217e-06
4900,0.3430618,7.041965599999942e-07,0.35207869999999997,1.4610736100000191e-06
4950,0.3430618,7.041965599999942e-07,0.3520685,1.472337250000014e-06
5000,0.3430414,7.364530399999918e-07,0.3520236,1.587290240000014e-06
5050,0.3430414,7.364530399999918e-07,0.3520012,1.5826641600000272e-06
5100,0.342976,7.011599999999875e-07,0.3519746,1.556120440000024e-06
5150,0.3429514,7.027360399999883e-07,0.3519358,1.5367929600000255e-06
5200,0.3429514,7.027360399999883e-07,0.3519297,1.537644610000026e-06
5250,0.3429494,7.078216399999934e-07,0.35192769999999995,1.5376314100000262e-06
5300,0.3429086,7.864840399999926e-07,0.3518542,1.6188885600000162e-06
5350,0.3429086,7.864840399999926e-07,0.351848,1.610036200000015e-06
5400,0.3428616,7.844062399999923e-07,0.35182349999999996,1.5819884500000096e-06
5450,0.3428616,7.844062399999923e-07,0.3517765,1.5195514500000098e-06
5500,0.3428616,7.844062399999923e-07,0.3517295,1.4542630500000074e-06
5550,0.3428616,7.844062399999923e-07,0.3517029,1.40586169000001e-06
5600,0.3428616,7.844062399999923e-07,0.35165389999999996,1.386506490000018e-06
5650,0.3428616,7.844062399999923e-07,0.3516417,1.3992628100000191e-06
5700,0.3428595,7.903116499999902e-07,0.3516091,1.395715690000017e-06
5750,0.3428595,7.903116499999902e-07,0.3515295,1.463473649999991e-06
5800,0.3428575,7.931496499999852e-07,0.3514846,1.4569590400000032e-06
5850,0.3428575,7.931496499999852e-07,0.3514026,1.5069022400000119e-06
5900,0.3428514,7.765936399999911e-07,0.35130859999999997,1.6268668400000032e-06
5950,0.3428494,7.822592399999968e-07,0.3512944,1.6223086400000044e-06
6000,0.3428494,7.822592399999968e-07,0.3512617,1.573277209999994e-06
6050,0.3428494,7.822592399999968e-07,0.3511739,1.555555490000001e-06
6100,0.3428494,7.822592399999968e-07,0.3511535,1.592140849999998e-06
6150,0.3428494,7.822592399999968e-07,0.35106160000000003,1.5683996400000007e-06
6200,0.3428289,7.540368899999958e-07,0.35106160000000003,1.5683996400000007e-06
6250,0.342788,8.463339999999905e-07,0.3510514,1.596642040000009e-06
6300,0.342788,8.463339999999905e-07,0.3509962,1.7453689600000075e-06
6350,0.342788,8.463339999999905e-07,0.3509023,1.8004634099999975e-06
6400,0.342788,8.463339999999905e-07,0.3508982,1.8103423600000002e-06
6450,0.342788,8.463339999999905e-07,0.3508757,1.7927226099999982e-06
6500,0.342788,8.463339999999905e-07,0.35081850000000003,1.8655356499999959e-06
6550,0.342788,8.463339999999905e-07,0.3507675,1.8951744500000023e-06
6600,0.342786,8.463539999999904e-07,0.35074299999999997,1.8821591999999991e-06
6650,0.3427655,9.143422499999934e-07,0.3506898,2.051450560000007e-06
6700,0.3427655,9.143422499999934e-07,0.3506245,2.119684449999996e-06
6750,0.3427655,9.143422499999934e-07,0.3506021,2.064280289999996e-06
6800,0.3427655,9.143422499999934e-07,0.35057140000000003,2.0185902400000006e-06
6850,0.3427655,9.143422499999934e-07,0.3505469,2.0289120900000015e-06
6900,0.3427635,9.213802500000003e-07,0.3505142,2.132927159999993e-06
6950,0.3427635,9.213802500000003e-07,0.3504673,2.082386009999996e-06
7000,0.3427635,9.213802500000003e-07,0.3504673,2.082386009999996e-06
7050,0.3427614,9.149498400000024e-07,0.3504469,2.0822420900000095e-06
7100,0.3427308,9.536507600000017e-07,0.3504408,2.0777729600000076e-06
7150,0.3427063,8.947732099999902e-07,0.3504019,2.1125664899999997e-06
7200,0.3426818,8.667609599999902e-07,0.3503386,2.1462232400000016e-06
7250,0.3426613,8.886160099999907e-07,0.3503059,2.1439694900000028e-06
7300,0.3426613,8.886160099999907e-07,0.3503059,2.1439694900000028e-06
7350,0.3426613,8.886160099999907e-07,0.3502957,2.1327862100000033e-06
7400,0.3426409,9.178736899999873e-07,0.3502875,2.1556248499999957e-06
7450,0.3426409,9.178736899999873e-07,0.3502364,2.220980639999993e-06
7500,0.34262040000000005,8.986918399999916e-07,0.3501242,2.165126360000024e-06
7550,0.3426,8.971087999999927e-07,0.3500936,2.113141040000016e-06
7600,0.342598,8.90412799999986e-07,0.3500814,2.151119640000019e-06
7650,0.3425714,8.082028399999901e-07,0.3500712,2.1523075600000153e-06
7700,0.3425714,8.082028399999901e-07,0.350008,2.1637114000000152e-06
7750,0.3425714,8.082028399999901e-07,0.3499713,2.2030638100000215e-06
7800,0.3425714,8.082028399999901e-07,0.3499079,2.207906290000018e-06
7850,0.3425714,8.082028399999901e-07,0.3498732,2.2557119600000195e-06
7900,0.3425714,8.082028399999901e-07,0.3498507,2.3299102100000037e-06
7950,0.3425714,8.082028399999901e-07,0.349824,2.336385400000004e-06
8000,0.3425714,8.082028399999901e-07,0.3498056,2.339038040000008e-06
8050,0.342551,8.095981999999906e-07,0.3498056,2.339038040000008e-06
8100,0.342551,8.095981999999906e-07,0.3498056,2.339038040000008e-06
8150,0.3425306,8.768284399999846e-07,0.3498015,2.337578850000009e-06
8200,0.3425306,8.768284399999846e-07,0.3497218,2.2432925600000117e-06
8250,0.3425306,8.768284399999846e-07,0.3496566,2.175471040000013e-06
8300,0.3425102,8.799047599999844e-07,0.3495872,2.1992899600000223e-06
8350,0.3425102,8.799047599999844e-07,0.3495401,2.2892600899999933e-06
8400,0.3425102,8.799047599999844e-07,0.349538,2.288388799999994e-06
8450,0.3425102,8.799047599999844e-07,0.349538,2.288388799999994e-06
8500,0.3425102,8.799047599999844e-07,0.3494972,2.2742001599999953e-06
8550,0.3425102,8.799047599999844e-07,0.3494645,2.279544049999994e-06
8600,0.34248979999999996,9.071591599999897e-07,0.3494645,2.279544049999994e-06
8650,0.34246940000000003,8.494108399999946e-07,0.3494421,2.2853678899999987e-06
8700,0.34246940000000003,8.494108399999946e-07,0.34940340000000003,2.361055239999998e-06
8750,0.34246940000000003,8.494108399999946e-07,0.3494013,2.3660442099999966e-06
8800,0.34246940000000003,8.494108399999946e-07,0.3493523,2.482165810000007e-06
8850,0.34246940000000003,8.494108399999946e-07,0.3493176,2.5506732400000092e-06
8900,0.34246940000000003,8.494108399999946e-07,0.3492563,2.540623210000013e-06
8950,0.34246940000000003,8.494108399999946e-07,0.3492542,2.5403617600000128e-06
9000,0.342449,7.991533999999853e-07,0.3492542,2.5403617600000128e-06
9050,0.3424265,8.084796499999867e-07,0.34922970000000003,2.5415040100000077e-06
9100,0.3424265,8.084796499999867e-07,0.3492236,2.564319839999999e-06
9150,0.3424265,8.084796499999867e-07,0.3492052,2.6371985600000057e-06
9200,0.3424265,8.084796499999867e-07,0.34915820000000003,2.7281973600000124e-06
9250,0.3424245,8.097496499999846e-07,0.3491193,2.683917410000009e-06
9300,0.3424245,8.097496499999846e-07,0.3490682,2.463570759999998e-06
9350,0.3424245,8.097496499999846e-07,0.3490498,2.4615835599999982e-06
9400,0.34239800000000004,7.911863999999876e-07,0.3490233,2.3155552100000066e-06
9450,0.34239800000000004,7.911863999999876e-07,0.3490233,2.3155552100000066e-06
9500,0.34239800000000004,7.911863999999876e-07,0.34899880000000005,2.3160721600000063e-06
9550,0.34235509999999997,7.876716899999859e-07,0.34898039999999997,2.367135840000012e-06
9600,0.34235509999999997,7.876716899999859e-07,0.3489764,2.3669550400000118e-06
9650,0.34235509999999997,7.876716899999859e-07,0.348958,2.4171944000000164e-06
9700,0.34235509999999997,7.876716899999859e-07,0.3489519,2.43519489000001e-06
9750,0.3423347,7.261004099999916e-07,0.3489274,2.4671992400000166e-06
9800,0.3423143,7.486832099999897e-07,0.34890699999999997,2.4729602000000177e-06
9850,0.3423143,7.486832099999897e-07,0.3488825,2.517250050000014e-06
9900,0.3423143,7.486832099999897e-07,0.3488315,2.5288860500000195e-06
9950,0.3423143,7.486832099999897e-07,0.3488315,2.5288860500000195e-06
10000,0.3423143,7.486832099999897e-07,0.3488069,2.5690592900000292e-06
