gen,op_id,w0,w1,w2,w3,w4,w5,w6,norm
50,0,6.534858538863081e-07,1.181858344988859e-06,-1.597528832473595e-07,-2.52935378208249e-06,-4.15697882792517e-05,2.739479822264112e-05,5.478260148081162e-05,7.408037983632337e-05
50,1,-3.849966836413851e-05,-0.0001491506021033805,-0.01335125237850271,0.001531332762613667,-0.03164731335681292,-0.001717281094902071,0.003559215403810501,0.03460916294256247
50,2,2.31551407348349e-06,2.050728575003412e-06,-7.289395230169696e-07,4.59436332567671e-05,5.211316264366737e-05,0.0003929797119478866,0.0007842555699365295,0.0008799582663868857
50,3,2.509114384678187e-07,6.349886528177783e-07,3.471282451305216e-22,5.035512008433166e-06,0,3.805571398263246e-05,7.611126953167106e-05,8.524661438894124e-05
100,0,1.215258014438846e-06,1.28534794944179e-06,-8.679910749211616e-08,-2.248887313586895e-06,-2.546867137524896e-05,6.726172287983358e-05,0.0001345201861301527,0.000152566926502771
100,1,-4.01911091292726e-05,-0.0001522972421153782,-0.013350892522758,0.001525102929262059,-0.03157017960318746,-0.001872180985378693,0.003249333006876067,0.03451574346125822
100,2,3.782496254228166e-07,1.722230046216408e-06,-1.224447019267128e-06,4.220399004451108e-05,1.824499562843161e-05,0.0002322741518485636,0.000463629006575029,0.0005205975436126171
100,3,2.452713318378069e-07,6.264068453232052e-07,3.470108694264919e-22,5.02487966897749e-06,0,3.75730477628186e-05,7.514593709204335e-05,8.416856740421675e-05
150,0,1.22685289033842e-06,1.291396560443822e-06,-8.708591729345274e-08,-2.245666717033606e-06,-2.555355033919924e-05,6.772866275889969e-05,0.0001354546405662298,0.0001536109983725941
150,1,-4.07366413714894e-05,-0.0001527209065729629,-0.0133508853101094,0.00152495691091306,-0.03156710399245952,-0.001896136966840595,0.003201418758682926,0.03450975350867218
150,2,-3.748520091576068e-08,1.666746650828021e-06,-1.255295451892564e-06,4.213763121325861e-05,1.213080339482923e-05,0.0002142369098498223,0.0004275930959859933,0.0004802711742842436
150,3,2.445316442886272e-07,6.259331141608009e-07,3.470108694264919e-22,5.02460091604007e-06,0,3.753989161484568e-05,7.507962473688494e-05,8.409454034263912e-05
200,0,1.229112620626571e-06,1.2917511464891e-06,-8.701929895708765e-08,-2.245479864779941e-06,-2.554204138595702e-05,6.77903104951355e-05,0.0001355779361121081,0.0001537450094365598
200,1,-4.078662139554299e-05,-0.0001527419372141194,-0.01335088481517862,0.001524953025282599,-0.03156689096234745,-0.001897626845837243,0.00319843796512995,0.03450936392947448
200,2,-1.157952583486421e-07,1.659404214642782e-06,-1.257318908692258e-06,4.213003226149958e-05,1.157675847284692e-05,0.0002118649062794825,0.0004228516178290517,0.0004749774079367159
200,3,2.445316442886272e-07,6.259331141608009e-07,3.470108694264919e-22,5.02460091604007e-06,0,3.753989161484568e-05,7.507962473688494e-05,8.409454034263912e-05
250,0,1.229263309180644e-06,1.291759682660791e-06,-8.70057388542445e-08,-2.24546905262192e-06,-2.55411324035129e-05,6.779400403894482e-05,0.000135585323286338,0.0001537530024141738
250,1,-4.079658124755081e-05,-0.000152745081043753,-0.013350884724947,0.00152495231740314,-0.03156686552433386,-0.001897858347199316,0.003197974906308479,0.0345093104360083
250,2,-1.271267460015654e-07,1.658589982643522e-06,-1.257591097404008e-06,4.212940975691276e-05,1.149173254096075e-05,0.0002116017920578586,0.0004223255337431949,0.0004743895767764495
250,3,2.445273826526995e-07,6.259316466244337e-07,3.470108694264919e-22,5.024600591111082e-06,0,3.753978966183305e-05,7.507942083085969e-05,8.409431274063249e-05
300,0,1.229294757271494e-06,1.291760586413323e-06,-8.70055701697367e-08,-2.245468161024203e-06,-2.554101490001116e-05,6.779459154925262e-05,0.0001355864983213553,0.0001537542783819161
300,1,-4.079711545161075e-05,-0.0001527451850248221,-0.01335088472460981,0.001524952302076978,-0.03156686536473949,-0.001897867955892534,0.003197955688896799,0.0345093090378719
300,2,-1.285224079079993e-07,1.658512756125739e-06,-1.257605032861897e-06,4.212934413012235e-05,1.148411973148093e-05,0.0002115754629205609,0.000422272890086868,0.0004743307765770604
300,3,2.445272097129136e-07,6.259316073913812e-07,3.470108694264919e-22,5.024600586917616e-06,0,3.753978659552479e-05,7.507941469824317e-05,8.409430589558244e-05
350,0,1.229294797810736e-06,1.291760605130214e-06,-8.700557255912644e-08,-2.245468191547283e-06,-2.554101751416181e-05,6.779459198147347e-05,0.0001355864991894188,0.0001537542797731668
350,1,-4.079717298813982e-05,-0.0001527451968017194,-0.01335088472448066,0.001524952301599709,-0.03156686521306791,-0.001897868869157472,0.00319795386208024,0.03450930878011762
350,2,-1.286678163376241e-07,1.658506028655018e-06,-1.257605992868297e-06,4.212933867158904e-05,1.148342464191525e-05,0.0002115731511409435,0.0004222682676455348,0.0004743256129843389
350,3,2.445272097129136e-07,6.259316073913812e-07,3.470108694264919e-22,5.024600586917616e-06,0,3.753978659552479e-05,7.507941469824317e-05,8.409430589558244e-05
400,0,1.229294813507396e-06,1.291760604959412e-06,-8.700557246963639e-08,-2.245468191225478e-06,-2.554101745990904e-05,6.779459219773525e-05,0.0001355864996219424,0.0001537542802410459
