gen,GA mean,GA var,DE mean,DE var,GDE mean,GDE var,CCHIHH_base mean,CCHIHH_base var,CCHIHH_stable mean,CCHIHH_stable var
2500,1523.895,4473.896364999999,1596.725,3226.684024999999,1155.545,1478.3252649999981,1104.044,1845.3268239999993,1043.012,335.8461559999998
2550,1523.107,4481.757040999997,1593.2069999999999,3008.047360999998,1152.8049999999998,1419.0726649999995,1099.67,1470.2951799999994,1042.688,335.91187599999927
2600,1522.013,4562.870080999999,1591.928,2976.342335999998,1149.4940000000001,1458.0654840000013,1097.848,1483.5278560000002,1041.833,345.105321
2650,1521.665,4501.553205000006,1590.784,2933.2730239999973,1147.549,1454.1246290000015,1094.794,1270.6290040000008,1041.673,348.2008009999994
2700,1520.4569999999999,4563.358080999998,1590.784,2933.2730239999973,1146.516,1485.1574639999985,1093.4850000000001,1161.503984999998,1040.717,331.20532099999946
2750,1519.902,4590.345055999994,1590.784,2933.2730239999973,1144.607,1498.6175009999986,1092.383,1087.0065009999994,1040.379,337.7907489999992
2800,1514.34,4730.66858,1590.784,2933.2730239999973,1142.667,1472.7000809999981,1090.442,995.8351160000008,1039.852,352.96395599999965
2850,1513.604,4730.192063999997,1590.784,2933.2730239999973,1141.526,1458.574343999997,1088.682,1065.2172160000005,1039.477,355.66150100000016
2900,1512.9389999999999,4759.848229000005,1590.199,2914.1862289999976,1140.016,1488.780984000001,1087.808,1065.3563759999986,1038.862,359.8433360000007
2950,1512.62,4765.996760000003,1590.199,2914.1862289999976,1138.579,1499.5138290000023,1085.852,1040.915476,1038.6470000000002,366.1283010000008
3000,1511.783,4665.196860999997,1590.199,2914.1862289999976,1137.4,1507.9935400000018,1084.868,1029.4125160000008,1038.4270000000001,369.8978610000009
3050,1510.115,4653.623845,1590.199,2914.1862289999976,1135.602,1481.6262360000005,1083.4180000000001,1019.0055559999995,1036.75,331.62556000000086
3100,1509.6280000000002,4684.188775999997,1587.739,2611.3553089999987,1134.657,1508.4133609999963,1081.7559999999999,1034.808424000001,1036.4360000000001,333.6403040000002
3150,1506.434,4373.8673439999975,1587.739,2611.3553089999987,1132.757,1538.1372209999986,1081.2810000000002,1020.7505890000002,1035.8200000000002,333.23955999999936
3200,1503.21,4279.177860000002,1587.739,2611.3553089999987,1130.5120000000002,1547.640376000002,1079.715,954.1073049999992,1034.797,302.62324099999967
3250,1502.7930000000001,4225.225281000003,1587.739,2611.3553089999987,1127.483,1602.279300999999,1078.012,847.7876960000003,1034.1200000000001,304.59890000000047
3300,1501.989,4132.974369000001,1583.5049999999999,2631.1026849999994,1125.087,1611.7605809999984,1076.056,723.255324,1033.803,305.17216100000076
3350,1501.598,4136.171555999999,1583.5049999999999,2631.1026849999994,1124.342,1615.515176,1072.246,563.018524,1033.574,311.5416240000008
3400,1501.34,4136.999760000001,1583.5049999999999,2631.1026849999994,1123.482,1611.0116160000002,1070.7069999999999,524.6378009999983,1033.342,316.2269160000013
3450,1500.28,4164.7274000000025,1583.5049999999999,2631.1026849999994,1123.065,1629.3985450000002,1068.196,478.6368040000011,1032.6299999999999,320.9286600000016
3500,1499.475,4186.485424999997,1583.5049999999999,2631.1026849999994,1121.7050000000002,1660.9010850000043,1066.614,482.4586840000008,1032.0620000000001,320.9982160000014
3550,1498.51,4230.813280000003,1583.5049999999999,2631.1026849999994,1120.544,1684.4523040000015,1065.731,477.7714090000015,1031.7630000000001,316.4003210000006
3600,1497.772,4269.398296000004,1583.5049999999999,2631.1026849999994,1118.9119999999998,1676.1424359999996,1063.32,505.6909399999996,1031.5,323.5309200000003
3650,1497.313,4245.639240999999,1583.5049999999999,2631.1026849999994,1117.6889999999999,1653.6052290000002,1062.606,494.265383999999,1030.956,322.2570240000008
3700,1495.252,4180.708975999999,1583.5049999999999,2631.1026849999994,1116.4209999999998,1627.9952889999997,1061.107,530.6032810000004,1029.949,339.94822900000094
3750,1494.598,4076.5362159999995,1582.633,2602.412140999999,1115.1529999999998,1618.0386810000014,1060.442,527.577656,1029.7620000000002,341.37223600000004
3800,1493.432,3958.4055960000032,1580.108,2596.531415999999,1113.7930000000001,1660.031621,1059.773,537.0938610000011,1029.602,344.9159359999999
3850,1493.085,3946.945485000003,1580.108,2596.531415999999,1112.889,1707.9548090000003,1059.453,538.6265809999996,1029.4569999999999,348.6385810000005
3900,1491.4299999999998,3697.8477799999964,1580.108,2596.531415999999,1112.101,1715.836049,1059.169,542.9339889999987,1029.3120000000001,352.00243599999976
3950,1490.393,3705.327880999993,1580.108,2596.531415999999,1111.3619999999999,1680.5252359999977,1058.446,564.003084000002,1029.135,355.32160500000043
4000,1489.757,3715.433201000001,1580.108,2596.531415999999,1110.342,1683.4962360000002,1057.972,565.5191160000006,1028.758,344.80339599999934
4050,1487.716,3853.0313840000026,1580.108,2596.531415999999,1109.616,1703.6868240000026,1056.847,588.038300999998,1028.517,346.4568209999989
4100,1486.669,3866.714909000002,1580.108,2596.531415999999,1108.571,1727.3447289999992,1056.165,593.439765,1027.507,347.70768099999924
4150,1484.486,3749.5603240000005,1580.108,2596.531415999999,1107.182,1766.8418559999998,1055.861,592.2012889999984,1027.433,349.1108209999997
4200,1483.298,3749.652835999999,1580.108,2596.531415999999,1106.624,1772.6064440000014,1054.616,636.5212839999988,1027.306,349.490104000001
4250,1482.792,3754.1897160000053,1578.05,2512.684379999999,1105.714,1793.4352639999984,1053.6129999999998,605.3815209999989,1026.993,346.69106099999965
4300,1481.882,3806.553216000001,1578.05,2512.684379999999,1104.859,1762.1324889999992,1052.6299999999999,591.2503800000003,1026.645,351.00076499999994
4350,1481.512,3802.765156,1578.05,2512.684379999999,1103.899,1760.4118689999973,1051.804,576.1692439999999,1026.1299999999999,358.28444000000087
4400,1479.6219999999998,3794.934355999995,1577.377,2540.921440999999,1103.065,1714.1076449999996,1050.4389999999999,579.0909090000025,1025.84,363.0685200000009
4450,1479.284,3816.263404,1577.377,2540.921440999999,1102.191,1752.4346489999996,1050.0880000000002,578.2496559999984,1025.697,366.20406100000093
4500,1477.854,3775.6237639999963,1577.377,2540.921440999999,1100.9940000000001,1718.3432040000012,1049.717,580.6588209999987,1025.535,370.3071850000007
4550,1477.051,3811.142189000001,1577.377,2540.921440999999,1099.761,1664.0004490000017,1049.414,583.6048640000014,1025.298,374.90705600000103
4600,1475.748,3571.127796000003,1577.377,2540.921440999999,1098.48,1647.189719999999,1049.022,575.2829959999985,1024.854,380.65810400000055
4650,1475.01,3556.877039999998,1577.377,2540.921440999999,1096.894,1645.7464039999988,1048.078,574.2826959999994,1024.717,383.92064100000147
4700,1472.214,3623.2194839999966,1577.377,2540.921440999999,1094.498,1605.7719560000005,1047.551,570.6870690000001,1024.6219999999998,385.68431600000133
4750,1470.4119999999998,3721.291916000001,1577.377,2540.921440999999,1093.887,1610.3528810000037,1046.612,527.3553560000001,1024.47,388.5288999999999
4800,1468.795,3373.655425000001,1577.377,2540.921440999999,1092.78,1632.4965,1046.322,529.9398559999997,1024.257,393.7744810000005
4850,1466.9969999999998,3291.1821210000016,1577.377,2540.921440999999,1092.154,1611.9821039999986,1045.905,518.5012849999996,1024.04,397.9622400000001
4900,1466.788,3287.304496000002,1577.377,2540.921440999999,1090.758,1631.645436,1044.658,462.27831600000053,1023.8710000000001,402.00708899999995
4950,1466.604,3295.552224000002,1577.377,2540.921440999999,1090.234,1619.3162040000002,1044.156,445.26970399999965,1023.686,402.24824400000006
5000,1465.376,3246.4293640000005,1577.377,2540.921440999999,1089.648,1608.2003360000003,1043.413,467.4081610000003,1023.481,398.487049
5050,1464.926,3275.5202240000035,1577.377,2540.921440999999,1089.3690000000001,1612.1101889999982,1042.7440000000001,480.44180399999925,1023.008,408.7651959999998
5100,1463.925,3281.623405000001,1577.377,2540.921440999999,1088.651,1609.705688999999,1042.263,491.78966099999906,1022.93,410.67859999999973
5150,1463.476,3270.8860440000017,1577.377,2540.921440999999,1087.519,1616.5514489999996,1041.282,454.36739600000067,1022.756,414.1643240000005
5200,1459.344,3111.249444,1573.575,2747.947944999999,1086.076,1742.413484,1039.393,388.3975410000008,1022.4100000000001,408.96324000000106
5250,1457.898,3075.4124159999983,1573.575,2747.947944999999,1085.2450000000001,1748.5668250000006,1038.896,378.9541440000008,1022.3549999999999,408.2053050000007
5300,1456.1370000000002,3024.919160999997,1573.575,2747.947944999999,1084.911,1766.6333289999998,1038.215,366.8235249999998,1022.2280000000001,408.8567160000015
5350,1455.489,2968.9212889999994,1573.575,2747.947944999999,1083.8899999999999,1797.4064400000013,1037.4869999999999,359.5155010000004,1022.019,401.1085290000009
5400,1454.393,2997.052240999999,1573.575,2747.947944999999,1082.66,1789.0283599999989,1037.071,360.1030889999996,1021.9469999999999,400.6222410000007
5450,1454.227,2992.525521000001,1573.575,2747.947944999999,1081.5149999999999,1733.8330449999999,1036.442,349.6186160000002,1021.89,401.2987199999999
5500,1453.934,3004.885364000001,1573.575,2747.947944999999,1080.626,1656.7593439999982,1036.1879999999999,347.75939599999833,1021.811,403.30618899999973
5550,1453.532,3012.1639960000007,1573.575,2747.947944999999,1079.714,1685.623544,1035.8020000000001,341.2983560000013,1021.675,406.87994499999957
5600,1451.7469999999998,2882.104840999997,1573.575,2747.947944999999,1078.7959999999998,1677.6676840000005,1035.214,329.96474400000085,1021.5229999999999,406.08742100000006
5650,1449.5149999999999,2944.434425000002,1573.575,2747.947944999999,1077.925,1697.9866449999997,1034.2620000000002,327.3449760000005,1021.4680000000001,405.74319600000115
5700,1449.158,2950.8482760000015,1573.575,2747.947944999999,1077.353,1697.720940999999,1033.574,327.6962640000002,1021.3770000000001,407.0766210000003
5750,1448.682,2952.8150359999977,1573.575,2747.947944999999,1076.451,1715.0723890000015,1033.222,312.6344160000002,1021.341,408.0223490000003
5800,1447.574,2945.6459840000016,1573.575,2747.947944999999,1075.6709999999998,1667.0650490000012,1031.714,255.4528240000008,1021.2940000000001,408.9461839999991
5850,1447.1709999999998,2929.100129000001,1573.575,2747.947944999999,1074.826,1580.818043999999,1031.326,249.4743840000004,1021.1870000000001,410.4439010000001
5900,1446.784,2867.032143999998,1573.575,2747.947944999999,1074.417,1582.0466409999997,1030.4360000000001,231.7826039999996,1021.126,412.1877640000004
5950,1445.2,2927.143480000001,1573.575,2747.947944999999,1072.773,1531.757621,1029.914,222.27352399999978,1021.051,412.3512089999998
6000,1444.979,2931.147488999999,1573.252,2707.1262359999987,1072.1100000000001,1524.8812200000025,1029.567,215.39100100000047,1020.8979999999999,409.87797599999993
6050,1444.0610000000001,2965.5611889999996,1573.252,2707.1262359999987,1070.97,1514.0419200000006,1028.696,192.63986399999928,1020.848,409.1778959999998
6100,1443.656,2961.9540440000005,1573.252,2707.1262359999987,1070.247,1490.737540999999,1028.0520000000001,179.01781600000055,1020.769,411.0017489999994
6150,1442.7559999999999,2965.168684,1573.252,2707.1262359999987,1069.9370000000001,1479.8269809999979,1027.714,171.46298400000018,1020.677,411.24480099999954
6200,1441.91,2973.7833200000005,1573.252,2707.1262359999987,1068.027,1422.709460999997,1027.52,168.94019999999972,1020.548,408.28903599999944
6250,1441.3600000000001,2968.479900000003,1573.252,2707.1262359999987,1066.483,1374.516340999999,1027.089,164.87410900000066,1020.412,403.9996760000003
6300,1441.172,2974.2083960000045,1573.252,2707.1262359999987,1065.7450000000001,1367.5989049999991,1026.819,161.40588900000026,1020.278,406.3967359999994
6350,1440.721,2994.026628999999,1573.252,2707.1262359999987,1064.8899999999999,1339.6752199999996,1026.416,164.20612400000013,1019.8,407.5448399999987
6400,1440.142,3029.861815999999,1573.252,2707.1262359999987,1063.432,1186.2185160000024,1026.273,163.7186010000005,1019.293,379.93696100000005
6450,1439.5639999999999,2953.420364000003,1573.252,2707.1262359999987,1061.967,1071.7134609999976,1026.19,164.04728000000023,1018.952,363.8344359999998
6500,1438.593,2927.7976210000024,1572.5430000000001,2689.092820999998,1061.169,1055.1744689999991,1026.016,163.75018400000005,1018.8610000000001,364.70636900000085
6550,1438.217,2910.009680999998,1572.5430000000001,2689.092820999998,1060.289,1022.4720089999979,1025.653,169.40132099999968,1018.628,368.86663600000065
6600,1437.203,2929.4415609999987,1570.091,2756.115788999997,1058.951,1034.2472490000014,1025.0049999999999,183.63554500000015,1018.548,370.9660160000006
6650,1436.8220000000001,2920.5766160000007,1570.091,2756.115788999997,1057.714,1057.5581839999986,1024.532,193.88577600000082,1018.493,372.3122610000005
6700,1436.236,2921.4157639999967,1570.091,2756.115788999997,1055.542,1047.715736,1023.902,189.65227599999994,1018.4110000000001,373.3220090000011
6750,1435.451,2917.835788999998,1570.091,2756.115788999997,1055.464,1049.8134640000014,1023.5959999999999,186.40552399999976,1018.357,374.0529610000002
6800,1434.694,2907.7667440000014,1570.091,2756.115788999997,1054.964,1043.7384240000015,1023.4399999999999,187.87473999999935,1018.1779999999999,378.64515599999936
6850,1434.307,2935.524901000002,1570.091,2756.115788999997,1053.72,1038.058779999999,1023.1709999999999,185.83222899999942,1018.108,378.96821599999953
6900,1433.117,2952.588861000003,1570.091,2756.115788999997,1053.341,1030.4596490000008,1022.9350000000001,187.88536499999938,1018.017,381.61094100000037
6950,1432.76,2971.0763599999973,1570.091,2756.115788999997,1053.114,1033.5992240000012,1022.617,184.2102010000006,1017.9399999999999,381.33128000000033
7000,1432.653,2967.5437609999976,1570.091,2756.115788999997,1051.7040000000002,983.5013239999996,1022.426,184.07996400000016,1017.8790000000001,382.62198900000027
7050,1432.3110000000001,2967.8802689999966,1568.7959999999998,2603.120603999997,1050.7310000000002,972.7486490000017,1022.222,184.10579600000074,1017.765,382.7630050000008
7100,1432.1290000000001,2975.8487089999976,1568.7959999999998,2603.120603999997,1050.1129999999998,975.5406809999995,1021.559,189.6806289999992,1017.6809999999999,384.822829000001
7150,1431.841,2975.268288999998,1568.7959999999998,2603.120603999997,1049.501,982.0854690000012,1021.354,190.03528400000033,1017.3549999999999,369.6846250000004
7200,1430.9119999999998,2986.6657960000025,1568.7959999999998,2603.120603999997,1048.7620000000002,1010.1960560000012,1020.783,203.4382610000004,1017.2969999999999,369.95444099999986
7250,1429.021,3084.2229489999977,1568.7959999999998,2603.120603999997,1048.497,1009.2109210000002,1020.6157,205.0861284100002,1017.242,371.329136
7300,1422.3020000000001,2549.344336,1568.7959999999998,2603.120603999997,1047.022,995.8057759999999,1020.2949999999998,203.39656499999973,1017.1850000000001,372.67746499999953
7350,1421.943,2567.4664009999974,1568.7959999999998,2603.120603999997,1046.7,1004.1837799999985,1020.0793,200.9620124100003,1017.124,374.2836639999996
7400,1421.201,2439.8006290000003,1568.7959999999998,2603.120603999997,1046.133,996.4516009999974,1019.2380999999999,194.9565104900002,1017.0459999999999,375.9663639999996
7450,1420.8200000000002,2450.666100000005,1568.7959999999998,2603.120603999997,1045.6200000000001,999.5650399999986,1018.9815000000001,195.1558102500008,1016.9369999999999,376.7105409999996
7500,1420.251,2474.4204889999974,1568.7959999999998,2603.120603999997,1044.783,1034.0263809999992,1018.5576000000001,193.90376384000058,1016.824,373.2178439999995
7550,1420.022,2481.6294559999983,1566.4289999999999,2401.4877089999964,1044.229,1035.5488889999997,1018.2977999999999,193.6816715600002,1016.759,374.7282889999995
7600,1419.774,2482.107084,1566.4289999999999,2401.4877089999964,1044.0328,1032.6996825600006,1018.1355,193.08880225000024,1016.734,375.1238239999998
7650,1419.3229999999999,2503.8029010000027,1566.4289999999999,2401.4877089999964,1043.3872999999999,1007.4662816100006,1017.8814,196.7989656400003,1016.652,375.1991959999996
7700,1418.236,2504.211644000002,1566.4289999999999,2401.4877089999964,1042.933,1004.2970810000012,1017.7798,197.10658835999962,1016.598,376.66029599999945
7750,1417.067,2459.5020609999965,1566.4289999999999,2401.4877089999964,1042.0687,1002.8673052100014,1017.3825999999999,195.70786883999975,1016.543,377.9802809999997
7800,1416.27,2489.219359999998,1566.4289999999999,2401.4877089999964,1041.5778,969.4285835600003,1017.2243000000001,193.5169844099995,1016.499,378.4130890000004
7850,1413.872,2492.788795999996,1566.4289999999999,2401.4877089999964,1041.1503,960.6400528100003,1017.0889,195.4851972899999,1016.2909999999999,373.42914899999863
7900,1413.268,2504.8875359999975,1566.4289999999999,2401.4877089999964,1040.8200000000002,965.0726000000022,1016.9,194.74970420000017,1016.1003000000001,376.3839148099996
7950,1412.5629999999999,2523.0657209999963,1566.4289999999999,2401.4877089999964,1040.28,971.9698799999985,1016.7661,194.8019760899991,1015.9343999999999,380.35389823999947
8000,1412.3799999999999,2517.107899999998,1566.4289999999999,2401.4877089999964,1039.2873,953.1230476099994,1016.5471,194.74808408999948,1015.8738999999999,380.7960648899999
8050,1410.1299999999999,2683.668040000001,1566.4289999999999,2401.4877089999964,1038.2998,938.4645083600013,1016.1789000000001,194.15947289000025,1015.8248,381.34890735999943
8100,1409.986,2687.037244,1566.4289999999999,2401.4877089999964,1037.9316999999999,906.2256880099982,1016.0308000000001,193.7121937600004,1015.7801999999999,382.45984435999947
8150,1409.547,2705.2134210000027,1563.092,2397.3197959999966,1037.6243,891.3105064099998,1015.8608,193.23721775999928,1015.753,382.93800099999964
8200,1407.633,2668.9104410000004,1563.092,2397.3197959999966,1036.54,871.6039599999992,1015.6503,188.69752360999988,1015.6728999999999,383.9547116900004
8250,1407.486,2674.123024,1563.092,2397.3197959999966,1035.9569999999999,834.505540999999,1015.4071,189.02213169000044,1015.6492000000001,384.22004576000074
8300,1406.8049999999998,2699.8620450000003,1563.092,2397.3197959999966,1035.6623,831.8723316100011,1015.2942,188.88500576000052,1015.6020000000001,385.20661600000045
8350,1406.519,2678.9939689999965,1563.092,2397.3197959999966,1034.9618,844.7712331600017,1015.1942999999999,189.10820400999972,1015.5300000000001,386.9537000000002
8400,1404.02,2664.2243200000016,1563.092,2397.3197959999966,1034.7086,846.7560416399983,1015.1204,188.2494508400003,1015.4832,386.74144416000024
8450,1401.672,2650.298896000001,1563.092,2397.3197959999966,1034.2455,836.6550922500004,1014.9772999999999,187.45452160999977,1015.2003000000001,392.10201881000035
8500,1401.557,2646.551241000002,1563.092,2397.3197959999966,1033.81,845.4775999999998,1014.8264999999999,188.94525945000092,1015.1714,392.88938564000057
8550,1399.6870000000001,2739.4590610000027,1563.092,2397.3197959999966,1033.3509,808.8550172900005,1014.7761,188.95124089000046,1014.6736999999999,408.6696812100009
8600,1399.3690000000001,2739.893429000003,1563.092,2397.3197959999966,1033.1894,803.2263232399986,1014.622,190.08136420000002,1014.5919,411.4034328900005
8650,1398.647,2763.445001000003,1563.092,2397.3197959999966,1032.52,779.7015800000007,1014.5445,189.73108505000036,1014.51,413.94595820000103
8700,1398.143,2763.8302209999997,1563.092,2397.3197959999966,1031.2324,752.1055678399988,1014.1746999999999,181.63761441000048,1014.4870999999999,414.54846409000055
8750,1395.615,2916.726805,1563.092,2397.3197959999966,1031.0084,748.9186670399985,1012.7918,176.5884379599999,1014.4464,415.6917150400001
8800,1395.2530000000002,2913.304340999998,1563.092,2397.3197959999966,1030.7958999999998,732.9156492899986,1012.5028,171.92329135999944,1014.3778,417.59764656000004
8850,1395.019,2912.594589000001,1563.092,2397.3197959999966,1030.1678,707.9333755599986,1012.2501,172.13176048999998,1014.3455,418.5018594500004
8900,1394.714,2919.6634239999976,1563.092,2397.3197959999966,1029.313,683.6629009999991,1012.1227999999999,170.9847015600003,1013.9200000000001,423.80161520000075
8950,1394.162,2822.948816000002,1563.092,2397.3197959999966,1029.047,680.3051409999985,1011.8549,171.51692328999962,1013.7281999999999,427.2566507600001
9000,1393.884,2830.5770839999977,1563.092,2397.3197959999966,1028.7158,681.4661067599989,1011.7684999999999,171.80106744999983,1013.6503,427.75475760999996
9050,1392.874,2835.0108240000004,1563.092,2397.3197959999966,1027.5594999999998,640.7955122500007,1011.6213,170.87343480999976,1013.5898,427.37506195999975
9100,1391.288,2878.884455999999,1563.092,2397.3197959999966,1027.1242,638.9678747600001,1011.425,168.34849380000028,1013.5628,428.1052331599998
9150,1390.903,2894.430920999998,1563.092,2397.3197959999966,1026.6521,618.6105056899992,1010.9535,161.37338025000003,1013.5269000000001,429.10524449000025
9200,1390.66,2899.697839999998,1563.092,2397.3197959999966,1025.8355999999999,604.03105424,1010.7277,158.9350692100001,1013.4921,429.34584209000025
9250,1390.419,2908.2722089999997,1563.092,2397.3197959999966,1024.8304,599.7130534399992,1010.3399,155.09288648999998,1013.4615,430.2425002499999
