Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver CCHIHH --seed 6 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T200_E100_D300.txt --cnum 100 --enum 100 --dnum 300 --tnum 200 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 6
Pini (heuristic prob): 0.4
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T200_E100_D300.txt"

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=200, M_Jnum=200, M_OPTnum=5, ops=1000
  Nvar=2400, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=400
  Block 1 (seq): start=400, len=1000
  Block 2 (dev): start=1400, len=1000
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 1892.72
Gen 50: best_fit = 1586.12
Gen 100: best_fit = 1468.74
Gen 150: best_fit = 1451.6
Gen 200: best_fit = 1432.87
Gen 250: best_fit = 1412.51
Gen 300: best_fit = 1400.98
Gen 350: best_fit = 1393.15
Gen 400: best_fit = 1387.86
Gen 450: best_fit = 1373.39
Gen 500: best_fit = 1370.24
Gen 550: best_fit = 1365.23
Gen 600: best_fit = 1362.52
Gen 650: best_fit = 1335.84
Gen 700: best_fit = 1335.44
Gen 750: best_fit = 1318.98
Gen 800: best_fit = 1310.74
Gen 850: best_fit = 1308.43
Gen 900: best_fit = 1293.7
Gen 950: best_fit = 1281.37
Gen 1000: best_fit = 1277.03
Gen 1050: best_fit = 1261.21
Gen 1100: best_fit = 1239.12
Gen 1150: best_fit = 1208.62
Gen 1200: best_fit = 1195.26
Gen 1250: best_fit = 1177.22
Gen 1300: best_fit = 1151.5
