Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GA --seed 10 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T200_E100_D300.txt --cnum 100 --enum 100 --dnum 300 --tnum 200 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 10
Pini (heuristic prob): 0.4
Solver: GA
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T200_E100_D300.txt"
Gen 50: best_fit = 1731.84
Gen 100: best_fit = 1715.03
Gen 150: best_fit = 1687.39
Gen 200: best_fit = 1684.42
Gen 250: best_fit = 1626.8
Gen 300: best_fit = 1626.54
Gen 350: best_fit = 1624.95
Gen 400: best_fit = 1623.66
Gen 450: best_fit = 1623.65
Gen 500: best_fit = 1623.52
Gen 550: best_fit = 1611.71
Gen 600: best_fit = 1611.19
Gen 650: best_fit = 1611.17
Gen 700: best_fit = 1611.01
Gen 750: best_fit = 1610.15
Gen 800: best_fit = 1610.02
Gen 850: best_fit = 1609.94
Gen 900: best_fit = 1609.94
Gen 950: best_fit = 1609.85
Gen 1000: best_fit = 1609.51
Gen 1050: best_fit = 1606.9
Gen 1100: best_fit = 1606
Gen 1150: best_fit = 1605.35
Gen 1200: best_fit = 1604.23
Gen 1250: best_fit = 1604.09
Gen 1300: best_fit = 1604.09
Gen 1350: best_fit = 1604.03
Gen 1400: best_fit = 1603.85
Gen 1450: best_fit = 1603.05
Gen 1500: best_fit = 1602.51
Gen 1550: best_fit = 1602.38
Gen 1600: best_fit = 1602.27
Gen 1650: best_fit = 1602.2
Gen 1700: best_fit = 1601.43
Gen 1750: best_fit = 1601.15
Gen 1800: best_fit = 1600.67
Gen 1850: best_fit = 1570.33
Gen 1900: best_fit = 1570.33
Gen 1950: best_fit = 1570.33
Gen 2000: best_fit = 1570.24
Gen 2050: best_fit = 1570.24
Gen 2100: best_fit = 1569.77
Gen 2150: best_fit = 1556.53
Gen 2200: best_fit = 1555.96
Gen 2250: best_fit = 1555.84
Gen 2300: best_fit = 1554.01
Gen 2350: best_fit = 1552.05
Gen 2400: best_fit = 1551
Gen 2450: best_fit = 1548.93
Gen 2500: best_fit = 1548.11
Gen 2550: best_fit = 1548.11
Gen 2600: best_fit = 1547.77
Gen 2650: best_fit = 1547.77
Gen 2700: best_fit = 1547.77
Gen 2750: best_fit = 1547.76
Gen 2800: best_fit = 1510.8
Gen 2850: best_fit = 1510.76
Gen 2900: best_fit = 1509.67
Gen 2950: best_fit = 1508.62
Gen 3000: best_fit = 1508.62
Gen 3050: best_fit = 1503.7
Gen 3100: best_fit = 1503.69
Gen 3150: best_fit = 1503.59
Gen 3200: best_fit = 1503.35
Gen 3250: best_fit = 1503.35
Gen 3300: best_fit = 1503.35
Gen 3350: best_fit = 1502.74
Gen 3400: best_fit = 1501.65
Gen 3450: best_fit = 1501.25
Gen 3500: best_fit = 1500.09
Gen 3550: best_fit = 1499.73
Gen 3600: best_fit = 1499.73
Gen 3650: best_fit = 1499.72
Gen 3700: best_fit = 1498.08
Gen 3750: best_fit = 1497.99
Gen 3800: best_fit = 1495.61
Gen 3850: best_fit = 1495.47
Gen 3900: best_fit = 1495.24
Gen 3950: best_fit = 1490.36
Gen 4000: best_fit = 1490.17
Gen 4050: best_fit = 1488.22
Gen 4100: best_fit = 1488.21
Gen 4150: best_fit = 1488.2
Gen 4200: best_fit = 1487.7
Gen 4250: best_fit = 1487.28
Gen 4300: best_fit = 1487.28
Gen 4350: best_fit = 1487.27
Gen 4400: best_fit = 1486.99
Gen 4450: best_fit = 1486.99
Gen 4500: best_fit = 1486.62
Gen 4550: best_fit = 1486.62
Gen 4600: best_fit = 1486.62
Gen 4650: best_fit = 1486.6
Gen 4700: best_fit = 1486.53
Gen 4750: best_fit = 1486.1
Gen 4800: best_fit = 1483.81
Gen 4850: best_fit = 1483.51
Gen 4900: best_fit = 1483.39
Gen 4950: best_fit = 1483.21
Gen 5000: best_fit = 1483.13
Gen 5050: best_fit = 1482.88
Gen 5100: best_fit = 1481.81
Gen 5150: best_fit = 1481.81
Gen 5200: best_fit = 1481.81
Gen 5250: best_fit = 1481.81
Gen 5300: best_fit = 1481.69
Gen 5350: best_fit = 1481.49
Gen 5400: best_fit = 1481.49
Gen 5450: best_fit = 1481.14
Gen 5500: best_fit = 1481.01
Gen 5550: best_fit = 1480.46
Gen 5600: best_fit = 1480.46
Gen 5650: best_fit = 1480.46
Gen 5700: best_fit = 1480.28
Gen 5750: best_fit = 1480.28
Gen 5800: best_fit = 1480.04
Gen 5850: best_fit = 1477.45
Gen 5900: best_fit = 1477.39
Gen 5950: best_fit = 1475.47
Gen 6000: best_fit = 1475.23
Gen 6050: best_fit = 1474.95
Gen 6100: best_fit = 1473.07
Gen 6150: best_fit = 1468.91
Gen 6200: best_fit = 1467
Gen 6250: best_fit = 1465.17
