Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GDE --seed 7 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T200_E100_D300.txt --cnum 100 --enum 100 --dnum 300 --tnum 200 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 7
Pini (heuristic prob): 0.4
Solver: GDE
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T200_E100_D300.txt"
Gen 50: best_fit = 1528.22
Gen 100: best_fit = 1446.22
Gen 150: best_fit = 1391
Gen 200: best_fit = 1364.08
Gen 250: best_fit = 1348.16
Gen 300: best_fit = 1304.21
Gen 350: best_fit = 1296.29
Gen 400: best_fit = 1288.72
Gen 450: best_fit = 1273.13
Gen 500: best_fit = 1252.54
Gen 550: best_fit = 1243.65
Gen 600: best_fit = 1240.08
Gen 650: best_fit = 1215.16
Gen 700: best_fit = 1207.3
Gen 750: best_fit = 1196.17
Gen 800: best_fit = 1194.59
Gen 850: best_fit = 1192.65
Gen 900: best_fit = 1190.01
Gen 950: best_fit = 1187.91
Gen 1000: best_fit = 1186.5
Gen 1050: best_fit = 1182.2
Gen 1100: best_fit = 1176.58
Gen 1150: best_fit = 1172.03
Gen 1200: best_fit = 1170.58
Gen 1250: best_fit = 1170.06
Gen 1300: best_fit = 1169.07
Gen 1350: best_fit = 1168.12
Gen 1400: best_fit = 1167.42
Gen 1450: best_fit = 1166.36
Gen 1500: best_fit = 1162.9
Gen 1550: best_fit = 1161.4
Gen 1600: best_fit = 1160.84
Gen 1650: best_fit = 1159.8
Gen 1700: best_fit = 1150.76
Gen 1750: best_fit = 1149.57
Gen 1800: best_fit = 1146.04
Gen 1850: best_fit = 1144.39
Gen 1900: best_fit = 1142.65
Gen 1950: best_fit = 1139.76
Gen 2000: best_fit = 1137.95
Gen 2050: best_fit = 1137.64
Gen 2100: best_fit = 1137.28
Gen 2150: best_fit = 1136.62
Gen 2200: best_fit = 1136.32
Gen 2250: best_fit = 1135.55
Gen 2300: best_fit = 1135.32
Gen 2350: best_fit = 1135.16
Gen 2400: best_fit = 1134.61
Gen 2450: best_fit = 1134.45
Gen 2500: best_fit = 1134.31
Gen 2550: best_fit = 1132.81
Gen 2600: best_fit = 1129.23
Gen 2650: best_fit = 1125.4
Gen 2700: best_fit = 1125.13
Gen 2750: best_fit = 1122.48
Gen 2800: best_fit = 1119.14
Gen 2850: best_fit = 1118.25
Gen 2900: best_fit = 1114.37
Gen 2950: best_fit = 1113.81
Gen 3000: best_fit = 1109.12
Gen 3050: best_fit = 1107.57
Gen 3100: best_fit = 1103.78
Gen 3150: best_fit = 1099.26
Gen 3200: best_fit = 1095.54
