Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GDE --seed 2 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T200_E100_D300.txt --cnum 100 --enum 100 --dnum 300 --tnum 200 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 2
Pini (heuristic prob): 0.4
Solver: GDE
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T200_E100_D300.txt"
Gen 50: best_fit = 1649.83
Gen 100: best_fit = 1606.12
Gen 150: best_fit = 1576.57
Gen 200: best_fit = 1535.68
Gen 250: best_fit = 1507.77
Gen 300: best_fit = 1416.98
Gen 350: best_fit = 1410.76
Gen 400: best_fit = 1401.21
Gen 450: best_fit = 1341.05
Gen 500: best_fit = 1329.98
Gen 550: best_fit = 1319.81
Gen 600: best_fit = 1313.67
Gen 650: best_fit = 1296.78
Gen 700: best_fit = 1282.32
Gen 750: best_fit = 1274.69
Gen 800: best_fit = 1254.85
Gen 850: best_fit = 1251.59
Gen 900: best_fit = 1250.36
Gen 950: best_fit = 1249
Gen 1000: best_fit = 1243.8
Gen 1050: best_fit = 1242.55
Gen 1100: best_fit = 1230.87
Gen 1150: best_fit = 1229.9
Gen 1200: best_fit = 1221.02
Gen 1250: best_fit = 1217.95
Gen 1300: best_fit = 1213.87
Gen 1350: best_fit = 1213.21
Gen 1400: best_fit = 1209.54
Gen 1450: best_fit = 1190.53
Gen 1500: best_fit = 1187.57
Gen 1550: best_fit = 1186.29
Gen 1600: best_fit = 1180.83
Gen 1650: best_fit = 1176.77
Gen 1700: best_fit = 1176.55
Gen 1750: best_fit = 1176.05
Gen 1800: best_fit = 1175.81
Gen 1850: best_fit = 1175.13
Gen 1900: best_fit = 1174.88
Gen 1950: best_fit = 1174.51
Gen 2000: best_fit = 1174.21
Gen 2050: best_fit = 1173.86
Gen 2100: best_fit = 1169.74
Gen 2150: best_fit = 1167.28
Gen 2200: best_fit = 1166.91
Gen 2250: best_fit = 1165.52
Gen 2300: best_fit = 1165.37
Gen 2350: best_fit = 1164
Gen 2400: best_fit = 1163.44
Gen 2450: best_fit = 1159.9
Gen 2500: best_fit = 1155.39
Gen 2550: best_fit = 1155.03
Gen 2600: best_fit = 1152.2
Gen 2650: best_fit = 1152.05
Gen 2700: best_fit = 1151.74
Gen 2750: best_fit = 1149.7
Gen 2800: best_fit = 1144.7
Gen 2850: best_fit = 1144.35
Gen 2900: best_fit = 1142.37
Gen 2950: best_fit = 1140.9
Gen 3000: best_fit = 1139.16
Gen 3050: best_fit = 1137.7
Gen 3100: best_fit = 1137.58
Gen 3150: best_fit = 1137.28
Gen 3200: best_fit = 1135.29
Gen 3250: best_fit = 1131.52
Gen 3300: best_fit = 1131.15
Gen 3350: best_fit = 1127.29
Gen 3400: best_fit = 1125.5
Gen 3450: best_fit = 1125.44
Gen 3500: best_fit = 1122.38
Gen 3550: best_fit = 1121.28
Gen 3600: best_fit = 1118.47
Gen 3650: best_fit = 1118.21
Gen 3700: best_fit = 1117
Gen 3750: best_fit = 1114.61
Gen 3800: best_fit = 1111.13
Gen 3850: best_fit = 1110.35
Gen 3900: best_fit = 1110.04
Gen 3950: best_fit = 1109.77
Gen 4000: best_fit = 1108.86
Gen 4050: best_fit = 1108.5
Gen 4100: best_fit = 1106.47
Gen 4150: best_fit = 1099.89
Gen 4200: best_fit = 1099.77
Gen 4250: best_fit = 1099.72
Gen 4300: best_fit = 1099.66
Gen 4350: best_fit = 1099.44
Gen 4400: best_fit = 1098.39
Gen 4450: best_fit = 1097.13
Gen 4500: best_fit = 1096.77
Gen 4550: best_fit = 1096.33
Gen 4600: best_fit = 1095.49
Gen 4650: best_fit = 1095.45
Gen 4700: best_fit = 1095.4
Gen 4750: best_fit = 1095.18
Gen 4800: best_fit = 1095.14
Gen 4850: best_fit = 1095.1
