Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GA --seed 2 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T200_E100_D300.txt --cnum 100 --enum 100 --dnum 300 --tnum 200 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 2
Pini (heuristic prob): 0.4
Solver: GA
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T200_E100_D300.txt"
Gen 50: best_fit = 1829.73
Gen 100: best_fit = 1819.45
Gen 150: best_fit = 1818.19
Gen 200: best_fit = 1788.61
Gen 250: best_fit = 1765.52
Gen 300: best_fit = 1756.85
Gen 350: best_fit = 1756.8
Gen 400: best_fit = 1756.8
Gen 450: best_fit = 1756.68
Gen 500: best_fit = 1756.02
Gen 550: best_fit = 1754.79
Gen 600: best_fit = 1754
Gen 650: best_fit = 1754
Gen 700: best_fit = 1733.71
Gen 750: best_fit = 1733.58
Gen 800: best_fit = 1727.64
Gen 850: best_fit = 1727.64
Gen 900: best_fit = 1719.29
Gen 950: best_fit = 1718.42
Gen 1000: best_fit = 1717.97
Gen 1050: best_fit = 1717.82
Gen 1100: best_fit = 1717.21
Gen 1150: best_fit = 1717.21
Gen 1200: best_fit = 1717.21
Gen 1250: best_fit = 1716.46
Gen 1300: best_fit = 1716.46
Gen 1350: best_fit = 1716.01
Gen 1400: best_fit = 1715.34
Gen 1450: best_fit = 1711.27
Gen 1500: best_fit = 1710.84
Gen 1550: best_fit = 1710.59
Gen 1600: best_fit = 1710.01
Gen 1650: best_fit = 1707.73
Gen 1700: best_fit = 1707.29
Gen 1750: best_fit = 1695.88
Gen 1800: best_fit = 1695.7
Gen 1850: best_fit = 1695.58
Gen 1900: best_fit = 1694.69
Gen 1950: best_fit = 1694.36
Gen 2000: best_fit = 1694.35
Gen 2050: best_fit = 1693.94
Gen 2100: best_fit = 1693.36
Gen 2150: best_fit = 1693.36
Gen 2200: best_fit = 1686.85
Gen 2250: best_fit = 1686.83
Gen 2300: best_fit = 1685.96
Gen 2350: best_fit = 1685.45
Gen 2400: best_fit = 1685
Gen 2450: best_fit = 1685
Gen 2500: best_fit = 1682.07
Gen 2550: best_fit = 1681.61
Gen 2600: best_fit = 1681.61
Gen 2650: best_fit = 1679.42
Gen 2700: best_fit = 1678.99
Gen 2750: best_fit = 1678.85
Gen 2800: best_fit = 1678.45
Gen 2850: best_fit = 1678.36
Gen 2900: best_fit = 1677.89
Gen 2950: best_fit = 1677.67
Gen 3000: best_fit = 1673.26
Gen 3050: best_fit = 1672.35
Gen 3100: best_fit = 1672.35
Gen 3150: best_fit = 1663.55
Gen 3200: best_fit = 1663.45
Gen 3250: best_fit = 1661.46
Gen 3300: best_fit = 1657.99
Gen 3350: best_fit = 1657.78
Gen 3400: best_fit = 1657.52
Gen 3450: best_fit = 1656.21
Gen 3500: best_fit = 1656.08
Gen 3550: best_fit = 1655.93
Gen 3600: best_fit = 1655.93
Gen 3650: best_fit = 1655.86
Gen 3700: best_fit = 1655.83
Gen 3750: best_fit = 1652.79
Gen 3800: best_fit = 1648.16
Gen 3850: best_fit = 1647.69
Gen 3900: best_fit = 1640.03
Gen 3950: best_fit = 1639.86
Gen 4000: best_fit = 1638.65
Gen 4050: best_fit = 1638.2
Gen 4100: best_fit = 1637.95
Gen 4150: best_fit = 1637.95
Gen 4200: best_fit = 1637.81
Gen 4250: best_fit = 1637.63
Gen 4300: best_fit = 1637.56
Gen 4350: best_fit = 1637.04
Gen 4400: best_fit = 1636.36
Gen 4450: best_fit = 1636.21
Gen 4500: best_fit = 1634.51
Gen 4550: best_fit = 1634.44
Gen 4600: best_fit = 1625.92
Gen 4650: best_fit = 1625.5
Gen 4700: best_fit = 1624.84
Gen 4750: best_fit = 1624.47
Gen 4800: best_fit = 1612.7
Gen 4850: best_fit = 1612.7
Gen 4900: best_fit = 1612.47
Gen 4950: best_fit = 1612.47
Gen 5000: best_fit = 1612.47
Gen 5050: best_fit = 1612.47
Gen 5100: best_fit = 1612.33
Gen 5150: best_fit = 1611.51
Gen 5200: best_fit = 1599.23
Gen 5250: best_fit = 1599.06
Gen 5300: best_fit = 1599.05
Gen 5350: best_fit = 1596.51
Gen 5400: best_fit = 1596.51
