Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GA --seed 1 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T200_E100_D300.txt --cnum 100 --enum 100 --dnum 300 --tnum 200 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 1
Pini (heuristic prob): 0.4
Solver: GA
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T200_E100_D300.txt"
Gen 50: best_fit = 1697.84
Gen 100: best_fit = 1696.59
Gen 150: best_fit = 1630.33
Gen 200: best_fit = 1629.07
Gen 250: best_fit = 1629.07
Gen 300: best_fit = 1629
Gen 350: best_fit = 1569.1
Gen 400: best_fit = 1548.29
Gen 450: best_fit = 1548.2
Gen 500: best_fit = 1548.19
Gen 550: best_fit = 1548.1
Gen 600: best_fit = 1541.08
Gen 650: best_fit = 1539.86
Gen 700: best_fit = 1531.82
Gen 750: best_fit = 1531.31
Gen 800: best_fit = 1530.18
Gen 850: best_fit = 1528.93
Gen 900: best_fit = 1526.3
Gen 950: best_fit = 1526.3
Gen 1000: best_fit = 1525.2
Gen 1050: best_fit = 1523.45
Gen 1100: best_fit = 1522.96
Gen 1150: best_fit = 1522.91
Gen 1200: best_fit = 1520.25
Gen 1250: best_fit = 1520.18
Gen 1300: best_fit = 1520.06
Gen 1350: best_fit = 1520.06
Gen 1400: best_fit = 1518.88
Gen 1450: best_fit = 1517.41
Gen 1500: best_fit = 1517.38
Gen 1550: best_fit = 1515.01
Gen 1600: best_fit = 1512.9
Gen 1650: best_fit = 1512.43
Gen 1700: best_fit = 1512.43
Gen 1750: best_fit = 1508.6
Gen 1800: best_fit = 1507.58
Gen 1850: best_fit = 1507.57
Gen 1900: best_fit = 1507.57
Gen 1950: best_fit = 1507.5
Gen 2000: best_fit = 1507.44
Gen 2050: best_fit = 1507.02
Gen 2100: best_fit = 1506.67
Gen 2150: best_fit = 1506.16
Gen 2200: best_fit = 1505.88
Gen 2250: best_fit = 1501.79
Gen 2300: best_fit = 1501.05
Gen 2350: best_fit = 1501.05
Gen 2400: best_fit = 1500.96
Gen 2450: best_fit = 1499.99
Gen 2500: best_fit = 1499.88
Gen 2550: best_fit = 1497.68
Gen 2600: best_fit = 1497.68
Gen 2650: best_fit = 1497.6
Gen 2700: best_fit = 1497.6
Gen 2750: best_fit = 1493.45
Gen 2800: best_fit = 1492.91
Gen 2850: best_fit = 1492.7
Gen 2900: best_fit = 1492.16
Gen 2950: best_fit = 1491.62
Gen 3000: best_fit = 1490.82
Gen 3050: best_fit = 1490.82
Gen 3100: best_fit = 1487.02
Gen 3150: best_fit = 1478.64
Gen 3200: best_fit = 1478.19
Gen 3250: best_fit = 1478.19
Gen 3300: best_fit = 1476.54
Gen 3350: best_fit = 1476.14
Gen 3400: best_fit = 1475.81
Gen 3450: best_fit = 1475.81
Gen 3500: best_fit = 1471.48
Gen 3550: best_fit = 1471.3
Gen 3600: best_fit = 1467.98
Gen 3650: best_fit = 1467.82
Gen 3700: best_fit = 1467.71
Gen 3750: best_fit = 1467.29
Gen 3800: best_fit = 1467.25
Gen 3850: best_fit = 1466.34
Gen 3900: best_fit = 1466.28
Gen 3950: best_fit = 1466.19
Gen 4000: best_fit = 1466.19
Gen 4050: best_fit = 1466.19
Gen 4100: best_fit = 1466.11
Gen 4150: best_fit = 1465.86
Gen 4200: best_fit = 1465.86
Gen 4250: best_fit = 1465.65
Gen 4300: best_fit = 1464.11
Gen 4350: best_fit = 1462.84
Gen 4400: best_fit = 1462.8
Gen 4450: best_fit = 1462.4
Gen 4500: best_fit = 1462.15
Gen 4550: best_fit = 1462.15
Gen 4600: best_fit = 1459.19
Gen 4650: best_fit = 1458.93
Gen 4700: best_fit = 1450.54
Gen 4750: best_fit = 1450.47
Gen 4800: best_fit = 1450.19
Gen 4850: best_fit = 1446.64
Gen 4900: best_fit = 1445.65
Gen 4950: best_fit = 1445.45
Gen 5000: best_fit = 1443.68
Gen 5050: best_fit = 1442.62
Gen 5100: best_fit = 1442.29
Gen 5150: best_fit = 1441.6
Gen 5200: best_fit = 1438.4
Gen 5250: best_fit = 1438.15
Gen 5300: best_fit = 1435.89
Gen 5350: best_fit = 1435.89
Gen 5400: best_fit = 1435.85
Gen 5450: best_fit = 1435.27
Gen 5500: best_fit = 1435.27
Gen 5550: best_fit = 1434.24
Gen 5600: best_fit = 1433.93
Gen 5650: best_fit = 1433.62
